ZTFID,HOST_RA,HOST_DEC
ZTF23aacfyfb,177.86250804,19.37966251
ZTF21abdosld,12.66588298,38.32152045
ZTF21aanuyro,224.82633992,59.90039539
ZTF20acrcewc,198.97825311,8.02710176
ZTF20acwxbyr,121.68975982,53.16000501
ZTF21abipytl,19.96496759,10.5557913
ZTF21aamfcji,189.35019274,23.09420908
ZTF20acgrvqo,81.27878404,-21.24641436
ZTF20achoqvb,167.85428894,28.53743799
