ZTFID,HOST_RA,HOST_DEC
ZTF23aaxoybh,309.8156946,-18.25099426
ZTF20aclwowi,330.05200962,-18.23945427
ZTF21abifrsi,215.28924964,2.4236795
ZTF21abqhkjd,8.16616428,22.54895335
ZTF20accodxy,319.26138778,-9.04273179
ZTF21abexhlq,211.70522852,65.75285882
ZTF21aavotzn,152.79261206,54.55076677
ZTF18abfeyey,257.55608571,57.29169968
ZTF18aagtwyh,189.92607434,16.54137659
