SURVEY:  YSE
SNID:  2021dcu
otherID: 
IAUC:    UNKNOWN
RA:        242.0259530  deg
DECL:       25.4837440  deg
MWEBV:    0.049 +- 0.002 MW E(B-V)
REDSHIFT_FINAL: 0.0420 +- 0.005 (SPEC-Z, HELIO)
PHOTO_Z: 0.0260 +- 0.008 (W/ POSTERIOR)
VETTED_PSO_NAME: PSO J160806.519+252907.330 
VETTED_PS1_OBJID: 138582420271682958 
VETTED_HOST_GALAXY_STATUS: GS 
SN_OFFSET_TO_VETTED_HOST_GALAXY_CENTER: 7.046 arcsec
VETTED_HOST_GALAXY_COORDS(RA, DECL)[deg]: (242.0271652, 25.4853697) 
VETTED_HOST_GALAXY_NAME: WISEA J160806.54+252907.6 (NED)
VETTED_HOST_GALAXY_REDSHIFT: -99.0000 +- 0.005 (HOST-Z, HELIO)
SEARCH_PEAKMJD: 59272.486
HOST_LOGMASS: -99.0000 +- -99.0000
PEAK_ABS_MAG: -18.98
SPEC_CLASS: SN Ia-norm
SPEC_CLASS_BROAD: SN Ia
PARSNIP_PRED: SN Ia
PARSNIP_CONF: 100.0
PARSNIP_S1: 0.473 +- 0.025
PARSNIP_S2: -0.34 +- 0.036
PARSNIP_S3: 1.29 +- 0.035
SUPERRAENN_PRED: SN Ia
SUPERRAENN_CONF: 100.0
SET_ZTF_FP: 27.500
PEAK_SNR: 90.292
MAX_MJD_GAP(days): 8.963
NOBS_BEFORE_PEAK: 12
NOBS_TO_PEAK: 13
NOBS_AFTER_PEAK: 81
SEARCH_PEAKMAG: 17.364
SEARCH_PEAKFLT: Y
PEAKMAG_YSE-r/ZTF-r(Y): 17.364
PEAKFLT_YSE-r/ZTF-r(Y): Y
FILTERS: zXiYrg
MASK_USED: Not NA Mag, FLUXCALERR > 0, MAGERR <= 1.5, SNR >= 4, PM_PEAKMJD = 757, FLAG = 0x00
# keywords from LC processing:
# PSFTRIM: 0
# PHOTCAT: 2021dcu.0x1613.PS1_3piDR2.photcat
# CNTRD_FLUX_OFFSET: 0.0004
# HOSTNAME: fend02.cluster
# IMSIZE_PIX: 2000
# DIST_FROM_CENTER_DEG: 0.899 # dist from center of the focal plane

# ======================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS_AFTER_MASK: 94
NVAR: 8
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR   FLAG

OBS: 59256.454 Y 632 828.370 104.630 20.204 0.137 0x00
OBS: 59256.542 X 632 718.690 80.595 20.359 0.122 0x00
OBS: 59264.486 X 632 8201.920 103.794 17.715 0.014 0x00
OBS: 59264.526 Y 632 8195.050 118.838 17.716 0.016 0x00
OBS: 59266.508 X 632 8307.602 186.202 17.701 0.024 0x00
OBS: 59266.526 Y 632 8243.745 200.529 17.710 0.026 0x00
OBS: 59268.451 Y 632 10730.747 162.726 17.423 0.016 0x00
OBS: 59268.508 X 632 10948.626 121.258 17.402 0.012 0x00
OBS: 59270.454 X 632 9957.199 244.245 17.505 0.027 0x00
OBS: 59270.495 Y 632 10330.938 206.688 17.465 0.022 0x00
OBS: 59270.600 z NULL 5917.152 210.139 18.070 0.039 0x00
OBS: 59270.600 r NULL 10296.952 196.177 17.468 0.021 0x00
OBS: 59272.486 Y 632 11338.842 215.054 17.364 0.021 0x00
OBS: 59272.518 X 632 10448.418 257.919 17.452 0.027 0x00
OBS: 59275.464 X 632 9191.398 222.128 17.592 0.026 0x00
OBS: 59278.486 Y 632 7421.592 144.096 17.824 0.021 0x00
OBS: 59278.511 X 632 7301.961 133.050 17.841 0.020 0x00
OBS: 59282.508 Y 632 5846.688 108.012 18.083 0.020 0x00
OBS: 59291.383 Y 632 4887.165 110.798 18.277 0.025 0x00
OBS: 59291.487 X 632 1686.128 71.968 19.433 0.046 0x00
OBS: 59292.500 g NULL 1462.948 91.123 19.587 0.068 0x00
OBS: 59292.500 i NULL 3799.272 107.846 18.551 0.031 0x00
OBS: 59295.329 X 632 961.182 197.737 20.043 0.223 0x00
OBS: 59295.386 Y 632 3339.964 146.226 18.691 0.048 0x00
OBS: 59297.406 Y 632 2807.730 160.230 18.879 0.062 0x00
OBS: 59299.540 i NULL 2263.323 76.729 19.113 0.037 0x00
OBS: 59299.550 r NULL 2321.322 98.046 19.086 0.046 0x00
OBS: 59300.425 Y 632 2190.037 253.295 19.149 0.126 0x00
OBS: 59302.410 Y 632 2116.187 218.560 19.186 0.112 0x00
OBS: 59303.520 r NULL 2197.103 119.324 19.145 0.059 0x00
OBS: 59303.520 z NULL 1582.284 143.101 19.502 0.098 0x00
OBS: 59304.444 Y 632 1504.796 268.059 19.556 0.193 0x00
OBS: 59307.410 Y 632 1875.267 100.935 19.317 0.058 0x00
