key_0,ann=0,ann=1,ann=2,ann=3,ann=4,ann=5,ann=6,ann=7,ann=8,ann=9,dist=0,dist=1,dist=2,dist=3,dist=4,dist=5,dist=6,dist=7,dist=8,dist=9,Mean-9ANNs,WeightedMean-9ANNs
ZTF17aaahrni,0,2414,2989,1850,975,644,3001,2268,2969,2298,0.0,64.0030517578125,66.0665512084961,68.65840911865234,68.75690460205078,68.80203247070312,69.44892883300781,70.14952087402344,71.24536895751953,71.4042739868164,68.72611575656467,66.37979004599832
ZTF17aadqidc,1,1540,2462,2061,2731,857,3458,2508,2495,2780,0.0,44.99431610107422,46.231544494628906,46.93983459472656,47.60966110229492,48.0660400390625,48.455360412597656,48.631591796875,48.8389892578125,48.990020751953125,47.63970650566949,46.279009038751774
ZTF18aabdnbr,2,1244,2931,3090,3131,1990,2183,3156,441,2078,0.0,57.69701385498047,57.89390563964844,59.99391174316406,60.800533294677734,62.05646514892578,62.40882110595703,65.92988586425781,66.26641845703125,67.03952026367188,62.23183059692383,59.16443304582076
ZTF18aabeszt,3,1614,2819,1031,1086,1223,2706,2151,2777,1183,0.0,43.35686492919922,43.69584655761719,44.26446533203125,46.185543060302734,47.61682891845703,47.76417922973633,48.65924072265625,48.79985427856445,49.17631530761719,46.61323759290907,44.469771731983535
ZTF18aabvmws,4,16,328,2700,37,475,3162,986,339,519,0.0,98.32643127441406,100.11947631835938,100.7060546875,104.20543670654297,105.66107940673828,106.296630859375,106.91162872314453,109.86959838867188,110.06307983398438,104.68437957763672,100.78842154416171
ZTF18aacnlxz,5,1084,1034,1083,2758,3544,712,931,926,1827,0.0,38.874671936035156,43.28312683105469,44.42934036254883,45.82025909423828,46.830810546875,47.49995422363281,47.52721405029297,48.03056335449219,48.50943374633789,45.64504157172309,42.53495849262584
ZTF18aacqksn,6,1101,1953,3402,3541,1793,414,2025,3057,129,0.0,44.51464080810547,45.10176086425781,45.20241928100586,49.41191101074219,51.36078643798828,52.123374938964844,52.69770050048828,53.08963394165039,53.25,49.639136420355904,46.23262041265314
ZTF18aadaexi,7,90,1580,2155,3519,3031,1902,2339,2053,3090,0.0,59.52113342285156,60.27919006347656,61.11759948730469,61.734352111816406,61.935298919677734,61.983184814453125,62.845455169677734,62.96647262573242,64.20378112792969,61.84294086032443,60.528094898570664
ZTF18aadlaxo,8,3303,2717,1379,2147,1450,2946,1012,1991,1902,0.0,48.534828186035156,49.64525604248047,52.148956298828125,54.36475372314453,54.8316650390625,55.568603515625,55.61698532104492,56.115386962890625,56.46044158935547,53.69854185316298,50.79844240708785
ZTF18aadsuxd,9,1463,871,2105,696,1394,3364,1381,2753,2829,0.0,47.94868469238281,50.417991638183594,57.556068420410156,58.859336853027344,59.18239212036133,60.529754638671875,61.4784049987793,61.8409423828125,62.677032470703125,57.83228980170356,52.649007927287705
ZTF18aaflcyp,10,1016,1525,766,364,1950,801,1374,3559,3616,0.0,58.43971252441406,59.40583038330078,61.941650390625,62.940704345703125,62.99639129638672,63.81390380859375,64.34529876708984,65.5327377319336,66.90957641601562,62.925089518229164,60.34995833310214
ZTF18aaftrfv,11,1597,3399,365,1002,920,1308,704,1600,2457,0.0,48.2879524230957,49.93103790283203,50.199668884277344,51.29496765136719,53.63787078857422,54.94438552856445,55.305686950683594,55.72993469238281,56.13804244995117,52.829949696858726,50.099994052540175
ZTF18aafzcbw,12,2061,1654,3367,3121,991,3190,20,3497,441,0.0,41.82597351074219,42.0071907043457,43.57611846923828,43.60337829589844,44.12644577026367,45.155757904052734,46.115478515625,46.87467575073242,47.040138244628906,44.48057301839193,42.74768118424849
ZTF18aafzers,13,1808,3296,1885,1210,1659,3305,385,2138,1693,0.0,60.402042388916016,61.383243560791016,63.52676010131836,64.69863891601562,70.17911529541016,70.24993133544922,71.11077117919922,72.10635375976562,73.12922668457031,67.42067591349284,62.9006482037631
ZTF18aagazmu,14,854,2214,3042,126,2699,3081,219,2541,1754,0.0,57.16835021972656,60.05277633666992,60.511783599853516,63.45817947387695,63.799400329589844,64.19622802734375,64.4566879272461,64.799560546875,65.15065002441406,62.621512942843964,59.88181937824596
ZTF18aagtwyh,15,2732,3242,1177,2671,941,1295,1084,3434,2253,0.0,39.28496551513672,42.41145324707031,44.40476608276367,45.14181137084961,46.194976806640625,47.935516357421875,49.67938995361328,49.85501480102539,49.92790222167969,46.09286626180013,42.48464688387784
ZTF18aahfbqp,16,3328,664,2124,1240,2563,1166,3003,986,37,0.0,75.19992065429688,77.70277404785156,78.31275939941406,81.9658203125,82.44357299804688,82.74464416503906,85.4454345703125,85.87693786621094,89.01841735839844,82.07892015245226,78.05211379311301
ZTF18aahsuyl,17,298,920,1775,1091,1246,1763,2252,2375,3141,0.0,49.428184509277344,49.45220184326172,52.95281982421875,54.0372200012207,54.104698181152344,54.182029724121094,54.20372009277344,54.50590515136719,54.606117248535156,53.052544063991974,51.02645423195579
ZTF18aaikcbb,18,943,66,2562,3536,2689,2964,3540,2811,2953,0.0,61.42442321777344,71.47671508789062,72.97616577148438,73.08172607421875,73.62663269042969,75.22602844238281,75.73770141601562,76.28556823730469,76.61129760742188,72.93847317165799,68.42010099237615
ZTF18aaisqmw,19,2910,1383,1320,2568,1688,3594,2801,2922,260,0.0,67.58963775634766,68.6322250366211,70.3612060546875,71.18204498291016,71.43870544433594,71.600341796875,72.31743621826172,72.9527359008789,73.30596923828125,71.04225582546658,69.16323384371671
ZTF18aaiumgp,20,35,2934,1945,12,1100,63,442,109,1654,0.0,44.92817687988281,45.66602325439453,45.957210540771484,46.115478515625,46.77170944213867,48.67144012451172,49.164459228515625,49.2974853515625,49.77580261230469,47.37197621663412,45.797581152482465
ZTF18aaiuynw,21,3563,3039,3561,3216,45,31,2859,1833,3381,0.0,51.310794830322266,51.366336822509766,51.611358642578125,51.84114074707031,52.51612854003906,53.17308044433594,53.73814010620117,54.31511306762695,54.474761962890625,52.705206129286026,51.67389687624845
ZTF18aaizgoq,22,2339,1504,3145,2388,1902,1310,397,1533,405,0.0,46.66282272338867,51.86711883544922,53.30727767944336,57.01094055175781,58.296905517578125,59.34397888183594,59.68867492675781,60.64590835571289,60.915138244628906,56.4154184129503,51.537300716746934
ZTF18aajawol,23,2068,1057,993,2828,2072,1691,2857,1791,3420,0.0,35.40406036376953,39.85589599609375,40.014930725097656,40.68871307373047,41.223846435546875,41.756439208984375,42.87603759765625,43.5087776184082,43.58657455444336,40.99058617485894,38.53013238039884
ZTF18aajgowk,24,966,2416,2669,1528,378,1226,991,1748,2637,0.0,46.627689361572266,49.92121887207031,50.48600769042969,51.76165008544922,51.7916145324707,51.96051788330078,52.008140563964844,53.00640106201172,53.422935485839844,51.22068617078993,49.197540673342615
ZTF18aajhfdm,25,539,1748,233,2183,3129,378,3158,1284,459,0.0,46.878665924072266,51.259788513183594,52.183135986328125,53.08640670776367,55.18693542480469,56.55256652832031,57.47595977783203,57.72064208984375,58.33359909057617,54.2975222269694,50.5681904445995
ZTF18aajiirj,26,2617,1194,140,3082,2076,3397,2830,239,3021,0.0,50.987525939941406,52.08837127685547,52.64954376220703,53.74436569213867,54.85821533203125,55.18423843383789,55.91160202026367,57.10636901855469,59.25717544555664,54.64304521348741,52.38478651913729
ZTF18aajimzr,27,1115,1916,2960,214,2135,2277,2738,3099,2420,0.0,59.616783142089844,61.585655212402344,62.86709213256836,64.62983703613281,65.95167541503906,66.89473724365234,67.36058807373047,68.36519622802734,68.66492462158203,65.10405434502496,62.00879734212702
ZTF18aajiqhb,28,3509,2497,1097,3082,2447,1918,2061,2651,2782,0.0,49.28023910522461,51.10527038574219,52.64542770385742,54.365074157714844,57.135833740234375,57.5639533996582,58.19978713989258,58.3526611328125,58.84868621826172,55.27743699815538,51.81843081387606
ZTF18aajjhkq,29,3376,1042,1720,2496,1368,2589,428,835,374,0.0,41.89948272705078,44.82734298706055,47.114105224609375,47.55451202392578,48.478065490722656,48.960418701171875,49.69770812988281,50.72235107421875,50.73255920410156,47.7762828403049,44.87497715516524
ZTF18aajkgtr,30,1356,2234,2055,2253,2039,2963,974,2671,966,0.0,41.264442443847656,41.434608459472656,42.027854919433594,45.31743621826172,46.059852600097656,47.51264190673828,47.67974853515625,47.702999114990234,49.578582763671875,45.39757410685221,42.58520104668357
ZTF18aajmlnp,31,3216,891,2537,3014,3053,3452,2025,3381,21,0.0,46.92802429199219,47.596038818359375,48.306541442871094,49.77294158935547,51.37437438964844,52.399803161621094,52.95058822631836,53.110511779785156,53.17308044433594,50.62354490492079,48.26698025790128
ZTF18aakbuks,32,750,269,1265,2779,855,1783,1989,3480,3467,0.0,44.70722198486328,47.241111755371094,47.84345626831055,48.306922912597656,48.889705657958984,49.08866882324219,49.422943115234375,50.47911834716797,51.222068786621094,48.57791307237413,46.73625928705389
ZTF18aakeanj,33,1548,3621,1122,341,2392,1335,1275,492,1946,0.0,71.40672302246094,76.56166076660156,80.48915100097656,81.32557678222656,84.09188842773438,84.43272399902344,85.35916137695312,86.57142639160156,90.38951873779297,82.29198116726346,76.75027179718018
ZTF18aakpbhx,34,2845,3037,3225,2751,1570,1921,1372,3609,1734,0.0,62.577823638916016,64.74185943603516,68.15047454833984,69.33486938476562,69.38984680175781,70.42548370361328,70.45362854003906,70.66181945800781,71.12678527832031,68.54028786553278,65.55433776161887
ZTF18aalpkwb,35,1654,890,816,251,1783,20,41,2934,397,0.0,42.14875411987305,43.560882568359375,43.56758117675781,43.65967559814453,44.828369140625,44.92817687988281,45.18992233276367,45.445556640625,46.405479431152344,44.414933098687065,43.23465217243541
ZTF18aamfwcd,36,56,3279,1586,3413,1585,3253,576,130,2178,0.0,62.02069854736328,63.24254608154297,65.49856567382812,66.63407135009766,67.3016128540039,67.54838562011719,68.31786346435547,68.6983642578125,68.75597381591797,66.44645351833768,64.02948214791037
ZTF18aamxjoa,37,207,16,1166,1157,3455,4,1051,940,2280,0.0,85.24584197998047,89.01841735839844,95.3760986328125,99.9520263671875,102.30695343017578,104.20543670654297,104.43695068359375,105.07167053222656,108.92484283447266,99.3931376139323,91.52582246607
ZTF18aanbmyj,38,2452,3017,3049,1115,2982,1310,701,2495,70,0.0,54.07769012451172,55.1018180847168,57.17841339111328,58.636837005615234,59.20745086669922,59.57450485229492,59.62222671508789,59.62378692626953,61.13816452026367,58.2400991651747,55.94273736260154
ZTF18aansqom,39,3296,790,3003,2563,1373,2365,2095,1808,2030,0.0,54.07630920410156,66.35498046875,68.47189331054688,71.2279052734375,71.23719024658203,71.60247802734375,72.35905456542969,72.9644546508789,73.35261535644531,69.0718756781684,63.114040027965196
ZTF18aansqov,40,1902,3267,957,3547,855,1284,2410,3145,841,0.0,45.072906494140625,46.45751953125,46.565284729003906,48.56861114501953,50.26958084106445,51.3245735168457,51.71465301513672,52.95815658569336,53.41718292236328,49.594274308946396,46.78534763509577
ZTF18aaouezy,41,1384,3235,906,2682,35,3442,3420,2344,544,0.0,43.331504821777344,44.609130859375,45.00434112548828,45.049835205078125,45.18992233276367,46.76955795288086,46.99528503417969,47.202186584472656,47.24559783935547,45.71081797281901,44.43425759402189
ZTF18aaoxrup,42,1607,1012,2359,182,1290,3283,788,3189,2270,0.0,55.543060302734375,62.660606384277344,63.59130096435547,64.37787628173828,67.07510375976562,67.94071960449219,68.03767395019531,68.85369873046875,69.50060272216797,65.28673807779948,60.905386751348324
ZTF18aaqdlle,43,169,705,1078,2467,865,36,571,3253,2276,0.0,56.44280242919922,66.54251861572266,68.24575805664062,70.61973571777344,71.63133239746094,73.65723419189453,73.68729400634766,75.56106567382812,76.37749481201172,70.30724843343098,64.17093667117032
ZTF18aaqzdge,44,2214,3300,2861,219,2476,3463,1770,3380,1103,0.0,57.73155975341797,63.00627136230469,67.2105712890625,67.4691162109375,68.48298645019531,68.84590911865234,69.30406188964844,69.43330383300781,70.50961303710938,66.88815477159288,62.806804396889426
ZTF18aarciez,45,1482,3438,937,1596,463,2660,2343,2286,3290,0.0,42.16030502319336,45.92433166503906,46.51274490356445,47.105072021484375,48.81908416748047,49.244102478027344,49.36814880371094,49.73627471923828,50.0969352722168,47.662999894883896,45.11096399480646
ZTF18aarindm,46,1783,993,601,3026,702,976,69,23,2601,0.0,50.33863067626953,51.74794006347656,52.50309753417969,55.25032043457031,55.65570831298828,57.83121871948242,58.211639404296875,58.758644104003906,59.303871154785156,55.511230044894745,52.37523872202093
ZTF18aarnbcc,47,2687,2621,782,2334,1013,2638,2824,917,1262,0.0,39.595420837402344,39.995506286621094,42.84161376953125,43.46384048461914,44.339271545410156,44.482059478759766,45.330039978027344,46.0966796875,46.31410598754883,43.60650422837999,41.23880733143199
ZTF18aasebwk,48,2881,2552,2204,2691,2940,2296,1720,2625,1383,0.0,42.552764892578125,44.374549865722656,48.35979461669922,48.66100311279297,50.2669563293457,50.331581115722656,50.52891540527344,51.131752014160156,51.221214294433594,48.60317018296983,45.48142307454889
ZTF18aasouko,49,2938,101,2250,41,1099,1384,3399,544,2074,0.0,51.679901123046875,53.23454284667969,53.76263427734375,54.877376556396484,55.72972869873047,57.06867218017578,57.66633605957031,57.69780731201172,57.81477737426758,55.50353071424696,53.33721832795577
ZTF18aasxguy,50,2261,734,3332,1754,3234,1372,1144,1561,2654,0.0,54.2130126953125,60.962493896484375,63.996273040771484,66.06558990478516,68.13689422607422,68.5110092163086,68.53218841552734,68.92240905761719,69.30614471435547,65.40511279635959,60.28910797292536
ZTF18aasxqmn,51,1451,1067,2901,1805,2519,2715,1173,1570,2749,0.0,54.691795349121094,54.738059997558594,55.317630767822266,56.1202278137207,56.39851379394531,56.446861267089844,56.52752685546875,57.79806137084961,58.227088928222656,56.251751793755425,55.199144103310324
ZTF18aatgdph,52,1806,1277,1431,632,1685,1469,1941,665,2966,0.0,55.27595520019531,55.882484436035156,60.99905776977539,75.02822875976562,75.54792785644531,80.07072448730469,80.83592224121094,82.17523193359375,82.63435363769531,72.0499873691135,61.25638038461859
