key_0,ann=0,ann=1,ann=2,ann=3,ann=4,ann=5,ann=6,ann=7,ann=8,ann=9,dist=0,dist=1,dist=2,dist=3,dist=4,dist=5,dist=6,dist=7,dist=8,dist=9,Mean-9ANNs,WeightedMean-9ANNs
ZTF17aaazdba,0,123,201,110,128,169,1034,692,588,67,0.0,41.628292083740234,45.59731674194336,45.659271240234375,45.8806037902832,46.30638885498047,46.6241569519043,48.094207763671875,48.13633346557617,48.59567642211914,46.280249701605904,44.29370203885165
ZTF18aaacqmh,1,14,572,591,349,268,658,177,463,599,0.0,74.78387451171875,87.7294921875,92.98108673095703,102.3555679321289,102.52432250976562,103.0440673828125,103.98526763916016,104.64849853515625,107.1740493774414,97.69180297851562,86.9785981611772
ZTF18aabeszt,2,947,339,868,1077,153,881,303,358,322,0.0,22.14316749572754,22.25872230529785,22.362186431884766,22.439632415771484,22.47807502746582,22.837060928344727,22.849092483520508,23.142650604248047,23.490299224853516,22.666765213012695,22.31544362414967
ZTF18aacnlxz,3,262,248,864,1028,1037,750,164,279,943,0.0,26.23948860168457,26.859622955322266,28.249279022216797,28.839801788330078,28.9288387298584,28.991647720336914,29.132997512817383,29.242094039916992,29.52294158935547,28.445190217759873,27.304589813405816
ZTF18aadlaxo,4,967,850,973,33,705,871,1001,223,443,0.0,25.988224029541016,26.16020393371582,26.25351333618164,26.303251266479492,26.92176628112793,27.251785278320312,28.186918258666992,28.287139892578125,29.160659790039062,27.168162451850044,26.305356892672453
ZTF18aadsuxd,5,476,362,449,147,240,862,973,967,685,0.0,24.384044647216797,26.755489349365234,27.781837463378906,27.93143081665039,28.427520751953125,29.285350799560547,29.679563522338867,29.882081985473633,30.126760482788086,28.25045331319173,26.4193153814836
ZTF18aafzers,6,999,366,703,1003,542,557,605,829,632,0.0,26.593647003173828,26.950159072875977,28.470924377441406,29.09748077392578,29.15841293334961,29.49980354309082,29.602535247802734,30.939895629882812,32.16621398925781,29.164341396755642,27.6095665584911
ZTF18aagtwyh,7,858,269,986,33,992,934,597,1043,526,0.0,24.943336486816406,25.08484649658203,26.096174240112305,28.29199981689453,28.297616958618164,29.073904037475586,29.559186935424805,29.843935012817383,29.9903564453125,27.909039603339302,26.001181168989703
ZTF18aahfbqp,8,1011,377,123,375,695,398,411,351,926,0.0,31.88010597229004,33.06496810913086,36.06713104248047,36.08009719848633,36.43564987182617,36.95799255371094,36.985069274902344,37.040550231933594,37.947532653808594,35.82878854539659,33.83877116983587
ZTF18aaikcbb,9,556,697,36,445,338,60,112,1014,880,0.0,39.69289016723633,40.69890594482422,40.79201126098633,41.105018615722656,41.793087005615234,42.194034576416016,42.34885025024414,42.543827056884766,42.781654357910156,41.55003102620443,40.556162574074484
ZTF18aaisqmw,10,898,24,1081,94,416,549,341,761,210,0.0,34.78620147705078,35.03264617919922,37.02635192871094,38.338600158691406,38.59429931640625,38.60601043701172,38.72837829589844,38.7961311340332,39.62727355957031,37.726210276285805,36.03565324436534
ZTF18aaizgoq,11,760,601,114,499,215,513,336,474,289,0.0,24.569557189941406,26.42254638671875,27.39739418029785,27.633846282958984,27.872861862182617,28.33202362060547,28.659156799316406,28.73249053955078,29.15273666381836,27.641401502821182,26.21635493365201
ZTF18aajjhkq,12,306,1030,251,579,819,812,835,796,249,0.0,20.572429656982422,24.429624557495117,25.531368255615234,25.865192413330078,26.10158920288086,26.144180297851562,26.417593002319336,26.763694763183594,26.84659194946289,25.408029344346787,23.485227389769122
ZTF18aajupnt,13,366,293,960,6,605,15,940,683,567,0.0,29.616798400878906,30.74976921081543,30.958717346191406,32.47164535522461,32.535911560058594,33.321434020996094,34.105533599853516,34.861000061035156,34.86748123168945,32.60981008741591,30.858365860852327
ZTF18aamzgzi,14,1,572,591,599,463,175,349,177,658,0.0,74.78387451171875,79.0938491821289,80.07015991210938,81.55055236816406,86.72024536132812,87.47687530517578,88.26565551757812,90.3088607788086,91.08927154541016,84.37326049804688,78.9875040921298
ZTF18aansqom,15,999,665,926,443,375,210,198,296,219,0.0,27.82870864868164,29.929977416992188,30.604278564453125,32.0095329284668,32.12764358520508,32.3831672668457,32.47991943359375,32.5827751159668,32.925018310546875,31.430113474527996,29.737418824976142
ZTF18aansqov,16,1063,325,219,256,782,861,233,141,989,0.0,22.532554626464844,24.237882614135742,25.925094604492188,26.412328720092773,26.491317749023438,26.53645133972168,26.69414520263672,26.914955139160156,28.174362182617188,25.991010242038303,24.363304571671918
ZTF18aaoxrup,17,973,538,926,219,347,919,946,996,321,0.0,27.186288833618164,27.56424903869629,28.191774368286133,28.240333557128906,28.667831420898438,28.738697052001953,28.865102767944336,28.895368576049805,29.2185115814209,28.396461910671658,27.73861499266191
ZTF18aarindm,18,149,798,601,513,753,934,287,11,289,0.0,30.122116088867188,31.01021385192871,31.567445755004883,33.073856353759766,34.321678161621094,34.540916442871094,34.980712890625,35.84005355834961,36.26430130004883,33.52458826700846,31.450352321971547
ZTF18aasdwcj,19,530,935,790,16,1021,582,233,357,1063,0.0,31.06081771850586,31.12922477722168,35.87167739868164,36.11281204223633,36.74870300292969,36.84765625,37.413108825683594,37.47638702392578,37.63577651977539,35.588462617662216,33.059553298083216
ZTF18aatgdph,20,461,394,604,643,958,124,102,574,565,0.0,23.15169906616211,24.537742614746094,25.829986572265625,29.47342872619629,32.034393310546875,33.92637252807617,34.12656021118164,34.646724700927734,35.29447555541992,30.33570925394694,25.842875263907693
ZTF18aatrkga,21,860,210,169,549,958,682,810,937,57,0.0,24.679704666137695,29.4862003326416,29.705623626708984,30.077499389648438,30.228599548339844,30.40869903564453,30.581634521484375,30.770048141479492,30.963926315307617,29.655770619710285,27.845222798260775
ZTF18aauvmnq,22,287,887,7,335,54,164,34,790,289,0.0,30.5905704498291,31.56463050842285,34.22260665893555,34.92119216918945,35.36396026611328,35.4213752746582,35.91754150390625,37.64246368408203,37.7531852722168,34.82194730970595,32.47175817056136
ZTF18aawfofp,23,123,268,119,13,1048,351,8,130,692,0.0,35.365028381347656,38.602237701416016,44.56500244140625,44.65280532836914,45.342308044433594,45.534706115722656,46.03285598754883,46.23285675048828,46.97919464111328,43.700777265760635,39.752486965873025
ZTF18aayyqia,24,48,10,30,901,94,850,445,76,1081,0.0,32.44410705566406,35.03264617919922,35.9432258605957,36.114315032958984,36.14097213745117,36.813026428222656,36.8250732421875,37.46198654174805,37.545928955078125,36.03569793701172,34.48595077341253
ZTF18aazijke,25,662,926,380,724,44,219,486,15,757,0.0,32.47121047973633,33.322750091552734,33.60934829711914,33.97846603393555,34.28293228149414,34.425148010253906,34.689292907714844,34.75297927856445,34.83040237426758,34.04028108384874,33.25227542357011
ZTF18abaeqpf,26,147,188,718,5,730,815,774,128,237,0.0,26.970056533813477,30.545475006103516,31.104198455810547,31.409767150878906,31.87620735168457,32.11220932006836,32.194061279296875,32.935237884521484,33.25618362426758,31.378155178493923,29.549622990868308
ZTF18abdqwzs,27,799,635,255,365,161,746,994,892,1035,0.0,26.502702713012695,27.171533584594727,27.672531127929688,28.938758850097656,29.08824348449707,29.157455444335938,29.900556564331055,30.849018096923828,32.26589584350586,29.06074396769206,27.48609867962924
ZTF18ablmduj,28,806,825,537,893,322,732,901,939,1001,0.0,19.443695068359375,20.2679500579834,22.459970474243164,23.040760040283203,23.237499237060547,23.44731330871582,23.51303482055664,23.769439697265625,23.859210968017578,22.55987485249837,20.95684586871754
ZTF18abolvsx,29,268,56,177,130,122,363,527,741,379,0.0,50.622589111328125,50.646907806396484,53.555442810058594,53.862022399902344,55.936737060546875,56.040130615234375,56.04096984863281,56.42472839355469,56.83385467529297,54.440375857883026,52.10243897004561
ZTF18abquxjv,30,906,1001,445,336,295,422,850,893,471,0.0,27.591415405273438,30.474668502807617,31.039306640625,31.372026443481445,31.37378692626953,31.80532455444336,32.69624710083008,32.73505783081055,32.86125564575195,31.32767656114366,29.72542132030834
ZTF18abqyvzy,31,937,911,191,919,847,272,21,971,395,0.0,29.294347763061523,32.16440963745117,32.35663986206055,32.69010925292969,32.73781967163086,35.32305908203125,35.873252868652344,35.929786682128906,37.407569885253906,33.75299941168891,31.458633596246894
ZTF18abrbywo,32,277,667,787,624,470,908,1026,1072,530,0.0,31.63738441467285,36.0977783203125,38.43722152709961,38.9273681640625,39.76555633544922,39.80144119262695,39.914180755615234,40.0079231262207,40.09998321533203,38.298759672376846,35.48858651247892
ZTF18abrfccm,33,401,273,989,987,181,1043,4,38,871,0.0,22.72954750061035,24.100631713867188,24.72344970703125,24.98379898071289,25.353391647338867,26.098735809326172,26.303251266479492,26.450286865234375,27.183847427368164,25.325215657552082,23.994283199310303
ZTF18abtxmwz,34,887,640,54,22,568,287,460,790,138,0.0,33.97270202636719,34.70222473144531,34.90758514404297,35.91754150390625,36.09431457519531,36.791168212890625,37.333473205566406,38.02336883544922,38.273101806640625,36.22394222683377,34.849613883278586
ZTF18abtyrqh,35,51,573,513,18,474,41,144,122,430,0.0,47.4004020690918,61.60403823852539,63.702640533447266,65.64103698730469,68.01296997070312,68.47798919677734,71.6964340209961,71.8728256225586,71.96569061279297,65.59711413913303,57.85558293082497
ZTF18abufaej,36,445,121,192,151,2,207,454,944,1077,0.0,25.195703506469727,26.55202293395996,27.67735481262207,29.13115692138672,29.21462059020996,29.610952377319336,30.345020294189453,30.528526306152344,31.21092414855957,28.829586876763237,26.868599089709196
ZTF18abuoilc,37,1066,992,264,285,698,235,74,953,864,0.0,23.60599708557129,24.979310989379883,25.218738555908203,26.355472564697266,27.022174835205078,27.911394119262695,27.977718353271484,28.406490325927734,28.605363845825195,26.675851186116535,24.97351319139654
ZTF18abuxjrd,38,33,1030,987,790,601,267,749,835,153,0.0,26.450286865234375,28.460643768310547,28.79749870300293,28.88255500793457,29.939435958862305,29.993932723999023,31.229555130004883,31.333223342895508,31.42776107788086,29.61276584201389,28.037616686387494
ZTF18abvkmgw,39,178,729,360,828,197,868,784,944,721,0.0,36.8528938293457,38.54639434814453,38.93617248535156,39.15073776245117,39.3243408203125,39.339439392089844,39.6672477722168,40.55462646484375,40.80061721801758,39.241385565863716,38.149756561626084
