key_0,ann=0,ann=1,ann=2,ann=3,ann=4,ann=5,ann=6,ann=7,ann=8,ann=9,dist=0,dist=1,dist=2,dist=3,dist=4,dist=5,dist=6,dist=7,dist=8,dist=9,Mean-9ANNs,WeightedMean-9ANNs
ZTF17aaaduzw,0,285,1456,1457,1442,1541,4251,454,190,8,0.0,15.198928833007812,18.778017044067383,21.528160095214844,23.551652908325195,23.703210830688477,24.16569709777832,24.455013275146484,25.175764083862305,25.64923667907715,22.46729787190755,18.978743358091876
ZTF17aaaemzh,1,257,701,1240,871,129,1645,1676,11,1179,0.0,10.891674041748047,11.2788724899292,12.539904594421387,12.736286163330078,12.831354141235352,13.71548843383789,13.767425537109375,13.881436347961426,14.178128242492676,12.868952221340603,11.738408413800327
ZTF17aaaeupz,2,16,259,417,333,874,1702,1571,9,862,0.0,18.075551986694336,21.25864601135254,21.29975700378418,22.249374389648438,22.281343460083008,22.44352912902832,22.580486297607422,23.152009963989258,23.29721450805664,21.848656972249348,20.298178087581288
ZTF17aaahfrf,3,309,807,114,531,17,746,248,595,498,0.0,8.93056869506836,11.804373741149902,15.174910545349121,15.388213157653809,16.31838035583496,16.38903045654297,16.68036460876465,16.684173583984375,17.406566619873047,14.975175751580132,12.160468058152633
ZTF17aaahrni,4,2541,4706,1982,2372,3179,4552,5558,926,5497,0.0,18.613733291625977,21.186233520507812,21.88630485534668,22.040361404418945,22.28596305847168,22.62127685546875,23.451231002807617,23.487680435180664,24.176939010620117,22.194413714938694,20.596402471715752
ZTF17aaawlbw,5,534,209,1459,1826,808,463,285,1119,1442,0.0,14.131887435913086,17.172405242919922,18.082534790039062,19.329851150512695,23.578399658203125,23.622438430786133,23.85112190246582,24.16513442993164,26.75019073486328,21.18710708618164,17.252196897159923
ZTF17aaazdba,6,4321,932,2750,2151,3860,4450,3150,2012,6087,0.0,34.95270919799805,35.50404739379883,35.97356033325195,36.073055267333984,36.542823791503906,37.32942199707031,38.74934387207031,39.03681182861328,39.13645935058594,37.03313700358073,35.68854748119008
ZTF17aabbbhd,7,447,1550,1354,1590,837,426,283,13,1288,0.0,15.73403549194336,15.937165260314941,18.084856033325195,18.72169303894043,18.98099136352539,19.1306209564209,19.43087387084961,20.098472595214844,20.192747116088867,18.479050636291504,16.885956103151496
ZTF17aabhioj,8,285,396,1119,0,4251,764,1456,3807,17,0.0,22.759445190429688,23.340761184692383,24.226543426513672,25.64923667907715,25.921144485473633,26.713733673095703,27.499942779541016,27.744815826416016,27.912588119506836,25.752023484971787,23.91500332138755
ZTF17aabumhg,9,616,1387,259,1255,1613,435,333,1130,277,0.0,12.177302360534668,13.035820007324219,13.428764343261719,14.087661743164062,14.4409761428833,14.626827239990234,14.633843421936035,15.376850128173828,15.534342765808105,14.149154239230686,13.083181511272084
