key_0,ann=0,ann=1,ann=2,ann=3,ann=4,ann=5,ann=6,ann=7,ann=8,ann=9,dist=0,dist=1,dist=2,dist=3,dist=4,dist=5,dist=6,dist=7,dist=8,dist=9,Mean-9ANNs,WeightedMean-9ANNs
ZTF17aaazdba,0,561,556,330,681,1798,1219,1346,876,447,0.0,38.993873596191406,41.16312026977539,42.70962142944336,43.39982604980469,43.59450912475586,44.43305206298828,44.76729965209961,45.941200256347656,46.62436294555664,43.51409615410699,41.20469067313454
ZTF17aacumqt,1,79,86,133,176,439,42,38,363,649,0.0,19.40375518798828,28.76294708251953,33.67732620239258,36.49441909790039,37.49644470214844,37.72791290283203,39.160545349121094,39.81772232055664,42.3835334777832,34.99162292480469,27.894300764257256
ZTF17aadlxmv,2,388,1189,259,361,1525,464,596,463,553,0.0,16.96893882751465,17.86604881286621,18.045564651489258,19.17675018310547,19.272493362426758,19.6671199798584,20.299089431762695,20.63033103942871,21.008769989013672,19.215011808607315,17.928845383904196
ZTF18aaacqmh,3,22,783,567,643,901,1195,1222,1057,324,0.0,72.55534362792969,80.14230346679688,82.2378158569336,82.67232513427734,84.28058624267578,85.23664093017578,85.6811294555664,85.77456665039062,86.02223205566406,82.73366038004558,78.4160474430431
ZTF18aabasml,4,62,189,230,358,256,95,126,117,756,0.0,21.563913345336914,31.589000701904297,34.78177261352539,36.36014938354492,36.88096237182617,37.21427536010742,37.28623580932617,40.88410568237305,40.98786163330078,35.28314187791612,29.455436186356977
ZTF18aabeszt,5,470,1560,1154,1864,765,1693,1583,1622,80,0.0,18.322921752929688,20.774019241333008,21.03833770751953,21.564987182617188,21.568246841430664,21.70318603515625,21.768083572387695,21.852758407592773,21.871410369873047,21.16266123453776,20.062081358649515
ZTF18aabukgo,6,231,388,945,1455,65,452,492,224,1248,0.0,23.641464233398438,26.753498077392578,27.44542121887207,27.730152130126953,27.865264892578125,28.353130340576172,29.564239501953125,29.872913360595703,30.008678436279297,27.914973576863606,25.996144576506182
ZTF18aacdbzx,7,722,780,1383,367,109,110,158,104,1605,0.0,11.980722427368164,15.195076942443848,15.984424591064453,17.546968460083008,19.549251556396484,19.559175491333008,19.67194938659668,19.75032615661621,20.336851119995117,17.730527347988552,14.891696659001438
ZTF18aacnlxz,8,616,1781,1788,1566,1808,1221,755,1436,1465,0.0,23.951126098632812,24.047863006591797,24.85672950744629,25.044010162353516,25.097347259521484,25.6435489654541,25.67247200012207,26.000585556030273,26.272462844848633,25.176238377888996,24.41895853389393
ZTF18aadlaxo,9,1837,1547,712,100,1753,1615,118,1173,1715,0.0,22.760974884033203,22.814468383789062,23.315706253051758,23.625240325927734,24.023412704467773,24.38869285583496,24.523733139038086,24.559078216552734,24.76776885986328,23.864341735839844,23.144778880206022
ZTF18aadsuxd,10,1074,1035,745,247,385,361,644,1144,143,0.0,24.13230323791504,24.31859588623047,24.326791763305664,24.448320388793945,24.75893783569336,24.895837783813477,24.90865135192871,25.06620979309082,25.300771713256836,24.68404663933648,24.337388255379416
ZTF18aafzers,11,925,1755,1749,1361,20,613,1206,1241,1171,0.0,28.424375534057617,29.43349266052246,29.44267463684082,30.344650268554688,31.936376571655273,32.362388610839844,32.6486701965332,32.710960388183594,32.936492919921875,31.137786865234375,29.519976464184847
ZTF18aagtwyh,12,784,1731,1558,789,1212,758,1740,773,1676,0.0,22.816730499267578,24.159767150878906,25.893115997314453,26.193485260009766,27.952348709106445,28.645456314086914,28.94687843322754,28.958999633789062,29.049345016479492,26.957347446017796,24.66911989992315
ZTF18aahfbqp,13,1768,1494,1350,1749,1664,983,940,556,678,0.0,29.8969669342041,32.876773834228516,33.86787796020508,34.55569839477539,34.799434661865234,35.14445114135742,35.698707580566406,36.26640701293945,36.29561233520508,34.37799220614963,32.352580547332764
ZTF18aahheaj,14,73,289,1829,47,39,688,90,242,147,0.0,17.02536392211914,18.455183029174805,26.32622718811035,27.370464324951172,30.028764724731445,30.238943099975586,30.567441940307617,31.328784942626953,31.508153915405273,26.983258565266926,21.505208643999968
ZTF18aaikcbb,15,141,541,1697,1445,883,1579,1170,1030,286,0.0,34.60064697265625,38.01347732543945,38.10434341430664,38.36688232421875,39.548824310302734,39.826416015625,40.54171371459961,40.6629638671875,40.806129455566406,38.94126637776693,37.00877766175704
ZTF18aaisqmw,16,1611,507,51,1525,275,1162,29,388,832,0.0,32.775672912597656,34.13477325439453,35.78490447998047,35.872249603271484,36.76136779785156,36.9162483215332,37.12201690673828,37.27836608886719,37.28567123413086,35.992363399929474,34.394869630986996
ZTF18aaizgoq,17,1103,1430,1118,1072,827,1236,705,1818,380,0.0,24.204538345336914,24.967763900756836,25.379535675048828,25.436498641967773,25.58688735961914,25.681550979614258,26.323232650756836,27.52719497680664,27.55696678161621,25.851574367947048,24.925147901881825
