key_0,ann=0,ann=1,ann=2,ann=3,ann=4,ann=5,ann=6,ann=7,ann=8,ann=9,dist=0,dist=1,dist=2,dist=3,dist=4,dist=5,dist=6,dist=7,dist=8,dist=9,Mean-9ANNs,WeightedMean-9ANNs
ZTF17aaahrni,0,2,2924,3500,2354,912,1275,3515,2770,3482,0.0,57.46519470214844,61.53652572631836,63.3477783203125,65.84355926513672,65.89966583251953,66.51898956298828,67.33201599121094,67.37374877929688,68.64015197753906,64.88418112860785,61.31916457956488
ZTF17aaazdba,1,2620,399,2256,3926,2484,1606,2186,932,1069,0.0,95.37295532226562,100.24185180664062,106.45539855957031,108.60002136230469,109.77875518798828,112.71061706542969,112.81855773925781,113.99896240234375,114.04429626464844,108.22460174560547,101.60438320853494
ZTF17aabwial,2,0,638,920,1275,2464,2924,3515,1769,912,0.0,57.46519470214844,60.49015426635742,61.96459197998047,64.84627532958984,70.33851623535156,70.47052001953125,70.88517761230469,73.28192901611328,73.93718719482422,67.07550515068903,61.36947011947632
ZTF17aacmssc,3,769,1258,1008,747,718,1878,899,387,843,0.0,32.0255126953125,35.45691680908203,35.86355209350586,37.00343704223633,37.1683235168457,38.337623596191406,38.58342742919922,38.685874938964844,39.25348663330078,36.93090608384874,34.67814844304865
ZTF18aaacqmh,4,654,2431,55,2198,1856,299,730,781,2502,0.0,114.78645324707031,118.89370727539062,156.49700927734375,165.0205078125,201.25735473632812,204.36109924316406,211.7633819580078,216.04592895507812,220.021484375,178.73854743109808,139.01246244257146
ZTF18aabdjcx,5,2382,749,777,755,767,562,1420,1015,821,0.0,41.540225982666016,42.316680908203125,44.66377639770508,45.09208679199219,46.020355224609375,46.77766418457031,47.033329010009766,47.121612548828125,47.323753356933594,45.32105382283529,43.19693821126764
ZTF18aabdnbr,6,1588,3442,3605,3645,2496,2687,1462,3672,716,0.0,55.80358123779297,56.68391799926758,57.88911819458008,58.224510192871094,60.357337951660156,60.457618713378906,62.188941955566406,62.64435577392578,64.6019058227539,59.87236531575521,57.28207215395841
ZTF18aabeszt,7,3338,2069,1333,1398,1564,3223,2654,1524,3295,0.0,41.94561767578125,42.05882263183594,42.694217681884766,45.263397216796875,46.16669464111328,46.221343994140625,46.827293395996094,47.456573486328125,47.76377487182617,45.155303955078125,43.01012186570601
ZTF18aabtkwb,8,603,562,162,630,335,296,755,749,831,0.0,44.3611946105957,44.588783264160156,45.50701904296875,46.7679557800293,46.93811798095703,47.42371368408203,48.05323791503906,48.23651123046875,49.08270263671875,46.773248460557724,45.23599295182662
ZTF18aabtsqv,9,2278,4145,2959,2019,3350,2026,667,2428,3777,0.0,57.555206298828125,61.29822540283203,62.318946838378906,62.47649383544922,62.611507415771484,62.93858337402344,63.53816223144531,64.53732299804688,65.2947998046875,62.507694244384766,60.373633428053424
ZTF18aabvmws,10,2795,70,24,400,340,3218,54,759,588,0.0,89.16262817382812,92.37576293945312,93.91912841796875,94.62176513671875,95.14674377441406,95.54539489746094,98.16381072998047,99.80450439453125,100.08204650878906,95.42464277479384,92.13553688742898
ZTF18aabxpzd,11,880,450,602,2703,121,713,730,871,3344,0.0,89.31612396240234,93.63917541503906,98.73977661132812,100.55807495117188,100.66552734375,101.74603271484375,102.20325469970703,103.12422180175781,104.28397369384766,99.36401791042752,94.45037538355047
ZTF18aabxrxc,12,216,602,674,209,573,832,815,709,668,0.0,41.85616683959961,54.77434539794922,61.842979431152344,62.718475341796875,64.25605773925781,64.62601470947266,65.41482543945312,65.42339324951172,66.0634536743164,60.775079091389976,52.915366953069515
ZTF18aacnlxz,13,1396,1336,1395,3476,3276,4073,983,843,1225,0.0,37.666831970214844,41.92116165161133,43.465065002441406,43.767337799072266,44.3228759765625,45.78633499145508,46.047183990478516,46.08664321899414,46.21649169921875,43.91999181111654,41.131501327861436
