name ra dec hostra_ghost hostdec_ghost hostra_sherlock hostdec_sherlock transient_sep_ghost sep_L2arcsec_ghost transient_sep_sherlock sep_L2arcsec_sherlock sep_host_ghost_v_sherlock sep_L2arcsec_host_ghost_v_sherlock
2020sga 320.901252534324 13.8174949426009 320.9014972 13.8172402 320.9015390 13.8173980 1.2541716 True 1.0605019 True 0.5866076 True
2020sgf 50.71984712190001 42.55609351087723 50.7243725 42.5533901 50.7243040 42.5534630 15.4509519 False 15.1449090 False 0.3190443 True
2020sgy 60.9143076022601 -7.23755467225872 60.9140757 -7.2374022 60.9140699 -7.2374079 0.9935599 True 0.9999410 True 0.0292837 True
2020shc 121.552725 35.8967638888889 121.5505981 35.8964323 -99.0000000 -99.0000000 6.3163500 False -99.0000000 False -99.0000000 False
2020shf 125.35238345437506 43.035490396746646 125.3520747 43.0351442 125.3521350 43.0353360 1.4878220 True 0.8581157 True 0.7085586 True
2020sia 5.16913509142023 28.8226495127112 5.1695197 28.8228032 5.1694739 28.8227234 1.3333517 True 1.1011019 True 0.3216098 True
2020sjo 66.59145000000001 -10.098811111111111 66.5855911 -10.0985136 66.5856250 -10.0984444 20.7929107 False 20.6872756 False 0.2763544 True
2020skd 315.896372087955 -0.172880441789964 315.8962264 -0.1739955 315.8962348 -0.1740097 4.0482292 False 4.0953501 False 0.0595166 True
2020skh 28.1140892930739 38.393568054088 28.1136601 38.3932912 28.1136656 38.3932979 1.5684146 True 1.5409831 True 0.0288268 True
2020ski 36.46936666666666 -4.9466222222222225 36.4696798 -4.9461851 36.4697105 -4.9462314 1.9334274 True 1.8708473 True 0.2000328 True
2020skj 227.84432639694217 -0.13609990391987845 227.8445475 -0.1362550 227.8445111 -0.1362596 0.9720732 True 0.8790459 True 0.1318439 True
2020skr 40.6882467848565 38.0837111109167 40.6884649 38.0837879 40.6884583 38.0837699 0.6770894 True 0.6355977 True 0.0676910 True
2020skv 247.259815646948 36.5529077528279 247.2614963 36.5533087 247.2614089 36.5532878 5.0700969 False 4.8063266 False 0.2637704 True
2020slb 37.0192313463356 38.4689710110094 37.0191825 38.4688364 -99.0000000 -99.0000000 0.5039241 True -99.0000000 False -99.0000000 False
2020smi 314.585394319822 -3.70532112522245 314.5857466 -3.7050448 -99.0000000 -99.0000000 1.6098856 True -99.0000000 False -99.0000000 False
2020srd 309.492508333333 -4.14753055555556 309.4932083 -4.1474877 -99.0000000 -99.0000000 2.5178794 False -99.0000000 False -99.0000000 False
2020ssq 318.652791666667 -0.8274 318.6528275 -0.8273561 -99.0000000 -99.0000000 0.2037981 True -99.0000000 False -99.0000000 False
2020sss 313.402698490479 -4.85392068580255 313.4026555 -4.8537696 313.4026347 -4.8537864 0.5651699 True 0.5347970 True 0.0960868 True
2020ssu 38.4307816993843 37.6643615144876 38.4280959 37.6668302 38.4271667 37.6674444 11.7285963 False 15.1428220 False 3.4500614 False
2020svk 315.563945301181 0.087685625744225 315.5640138 0.0878213 315.5639985 0.0878153 0.5470023 True 0.5047483 True 0.0587800 True
2020svn 59.544617824348755 -8.816885642997255 59.5434052 -8.8211939 59.5435520 -8.8210250 16.0983920 False 15.3764917 False 0.8014432 True
2020svo 40.6334750522948 -0.963128852190883 40.6326559 -0.9636243 40.6328000 -0.9636100 3.4461083 False 2.9840287 False 0.5213103 True
2020sxo 233.7492971765724 13.475069526901246 233.7493342 13.4750333 233.7492862 13.4750212 0.1837964 True 0.1781248 True 0.1735740 True
2020sxp 246.219265620854 28.821113467174 246.2201458 28.8215698 246.2200850 28.8215079 3.2257086 False 2.9487159 False 0.2940553 True
2020sxq 66.808106986203 -20.8123221665551 66.8084978 -20.8113408 66.8082083 -20.8114700 3.7697922 False 3.0866857 False 1.0794794 True
2020sxr 52.3133148853134 -28.9419370635537 52.3132715 -28.9419484 52.3132450 -28.9419769 0.1426027 True 0.2627647 True 0.1324571 True
2020sxs 66.9089565217789 -23.1002514616752 66.9101663 -23.0978581 66.9101781 -23.0978640 9.5018891 False 9.4991615 False 0.0444323 True
2020sym 22.2529089212659 -19.1089143184696 22.2528618 -19.1089123 22.2529000 -19.1089600 0.1604183 True 0.1672300 True 0.2152942 True
2020szo 322.943742138822 8.66725217766643 322.9437736 8.6672053 322.9438166 8.6671856 0.2025560 True 0.3571664 True 0.1685998 True
2020szp 335.274411993833 7.07979564897784 335.2746146 7.0790986 335.2746041 7.0790873 2.6114703 False 2.6409908 False 0.0553963 True
2020tan 17.435829767526 0.340239018732647 17.4357078 0.3401133 17.4357083 0.3401389 0.6305451 True 0.5666054 True 0.0919984 True
2020tao 66.3314041666667 -22.5747277777778 66.3337410 -22.5739538 66.3368610 -22.5694330 8.2526755 False 26.3131274 False 19.2988649 False
2020tbu 40.91854583333333 -0.2805416666666667 40.9194548 -0.2805477 -99.0000000 -99.0000000 3.2723481 False -99.0000000 False -99.0000000 False
2020tdk 93.52406249999999 -21.220791666666663 93.5229079 -21.2213323 93.5219692 -21.2166146 4.3360720 False 16.5975042 False 17.2735720 False
2020teb 46.4469882438986 -0.161555619224433 46.4449462 -0.1603518 46.4449795 -0.1604001 8.5336656 False 8.3425818 False 0.2111746 True
2020ted 246.941008333333 28.1688194444444 246.9409075 28.1688141 -99.0000000 -99.0000000 0.3204641 True -99.0000000 False -99.0000000 False
2020tee 13.8856167732018 -19.9465998202957 13.8859274 -19.9461942 13.8859347 -19.9461782 1.7990981 True 1.8605534 True 0.0628617 True
2020tfb 92.2172125 -26.41277222222222 92.2176212 -26.4133986 92.2175776 -26.4133668 2.6117518 False 2.4429013 False 0.1812446 True
2020tfc 334.25333983109 30.6558570921311 334.2534556 30.6559095 334.2534551 30.6558927 0.4050359 True 0.3792555 True 0.0604700 True
2020tfw 240.975252006386 34.1232552057869 240.9757260 34.1225090 240.9757089 34.1225072 3.0351615 False 3.0175127 False 0.0513491 True
2020tfx 41.0867114704316 -1.36017506506364 41.0860693 -1.3603595 41.0862656 -1.3603206 2.4046850 False 1.6879539 True 0.7203676 True
2020tfy 337.767295833333 36.6855638888889 337.7703447 36.6840372 337.7703551 36.6840393 10.3769989 False 10.3985349 False 0.0309081 True
2020tga 34.87424986120032 -5.05546732102274 34.8742735 -5.0555030 34.8742917 -5.0555000 0.1540041 True 0.1906576 True 0.0660171 True
2020tgb 37.46420532448 -0.757202245790045 37.4649789 -0.7575761 37.4649663 -0.7575735 3.0928536 False 3.0480622 False 0.0462756 True
2020tgc 237.868899350635 27.573566123092377 237.8692873 27.5715419 237.8705350 27.5742651 7.3915986 False 5.7943571 False 10.5812609 False
2020tgd 240.463473686181 36.2383402014051 240.4640286 36.2386820 240.4640481 36.2386690 2.0273695 False 2.0452519 False 0.0736393 True
2020tgu 244.208742863259 32.3359457504358 244.2083134 32.3362955 244.2083029 32.3362463 1.8142598 True 1.7209527 True 0.1800880 True
2020tgv 52.6958938367243 -2.10223004094063 52.6958702 -2.1017519 52.6958586 -2.1017654 1.7232645 True 1.6774385 True 0.0638994 True
2020tgw 12.566662141413 -15.3544702986666 12.5666892 -15.3549294 12.5666921 -15.3549464 1.6552582 True 1.7170246 True 0.0621052 True
2020tho 45.7963309695213 -1.95976600911235 45.7964184 -1.9611418 -99.0000000 -99.0000000 4.9630084 False -99.0000000 False -99.0000000 False
