name ra dec hostra_ghost hostdec_ghost hostra_sherlock hostdec_sherlock transient_sep_ghost sep_L2arcsec_ghost transient_sep_sherlock sep_L2arcsec_sherlock sep_host_ghost_v_sherlock sep_L2arcsec_host_ghost_v_sherlock
2017fgc 20.0601666666667 3.40276666666667 20.0609985 3.4034469 -99.0000000 -99.0000000 3.8642765 False -99.0000000 False -99.0000000 False
2019aaag 187.2620525199413 12.718327363833199 187.2620022 12.7183003 187.2620256 12.7183133 0.2015944 True 0.1071249 True 0.0944861 True
2019aaax 154.994730695321 -3.10707407312229 154.9947338 -3.1070905 154.9947314 -3.1071089 0.0602782 True 0.1253759 True 0.0667026 True
2019aabv 147.58744905844762 32.028943346919746 147.5874556 32.0288902 147.5874356 32.0288845 0.1924067 True 0.2158217 True 0.0643799 True
2019aacg 161.91070195145258 -4.582340977632563 161.9107068 -4.5824088 161.9106709 -4.5823943 0.2447336 True 0.2219638 True 0.1389089 True
2019aacp 143.93425621807694 31.279478418827594 143.9341801 31.2794766 143.9341743 31.2794605 0.2343769 True 0.2600275 True 0.0606251 True
2019aacq 158.99699611368186 -4.736455967460156 158.9969193 -4.7364317 158.9969130 -4.7364649 0.2891942 True 0.2999039 True 0.1215361 True
2019aafy 6.43351994395533 17.892032364637 6.4327348 17.8920539 -99.0000000 -99.0000000 2.6908702 False -99.0000000 False -99.0000000 False
2019aage 17.296449761738373 -16.690280430352548 17.2964051 -16.6884961 -99.0000000 -99.0000000 6.4252520 False -99.0000000 False -99.0000000 False
2019cll 134.29011095313 -3.34152758697005 134.2901038 -3.3415159 134.2897500 -3.3427778 0.0491450 True 4.6839049 False 4.7172333 False
2019igc 227.67469708126575 -9.074094387409776 227.6747023 -9.0740602 227.6746940 -9.0740804 0.1244455 True 0.0514394 True 0.0785114 True
2019lbi 190.08800370391353 1.274001555214921 190.0839360 1.2733427 190.0840000 1.2732000 14.8310025 False 14.6958582 False 0.5630304 True
2019pmd 49.5991614874715 -1.93045306056648 49.5984471 -1.9315185 49.5986400 -1.9316870 4.6172953 False 4.8221821 False 0.9218053 True
2019ppi 133.897476594381 49.1602587645427 133.8953292 49.1603578 133.8955995 49.1602432 5.0680569 False 4.4194790 False 0.7584284 True
2019rwd 2.6912510934053 21.1390965129692 2.6918578 21.1383436 -99.0000000 -99.0000000 3.3908704 False -99.0000000 False -99.0000000 False
2019szh 147.176209597641 -8.73439166611734 147.1771562 -8.7339569 147.1771667 -8.7339722 3.7139665 False 3.7252498 False 0.0664673 True
2019tvv 177.7725971837402 21.76725783854681 177.7761641 21.7672013 177.7760000 21.7672100 11.9270905 False 11.3779832 False 0.5495726 True
2019ubp 140.074087233259 -2.78434033512367 140.0733940 -2.7854994 140.0740352 -2.7843474 4.8603627 False 0.1889915 True 4.7447374 False
2019ucc 49.6421353340897 -4.42942894918793 49.6408869 -4.4291011 49.6408500 -4.4291880 4.6338564 False 4.6942215 False 0.3396123 True
2019uev 142.706471493176 30.8718431358136 142.7077091 30.8709578 142.7076670 30.8709400 4.9782653 False 4.9210759 False 0.1450100 True
2019uez 51.1725388567294 -0.681409059828702 51.1698542 -0.6814461 51.1699029 -0.6814911 9.6651436 False 9.4932544 False 0.2389638 True
2019uit 192.56703936442497 21.33764582436802 192.5676289 21.3372605 192.5676148 21.3372303 2.4149267 False 2.4415099 False 0.1185385 True
2019ulo 133.278015057248 -6.32966569049264 133.2767688 -6.3308729 133.2767490 -6.3309420 6.2266277 False 6.4523209 False 0.2586959 True
2019unp 142.397468478743 35.2897451936853 142.3979372 35.2903053 142.3979043 35.2903031 2.4419348 False 2.3819797 False 0.0971879 True
2019unz 140.034559562422 -4.22374632774024 140.0345532 -4.2237046 140.0344853 -4.2237155 0.1519521 True 0.2888439 True 0.2469262 True
2019uwl 141.947963736248 31.9683908143259 141.9479920 31.9684065 141.9479842 31.9684451 0.1031598 True 0.2053031 True 0.1412311 True
2019vah 37.014495795024274 36.95618112689658 37.0139125 36.9549856 -99.0000000 -99.0000000 4.6192930 False -99.0000000 False -99.0000000 False
2019vns 141.045787233947 -5.50416194352674 141.0433531 -5.5030027 -99.0000000 -99.0000000 9.6693547 False -99.0000000 False -99.0000000 False
2019vuz 112.309986227016 42.0769440240971 112.3100063 42.0769716 112.3099873 42.0769398 0.1127669 True 0.0154405 True 0.1251757 True
2019wbv 134.689142176395 -4.56562014900608 134.6890575 -4.5656380 134.6890410 -4.5656580 0.3106644 True 0.3878070 True 0.0932632 True
2019wbw 150.679959653501 -8.64140678093683 150.6802459 -8.6420915 -99.0000000 -99.0000000 2.6670393 False -99.0000000 False -99.0000000 False
2019wby 114.290881529776 42.2057454946588 114.2898607 42.2071600 114.2898855 42.2070751 5.7741840 False 5.4739689 False 0.3129315 True
2019wca 145.192026431769 -8.47849996386702 145.1920779 -8.4788339 145.1920548 -8.4787941 1.2161347 True 1.0635708 True 0.1653997 True
2019wcb 114.503215178099 39.7074214031787 114.5026995 39.7070202 114.5027182 39.7069771 2.0310996 False 2.1102235 False 0.1635844 True
2019wcc 112.400388547178 42.1081562337021 112.4000862 42.1076295 112.4001043 42.1075885 2.0609423 False 2.1804699 False 0.1554326 True
2019wcf 140.301192024826 31.6172456202016 140.3016829 31.6170815 140.3016178 31.6170907 1.6166544 True 1.4195045 True 0.2021618 True
2019wdy 42.8189620415463 -3.8907703201023 42.8165019 -3.8867683 -99.0000000 -99.0000000 16.9010042 False -99.0000000 False -99.0000000 False
2019wka 48.6672809085117 -0.871311993151726 48.6673231 -0.8703395 48.6672951 -0.8705523 3.5042601 False 2.7355158 False 0.7725165 True
2019wkf 173.023847846057 13.3094999986049 173.0237917 13.3090816 173.0238276 13.3091228 1.5190239 True 1.3599381 True 0.1943569 True
2019wmr 146.514780030412 33.5282652223584 146.5149433 33.5283800 146.5149405 33.5283506 0.6409888 True 0.5712567 True 0.1063486 True
2019wog 146.43845027513456 31.173156326501864 146.4384494 31.1730287 -99.0000000 -99.0000000 0.4593190 True -99.0000000 False -99.0000000 False
2019wqf 217.50058743191713 39.945841122558186 217.4948935 39.9406757 217.4948998 39.9406302 24.3469569 False 24.4609735 False 0.1645564 True
2019wvg 128.228584953383 49.0288549528031 128.2354066 49.0285701 128.2369840 49.0280690 16.1348728 False 20.0265194 False 4.1373226 False
2019wyp 196.65457768723627 16.591372407653736 196.6561160 16.5861897 196.6560000 16.5862300 19.3978148 False 19.1520121 False 0.4255743 True
2019xbj 148.812742525547 3.84636514170021 148.8158963 3.8476995 -99.0000000 -99.0000000 12.3044499 False -99.0000000 False -99.0000000 False
2019yfu 191.401510334131 1.18363664301071 191.4020229 1.1814355 191.4024795 1.1843371 8.1359718 False 4.3043842 False 10.5741994 False
2019yih 136.822284595979 -6.1889040409019 136.8220535 -6.1892432 136.8219941 -6.1892550 1.4746718 True 1.6362997 True 0.2169886 True
2019yiz 54.8945942265858 -5.28165034865814 -99.0000000 -99.0000000 -99.0000000 -99.0000000 -99.0000000 False -99.0000000 False -99.0000000 False
