ZTFID,HOST_RA,HOST_DEC
ZTF23aakawpn,213.82494995,-2.44471746
ZTF21abbkglo,235.0931541,7.28322089
ZTF21abczjhy,245.807494,26.47929639
ZTF21abmdhes,19.511784,-1.57221302
ZTF20acukxat,196.33430384,-10.60854052
ZTF20acvagdq,149.98269135,13.04382724
ZTF21aaqwfqe,196.92836867,24.81061876
ZTF21aarjczf,254.30964243,30.51125371
ZTF20abvycvf,58.56656026,15.92866414
