ZTFID,ANN_NUM,IAU_NAME,SPEC_CLS,Z
ZTF20aciuftf,0,2020whs,SN Ia,0.13
ZTF18abnzney,1,No TNS,---,-99.0
ZTF21abownod,2,2021ugf,---,-99.0
ZTF21abcluco,3,No TNS,---,-99.0
ZTF21abbohfy,4,2021mkv,---,-99.0
ZTF17aadqidc,5,No TNS,---,-99.0
ZTF20aczjfwv,6,2020aeto,---,-99.0
ZTF20acoqpyb,7,2020yth,---,-99.0
ZTF21aaqjimb,8,2021gtf,---,-99.0
