ZTFID,HOST_RA,HOST_DEC
ZTF20aciuftf,117.94518026,16.62387744
ZTF18abnzney,0.18699035,15.49911371
ZTF21abownod,238.9455135,44.49414486
ZTF21abcluco,179.03873352,21.02717476
ZTF21abbohfy,180.58702583,2.77639229
ZTF17aadqidc,150.80746446,28.66241144
ZTF20acoqpyb,30.44375947,1.17163873
ZTF20aczjfwv,66.0863028,-2.84251521
ZTF21aaqjimb,123.52546395,48.92937953
