ZTFID,HOST_RA,HOST_DEC
ZTF21aaaokyp,176.64582292,30.08648542
ZTF19abfpxuy,326.76655994,-3.53940997
ZTF20abnorit,171.35842095,27.44057254
ZTF21abaxaqq,4.92871122,29.31689494
ZTF20acxmxtu,345.46349947,13.95628526
ZTF20abowque,34.47481417,-9.61413103
ZTF21aacugya,219.78249441,49.32736337
ZTF21aanefkx,210.04194135,-12.31733257
ZTF19aavlvye,212.54477072,30.25828797
