ZTFID,HOST_RA,HOST_DEC
ZTF23aaspcfl,239.74382895,76.50564713
ZTF18acanabv,83.25141247,75.81628708
ZTF21aaahyjj,195.67490129,3.80564274
ZTF20achvlbs,134.39108758,62.56240554
ZTF21abqueax,5.80899859,16.17626267
ZTF21abexhlq,211.70522852,65.75285882
ZTF20accodxy,319.26138778,-9.04273179
ZTF21aarohyu,180.16707296,51.84088587
ZTF21accibae,8.79463485,1.62863671
