ztf_object_id,obs_num,mjd_cutoff,feature_amplitude_magn_g,feature_anderson_darling_normal_magn_g,feature_beyond_1_std_magn_g,feature_beyond_2_std_magn_g,feature_cusum_magn_g,feature_eta_e_magn_g,feature_inter_percentile_range_2_magn_g,feature_inter_percentile_range_10_magn_g,feature_inter_percentile_range_25_magn_g,feature_kurtosis_magn_g,feature_linear_fit_slope_magn_g,feature_linear_fit_slope_sigma_magn_g,feature_linear_fit_reduced_chi2_magn_g,feature_linear_trend_magn_g,feature_linear_trend_sigma_magn_g,feature_linear_trend_noise_magn_g,feature_magnitude_percentage_ratio_40_5_magn_g,feature_magnitude_percentage_ratio_20_5_magn_g,feature_maximum_slope_magn_g,feature_mean_magn_g,feature_median_absolute_deviation_magn_g,feature_percent_amplitude_magn_g,feature_percent_difference_magnitude_percentile_5_magn_g,feature_percent_difference_magnitude_percentile_10_magn_g,feature_median_buffer_range_percentage_10_magn_g,feature_median_buffer_range_percentage_20_magn_g,feature_period_0_magn_g,feature_period_s_to_n_0_magn_g,feature_period_1_magn_g,feature_period_s_to_n_1_magn_g,feature_period_2_magn_g,feature_period_s_to_n_2_magn_g,feature_period_3_magn_g,feature_period_s_to_n_3_magn_g,feature_period_4_magn_g,feature_period_s_to_n_4_magn_g,feature_periodogram_amplitude_magn_g,feature_periodogram_beyond_2_std_magn_g,feature_periodogram_beyond_3_std_magn_g,feature_periodogram_standard_deviation_magn_g,feature_chi2_magn_g,feature_skew_magn_g,feature_standard_deviation_magn_g,feature_stetson_k_magn_g,feature_weighted_mean_magn_g,feature_anderson_darling_normal_flux_g,feature_cusum_flux_g,feature_eta_e_flux_g,feature_excess_variance_flux_g,feature_kurtosis_flux_g,feature_mean_variance_flux_g,feature_chi2_flux_g,feature_skew_flux_g,feature_stetson_k_flux_g,gmomentXX,gmomentXY,gmomentYY,gmomentR1,gmomentRH,gPSFFlux,gApFlux,gKronFlux,gKronRad,gExtNSigma,rmomentXX,rmomentXY,rmomentYY,rmomentR1,rmomentRH,rPSFFlux,rApFlux,rKronFlux,rKronRad,rExtNSigma,imomentXX,imomentXY,imomentYY,imomentR1,imomentRH,iPSFFlux,iApFlux,iKronFlux,iKronRad,iExtNSigma,zmomentXX,zmomentXY,zmomentYY,zmomentR1,zmomentRH,zPSFFlux,zApFlux,zKronFlux,zKronRad,zExtNSigma,ymomentXX,ymomentXY,ymomentYY,ymomentR1,ymomentRH,yPSFFlux,yApFlux,yKronFlux,yKronRad,yExtNSigma,i-z,gApMag_gKronMag,rApMag_rKronMag,iApMag_iKronMag,zApMag_zKronMag,yApMag_yKronMag,7DCD,dist/DLR,ILRT,SLSN-I,SLSN-II,SN,SN II,SN II-pec,SN IIP,SN IIb,SN IIn,SN Ia,SN Ia-91T-like,SN Ia-91bg-like,SN Ia-CSM,SN Ia-Ca-rich,SN Ia-pec,SN Iax[02cx-like],SN Ib,SN Ib-Ca-rich,SN Ib/c,SN Ibn,SN Ic,SN Ic-BL,SN Icn,TDE
ZTF20aappcup,6,58914.47780090012,0.3435506820678711,0.1455682889469244,0.25,0.0,0.3590104295574952,0.7804201876617957,0.6871013641357422,0.6871013641357422,0.4480276107788086,1.1325855664897944,-0.046276197665907765,0.011711836666492568,1.0365751692443137,-0.04284416807421348,0.012118941109829553,0.14191831897055912,0.24328739485666365,0.7912327933826502,0.08624989076475399,19.16098642349243,0.13164997100830078,0.5282783508300781,0.036033088437551576,0.036033088437551576,0.0,0.0,22.15087451868587,2.398991688426245,39.87157413363457,2.1170874699140643,9.49323193657966,0.8831044091095682,3.497506502950401,0.512417480404086,4.530860697003928,0.3171192000645014,0.6835026381497337,0.09375,0.0,0.3407858691850603,5.895131335203602,1.3031231396244405,0.31198787966343566,0.8269186777391168,19.115841365159763,0.12210230706331053,0.3754270817843285,0.7155048221165237,0.050989730343193165,-0.0021097541181305246,0.25904890906378747,6.7989975077827625,-1.0386143910884327,0.8719481665986468,0.4417659938335418,0.0288430005311965,0.4468420147895813,2.4274399280548096,1.239609956741333,3.124149952782318e-05,9.127450175583364e-05,0.0001237090036738,6.068610191345215,31.463600158691406,0.3534420132637024,0.0219170004129409,0.3605110049247741,2.386399984359741,1.186400055885315,4.268490010872483e-05,0.0001118220025091,0.0001731819938868,5.966000080108643,28.353599548339844,0.2301589995622635,0.0116122001782059,0.2292889952659607,2.365380048751831,1.0800399780273438,4.531360173132271e-05,0.0001256630057469,0.0002343819942325,5.913449764251709,30.518800735473636,0.2134319990873336,0.0092585496604442,0.2132080048322677,2.131419897079468,1.0419700145721436,5.201699968893081e-05,0.0001428770046913,0.0002501129929441,5.328559875488281,30.923200607299805,0.2606109976768493,0.0180302001535892,0.2626720070838928,1.8746399879455569,1.049100041389465,6.286829739110544e-05,0.0001809520035749,0.0002614090044517,4.686600208282471,26.281400680541992,0.13940048217773438,0.33009910583496094,0.47500038146972656,0.6767997741699219,0.6079006195068359,0.39939880371093395,35.673281021336884,0.1719609977327406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
