ztf_object_id,obs_num,mjd_cutoff,feature_amplitude_magn_g,feature_anderson_darling_normal_magn_g,feature_beyond_1_std_magn_g,feature_beyond_2_std_magn_g,feature_cusum_magn_g,feature_eta_e_magn_g,feature_inter_percentile_range_2_magn_g,feature_inter_percentile_range_10_magn_g,feature_inter_percentile_range_25_magn_g,feature_kurtosis_magn_g,feature_linear_fit_slope_magn_g,feature_linear_fit_slope_sigma_magn_g,feature_linear_fit_reduced_chi2_magn_g,feature_linear_trend_magn_g,feature_linear_trend_sigma_magn_g,feature_linear_trend_noise_magn_g,feature_magnitude_percentage_ratio_40_5_magn_g,feature_magnitude_percentage_ratio_20_5_magn_g,feature_maximum_slope_magn_g,feature_mean_magn_g,feature_median_absolute_deviation_magn_g,feature_percent_amplitude_magn_g,feature_percent_difference_magnitude_percentile_5_magn_g,feature_percent_difference_magnitude_percentile_10_magn_g,feature_median_buffer_range_percentage_10_magn_g,feature_median_buffer_range_percentage_20_magn_g,feature_period_0_magn_g,feature_period_s_to_n_0_magn_g,feature_period_1_magn_g,feature_period_s_to_n_1_magn_g,feature_period_2_magn_g,feature_period_s_to_n_2_magn_g,feature_period_3_magn_g,feature_period_s_to_n_3_magn_g,feature_period_4_magn_g,feature_period_s_to_n_4_magn_g,feature_periodogram_amplitude_magn_g,feature_periodogram_beyond_2_std_magn_g,feature_periodogram_beyond_3_std_magn_g,feature_periodogram_standard_deviation_magn_g,feature_chi2_magn_g,feature_skew_magn_g,feature_standard_deviation_magn_g,feature_stetson_k_magn_g,feature_weighted_mean_magn_g,feature_anderson_darling_normal_flux_g,feature_cusum_flux_g,feature_eta_e_flux_g,feature_excess_variance_flux_g,feature_kurtosis_flux_g,feature_mean_variance_flux_g,feature_chi2_flux_g,feature_skew_flux_g,feature_stetson_k_flux_g,feature_amplitude_magn_r,feature_anderson_darling_normal_magn_r,feature_beyond_1_std_magn_r,feature_beyond_2_std_magn_r,feature_cusum_magn_r,feature_eta_e_magn_r,feature_inter_percentile_range_2_magn_r,feature_inter_percentile_range_10_magn_r,feature_inter_percentile_range_25_magn_r,feature_kurtosis_magn_r,feature_linear_fit_slope_magn_r,feature_linear_fit_slope_sigma_magn_r,feature_linear_fit_reduced_chi2_magn_r,feature_linear_trend_magn_r,feature_linear_trend_sigma_magn_r,feature_linear_trend_noise_magn_r,feature_magnitude_percentage_ratio_40_5_magn_r,feature_magnitude_percentage_ratio_20_5_magn_r,feature_maximum_slope_magn_r,feature_mean_magn_r,feature_median_absolute_deviation_magn_r,feature_percent_amplitude_magn_r,feature_percent_difference_magnitude_percentile_5_magn_r,feature_percent_difference_magnitude_percentile_10_magn_r,feature_median_buffer_range_percentage_10_magn_r,feature_median_buffer_range_percentage_20_magn_r,feature_period_0_magn_r,feature_period_s_to_n_0_magn_r,feature_period_1_magn_r,feature_period_s_to_n_1_magn_r,feature_period_2_magn_r,feature_period_s_to_n_2_magn_r,feature_period_3_magn_r,feature_period_s_to_n_3_magn_r,feature_period_4_magn_r,feature_period_s_to_n_4_magn_r,feature_periodogram_amplitude_magn_r,feature_periodogram_beyond_2_std_magn_r,feature_periodogram_beyond_3_std_magn_r,feature_periodogram_standard_deviation_magn_r,feature_chi2_magn_r,feature_skew_magn_r,feature_standard_deviation_magn_r,feature_stetson_k_magn_r,feature_weighted_mean_magn_r,feature_anderson_darling_normal_flux_r,feature_cusum_flux_r,feature_eta_e_flux_r,feature_excess_variance_flux_r,feature_kurtosis_flux_r,feature_mean_variance_flux_r,feature_chi2_flux_r,feature_skew_flux_r,feature_stetson_k_flux_r,gmomentXX,gmomentXY,gmomentYY,gmomentR1,gmomentRH,gPSFFlux,gApFlux,gKronFlux,gKronRad,gExtNSigma,rmomentXX,rmomentXY,rmomentYY,rmomentR1,rmomentRH,rPSFFlux,rApFlux,rKronFlux,rKronRad,rExtNSigma,imomentXX,imomentXY,imomentYY,imomentR1,imomentRH,iPSFFlux,iApFlux,iKronFlux,iKronRad,iExtNSigma,zmomentXX,zmomentXY,zmomentYY,zmomentR1,zmomentRH,zPSFFlux,zApFlux,zKronFlux,zKronRad,zExtNSigma,ymomentXX,ymomentXY,ymomentYY,ymomentR1,ymomentRH,yPSFFlux,yApFlux,yKronFlux,yKronRad,yExtNSigma,i-z,gApMag_gKronMag,rApMag_rKronMag,iApMag_iKronMag,zApMag_zKronMag,yApMag_yKronMag,7DCD,dist/DLR,ILRT,SLSN-I,SLSN-II,SN,SN II,SN II-pec,SN IIP,SN IIb,SN IIn,SN Ia,SN Ia-91T-like,SN Ia-91bg-like,SN Ia-CSM,SN Ia-Ca-rich,SN Ia-pec,SN Iax[02cx-like],SN Ib,SN Ib-Ca-rich,SN Ib/c,SN Ibn,SN Ic,SN Ic-BL,SN Icn,TDE
ZTF18aangpkx,3,58976.47679399978,0.4818000793457031,0.07678661051905372,0.5,0.0,0.3857231321802936,0.6901480166111497,0.9636001586914062,0.9636001586914062,0.6438999176025391,-1.0205180875306166,-0.23881877853757993,0.043272412330868065,0.15986712575245143,-0.24127024030537023,0.01738903039719599,0.051828737358084465,0.2691570378648744,0.8009338873764822,0.3182870490117855,19.058600425720215,0.28425025939941406,0.5571994781494141,0.050460044740485904,0.050460044740485904,0.0,0.0,8.9470422216012,2.1959425463245594,2.5562977776003426,1.104421624580177,1.6775704165502248,0.3991025184351233,1.1929389628801599,0.14303873714502613,0.941793918063284,-0.10511236384256326,0.7331272646032445,0.0625,0.0,0.39893549214643886,10.259556836536342,-0.4270818659551299,0.41733296753743127,0.8657158021263661,18.996125127111018,0.10089507881705051,0.37235213290520747,0.5865367172620859,0.138741004993685,0.099475280813758,0.3931446587289103,8.93048364971373,0.9222397513671113,0.8663565348441562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2900019884109497,0.00022562099911738187,0.3004859983921051,4.691299915313721,1.1235500574111938,0.00028664901037700474,0.000577030994463712,0.0011493100319057703,11.72819995880127,19.332799911499023,0.20409700274467468,-0.00027715499163605273,0.2074420005083084,3.938889980316162,1.028630018234253,0.0005264360224828124,0.001049809972755611,0.0022548299748450518,9.847240447998047,23.84000015258789,0.2810699939727783,-0.0028895200230181217,0.2884739935398102,4.509469985961914,1.1108399629592896,0.0009268459980376065,0.0017813999438658357,0.0034887699875980616,11.273699760437012,23.907699584960938,0.20951899886131287,0.0005526309832930565,0.21202300488948822,5.291309833526611,1.0293699502944946,0.0010259599657729268,0.0019658899400383234,0.004525240045040846,13.228300094604492,30.146699905395508,0.19655799865722656,0.00015564799832645804,0.20302599668502808,4.171710014343262,1.0249899625778198,0.001241569989360869,0.0023867099080234766,0.004832120146602392,10.429300308227539,16.92460060119629,0.10700035095214844,0.7481002807617188,0.8299999237060547,0.7298002243041992,0.9052000045776367,0.7657995223999023,154.09786887880546,0.4743177401160363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZTF18aangpkx,4,58976.4781944002,0.5226507186889648,0.1916275531040954,0.4,0.0,0.39265709352413336,4251.807749865921,1.0453014373779297,1.0453014373779297,0.8007998466491664,-2.2062230968898318,-0.24604535108301587,0.03742656914183262,0.1434782445605967,-0.24876330758444776,0.013344292742269372,0.04812030478200927,0.34406310499800197,0.844063104998002,58.34136948683041,18.9383602142334,0.3950996398925781,0.5685005187988281,0.0552070550401361,0.0552070550401361,0.2,0.2,6.293077187729068,2.130854874572718,10.068923500366509,1.9598706125743974,1.118769277818501,0.7374277665738602,2.5172308750916272,0.7184847616109449,1.6781539167277515,0.4596281269621532,1.02584380144581,0.03125,0.0,0.5546189412640075,10.912248668650781,0.17143961887891354,0.45045937290411714,0.8957002855842642,18.88884871752925,0.2136644445465935,0.4089456323157332,9229.06505030412,0.13970359620253653,-2.566366528388947,0.39518487881997383,10.244291617430909,0.15626983911893388,0.9077568811929755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2900019884109497,0.00022562099911738187,0.3004859983921051,4.691299915313721,1.1235500574111938,0.00028664901037700474,0.000577030994463712,0.0011493100319057703,11.72819995880127,19.332799911499023,0.20409700274467468,-0.00027715499163605273,0.2074420005083084,3.938889980316162,1.028630018234253,0.0005264360224828124,0.001049809972755611,0.0022548299748450518,9.847240447998047,23.84000015258789,0.2810699939727783,-0.0028895200230181217,0.2884739935398102,4.509469985961914,1.1108399629592896,0.0009268459980376065,0.0017813999438658357,0.0034887699875980616,11.273699760437012,23.907699584960938,0.20951899886131287,0.0005526309832930565,0.21202300488948822,5.291309833526611,1.0293699502944946,0.0010259599657729268,0.0019658899400383234,0.004525240045040846,13.228300094604492,30.146699905395508,0.19655799865722656,0.00015564799832645804,0.20302599668502808,4.171710014343262,1.0249899625778198,0.001241569989360869,0.0023867099080234766,0.004832120146602392,10.429300308227539,16.92460060119629,0.10700035095214844,0.7481002807617188,0.8299999237060547,0.7298002243041992,0.9052000045776367,0.7657995223999023,154.09786887880546,0.4743177401160363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZTF18aangpkx,5,58978.39393519983,0.5667505264282227,0.3088920336624066,0.3333333333333333,0.0,0.41739811773228847,4446.579961002054,1.1335010528564453,1.10025091178386,0.8010005950927699,-1.763143078485828,-0.19655859010263785,0.026438429113779194,0.980039457147724,-0.20339251892662302,0.025443910471619598,0.12621161787052065,0.3843752706714699,0.7946624950572069,58.34136948683041,18.8435001373291,0.3233509063720703,0.7660503387451172,0.06049646145973273,0.058721857128436104,0.0,0.0,11.886620399542151,2.1945519855563176,2.3773240799084308,0.4007674448182073,1.739505424323242,0.08792791307268055,4.1952777880737,-0.6045079619837528,1.3984259293579004,-0.8276840088156968,1.493283044572267,0.078125,0.015625,0.7273249127196559,11.838624570715647,0.49544382718789937,0.4651037760021638,0.9192083764426537,18.781276315848846,0.29052902863509705,0.4301519540966842,8876.911709788386,0.13504397831358547,-2.25214969996216,0.38795996679189726,12.05793524998669,-0.1931537635036012,0.9132241504472284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2900019884109497,0.00022562099911738187,0.3004859983921051,4.691299915313721,1.1235500574111938,0.00028664901037700474,0.000577030994463712,0.0011493100319057703,11.72819995880127,19.332799911499023,0.20409700274467468,-0.00027715499163605273,0.2074420005083084,3.938889980316162,1.028630018234253,0.0005264360224828124,0.001049809972755611,0.0022548299748450518,9.847240447998047,23.84000015258789,0.2810699939727783,-0.0028895200230181217,0.2884739935398102,4.509469985961914,1.1108399629592896,0.0009268459980376065,0.0017813999438658357,0.0034887699875980616,11.273699760437012,23.907699584960938,0.20951899886131287,0.0005526309832930565,0.21202300488948822,5.291309833526611,1.0293699502944946,0.0010259599657729268,0.0019658899400383234,0.004525240045040846,13.228300094604492,30.146699905395508,0.19655799865722656,0.00015564799832645804,0.20302599668502808,4.171710014343262,1.0249899625778198,0.001241569989360869,0.0023867099080234766,0.004832120146602392,10.429300308227539,16.92460060119629,0.10700035095214844,0.7481002807617188,0.8299999237060547,0.7298002243041992,0.9052000045776367,0.7657995223999023,154.09786887880546,0.4743177401160363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZTF18aangpkx,6,58978.3988194,0.5667505264282227,0.4568590982537398,0.2857142857142857,0.0,0.41929550251040726,4315.052054724951,1.1335010528564453,1.0670008924601007,0.6995253562927211,-1.0661230935593622,-0.16487534964978684,0.02268028103042985,1.8716294158878601,-0.17448272302903273,0.02969645794844299,0.17038227867733427,0.24399611602495605,0.7359945697194613,58.34136948683041,18.80394308907645,0.1974010467529297,0.9361000061035156,0.0610505425895339,0.057468833631913685,0.2857142857142857,0.42857142857142855,8.674450166581664,2.508081706179809,1.1015174814706876,1.8325545642538577,0.9252746844353776,1.6489897154722237,0.9012415757487444,1.6430945793304603,0.6366568929601222,0.7799516317190257,1.4000418502266148,0.0390625,0.0,0.7373516912223673,10.367408048103897,0.7855525596542009,0.4372885269950076,0.8991821817622221,18.74127377411228,0.37250860404811886,0.4289045751335617,8904.515920711236,0.10938940786443445,-1.6506478583850845,0.3521115819019727,11.786640046981033,-0.4787447963550473,0.9112065181978614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2900019884109497,0.00022562099911738187,0.3004859983921051,4.691299915313721,1.1235500574111938,0.00028664901037700474,0.000577030994463712,0.0011493100319057703,11.72819995880127,19.332799911499023,0.20409700274467468,-0.00027715499163605273,0.2074420005083084,3.938889980316162,1.028630018234253,0.0005264360224828124,0.001049809972755611,0.0022548299748450518,9.847240447998047,23.84000015258789,0.2810699939727783,-0.0028895200230181217,0.2884739935398102,4.509469985961914,1.1108399629592896,0.0009268459980376065,0.0017813999438658357,0.0034887699875980616,11.273699760437012,23.907699584960938,0.20951899886131287,0.0005526309832930565,0.21202300488948822,5.291309833526611,1.0293699502944946,0.0010259599657729268,0.0019658899400383234,0.004525240045040846,13.228300094604492,30.146699905395508,0.19655799865722656,0.00015564799832645804,0.20302599668502808,4.171710014343262,1.0249899625778198,0.001241569989360869,0.0023867099080234766,0.004832120146602392,10.429300308227539,16.92460060119629,0.10700035095214844,0.7481002807617188,0.8299999237060547,0.7298002243041992,0.9052000045776367,0.7657995223999023,154.09786887880546,0.4743177401160363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZTF18aangpkx,7,58979.26327549992,0.5667505264282227,0.6547208767621876,0.25,0.0,0.4177980386801477,3692.3696685854343,1.1335010528564453,1.051870871345841,0.6691007614135742,-0.565881381205652,-0.1487491698833571,0.019097144107842072,1.8492299126786031,-0.15969799417555375,0.025719772711768108,0.17030550274747897,0.14317626630738112,0.7260166746959467,58.34136948683041,18.753075122833252,0.16975116729736328,0.9498500823974609,0.061095788984867644,0.056695916279147315,0.25,0.375,9.732357856950589,3.242979216455249,15.571772571120942,3.1148707067563275,1.0966037021916157,1.2473191028324124,0.894929458110399,1.2406098725752424,0.9268912244714846,1.0659644700598494,1.5470224175552307,0.0625,0.0390625,0.7158578060285457,10.252162258816936,0.9903124556547583,0.42965606419105856,0.8669080163532592,18.676836080757184,0.5199690865758316,0.42570056043119736,7418.5336447747195,0.09893278736284136,-1.2793083916805847,0.3353175244755525,12.720804393288509,-0.7047529107190114,0.9029139883090211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2900019884109497,0.00022562099911738187,0.3004859983921051,4.691299915313721,1.1235500574111938,0.00028664901037700474,0.000577030994463712,0.0011493100319057703,11.72819995880127,19.332799911499023,0.20409700274467468,-0.00027715499163605273,0.2074420005083084,3.938889980316162,1.028630018234253,0.0005264360224828124,0.001049809972755611,0.0022548299748450518,9.847240447998047,23.84000015258789,0.2810699939727783,-0.0028895200230181217,0.2884739935398102,4.509469985961914,1.1108399629592896,0.0009268459980376065,0.0017813999438658357,0.0034887699875980616,11.273699760437012,23.907699584960938,0.20951899886131287,0.0005526309832930565,0.21202300488948822,5.291309833526611,1.0293699502944946,0.0010259599657729268,0.0019658899400383234,0.004525240045040846,13.228300094604492,30.146699905395508,0.19655799865722656,0.00015564799832645804,0.20302599668502808,4.171710014343262,1.0249899625778198,0.001241569989360869,0.0023867099080234766,0.004832120146602392,10.429300308227539,16.92460060119629,0.10700035095214844,0.7481002807617188,0.8299999237060547,0.7298002243041992,0.9052000045776367,0.7657995223999023,154.09786887880546,0.4743177401160363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZTF18aangpkx,8,58979.266076399945,0.5667505264282227,0.9101764576501223,0.2222222222222222,0.0,0.4119960773031735,2967.282938929408,1.1335010528564453,1.0246607326288313,0.5729508399963379,-0.017491159750742113,-0.1404146427502653,0.017833185920023444,1.797646737287296,-0.14898116978247297,0.023649502372044745,0.1711272605360764,0.08241857917784605,0.6581562364688578,58.34136948683041,18.720822228325737,0.14210128784179688,0.9636001586914062,0.06114110249687546,0.055270250274851024,0.2222222222222222,0.4444444444444444,9.584228531093686,3.160306674720054,15.334765649749897,2.8997324839640872,1.079913073926049,1.7315908081286515,0.9237810632379456,1.5784725321679447,4.259657124930527,0.5986713145186131,1.7362774730778108,0.046875,0.015625,0.8262942648491077,9.322498963668455,1.1841255152284436,0.413389688606462,0.8415339934943222,18.652032015788077,0.7233651033501016,0.41932576568562824,6021.364465849651,0.08572420850949448,-0.8102518839188226,0.31479574191109144,12.239462759726962,-0.9137753965773384,0.9091440788088643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2900019884109497,0.00022562099911738187,0.3004859983921051,4.691299915313721,1.1235500574111938,0.00028664901037700474,0.000577030994463712,0.0011493100319057703,11.72819995880127,19.332799911499023,0.20409700274467468,-0.00027715499163605273,0.2074420005083084,3.938889980316162,1.028630018234253,0.0005264360224828124,0.001049809972755611,0.0022548299748450518,9.847240447998047,23.84000015258789,0.2810699939727783,-0.0028895200230181217,0.2884739935398102,4.509469985961914,1.1108399629592896,0.0009268459980376065,0.0017813999438658357,0.0034887699875980616,11.273699760437012,23.907699584960938,0.20951899886131287,0.0005526309832930565,0.21202300488948822,5.291309833526611,1.0293699502944946,0.0010259599657729268,0.0019658899400383234,0.004525240045040846,13.228300094604492,30.146699905395508,0.19655799865722656,0.00015564799832645804,0.20302599668502808,4.171710014343262,1.0249899625778198,0.001241569989360869,0.0023867099080234766,0.004832120146602392,10.429300308227539,16.92460060119629,0.10700035095214844,0.7481002807617188,0.8299999237060547,0.7298002243041992,0.9052000045776367,0.7657995223999023,154.09786887880546,0.4743177401160363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZTF18aangpkx,9,58980.40333329979,0.5667505264282227,1.2006777865680622,0.2,0.1,0.40442109899125606,3053.9914099950533,1.1335010528564453,0.9974508285522461,0.47680091857910156,0.5073761832190531,-0.11402972847282837,0.01474985111844063,2.439122866857814,-0.13216168626180946,0.022902301183727422,0.18601141387946726,0.08129824106777771,0.5902956682108296,58.34136948683041,18.694599914550782,0.08480072021484375,1.0017509460449219,0.061267181493771125,0.053913492881212506,0.4,0.6,11.045428194079754,2.903214898167171,17.672685110527606,2.7917324651397886,1.0776027506419272,1.7506660580043556,0.9204523495066461,1.6525268038868104,1.2994621404799709,0.7484323024771087,1.8072593804377874,0.0546875,0.0,0.9360902108193443,8.808878582642702,1.35020479114123,0.3984711273164089,0.799054374574141,18.611516339564524,0.9716180484454605,0.4112941561557753,6188.459845126277,0.07626861138004375,-0.3508184909206258,0.29761215143858394,12.764642572295708,-1.0894380287503755,0.8996087603474989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2900019884109497,0.00022562099911738187,0.3004859983921051,4.691299915313721,1.1235500574111938,0.00028664901037700474,0.000577030994463712,0.0011493100319057703,11.72819995880127,19.332799911499023,0.20409700274467468,-0.00027715499163605273,0.2074420005083084,3.938889980316162,1.028630018234253,0.0005264360224828124,0.001049809972755611,0.0022548299748450518,9.847240447998047,23.84000015258789,0.2810699939727783,-0.0028895200230181217,0.2884739935398102,4.509469985961914,1.1108399629592896,0.0009268459980376065,0.0017813999438658357,0.0034887699875980616,11.273699760437012,23.907699584960938,0.20951899886131287,0.0005526309832930565,0.21202300488948822,5.291309833526611,1.0293699502944946,0.0010259599657729268,0.0019658899400383234,0.004525240045040846,13.228300094604492,30.146699905395508,0.19655799865722656,0.00015564799832645804,0.20302599668502808,4.171710014343262,1.0249899625778198,0.001241569989360869,0.0023867099080234766,0.004832120146602392,10.429300308227539,16.92460060119629,0.10700035095214844,0.7481002807617188,0.8299999237060547,0.7298002243041992,0.9052000045776367,0.7657995223999023,154.09786887880546,0.4743177401160363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZTF18aangpkx,10,58981.27437500004,0.5667505264282227,1.2006777865680622,0.2,0.1,0.40442109899125606,3053.9914099950533,1.1335010528564453,0.9974508285522461,0.47680091857910156,0.5073761832190531,-0.11402972847282837,0.01474985111844063,2.439122866857814,-0.13216168626180946,0.022902301183727422,0.18601141387946726,0.08129824106777771,0.5902956682108296,58.34136948683041,18.694599914550782,0.08480072021484375,1.0017509460449219,0.061267181493771125,0.053913492881212506,0.4,0.6,11.045428194079754,2.903214898167171,17.672685110527606,2.7917324651397886,1.0776027506419272,1.7506660580043556,0.9204523495066461,1.6525268038868104,1.2994621404799709,0.7484323024771087,1.8072593804377874,0.0546875,0.0,0.9360902108193443,8.808878582642702,1.35020479114123,0.3984711273164089,0.799054374574141,18.611516339564524,0.9716180484454605,0.4112941561557753,6188.459845126277,0.07626861138004375,-0.3508184909206258,0.29761215143858394,12.764642572295708,-1.0894380287503755,0.8996087603474989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2900019884109497,0.00022562099911738187,0.3004859983921051,4.691299915313721,1.1235500574111938,0.00028664901037700474,0.000577030994463712,0.0011493100319057703,11.72819995880127,19.332799911499023,0.20409700274467468,-0.00027715499163605273,0.2074420005083084,3.938889980316162,1.028630018234253,0.0005264360224828124,0.001049809972755611,0.0022548299748450518,9.847240447998047,23.84000015258789,0.2810699939727783,-0.0028895200230181217,0.2884739935398102,4.509469985961914,1.1108399629592896,0.0009268459980376065,0.0017813999438658357,0.0034887699875980616,11.273699760437012,23.907699584960938,0.20951899886131287,0.0005526309832930565,0.21202300488948822,5.291309833526611,1.0293699502944946,0.0010259599657729268,0.0019658899400383234,0.004525240045040846,13.228300094604492,30.146699905395508,0.19655799865722656,0.00015564799832645804,0.20302599668502808,4.171710014343262,1.0249899625778198,0.001241569989360869,0.0023867099080234766,0.004832120146602392,10.429300308227539,16.92460060119629,0.10700035095214844,0.7481002807617188,0.8299999237060547,0.7298002243041992,0.9052000045776367,0.7657995223999023,154.09786887880546,0.4743177401160363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZTF18aangpkx,11,58981.29966440005,0.5667505264282227,1.479928119167935,0.18181818181818182,0.09090909090909091,0.39616828332545617,2926.259364858509,1.1335010528564453,0.9702406898352329,0.41010093688964844,0.9905141923129026,-0.09950563953787868,0.012896062350609768,2.6254543859867168,-0.11732412183873042,0.021448779578420972,0.19603328428859992,0.07444580165377071,0.5497839008010916,58.34136948683041,18.669981696388938,0.07630157470703125,1.0399017333984375,0.0606568906000944,0.05255111568065025,0.36363636363636365,0.7272727272727273,12.16742917499505,3.3183505413876055,19.46788667999208,3.304014853428557,0.9270422228567657,1.4016664909845735,1.0696641032962682,1.1056977315985053,4.635211114283829,0.37193037149719466,1.8548008303127004,0.0546875,0.0390625,0.8693462764345941,8.316529368619346,1.4914068211817006,0.38674014362932874,0.7653220759680783,18.58423155455541,1.2057277065197587,0.40251444160785393,5888.7748740330435,0.06917794632443788,0.07003042968319306,0.2842325086744401,12.774084196584164,-1.2366825646296837,0.888576651452437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2900019884109497,0.00022562099911738187,0.3004859983921051,4.691299915313721,1.1235500574111938,0.00028664901037700474,0.000577030994463712,0.0011493100319057703,11.72819995880127,19.332799911499023,0.20409700274467468,-0.00027715499163605273,0.2074420005083084,3.938889980316162,1.028630018234253,0.0005264360224828124,0.001049809972755611,0.0022548299748450518,9.847240447998047,23.84000015258789,0.2810699939727783,-0.0028895200230181217,0.2884739935398102,4.509469985961914,1.1108399629592896,0.0009268459980376065,0.0017813999438658357,0.0034887699875980616,11.273699760437012,23.907699584960938,0.20951899886131287,0.0005526309832930565,0.21202300488948822,5.291309833526611,1.0293699502944946,0.0010259599657729268,0.0019658899400383234,0.004525240045040846,13.228300094604492,30.146699905395508,0.19655799865722656,0.00015564799832645804,0.20302599668502808,4.171710014343262,1.0249899625778198,0.001241569989360869,0.0023867099080234766,0.004832120146602392,10.429300308227539,16.92460060119629,0.10700035095214844,0.7481002807617188,0.8299999237060547,0.7298002243041992,0.9052000045776367,0.7657995223999023,154.09786887880546,0.4743177401160363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZTF18aangpkx,12,58983.36259259982,0.5667505264282227,1.479928119167935,0.18181818181818182,0.09090909090909091,0.39616828332545617,2926.259364858509,1.1335010528564453,0.9702406898352329,0.41010093688964844,0.9905141923129026,-0.09950563953787868,0.012896062350609768,2.6254543859867168,-0.11732412183873042,0.021448779578420972,0.19603328428859992,0.07444580165377071,0.5497839008010916,58.34136948683041,18.669981696388938,0.07630157470703125,1.0399017333984375,0.0606568906000944,0.05255111568065025,0.36363636363636365,0.7272727272727273,12.16742917499505,3.3183505413876055,19.46788667999208,3.304014853428557,0.9270422228567657,1.4016664909845735,1.0696641032962682,1.1056977315985053,4.635211114283829,0.37193037149719466,1.8548008303127004,0.0546875,0.0390625,0.8693462764345941,8.316529368619346,1.4914068211817006,0.38674014362932874,0.7653220759680783,18.58423155455541,1.2057277065197587,0.40251444160785393,5888.7748740330435,0.06917794632443788,0.07003042968319306,0.2842325086744401,12.774084196584164,-1.2366825646296837,0.888576651452437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2900019884109497,0.00022562099911738187,0.3004859983921051,4.691299915313721,1.1235500574111938,0.00028664901037700474,0.000577030994463712,0.0011493100319057703,11.72819995880127,19.332799911499023,0.20409700274467468,-0.00027715499163605273,0.2074420005083084,3.938889980316162,1.028630018234253,0.0005264360224828124,0.001049809972755611,0.0022548299748450518,9.847240447998047,23.84000015258789,0.2810699939727783,-0.0028895200230181217,0.2884739935398102,4.509469985961914,1.1108399629592896,0.0009268459980376065,0.0017813999438658357,0.0034887699875980616,11.273699760437012,23.907699584960938,0.20951899886131287,0.0005526309832930565,0.21202300488948822,5.291309833526611,1.0293699502944946,0.0010259599657729268,0.0019658899400383234,0.004525240045040846,13.228300094604492,30.146699905395508,0.19655799865722656,0.00015564799832645804,0.20302599668502808,4.171710014343262,1.0249899625778198,0.001241569989360869,0.0023867099080234766,0.004832120146602392,10.429300308227539,16.92460060119629,0.10700035095214844,0.7481002807617188,0.8299999237060547,0.7298002243041992,0.9052000045776367,0.7657995223999023,154.09786887880546,0.4743177401160363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
