"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"28108","SN 2018dyp","16:45:10.107","+42:43:04.37","SN Ia","0.05964","","","ZTF","ZTF","ZTF","ZTF","ZTF18aansqun","P48 - ZTF-Cam","P60 - SEDM","1","1","","19.69","g-ZTF","2018-07-06 05:12:28.000","ZTF_Bot1","","2018TNSTR.987....1F","2018TNSCR1043....1F",""
"28107","SN 2018dyo","20:32:18.630","+58:11:54.35","SN Ia","0.044","","","ZTF, GaiaAlerts","ZTF, GaiaAlerts","ZTF","GaiaAlerts; ZTF","ZTF18abebzog","Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.56","r-ZTF","2018-07-03 09:11:31.000","ZTF_Bot1","","2018TNSTR.987....1F","2018TNSCR1034....1F",""
"28105","SN 2018dym","16:05:04.157","+36:05:38.71","SN Ia","0.09","","","ZTF","ZTF","ZTF","ZTF","ZTF18abddrhd","P48 - ZTF-Cam","P60 - SEDM","1","1","","19.84","r-ZTF","2018-06-27 06:25:55.000","ZTF_Bot1","","2018TNSTR.987....1F","2018TNSCR1034....1F",""
"28100","SN 2018dyh","14:59:12.350","+71:22:32.95","SN II","0.07","","","ZTF, GaiaAlerts, ATLAS","ZTF, GaiaAlerts, ATLAS","ZTF","ATLAS; GaiaAlerts; ZTF","ZTF18abesqnb","ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.98","r-ZTF","2018-07-07 04:20:38.000","ZTF_Bot1","","2018TNSTR.987....1F","2018TNSCR1072....1F",""
"28099","SN 2018dyg","14:27:12.793","+16:51:45.61","SN Ia","0.05","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF18abespgb","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.6","r-ZTF","2018-07-07 04:07:40.000","ZTF_Bot1","","2018TNSTR.987....1F","2018TNSCR1034....1F",""
"28097","SN 2018dye","14:29:14.173","+46:03:03.09","SN Ia","0.077","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF18abetewu","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.93","g-ZTF","2018-07-07 05:21:07.000","ZTF_Bot1","","2018TNSTR.987....1F","2018TNSCR1034....1F",""
"28095","SN 2018dyc","12:16:11.626","+68:33:30.28","SN Ia-pec","0.06","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF18abcyilc","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P200 - DBSP","1","1","","20.16","r-ZTF","2018-06-22 05:57:07.000","ZTF_Bot1","","2018TNSTR.987....1F","2018TNSCR1034....1F",""
"28020","SN 2018dvf","23:14:05.429","+29:38:00.03","SN Ia","0.046","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF18abdpvnd","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.6","g-ZTF","2018-07-03 10:39:21.000","ZTF_Bot1","","2018TNSTR.979....1F","2018TNSCR1034....1F",""
"28018","SN 2018dvd","13:54:34.552","+42:46:28.73","SN Ia","0.07","","","ZTF","ZTF","ZTF","ZTF","ZTF18abetejo","P48 - ZTF-Cam","P60 - SEDM","1","1","","19.23","g-ZTF","2018-07-07 05:16:48.000","ZTF_Bot1","","2018TNSTR.979....1F","2018TNSCR1034....1F",""
"28016","SN 2018dvb","15:33:56.916","+31:10:11.42","SN Ia","0.064875","","","ZTF","ZTF","ZTF","ZTF","ZTF18abetehf","P48 - ZTF-Cam","P60 - SEDM","1","1","","19.88","g-ZTF","2018-07-07 05:13:55.000","ZTF_Bot1","","2018TNSTR.979....1F","2018TNSCR1034....1F",""
"27587","SN 2018des","17:20:08.946","+09:29:32.25","SN Ia","0.08","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF18abeaipj","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.81","r-ZTF","2018-07-04 07:07:40.000","ZTF_Bot1","","2018TNSTR.951....1F","2018TNSCR1034....1F",""
"27586","SN 2018der","14:48:05.619","+63:13:00.03","SN Ia","0.05154","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF18abdrmin","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","P60 - SEDM","1","1","","20.24","g-ZTF","2018-07-04 05:15:21.000","ZTF_Bot1","","2018TNSTR.951....1F","2018TNSCR1065....1F",""
"27585","SN 2018deq","18:11:57.330","+30:02:43.50","SN Ia","0.067","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF18abcysdx","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.36","g-ZTF","2018-06-30 05:09:36.000","ZTF_Bot1","","2018TNSTR.951....1F","2018TNSCR.952....1F",""
"27563","SN 2018ddu","16:35:46.562","+71:41:15.24","SN Ic","0.03048","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF18abecbks","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.81","r-ZTF","2018-07-04 08:48:28.000","ZTF_Bot1","","2018TNSTR.943....1F","2018TNSCR1034....1F",""
"27561","SN 2018dds","17:44:18.153","+68:01:44.66","SN Ia","0.075","","","ZTF","ZTF","ZTF","ZTF","ZTF18abdefet","P48 - ZTF-Cam","P60 - SEDM","1","1","","19.53","g-ZTF","2018-06-28 05:49:55.000","ZTF_Bot1","","2018TNSTR.943....1F","2018TNSCR1034....1F",""
"27560","SN 2018ddr","13:58:38.470","+07:13:01.27","SN IIb","0.01462","","","ZTF, GaiaAlerts, ATLAS","ZTF, GaiaAlerts, ATLAS","ASAS-SN, ZTF","ATLAS; GaiaAlerts; ZTF","ZTF18abdmlya","ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, P48 - ZTF-Cam","LCO-duPont - WFCCD, P60 - SEDM","1","1","","18.42","r-ZTF","2018-07-03 07:13:26.000","ZTF_Bot1","","2018TNSTR.943....1F","2018TNSCR.988....1K, 2018TNSCR2116....1F",""
"27559","SN 2018ddq","11:23:14.897","+61:37:43.96","SLSN-II","0.169","","","ZTF","ZTF","ZTF","ZTF","ZTF18aavjcpf","P48 - ZTF-Cam","P200 - DBSP","1","1","","19.6","r-ZTF","2018-05-19 05:44:09.000","ZTF_Bot1","","2018TNSTR.943....1F","2018TNSCR1038....1F",""
"27550","SN 2018ddh","12:18:44.040","+44:46:55.09","SN Ia","0.03834","","","ZTF, GaiaAlerts, ATLAS","ZTF, GaiaAlerts, ATLAS","ZTF","ATLAS; GaiaAlerts; ZTF","ZTF18abdiqdh","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.1","g-ZTF","2018-07-01 04:43:40.000","ZTF_Bot1","","2018TNSTR.938....1F","2018TNSCR.939....1F",""
"27549","SN 2018ddg","14:12:18.250","+62:38:34.91","SN Ia","0.073","","","ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts","ZTF","ATLAS; GaiaAlerts; ZTF","ZTF18abdiwpt","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.33","g-ZTF","2018-07-01 05:22:33.000","ZTF_Bot1","","2018TNSTR.938....1F","2018TNSCR1034....1F",""
"27530","SN 2018dco","17:11:40.357","+79:38:37.34","SN Ia-91T-like","0.067","","","ZTF","ZTF","ZTF","ZTF","ZTF18abdhsfc","P48 - ZTF-Cam","P200 - DBSP","1","1","","20.22","r-ZTF","2018-06-24 07:27:50.000","ZTF_Bot1","","2018TNSTR.925....1F","2018TNSCR.952....1F",""
"27529","SN 2018dcn","17:06:44.030","+18:21:25.45","SN Ia","0.05","","","ZTF, GaiaAlerts","ZTF, GaiaAlerts","ZTF","GaiaAlerts; ZTF","ZTF18abcvush","Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.21","r-ZTF","2018-06-24 07:04:48.000","ZTF_Bot1","","2018TNSTR.925....1F","2018TNSCR.933....1F",""
"27528","SN 2018dcm","17:25:41.490","+23:52:08.76","SN Ia","0.0638","","","ZTF, GaiaAlerts, ATLAS, Pan-STARRS","ZTF, GaiaAlerts, ATLAS, Pan-STARRS","ZTF","ATLAS; GaiaAlerts; Pan-STARRS; ZTF","ZTF18abdgwxn","ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.22","g-ZTF","2018-06-30 04:32:09.000","ZTF_Bot1","","2018TNSTR.925....1F","2018TNSCR.933....1F",""
"27494","SN 2018dbg","14:17:58.840","+26:24:44.71","SN Ib/c","0.01479","","","ZTF, GaiaAlerts","ZTF, GaiaAlerts","ZTF","GaiaAlerts; ZTF","ZTF18abdffeo","Gaia - Gaia-photometric, P48 - ZTF-Cam","P200 - DBSP","1","1","","18.43","r-ZTF","2018-06-28 06:25:55.000","ZTF_Bot1","","2018TNSTR.915....1F","2018TNSCR1142....1F",""
