"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"42056","SN 2019lvf","23:04:18.400","+46:32:10.03","SN Ia","0.048083","","","ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts","ZTF","ATLAS; GaiaAlerts; ZTF","ZTF19abimlck","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.87","g-ZTF","2019-07-26 07:22:04.000","ZTF_Bot1","","2019TNSTR1339....1F","2019TNSCR1380....1D",""
"42055","SN 2019lve","01:04:23.864","-00:58:16.01","SN Ia","0.0786","","","ZTF","ZTF","ZTF","ZTF","ZTF19abgqwed","P48 - ZTF-Cam","P60 - SEDM","1","1","","19.11","r-ZTF","2019-07-19 10:33:36.000","ZTF_Bot1","","2019TNSTR1339....1F","2019TNSCR1574....1F",""
"42049","SN 2019luy","00:24:21.358","+10:06:08.83","SN Ib","0.045","","","ZTF, Pan-STARRS","ZTF, Pan-STARRS","ePESSTO+","Pan-STARRS; ZTF","ZTF19abiqnpv","P48 - ZTF-Cam, PS1 - GPC1","ESO-NTT - EFOSC2-NTT","1","1","","19.48","r-ZTF","2019-07-26 10:06:54.000","ZTF_AMPEL_NEW","","2019TNSTR1330....1N","2019TNSCR1390....1A",""
"42046","SN 2019luv","21:55:15.008","-12:08:56.37","SN Ia-91bg-like","0.06","","","ZTF, Pan-STARRS","ZTF, Pan-STARRS","ePESSTO+","Pan-STARRS; ZTF","ZTF19abioohk","P48 - ZTF-Cam, PS1 - GPC1","ESO-NTT - EFOSC2-NTT","1","1","","18.99","r-ZTF","2019-07-26 09:08:09.000","ZTF_AMPEL_NEW","","2019TNSTR1330....1N","2019TNSCR1379....1A",""
"42042","SN 2019lur","19:10:25.856","+50:34:14.18","SN Ia","0.09","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF19abhphah","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.81","g-ZTF","2019-07-24 07:25:39.000","ZTF_AMPEL_NEW","","2019TNSTR1330....1N","2019TNSCR1420....1D",""
"42039","SN 2019luo","00:09:12.076","-06:55:23.07","SN II","0.041","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ePESSTO+","ATLAS; Pan-STARRS; ZTF","ZTF19abgurml","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2","ESO-NTT - EFOSC2-NTT","1","1","","19.53","r-ZTF","2019-07-20 11:33:43.000","ZTF_AMPEL_NEW","","2019TNSTR1330....1N","2019TNSCR1371....1A",""
"41988","SN 2019lsp","17:28:00.988","+55:23:00.27","SN Ia","0.1","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF19abhztqq","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.49","g-ZTF","2019-07-24 07:57:25.000","ZTF_AMPEL_NEW","","2019TNSTR1322....1N","2019TNSCR1391....1D",""
"41976","SN 2019lsd","20:03:32.704","-08:36:36.23","SN Ia","0.068","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF19abhdqlq","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.7","r-ZTF","2019-07-20 10:37:43.000","ZTF_AMPEL_NEW","","2019TNSTR1313....1N","2019TNSCR1335....1D",""
"41975","SN 2019lsc","18:22:30.880","+18:34:01.52","SN Ia","0.035","","","ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts","ZTF, ePESSTO+","ATLAS; GaiaAlerts; ZTF","ZTF19abgsyrp","ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam","ESO-NTT - EFOSC2-NTT, P60 - SEDM","1","1","","19.22","g-ZTF","2019-07-20 06:59:59.000","ZTF_AMPEL_NEW","","2019TNSTR1313....1N","2019TNSCR1359....1D, 2019TNSCR2839....1A",""
"41950","SN 2019lre","01:58:50.798","-09:35:05.63","SN II","0.01805","","","ZTF, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS","ePESSTO+, ZTF","ATLAS; Pan-STARRS; ZTF","ZTF19abhduuo","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","ESO-NTT - EFOSC2-NTT, P60 - SEDM","1","1","","19.2","g-ZTF","2019-07-20 10:30:43.000","ZTF_Bot1","","2019TNSTR1305....1F","2019TNSCR1371....1A, 2019TNSCR2840....1D",""
