"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"64728","SN 2020qxa","18:55:52.229","+28:54:04.56","SN Ia","0.05","","","ZTF, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF20abqcvtk","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","19.89","r-ZTF","2020-08-01 07:27:50.400","ZTF_Bot1","","2020TNSTR2418....1F","2020TNSCR2428....1D",""
"64703","SN 2020qwb","21:49:16.115","+07:10:28.07","SN Ia","0.0711","WISEA J214916.10+071028.3","0.071064","ALeRCE, ZTF, YSE","ZTF, Pan-STARRS","ZTF","Pan-STARRS; ZTF","ZTF20abqlawg","P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.8927","g-ZTF","2020-08-06 09:01:42.004","ALeRCE","","2020TNSTR2406....1F","2020TNSCR2539....1D",""
"64698","SN 2020qvx","21:39:24.756","+05:34:22.62","SN Ia","0.05","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","SIRAH","ATLAS; Pan-STARRS; ZTF","ZTF20abqgzhh","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2","LT - SPRAT","1","1","","19.1","g-ZTF","2020-08-05 09:25:55.200","ZTF_Bot1","","2020TNSTR2403....1F","2020TNSCR2447....1P",""
"64697","SN 2020qvw","16:43:56.021","+77:52:47.72","SN II","0.05","","","ZTF, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF20abqkaoc","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","NOT - ALFOSC","1","1","","19.1","r-ZTF","2020-08-06 06:47:31.200","ZTF_Bot1","","2020TNSTR2403....1F","2020TNSCR2576....1D",""
"64696","SN 2020qvv","22:56:00.424","-19:17:38.72","SN Ia","0.08","","","ZTF, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF20abpucsd","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2","P60 - SEDM","1","1","","20.75","r-ZTF","2020-07-27 10:58:04.800","ZTF_Bot1","","2020TNSTR2403....1F","2020TNSCR2469....1D",""
"64692","SN 2020qvr","23:25:33.384","-26:25:22.53","SN Ic","0.028","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF20abpuxcc","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","P200 - DBSP","1","1","","19.2016","r-ZTF","2020-07-31 10:26:43.008","ZTF_CLU_PUBLIC","","2020TNSTR2405....1D","2020TNSCR2939....1D",""
"64639","SN 2020qts","02:56:08.600","+16:10:40.80","SN Ia","0.028","","","ZTF, ATLAS, Pan-STARRS, GaiaAlerts","ZTF, ATLAS, Pan-STARRS, GaiaAlerts","ZTF","ATLAS; GaiaAlerts; Pan-STARRS; ZTF","ZTF20abqfgee","ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2","P60 - SEDM","1","1","","18.95","r-ZTF","2020-08-04 10:25:59.808","ZTF_AMPEL_NEW","","2020TNSTR2391....1N","2020TNSCR2495....1D",""
"64638","SN 2020qtr","03:32:21.537","+38:07:10.57","SN Ia","0.05","","","ZTF","ZTF","ZTF","ZTF","ZTF20abpuyau","P48 - ZTF-Cam","P60 - SEDM","1","1","","19.89","r-ZTF","2020-07-31 10:30:29.376","ZTF_AMPEL_COMPLETE","","2020TNSTR2391....1N","2020TNSCR2525....1D",""
"64635","SN 2020qto","16:43:40.550","+33:32:20.58","SN Ia","0.0802","","","ZTF, GaiaAlerts","ZTF, GaiaAlerts","ZTF","GaiaAlerts; ZTF","ZTF20abqefja","Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.09","g-ZTF","2020-08-05 04:27:12.384","ZTF_AMPEL_NEW","","2020TNSTR2391....1N","2020TNSCR2539....1D",""
"64627","SN 2020qth","14:09:49.451","+78:36:10.34","SN Ia","0.039027","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF20abpqenl","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.6752","r-ZTF","2020-08-03 07:33:53.280","ZTF_CLU_PUBLIC","","2020TNSTR2392....1D","2020TNSCR2469....1D",""
