"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"54296","SN 2020crz","14:53:56.439","+04:46:19.44","SN Ia","0.13","","","ZTF, ATLAS","ZTF, ATLAS","ePESSTO+","ATLAS; ZTF","ZTF20aaodnmm","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","ESO-NTT - EFOSC2-NTT","1","1","","19.45","r-ZTF","2020-02-16 12:09:44.000","ZTF_AMPEL_NEW","","2020TNSTR.518....1N","2020TNSCR.570....1A",""
"54247","SN 2020cqc","09:08:28.157","+01:52:44.85","SN Iax[02cx-like]","0.03909","SDSS J090828.21+015244.9","0.115","ALeRCE, ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF20aanrdek","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2","APO-3.5m - DIS, P60 - SEDM","1","1","","20.3509","r-ZTF","2020-02-15 06:06:22.000","ALeRCE","","2020TNSTR.502....1F","2020TNSCR.646....1D, 2020TNSCR1511....1G",""
"54240","SN 2020cpv","13:02:29.463","+28:12:15.65","SN Ia","0.1","SDSS J130229.44+281216.0","0.081","ALeRCE, ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF20aansktb","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","20.1244","g-ZTF","2020-02-15 08:52:39.000","ALeRCE","","2020TNSTR.502....1F","2020TNSCR.629....1D",""
"54239","SN 2020cpu","14:54:31.032","+09:42:25.76","SN II","0.03276","SDSS J145430.69+094226.1","0.032906","ALeRCE, ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","None, ZTF","ATLAS; Pan-STARRS; ZTF","ZTF20aanvqbi","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","Bok - BC-Bok, P60 - SEDM","1","1","","19.4177","r-ZTF","2020-02-15 12:35:03.000","ALeRCE","","2020TNSTR.502....1F","2020TNSCR.558....1K, 2020TNSCR1499....1D",""
"54238","SN 2020cpt","14:57:30.247","+08:23:24.02","SN Ia","0.03705","CGCG 076-111","0.036962","ALeRCE, ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF, ePESSTO+","ATLAS; Pan-STARRS; ZTF","ZTF20aanvpzo","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2","ESO-NTT - EFOSC2-NTT, P60 - SEDM","1","1","","18.0469","r-ZTF","2020-02-15 12:35:03.000","ALeRCE","","2020TNSTR.502....1F","2020TNSCR.574....1D, 2020TNSCR1501....1M",""
"54235","SN 2020cpq","16:19:15.190","+15:07:10.20","SN Ia","0.08164","","","ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts","ZTF","ATLAS; GaiaAlerts; ZTF","ZTF20aanvqhk","ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.36","r-ZTF","2020-02-15 12:38:18.000","ZTF_AMPEL_NEW","","2020TNSTR.511....1N","2020TNSCR.601....1D",""
"54225","SN 2020cpg","13:52:17.980","+13:34:31.73","SN Ib","0.037","","","ZTF, GaiaAlerts, ATLAS, Pan-STARRS","ZTF, GaiaAlerts, ATLAS, Pan-STARRS","None, ePESSTO+","ATLAS; GaiaAlerts; Pan-STARRS; ZTF","ZTF20aanvmdt","ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2","ESO-NTT - EFOSC2-NTT, LT - SPRAT","1","1","","18.79","r-ZTF","2020-02-15 12:02:07.000","ZTF_AMPEL_NEW","","2020TNSTR.511....1N","2020TNSCR.571....1P, 2020TNSCR1498....1A",""
"54224","SN 2020cpf","13:54:15.780","+01:49:45.31","SN Ia","0.083","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF20aanvliy","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.99","r-ZTF","2020-02-15 12:02:45.000","ZTF_AMPEL_NEW","","2020TNSTR.511....1N","2020TNSCR.688....1D",""
"54220","SN 2020cpb","17:08:19.110","+18:17:58.52","SN Ia","0.05","","","ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF","ATLAS; GaiaAlerts; Pan-STARRS; ZTF","ZTF20aamttmo","ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","19.06","g-ZTF","2020-02-12 11:24:10.000","ZTF_AMPEL_NEW","","2020TNSTR.511....1N","2020TNSCR.545....1D",""
"54219","SN 2020cpa","17:26:37.722","+38:12:29.49","SN II","0.0449","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF20aamttiw","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2","P60 - SEDM","1","1","","17.76","g-ZTF","2020-02-12 11:20:55.000","ZTF_AMPEL_NEW","","2020TNSTR.511....1N","2020TNSCR.667....1D",""
"54217","SN 2020coy","12:32:06.112","-08:07:49.89","SN Ia","0.07","","","ZTF","ZTF","ZTF","ZTF","ZTF20aansmlm","P48 - ZTF-Cam","P60 - SEDM","1","1","","18.74","g-ZTF","2020-02-15 08:31:24.000","ZTF_AMPEL_NEW","","2020TNSTR.511....1N","2020TNSCR.560....1D",""
"54216","SN 2020cox","12:17:09.946","+03:38:00.36","SN Ia","0.07882","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF20aamksoq","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.97","g-ZTF","2020-02-07 11:01:59.000","ZTF_AMPEL_COMPLETE","","2020TNSTR.511....1N","2020TNSCR.545....1D",""
"54212","SN 2020cot","10:35:35.646","+22:38:26.29","SN Ia","0.09815","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF20aandwrl","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.7","g-ZTF","2020-02-12 10:09:20.000","ZTF_AMPEL_NEW","","2020TNSTR.511....1N","2020TNSCR.574....1D",""
