"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"62647","SN 2020nxh","18:13:18.536","+42:15:05.74","SN Ia","0.05","","","ZTF","ZTF","ZTF","ZTF","ZTF20abjbiqf","P48 - ZTF-Cam","LT - SPRAT","1","1","","19.74","g-ZTF","2020-06-30 08:52:07.392","ZTF_AMPEL_NEW","","2020TNSTR2026....1N","2020TNSCR2127....1P",""
"62607","SN 2020nvt","12:12:11.590","+56:41:59.68","SN Ia","0.09","","","SGLF, ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts","ZTF","ATLAS; GaiaAlerts; ZTF","ZTF20abixkpg","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.893","g-ZTF","2020-06-28 04:58:29.000","Perez-Fournon","","2020TNSTR2017....1P","2020TNSCR2060....1D",""
"62554","SN 2020ntt","23:50:14.271","+10:07:41.36","SN II","0.074","","","ZTF, Pan-STARRS","ZTF, Pan-STARRS","ZTF","Pan-STARRS; ZTF","ZTF20abjbgjj","P48 - ZTF-Cam, PS1 - GPC1","LT - SPRAT, P60 - SEDM","1","1","","20.56","r-ZTF","2020-06-24 11:24:44.064","ZTF_AMPEL_NEW","","2020TNSTR1997....1N","2020TNSCR2127....1P, 2021TNSCR1313....1H",""
"62545","SN 2020ntk","18:17:24.756","+73:45:03.47","SN Ia","0.078","","","ZTF, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF20abisvtr","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","20.43","r-ZTF","2020-06-27 06:45:53.568","ZTF_AMPEL_NEW","","2020TNSTR1997....1N","2020TNSCR2085....1D",""
"62535","SN 2020nta","16:07:23.350","+13:53:33.75","SN Ia-91bg-like","0.033953","NGC 6065","0.033953","ALeRCE, ATLAS, ZTF","ZTF, ATLAS","SIRAH","ATLAS; ZTF","ZTF20abjapav","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","LT - SPRAT","1","1","","19.4485","r-ZTF","2020-06-29 05:08:43.996","ALeRCE","","2020TNSTR1973....1F","2020TNSCR1998....1P, 2020TNSCR1998....1P",""
"62534","SN 2020nsz","19:55:50.200","+02:11:51.15","SN II","0.026","WISEA J195550.49+021149.8","","ALeRCE","ZTF","ZTF","ZTF","ZTF20abjatqy","P48 - ZTF-Cam","LT - SPRAT","1","1","","18.9401","g-ZTF","2020-06-29 06:36:25.998","ALeRCE","","2020TNSTR1973....1F","2020TNSCR2127....1P",""
"62477","SN 2020nqw","15:11:47.260","+36:46:15.42","SN Ia","0.041","WISEA J151147.12+364613.7","0.044553","ALeRCE, ZTF, Pan-STARRS, GaiaAlerts","ZTF, Pan-STARRS, GaiaAlerts","None","GaiaAlerts; Pan-STARRS; ZTF","ZTF20abixkhh","Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2","NOT - ALFOSC","1","1","","19.6517","g-ZTF","2020-06-28 04:54:22.000","ALeRCE","","2020TNSTR1960....1F","2020TNSCR2074....1S",""
"62469","SN 2020nqo","23:11:28.003","+25:21:46.51","SN II","0.03","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF20abjaapj","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2","P60 - SEDM","1","1","","18.87","g-ZTF","2020-06-28 10:54:55.584","ZTF_AMPEL_NEW","","2020TNSTR1970....1N","2020TNSCR2021....1D",""
"62448","SN 2020npt","19:04:26.237","+55:14:45.92","SN Ia","0.05","","","ZTF","ZTF","ZTF","ZTF","ZTF20abipuee","P48 - ZTF-Cam","LT - SPRAT","1","1","","19.52","r-ZTF","2020-06-28 05:35:53.664","ZTF_AMPEL_NEW","","2020TNSTR1970....1N","2020TNSCR2127....1P",""
"62447","SN 2020nps","16:05:18.105","+52:07:12.59","SN IIn","0.046","","","ZTF, ATLAS, AMPEL","ZTF, ATLAS","ZTF","AMPEL; ATLAS; ZTF","ZTF18aakycpv","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","Keck1 - LRIS","1","1","","19.24","r-ZTF","2020-06-28 05:45:41.184","ZTF_AMPEL_COMPLETE","","2020TNSTR1970....1N","2021TNSCR.193....1D",""
"62439","SN 2020npk","17:49:10.380","+31:45:34.99","SN Ia","0.07","","","ZTF, GaiaAlerts, Pan-STARRS","ZTF, GaiaAlerts, Pan-STARRS","ZTF","GaiaAlerts; Pan-STARRS; ZTF","ZTF20abhmnom","Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.57","g-ZTF","2020-06-27 05:43:48.000","ZTF_AMPEL_NEW","","2020TNSTR1970....1N","2020TNSCR2028....1D",""
