"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"56939","SN 2020ftg","08:32:56.717","-05:40:00.00","SN Ia","0.05","","","ALeRCE, ATLAS, ZTF","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF20aaukudw","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","LT - SPRAT","1","1","","18.6136","g-ZTF","2020-04-02 03:34:53.999","ALeRCE","","2020TNSTR.935....1F","2020TNSCR1155....1P",""
"56936","SN 2020ftd","12:53:04.560","-15:27:05.50","SN Ia","0.042446","WISEA J125303.79-152701.4","0.042993","ALeRCE, Pan-STARRS, ATLAS, ZTF","ZTF, Pan-STARRS, ATLAS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF20aaummmc","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","18.2111","r-ZTF","2020-04-02 08:35:05.997","ALeRCE","","2020TNSTR.935....1F","2020TNSCR1130....1D",""
"56928","SN 2020fsv","13:31:18.786","-27:07:39.18","SN II","0.04331","WISEA J133119.09-270742.0","0.04331","ALeRCE, ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF20aaumlmu","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.3167","r-ZTF","2020-04-02 08:33:47.002","ALeRCE","","2020TNSTR.935....1F","2020TNSCR1041....1D",""
"56918","SN 2020fsl","12:31:57.802","-20:33:01.40","SN Ia","0.044671","WISEA J123157.79-203303.8","0.044671","ALeRCE, ATLAS, ZTF","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF20aaumnfl","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","17.8564","r-ZTF","2020-04-02 08:35:44.998","ALeRCE","","2020TNSTR.935....1F","2020TNSCR1624....1D",""
"56908","SN 2020fsb","15:39:03.810","-25:58:28.34","SN II","0.007515","ESO 515- G 004","0.007515","ALeRCE, GaiaAlerts, ATLAS, ZTF, Pan-STARRS","ZTF, GaiaAlerts, ATLAS, Pan-STARRS","Global SN Project","ATLAS; GaiaAlerts; Pan-STARRS; ZTF","ZTF20aaunfpj","ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","FTS - FLOYDS-S","1","1","","16.5732","r-ZTF","2020-04-02 10:01:39.000","ALeRCE","","2020TNSTR.935....1F","2020TNSCR.978....1H",""
"56875","SN 2020fqv","12:36:33.260","+11:13:53.87","SN IIb","0.007522","NGC 4568","0.007522","ALeRCE, ZTF, ATLAS, Pan-STARRS, YSE, GaiaAlerts","ZTF, ATLAS, Pan-STARRS, GaiaAlerts","None, Padova-Asiago, ZTF","ATLAS; GaiaAlerts; Pan-STARRS; ZTF","ZTF20aatzhhl","ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, Other - Other, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2","Ekar - AFOSC, Lijiang-2.4m - YFOSC, P60 - SEDM","1","1","","19.0237","g-ZTF","2020-03-31 08:06:55.002","ALeRCE","","2020TNSTR.914....1F","2020TNSCR.932....1Z, 2020TNSCR1514....1T, 2020TNSCR1515....1D, 2020TNSCR1516....1Z",""
"56868","SN 2020fqo","08:01:23.078","+06:08:26.57","SN II","0.03878","CGCG 031-021","0.03878","ALeRCE, ZTF","ZTF","ZTF","ZTF","ZTF20aatvupb","P48 - ZTF-Cam","P60 - SEDM","1","1","","19.0444","r-ZTF","2020-03-31 04:43:53.000","ALeRCE","","2020TNSTR.914....1F","2020TNSCR1052....1D",""
"56856","SN 2020fqc","10:23:46.460","+08:56:27.67","SN Ia","0.065","","","ZTF, GaiaAlerts","ZTF, GaiaAlerts","ZTF","GaiaAlerts; ZTF","ZTF20aatxnxq","Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.55","r-ZTF","2020-03-31 04:51:46.368","ZTF_AMPEL_NEW","","2020TNSTR.924....1N","2020TNSCR1130....1D",""
"56801","SN 2020fob","07:43:08.808","+45:21:49.47","SN Ia","0.03151","CGCG 235-032","0.031527","ALeRCE, ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF20aatvzmm","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","17.9421","r-ZTF","2020-03-30 04:10:08.000","ALeRCE","","2020TNSTR.908....1F","2020TNSCR.927....1D",""
"56728","SN 2020flg","13:18:56.183","+01:13:38.66","SN Ia","0.08","SDSS J131856.18+011338.5","0.119","ALeRCE, ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF20aatqief","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2","P60 - SEDM","1","1","","18.8666","g-ZTF","2020-03-28 07:26:41.004","ALeRCE","","2020TNSTR.909....1P","2020TNSCR1122....1D",""
"56702","SN 2020fkg","11:35:35.884","+43:01:08.70","SN Ia","0.07182","2MASX J11353527+4301219","0.071846","ALeRCE, ATLAS, ZTF","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF20aatppnn","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","LT - SPRAT","1","1","","19.1069","g-ZTF","2020-03-28 06:36:40.003","ALeRCE","","2020TNSTR.909....1P","2020TNSCR.992....1P",""
"56697","SN 2020fkb","11:28:30.436","+58:33:46.78","SN Ib","0.01","NGC3690","0.01041","ALeRCE, XOSS","ZTF, XOSS","Padova-Asiago","XOSS; ZTF","ZTF18aarlpzd","Other - Other, P48 - ZTF-Cam","Ekar - AFOSC","1","1","","17.828","g-ZTF","2020-03-28 06:19:45.002","ALeRCE","","2020TNSTR.909....1P","2020TNSCR.967....1B",""
"56628","SN 2020fhk","16:20:05.755","+61:47:24.80","SN Ia","0.097","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF20aatulug","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.04","g-ZTF","2020-03-28 11:27:08.352","ZTF_AMPEL_NEW","","2020TNSTR.904....1N","2020TNSCR.947....1D",""
"56509","SN 2020fcx","13:40:10.010","+23:20:29.54","SN II","0.0319","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF20aatqgeo","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","LT - SPRAT","1","1","","18.25","g-ZTF","2020-03-28 07:20:38.400","ZTF_Bot1","","2020TNSTR.890....1F","2020TNSCR.987....1P",""
"56508","SN 2020fcw","14:28:32.007","+27:24:29.88","SN Ia","0.014397","","","ZTF, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS","Padova-Asiago, ZTF","ATLAS; Pan-STARRS; ZTF","ZTF20aattotq","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2","Ekar - AFOSC, P60 - SEDM","1","1","","16.29","r-ZTF","2020-03-28 10:29:16.800","ZTF_Bot1","","2020TNSTR.890....1F","2020TNSCR.906....1T, 2020TNSCR1513....1D",""
"56506","SN 2020fcu","14:24:08.921","+12:15:31.37","SN II","0.0263","","","ZTF","ZTF","ZTF","ZTF","ZTF20aattoch","P48 - ZTF-Cam","P60 - SEDM","1","1","","17.18","r-ZTF","2020-03-28 10:30:43.200","ZTF_Bot1","","2020TNSTR.890....1F","2020TNSCR1041....1D",""
