"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"31367","SN 2018ita","01:07:51.780","-15:40:50.30","SN Ia-91T-like","0.0993","","","ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts","ZTF","ATLAS; GaiaAlerts; ZTF","ZTF18abupgps","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","20.43","g-ZTF","2018-11-07 05:36:57.000","ZTF_Bot1","","2018TNSTR1808....1F","2018TNSCR1853....1F",""
"31362","SN 2018isv","09:38:42.818","+09:04:58.42","SN Ia","0.08","","","ZTF, Pan-STARRS","ZTF, Pan-STARRS","ZTF","Pan-STARRS; ZTF","ZTF18acefhxx","P48 - ZTF-Cam, PS1 - GPC1","","1","1","","19.66","r-ZTF","2018-11-03 11:32:38.000","ZTF_Bot1","","2018TNSTR1808....1F","2018TNSCR1886....1F",""
"31355","SN 2018iso","12:27:16.640","+35:48:02.23","SN Ia","0.03332","","","ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF","ATLAS; GaiaAlerts; Pan-STARRS; ZTF","ZTF18acdwazf","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","16.5983","g-ZTF","2018-11-05 12:53:23.000","ZTF_AMPEL_NEW","","2018TNSTR1801....1N","2018TNSCR1828....1F",""
"31352","SN 2018isl","08:14:47.910","+33:53:18.20","SN Ib","0.0445","","","ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts","ZTF","ATLAS; GaiaAlerts; ZTF","ZTF18acnncve","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam","WHT-4.2m - ISIS","1","1","","18.9326","r-ZTF","2018-11-16 11:28:14.000","ZTF_AMPEL_NEW","","2018TNSTR1801....1N","2020TNSCR1972....1D",""
"31346","SN 2018isf","10:10:53.856","+06:45:15.16","SN Ia","0.0766","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF18acnnxzz","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","","1","1","","19.0407","r-ZTF","2018-11-13 12:35:47.000","ZTF_AMPEL_NEW","","2018TNSTR1801....1N","2019TNSCR..32....1F",""
"31345","SN 2018ise","07:07:16.740","+64:03:41.86","SN Ic","0.0552","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF18achcpwu","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","P200 - DBSP","1","1","","19.4257","r-ZTF","2018-11-12 10:07:08.000","ZTF_AMPEL_NEW","","2018TNSTR1801....1N","2019TNSCR...9....1F",""
"31342","SN 2018isb","12:20:10.597","+52:37:54.07","SN Ia","0.08329","","","ZTF","ZTF","ZTF","ZTF","ZTF18aceyjco","P48 - ZTF-Cam","P60 - SEDM","1","1","","18.6544","g-ZTF","2018-11-10 11:43:08.000","ZTF_AMPEL_NEW","","2018TNSTR1801....1N","2018TNSCR1828....1F",""
"31312","SN 2018iqx","22:27:53.592","+19:27:38.44","SN Ib/c","0.02","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF18acisruf","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.17","r-ZTF","2018-11-13 02:32:38.000","ZTF_Bot1","","2018TNSTR1800....1F","2018TNSCR1810....1F",""
"31309","SN 2018iqu","07:20:35.440","+22:44:04.42","SN Ia","0.084","","","ZTF, GaiaAlerts","ZTF, GaiaAlerts","ZTF","GaiaAlerts; ZTF","ZTF18acmznfc","Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.74","r-ZTF","2018-11-15 09:07:12.000","ZTF_Bot1","","2018TNSTR1800....1F","2018TNSCR1853....1F",""
"31308","SN 2018iqt","10:15:30.151","+37:58:59.97","SN Ia","0.054","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF18aceynvm","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.53","g-ZTF","2018-11-10 11:49:55.000","ZTF_Bot1","","2018TNSTR1800....1F","2018TNSCR1810....1F",""
