"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"42739","SN 2019mvj","18:33:13.929","+50:21:31.64","SN Ia","0.08","","","ZTF","ZTF","ZTF","ZTF","ZTF19abnmrqt","P48 - ZTF-Cam","P60 - SEDM","1","1","","19.49","r-ZTF","2019-08-07 06:53:41.000","ZTF_AMPEL_NEW","","2019TNSTR1440....1N","2019TNSCR1961....1D",""
"42738","SN 2019mvi","20:16:14.990","-18:29:37.26","SN Ia","0.057","","","ZTF","ZTF","ePESSTO+","ZTF","ZTF19abmzmom","P48 - ZTF-Cam","ESO-NTT - EFOSC2-NTT","1","1","","19.69","r-ZTF","2019-08-04 08:52:54.000","ZTF_AMPEL_NEW","","2019TNSTR1440....1N","2019TNSCR1451....1A",""
"42710","SN 2019muh","04:59:50.848","+21:21:36.83","SN Ia","0.037","","","ZTF","ZTF","ZTF","ZTF","ZTF19abmqasg","P48 - ZTF-Cam","P60 - SEDM","1","1","","18.31","g-ZTF","2019-08-03 11:18:14.000","ZTF_Bot1","","2019TNSTR1429....1F","2019TNSCR1488....1D",""
"42707","SN 2019mue","19:41:19.700","+51:48:59.80","SN Ia","0.041","","","ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts","ZTF","ATLAS; GaiaAlerts; ZTF","ZTF19abmylxw","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.77","g-ZTF","2019-08-04 07:39:21.000","ZTF_TESS","","2019TNSTR1429....1F","2019TNSCR1488....1D",""
"42692","SN 2019mtp","00:14:04.409","-24:04:16.31","SN Ia","0.063","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ePESSTO+, ZTF","ATLAS; Pan-STARRS; ZTF","ZTF19abmpoxa","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2","ESO-NTT - EFOSC2-NTT, P60 - SEDM","1","1","","19.7","g-ZTF","2019-08-03 10:59:43.000","ZTF_AMPEL_NEW","","2019TNSTR1430....1N","2019TNSCR1452....1W, 2019TNSCR2847....1F",""
"42657","SN 2019msg","00:34:44.454","+01:34:29.62","SN Ia","0.06","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF19ablpnmk","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","20.35","g-ZTF","2019-08-01 10:27:17.000","ZTF_AMPEL_NEW","","2019TNSTR1430....1N","2019TNSCR1488....1D",""
"42655","SN 2019mse","00:15:21.363","+46:44:09.46","SN Ia","0.09","","","ZTF","ZTF","ZTF","ZTF","ZTF19ablekwo","P48 - ZTF-Cam","P60 - SEDM","1","1","","19.94","g-ZTF","2019-08-02 11:23:04.000","ZTF_AMPEL_NEW","","2019TNSTR1430....1N","2019TNSCR1488....1D",""
"42647","SN 2019mrw","23:41:16.820","+25:33:00.07","SN Ia","0.031375","MCG+04-55-045","","ALeRCE, ISSP, GaiaAlerts, ATLAS, Pan-STARRS, ZTF","ZTF, ISSP, GaiaAlerts, ATLAS, Pan-STARRS","ePESSTO+, ZTF","ALeRCE; ATLAS; GaiaAlerts; ISSP; Pan-STARRS; ZTF","ZTF19abmolyr","ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, Other - Other, P48 - ZTF-Cam, PS2 - GPC2","ESO-NTT - EFOSC2-NTT, LT - SPRAT","1","1","","19.458","g-ZTF","2019-08-05 11:26:20.000","ALeRCE","","2019TNSTR1411....1F","2019TNSCR1441....1A, 2019TNSCR2844....1D",""
"42638","SN 2019mrn","19:55:08.056","-12:44:14.16","SN II","0.066","2MASS J19575521-1236182","","ALeRCE","ZTF","ePESSTO+","ALeRCE","ZTF19abnobkg","P48 - ZTF-Cam","ESO-NTT - EFOSC2-NTT","1","1","","19.7274","g-ZTF","2019-08-05 07:52:35.000","ALeRCE","","2019TNSTR1411....1F","2019TNSCR1466....1W",""
"42634","SN 2019mrj","15:46:43.150","+28:11:52.49","SN Ia","0.0763","2MASX J15464408+2811548","","ALeRCE, ATLAS","ZTF, ATLAS","ZTF","ALeRCE; ATLAS","ZTF19abnktws","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.5837","r-ZTF","2019-08-05 04:13:57.000","ALeRCE","","2019TNSTR1411....1F","2019TNSCR1481....1D",""
