"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"30010","SN 2018gtp","21:01:04.885","+31:02:14.45","SN Ia","0.08","","","ZTF","ZTF","ZTF","ZTF","ZTF18abxdkni","P48 - ZTF-Cam","P60 - SEDM","1","1","","20.56","r-ZTF","2018-09-15 04:58:04.000","ZTF_Bot1","","2018TNSTR1441....1F","2018TNSCR1853....1F",""
"29995","SN 2018gta","03:57:02.370","-08:30:09.75","SN Ia","0.05","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF18abwktmm","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.85","r-ZTF","2018-09-16 10:55:12.000","ZTF_Bot1","","2018TNSTR1436....1F","2018TNSCR1846....1F",""
"29993","SN 2018gsy","06:19:14.609","+60:56:22.60","SN Ic-BL","0.073","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF18abvfjwt","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","","1","1","","19.35","g-ZTF","2018-09-13 10:52:19.000","ZTF_Bot1","","2018TNSTR1436....1F","2020TNSCR1667....1D",""
"29987","SN 2018gss","23:03:45.039","+18:08:18.12","SN II","0.04","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF18abxdtyz","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.59","r-ZTF","2018-09-18 07:26:24.000","ZTF_Bot1","","2018TNSTR1430....1F","2018TNSCR1846....1F",""
"29986","SN 2018gsr","00:08:30.390","-01:31:29.90","SN II","0.089","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF18abvxoty","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P200 - DBSP","1","1","","19.35","g-ZTF","2018-09-14 07:30:43.000","ZTF_Bot1","","2018TNSTR1430....1F","2018TNSCR1586....1F",""
"29985","SN 2018gsq","10:28:13.475","+79:20:25.24","SN Ia","0.036","","","ZTF","ZTF","ZTF","ZTF","ZTF18abxbugc","P48 - ZTF-Cam","","1","1","","19.28","r-ZTF","2018-09-17 12:36:00.000","ZTF_Bot1","","2018TNSTR1430....1F","2018TNSCR1883....1F",""
"29984","SN 2018gsp","23:54:30.818","-04:47:07.68","SN Ia","0.08","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF18abwxhjo","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","","1","1","","19.51","g-ZTF","2018-09-17 08:08:09.000","ZTF_Bot1","","2018TNSTR1430....1F","2018TNSCR1870....1F",""
"29983","SN 2018gso","13:13:44.597","+51:15:26.54","SN II","0.05","","","ZTF","ZTF","ZTF","ZTF","ZTF18abwcooy","P48 - ZTF-Cam","","1","1","","18.95","r-ZTF","2018-09-15 02:49:55.000","ZTF_Bot1","","2018TNSTR1430....1F","2018TNSCR1870....1F",""
"29981","SN 2018gsm","23:57:28.835","-06:36:13.74","SN Ia","0.073","","","ZTF","ZTF","ZTF","ZTF","ZTF18abvxqtp","P48 - ZTF-Cam","P60 - SEDM","1","1","","20","r-ZTF","2018-09-14 08:03:50.000","ZTF_Bot1","","2018TNSTR1430....1F","2018TNSCR1846....1F",""
"29970","SN 2018gsb","16:46:08.752","+19:27:17.22","SN Ia","0.0599695","","","ZTF","ZTF","ZTF","ZTF","ZTF18abxbwwf","P48 - ZTF-Cam","P60 - SEDM","1","1","","20.33","g-ZTF","2018-09-13 04:36:28.000","ZTF_Bot1","","2018TNSTR1426....1F","2018TNSCR1487....1F",""
"29969","SN 2018gsa","08:37:30.869","+22:36:00.32","SN II","0.077","","","ZTF","ZTF","ZTF","ZTF","ZTF18abvgjft","P48 - ZTF-Cam","","1","1","","19.25","r-ZTF","2018-09-15 12:34:33.000","ZTF_Bot1","","2018TNSTR1426....1F","2018TNSCR1870....1F",""
"29967","SN 2018gry","08:57:22.819","+22:16:31.35","SN Ia-91T-like","0.083","","","ZTF","ZTF","ZTF","ZTF","ZTF18abwlopg","P48 - ZTF-Cam","","1","1","","18.7","r-ZTF","2018-09-15 12:34:33.000","ZTF_Bot1","","2018TNSTR1426....1F","2020TNSCR1667....1D",""
"29964","SN 2018grv","22:45:31.856","-16:07:05.64","SN Ia","0.07","","","ZTF","ZTF","ZTF","ZTF","ZTF18abwerpm","P48 - ZTF-Cam","P60 - SEDM","1","1","","18.79","g-ZTF","2018-09-15 07:03:21.000","ZTF_Bot1","","2018TNSTR1426....1F","2018TNSCR1846....1F",""
"29963","SN 2018gru","08:38:23.145","+19:28:13.47","SN Ia","0.0702","","","ZTF, Pan-STARRS","ZTF, Pan-STARRS","ZTF","Pan-STARRS; ZTF","ZTF18abwlonm","P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.7","r-ZTF","2018-09-15 12:34:33.000","ZTF_Bot1","","2018TNSTR1426....1F","2018TNSCR1567....1F",""
