"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"46032","SN 2019rra","16:38:39.364","+33:40:41.41","SN IIP","0.037","SDSS J163839.41+334042.1","0.087","ALeRCE, ATLAS, ZTF","ZTF, ATLAS","ZTF","ALeRCE; ATLAS; ZTF","ZTF19acbwmqd","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","Lick-3m - KAST","1","1","","18.5791","g-ZTF","2019-10-02 03:26:10.000","ALeRCE","","2019TNSTR1962....1F","2019TNSCR2115....1D",""
"46027","SN 2019rqv","17:04:45.837","+15:21:15.10","SN Ia","0.076","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF19acbwhqc","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","APO-3.5m - DIS","1","1","","19.73","g-ZTF","2019-10-02 03:03:36.000","Nordin","","2019TNSTR1975....1N","2019TNSCR2297....1F, 2019TNSCR2892....1G",""
"46019","SN 2019rqo","00:14:56.470","-23:28:53.85","SN Ia","0.061","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF19acbykmk","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2","P60 - SEDM","1","1","","18.97","r-ZTF","2019-10-02 07:01:42.000","ZTF_AMPEL_NEW","","2019TNSTR1974....1N","2019TNSCR2151....1D",""
"46018","SN 2019rqn","00:32:41.492","+44:16:07.61","SN Ia","0.0703","","","ZTF","ZTF","ZTF","ZTF","ZTF19abzwtiu","P48 - ZTF-Cam","P60 - SEDM","1","1","","19.12","g-ZTF","2019-09-25 09:42:33.000","ZTF_AMPEL_COMPLETE","","2019TNSTR1974....1N","2019TNSCR1985....1D",""
"46015","SN 2019rqk","09:18:06.189","+13:28:16.07","SN II","0.029","","","ZTF, Pan-STARRS","ZTF, Pan-STARRS","ZTF","Pan-STARRS; ZTF","ZTF19abzzuyl","P48 - ZTF-Cam, PS1 - GPC1","P200 - DBSP","1","1","","19.4","g-ZTF","2019-09-23 12:07:12.000","ZTF_Bot1","","2019TNSTR1973....1F","2019TNSCR2050....1D",""
"46012","SN 2019rqh","22:42:34.862","+17:58:00.94","SN Ia","0.076","","","ZTF","ZTF","ZTF","ZTF","ZTF19acardcs","P48 - ZTF-Cam","P60 - SEDM","1","1","","19.95","g-ZTF","2019-09-25 04:39:36.000","ZTF_AMPEL_COMPLETE","","2019TNSTR1974....1N","2019TNSCR2039....1D",""
"46009","SN 2019rqe","00:13:07.177","+27:52:49.67","SN II","0.03","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","None","ATLAS; Pan-STARRS; ZTF","ZTF19acbwouf","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","Lick-3m - KAST","1","1","","19.18","r-ZTF","2019-10-02 03:44:01.000","ZTF_AMPEL_NEW","","2019TNSTR1974....1N","2019TNSCR2038....1H",""
"46008","SN 2019rqd","16:03:56.852","+65:40:16.17","SN Ia","0.07","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF19acbpxwt","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.29","g-ZTF","2019-10-02 03:14:15.000","ZTF_AMPEL_NEW","","2019TNSTR1974....1N","2019TNSCR2078....1D",""
"46006","SN 2019rqb","18:50:29.820","+80:11:11.29","SN Ia","0.066","","","ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts","ZTF","ATLAS; GaiaAlerts; ZTF","ZTF19acbpzir","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","20.24","g-ZTF","2019-09-28 04:22:27.000","ZTF_AMPEL_NEW","","2019TNSTR1974....1N","2019TNSCR1985....1D",""
"45994","SN 2019rpp","10:49:18.659","+22:58:57.84","SN Ia","0.032","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF19acbwaah","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P200 - DBSP","1","1","","17.66","r-ZTF","2019-10-01 12:32:37.000","Stein","","2019TNSTR1959....1S","2020TNSCR1935....1D",""
"45983","SN 2019rpe","03:04:19.887","-02:18:22.35","SN Ia","0.028","","","ZTF, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF19acbunmk","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","18.89","g-ZTF","2019-10-01 10:04:39.000","ZTF_AMPEL_NEW","","2019TNSTR1958....1N","2019TNSCR1979....1D",""
