"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"27295","SN 2018ctq","12:13:47.912","+40:42:56.35","SN Ia","0.1","","","ZTF","ZTF","ZTF","ZTF","ZTF18aayivxm","P48 - ZTF-Cam","P60 - SEDM","1","1","","20.6","g-ZTF","2018-06-07 05:18:14.000","ZTF_Bot1","","2018TNSTR.872....1F","2018TNSCR.886....1F",""
"27293","SN 2018cto","17:24:32.036","+70:22:20.82","SN Ia","0.051","","","ZTF, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF18abbvsiv","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.71","r-ZTF","2018-06-18 06:25:55.000","ZTF_Bot1","","2018TNSTR.872....1F","2018TNSCR.886....1F",""
"27291","SN 2018ctm","18:26:14.173","+45:00:36.75","SN Ia","0.0646","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF18abaxlpi","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","20.09","g-ZTF","2018-06-15 08:57:07.000","ZTF_Bot1","","2018TNSTR.872....1F","2018TNSCR.886....1F",""
"27288","SN 2018ctj","14:31:14.968","+17:11:34.79","SN IIn","0.0378","","","ZTF, Pan-STARRS","ZTF, Pan-STARRS","ZTF","Pan-STARRS; ZTF","ZTF18aamftst","P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","20.35","r-ZTF","2018-04-21 08:36:57.000","ZTF_Bot1","","2018TNSTR.865....1F","2018TNSCR.873....1F",""
"27244","SN 2018crs","17:20:24.397","+55:12:52.72","SN Ia","0.072","","","ZTF","ZTF","ZTF","ZTF","ZTF18aazjztm","P48 - ZTF-Cam","P60 - SEDM","1","1","","19.69","g-ZTF","2018-06-12 06:44:38.000","ZTF_Bot1","","2018TNSTR.851....1F","2018TNSCR.873....1F",""
"27243","SN 2018crr","16:59:37.240","+59:04:23.81","SN Ia","0.073","","","ZTF, GaiaAlerts, Pan-STARRS","ZTF, GaiaAlerts, Pan-STARRS","ZTF","GaiaAlerts; Pan-STARRS; ZTF","ZTF18aazabmh","Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","P200 - DBSP","1","1","","20.32","r-ZTF","2018-06-09 07:22:04.000","ZTF_Bot1","","2018TNSTR.851....1F","2018TNSCR.866....1F",""
"27240","SN 2018cro","21:00:49.264","+09:31:28.18","SN Ia","0.076","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF18abadjhx","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","APO-3.5m - DIS","1","1","","19.75","g-ZTF","2018-06-12 10:03:21.000","ZTF_Bot1","","2018TNSTR.851....1F","2018TNSCR.873....1F",""
"27239","SN 2018crn","18:55:21.842","+56:35:18.31","SN Ia","0.05","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF18aazsabq","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","20.09","r-ZTF","2018-06-12 08:47:02.000","ZTF_Bot1","","2018TNSTR.851....1F","2018TNSCR.873....1F",""
"27237","SN 2018crl","16:19:38.963","+49:11:06.65","SN Ia-pec","0.097","","","ZTF, Pan-STARRS","ZTF, Pan-STARRS","ZTF","Pan-STARRS; ZTF","ZTF18aaykjei","P48 - ZTF-Cam, PS1 - GPC1","P200 - DBSP","1","1","","19.77","r-ZTF","2018-06-09 06:47:31.000","ZTF_Bot1","","2018TNSTR.851....1F","2018TNSCR1404....1F",""
"27236","SN 2018crk","17:45:53.401","+31:42:38.02","SN Ia-91T-like","0.076","","","ZTF","ZTF","ZTF","ZTF","ZTF18aaytovs","P48 - ZTF-Cam","P200 - DBSP","1","1","","19.74","g-ZTF","2018-06-10 08:42:43.000","ZTF_Bot1","","2018TNSTR.845....1F","2018TNSCR.952....1F",""
"27235","SN 2018crj","17:58:02.680","+69:04:21.94","SN Ia","0.088","","","ZTF, Pan-STARRS","ZTF, Pan-STARRS","ZTF","Pan-STARRS; ZTF","ZTF18aazcoob","P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","20.52","g-ZTF","2018-06-09 08:54:14.000","ZTF_Bot1","","2018TNSTR.845....1F","2018TNSCR.886....1F",""
"27234","SN 2018cri","16:11:21.480","+36:59:39.44","SN Ia","0.064","","","ZTF, GaiaAlerts","ZTF, GaiaAlerts","ZTF","GaiaAlerts; ZTF","ZTF18aazblzy","Gaia - Gaia-photometric, P48 - ZTF-Cam","P200 - DBSP","1","1","","19.65","r-ZTF","2018-06-12 05:09:36.000","ZTF_Bot1","","2018TNSTR.845....1F","2018TNSCR.855....1F",""
"27157","SN 2018coj","12:01:54.857","+36:53:42.71","SN Ia","0.0792","","","ZTF","ZTF","ZTF","ZTF","ZTF18aayivoq","P48 - ZTF-Cam","P60 - SEDM","1","1","","19.68","g-ZTF","2018-06-07 05:18:14.000","ZTF_Bot1","","2018TNSTR.832....1F","2018TNSCR.834....1F",""
"27156","SN 2018coi","16:18:57.980","+56:43:00.84","SN Ia","0.0594","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF18aazixbw","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","Gemini-N - GMOS","1","1","","19.53","g-ZTF","2018-06-12 06:21:36.000","ZTF_Bot1","","2018TNSTR.832....1F","2018TNSCR.835....1S",""
"27155","SN 2018coh","17:20:38.662","+52:02:30.97","SN Ia","0.0845","","","ZTF","ZTF","ZTF","ZTF","ZTF18aaydmkh","P48 - ZTF-Cam","P200 - DBSP","1","1","","19.55","r-ZTF","2018-06-09 07:22:04.000","ZTF_Bot1","","2018TNSTR.832....1F","2018TNSCR.834....1F",""
"27154","SN 2018cog","15:26:11.940","+06:21:25.85","SN Ia","0.075","","","ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF","ATLAS; GaiaAlerts; Pan-STARRS; ZTF","ZTF18aaxtcdm","ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.99","r-ZTF","2018-06-03 07:01:55.000","ZTF_Bot1","","2018TNSTR.832....1F","2018TNSCR.834....1F",""
"27153","SN 2018cof","14:59:54.394","+39:04:43.78","SN Ia","0.0916","","","ZTF","ZTF","ZTF","ZTF","ZTF18aaxvpsw","P48 - ZTF-Cam","P60 - SEDM","1","1","","19.35","g-ZTF","2018-06-07 06:21:36.000","ZTF_Bot1","","2018TNSTR.832....1F","2018TNSCR.834....1F",""
"27152","SN 2018coe","16:51:37.350","+61:32:43.33","SN Ia","0.08","","","ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts","ZTF","ATLAS; GaiaAlerts; ZTF","ZTF18aaxwjmp","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.33","r-ZTF","2018-06-09 07:22:04.000","ZTF_Bot1","","2018TNSTR.832....1F","2018TNSCR.866....1F",""
"27151","SN 2018cod","13:20:27.960","+62:18:03.02","SN Ia","0.03","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF18aayjyub","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","20.37","g-ZTF","2018-06-07 06:17:16.000","ZTF_Bot1","","2018TNSTR.832....1F","2018TNSCR.834....1F",""
"27150","SN 2018coc","16:38:31.997","+05:07:35.30","SN Ia","0.09","","","ZTF","ZTF","ZTF","ZTF","ZTF18aaylbjm","P48 - ZTF-Cam","P60 - SEDM","1","1","","19.63","r-ZTF","2018-06-07 07:01:55.000","ZTF_Bot1","","2018TNSTR.832....1F","2018TNSCR.866....1F",""
"27149","SN 2018cob","12:13:32.970","+25:27:05.62","SN Ia","0.047","","","ZTF","ZTF","ZTF","ZTF","ZTF18aayxupv","P48 - ZTF-Cam","P60 - SEDM","1","1","","19.8","r-ZTF","2018-06-10 04:30:43.000","ZTF_Bot1","","2018TNSTR.832....1F","2019TNSCR.826....1F",""
"27147","SN 2018cnz","15:30:18.283","+57:39:30.60","SN Ia","0.1","","","ZTF","ZTF","ZTF","ZTF","ZTF18aaxqyki","P48 - ZTF-Cam","P200 - DBSP","1","1","","20.25","g-ZTF","2018-06-03 06:21:36.000","ZTF_Bot1","","2018TNSTR.832....1F","2018TNSCR.847....1F",""
"27146","SN 2018cny","15:04:16.600","+35:48:54.11","SN Ia","0.04727","","","ZTF, ATLAS, Pan-STARRS, GaiaAlerts","ZTF, ATLAS, Pan-STARRS, GaiaAlerts","ZTF","ATLAS; GaiaAlerts; Pan-STARRS; ZTF","ZTF18aayjvve","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","20.36","g-ZTF","2018-06-07 06:12:57.000","ZTF_Bot1","","2018TNSTR.832....1F","2018TNSCR.834....1F",""
"27145","SN 2018cnx","14:24:45.410","+05:50:23.35","SN Ia","0.082","","","ZTF, GaiaAlerts, ATLAS","ZTF, GaiaAlerts, ATLAS","ZTF","ATLAS; GaiaAlerts; ZTF","ZTF18aaxxewy","ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.44","r-ZTF","2018-06-04 07:35:02.000","ZTF_Bot1","","2018TNSTR.832....1F","2018TNSCR.834....1F",""
"27144","SN 2018cnw","16:59:05.030","+47:14:11.22","SN Ia-91T-like","0.028","","","ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF","ATLAS; GaiaAlerts; Pan-STARRS; ZTF","ZTF18abauprj","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","APO-3.5m - DIS, P60 - SEDM","1","1","","19.53","g-ZTF","2018-06-15 06:12:57.000","ZTF_Bot1","","2018TNSTR.832....1F","2018TNSCR.833....1M, 2018TNSCR2110....1F",""
"27029","SN 2018cjl","11:10:43.033","+40:47:23.06","SLSN-II","0.083","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF18aasufva","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","P200 - DBSP","1","1","","20.38","r-ZTF","2018-05-10 05:44:09.000","ZTF_Bot1","","2018TNSTR.797....1F","2018TNSCR1071....1F",""
"27014","SN 2018ciw","14:59:30.788","+28:10:58.86","SN Ia-91bg-like","0.056","","","ZTF","ZTF","ZTF","ZTF","ZTF18aaykmzg","P48 - ZTF-Cam","P60 - SEDM","1","1","","18.61","r-ZTF","2018-06-07 06:40:19.000","ZTF_Bot1","","2018TNSTR.797....1F","2018TNSCR.806....1F",""
"27013","SN 2018civ","15:31:14.040","+16:53:33.72","SN IIn","0.026","","","ZTF, Pan-STARRS, GaiaAlerts","ZTF, Pan-STARRS, GaiaAlerts","ZTF","GaiaAlerts; Pan-STARRS; ZTF","ZTF18aaxxfgs","Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.25","r-ZTF","2018-06-04 07:36:28.000","ZTF_Bot1","","2018TNSTR.797....1F","2018TNSCR1127....1F",""
"27009","SN 2018cir","13:01:17.046","+59:48:36.08","SN Ia","0.156","","","ZTF, Pan-STARRS","ZTF, Pan-STARRS","ZTF","Pan-STARRS; ZTF","ZTF18aawpcel","P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.78","r-ZTF","2018-05-31 04:43:40.000","ZTF_Bot1","","2018TNSTR.797....1F","2018TNSCR.799....1F",""
