"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"30734","SN 2018huw","00:39:12.220","-05:12:02.59","SN Ia","0.034","","","ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts","ZTF, ASAS-SN","ATLAS; GaiaAlerts; ZTF","ZTF18acbxsge","ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam","LCO-duPont - WFCCD, P60 - SEDM","1","1","","19.68","g-ZTF","2018-11-01 05:51:21.000","ZTF_Bot1","","2018TNSTR1703....1F","2018TNSCR1772....1F, 2018TNSCR2168....1B",""
"30733","SN 2018huv","11:45:11.191","+61:42:30.35","SN II","0.035","","","ZTF","ZTF","ZTF","ZTF","ZTF18aakfabl","P48 - ZTF-Cam","","1","1","","18.72","g-ZTF","2018-11-04 11:08:09.000","ZTF_Bot1","","2018TNSTR1703....1F","2020TNSCR1667....1D",""
"30730","SN 2018hus","10:33:42.674","+39:29:26.21","SN Ia","0.0654","","","ZTF","ZTF","ZTF","ZTF","ZTF18aaemivw","P48 - ZTF-Cam","P60 - SEDM","1","1","","19","g-ZTF","2018-11-01 11:06:43.000","ZTF_Bot1","","2018TNSTR1690....1F","2018TNSCR1846....1F",""
"30729","SN 2018hur","10:27:29.978","+37:52:27.81","SN Ia","0.1","","","ZTF","ZTF","ZTF","ZTF","ZTF18acbwasl","P48 - ZTF-Cam","P60 - SEDM","1","1","","18.92","g-ZTF","2018-11-01 11:06:43.000","ZTF_Bot1","","2018TNSTR1690....1F","2018TNSCR1846....1F",""
"30723","SN 2018hul","00:59:31.986","+12:45:05.85","SN Ia","0.056","","","ZTF","ZTF","ZTF","ZTF","ZTF18accjecm","P48 - ZTF-Cam","P60 - SEDM","1","1","","19.02","g-ZTF","2018-10-06 08:08:09.000","ZTF_Bot1","","2018TNSTR1690....1F","2018TNSCR1705....1F",""
"30720","SN 2018hui","21:18:34.413","+02:25:21.47","SN Ia","0.09","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF18acbwtnh","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.94","r-ZTF","2018-11-01 03:00:00.000","ZTF_Bot1","","2018TNSTR1690....1F","2018TNSCR1695....1F",""
"30718","SN 2018hug","21:18:50.593","+02:15:42.00","SN II","0.019","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF18acbwtng","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","","1","1","","17.91","r-ZTF","2018-11-01 03:00:00.000","ZTF_Bot1","","2018TNSTR1690....1F","2018TNSCR1856....1F",""
"30715","SN 2018hud","11:29:35.040","+56:25:26.38","SN Ia-91T-like","0.051","","","ZTF","ZTF","ZTF","ZTF","ZTF18acbwavp","P48 - ZTF-Cam","P60 - SEDM","1","1","","19.32","g-ZTF","2018-11-01 11:11:02.000","ZTF_Bot1","","2018TNSTR1690....1F","2018TNSCR1846....1F",""
"30714","SN 2018huc","02:22:19.361","-12:09:10.87","SN Ia","0.073","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF18acbvcmw","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","UH88 - SNIFS","1","1","","18.75","r-ZTF","2018-10-31 08:02:24.000","ZTF_Bot1","","2018TNSTR1690....1F","2019TNSCR.892....1F",""
"30708","SN 2018htw","22:08:49.700","+38:09:04.97","SN Ia","0.02","","","ZTF, GaiaAlerts, Pan-STARRS, ATLAS","ZTF, GaiaAlerts, Pan-STARRS, ATLAS","ZTF","ATLAS; GaiaAlerts; Pan-STARRS; ZTF","ZTF18acarupz","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.33","r-ZTF","2018-10-09 04:04:48.000","ZTF_Bot1","","2018TNSTR1690....1F","2018TNSCR1796....1F",""
