"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"53218","SN 2020bdq","08:21:53.264","-23:28:57.37","SN Ia","0.04","","","ZTF","ZTF","ZTF","ZTF","ZTF20aahmvfw","P48 - ZTF-Cam","LT - SPRAT","1","1","","19.6","r-ZTF","2020-01-24 07:00:28.000","ZTF_Bot1","","2020TNSTR.300....1F","2020TNSCR.445....1P",""
"53207","SN 2020bdf","02:55:47.832","+15:06:01.17","SN Ia","0.035","WISEA J025547.88+150557.9","","ALeRCE, ATLAS, ZTF","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF20aaivjce","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.3834","r-ZTF","2020-01-27 02:56:59.000","ALeRCE","","2020TNSTR.278....1F","2020TNSCR.444....1D",""
"53189","SN 2020bcq","13:26:29.656","+36:00:30.70","SN Ib","0.018","","","ZTF, ATLAS, YSE, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","UCSC","ATLAS; Pan-STARRS; ZTF","ZTF20aajcdad","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","Lick-3m - KAST","1","1","","19.11","g-ZTF","2020-01-27 11:23:53.000","ZTF_AMPEL_NEW","","2020TNSTR.284....1N","2020TNSCR.391....1D",""
"53155","SN 2020bbi","08:32:38.543","-04:17:09.64","SN Ia","0.07","","","ZTF, Pan-STARRS","ZTF, Pan-STARRS","ZTF","Pan-STARRS; ZTF","ZTF20aahjymt","P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.17","g-ZTF","2020-01-24 05:35:08.000","ZTF_AMPEL_NEW","","2020TNSTR.284....1N","2020TNSCR.421....1D",""
"53148","SN 2020bbb","03:12:56.770","-11:37:43.55","SN Ia","0.09","","","ZTF","ZTF","ZTF","ZTF","ZTF20aahtral","P48 - ZTF-Cam","P60 - SEDM","1","1","","20.21","r-ZTF","2020-01-24 03:21:24.000","ZTF_AMPEL_NEW","","2020TNSTR.284....1N","2020TNSCR.513....1D",""
"53124","SN 2020bad","09:24:26.676","+20:38:05.74","SN II","0.028","","","ZTF, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS","ePESSTO+","ATLAS; Pan-STARRS; ZTF","ZTF20aaiovoy","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","ESO-NTT - EFOSC2-NTT","1","1","","20.483","g-ZTF","2020-01-23 09:39:01.000","ZTF_CLU_PUBLIC","","2020TNSTR.277....1D","2020TNSCR.389....1I",""
"53092","SN 2020ayz","12:12:04.895","+32:44:01.73","SN Ic-BL","0.025","KUG 1209+330","0.025149","ALeRCE, ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF20aaiqiti","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.9997","g-ZTF","2020-01-26 09:36:28.000","ALeRCE","","2020TNSTR.263....1F","2020TNSCR.379....1D",""
"53055","SN 2020axo","11:28:00.038","+16:36:26.75","SN Ia","0.1","","","ZTF","ZTF","ZTF","ZTF","ZTF20aahggbm","P48 - ZTF-Cam","P60 - SEDM","1","1","","19.98","g-ZTF","2020-01-23 10:34:51.000","ZTF_AMPEL_NEW","","2020TNSTR.276....1N","2020TNSCR.379....1D, 2020TNSCR2052....1D",""
"53051","SN 2020axk","09:36:31.532","+59:24:16.23","SN Ia","0.04113","","","ZTF, Pan-STARRS","ZTF, Pan-STARRS","ZTF","Pan-STARRS; ZTF","ZTF20aahkgcz","P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2","P60 - SEDM","1","1","","20.42","g-ZTF","2020-01-24 05:49:13.000","ZTF_AMPEL_NEW","","2020TNSTR.276....1N","2020TNSCR.332....1D",""
"53024","SN 2020awr","13:00:53.050","+62:47:45.53","SN Ia","0.07656","","","SGLF, ZTF, GaiaAlerts","ZTF, GaiaAlerts","ZTF","GaiaAlerts; ZTF","ZTF20aahptds","Gaia - Gaia-photometric, P48 - ZTF-Cam","P200 - DBSP","1","1","","20.38","g-ZTF","2020-01-23 10:49:41.000","Perez-Fournon","","2020TNSTR.256....1A","2020TNSCR.825....1D",""
