"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"35249","SN 2019bxq","16:57:58.508","+78:36:13.58","SN IIn","0.014","","","ZTF, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF19aamkmxv","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","P200 - DBSP","1","1","","18.32","r-ZTF","2019-03-15 08:52:34.000","ZTF_AMPEL_NEW","","2019TNSTR.404....1N","2019TNSCR.747....1F",""
"35241","SN 2019bxi","11:06:28.533","-22:44:26.12","SN Ia","0.058752","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF19aamoidt","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.9","g-ZTF","2019-03-15 06:36:31.000","ZTF_AMPEL_NEW","","2019TNSTR.404....1N","2019TNSCR.498....1F",""
"35240","SN 2019bxh","14:51:53.090","+55:24:27.43","SN Ia","0.0382","","","ZTF, GaiaAlerts, ATLAS","ZTF, GaiaAlerts, ATLAS","ZTF","ATLAS; GaiaAlerts; ZTF","ZTF19aamhhgu","ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.34","g-ZTF","2019-03-14 10:14:21.000","ZTF_AMPEL_NEW","","2019TNSTR.404....1N","2019TNSCR.446....1F",""
"35237","SN 2019bxe","03:11:40.750","+36:04:09.73","SN Ia","0.046022","","","ZTF, GaiaAlerts","ZTF, GaiaAlerts","ZTF","GaiaAlerts; ZTF","ZTF19aamtima","Gaia - Gaia-photometric, P48 - ZTF-Cam","","1","1","","18.82","g-ZTF","2019-03-18 03:08:59.000","ZTF_AMPEL_NEW","","2019TNSTR.404....1N","2019TNSCR.551....1F",""
"35233","SN 2019bxa","13:52:38.414","+33:05:07.87","SN Ia","0.08","","","ZTF, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF19aamhhyo","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.08","g-ZTF","2019-03-14 09:07:50.000","ZTF_AMPEL_NEW","","2019TNSTR.404....1N","2019TNSCR.507....1F",""
"35224","SN 2019bwr","10:50:54.052","+17:50:10.57","SN Ia","0.09","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF19aamqebl","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.31","r-ZTF","2019-03-17 05:57:44.000","ZTF_AMPEL_NEW","","2019TNSTR.404....1N","2019TNSCR.498....1F",""
"35219","SN 2019bwm","06:51:18.440","+49:53:00.89","SN Ia","0.0195","","","ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts","ZTF, DAO_OTS","ATLAS; GaiaAlerts; ZTF","ZTF19aampqcq","ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM, Plaskett - Plaskett","1","1","","17.72","r-ZTF","2019-03-17 03:52:43.000","ZTF_AMPEL_NEW","","2019TNSTR.404....1N","2019TNSCR.411....1F, 2019TNSCR2781....1B, 2019TNSCR2781....1B",""
"35215","SN 2019bwi","09:25:25.021","+65:28:03.01","SN Ib","0.02968","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF19aamgghn","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.85","r-ZTF","2019-03-14 04:41:23.000","ZTF_AMPEL_NEW","","2019TNSTR.404....1N","2019TNSCR.446....1F, 2019TNSCR2789....1F",""
"35214","SN 2019bwh","08:02:46.487","+62:42:54.78","SN Ia","0.07","","","ZTF","ZTF","ZTF","ZTF","ZTF18achxcsh","P48 - ZTF-Cam","APO-3.5m - DIS","1","1","","18.87","r-ZTF","2019-03-17 03:44:47.000","ZTF_AMPEL_NEW","","2019TNSTR.404....1N","2019TNSCR.747....1F",""
"35196","SN 2019bvq","09:58:18.534","+05:11:40.46","SN Ia","0.08","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF19aamgokq","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.93","r-ZTF","2019-03-14 05:03:50.000","ZTF_Bot1","","2019TNSTR.387....1F","2019TNSCR.411....1F",""
"35194","SN 2019bvo","14:00:04.339","+05:41:30.36","SN Ia","0.08099","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF19aamoqxy","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.83","g-ZTF","2019-03-01 12:02:52.000","ZTF_Bot1","","2019TNSTR.387....1F","2019TNSCR.418....1F",""
"35193","SN 2019bvn","10:33:30.162","-14:57:39.02","SN Ia","0.063","","","ZTF","ZTF","ZTF","ZTF","ZTF19aakrawk","P48 - ZTF-Cam","P60 - SEDM","1","1","","18.72","g-ZTF","2019-02-25 06:33:07.000","ZTF_Bot1","","2019TNSTR.387....1F","2019TNSCR.411....1F",""
"35189","SN 2019bvj","11:50:59.925","+44:33:03.23","SN II","0.03","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","SCAT, ZTF","ATLAS; Pan-STARRS; ZTF","ZTF19aamohrk","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM, UH88 - SNIFS","1","1","","18.95","r-ZTF","2019-03-15 06:26:02.000","ZTF_AMPEL_NEW","","2019TNSTR.388....1N","2019TNSCR.406....1T, 2019TNSCR2779....1F",""
"35183","SN 2019bvd","17:31:01.902","+71:52:05.11","SN Ia","0.06","","","ZTF","ZTF","ZTF","ZTF","ZTF18abhhxcp","P48 - ZTF-Cam","P60 - SEDM","1","1","","18.13","g-ZTF","2019-03-15 08:55:52.000","ZTF_AMPEL_NEW","","2019TNSTR.388....1N","2019TNSCR.424....1F",""
"35166","SN 2019bum","14:49:47.784","+54:48:46.89","SN Ia","0.045","","","ZTF","ZTF","None, ZTF","ZTF","ZTF19aamhhey","P48 - ZTF-Cam","Lick-3m - KAST, P60 - SEDM","1","1","","17.96","g-ZTF","2019-03-14 10:14:21.000","ZTF_AMPEL_NEW","","2019TNSTR1254....1N","2019TNSCR.389....1D, 2019TNSCR2777....1F",""
"35163","SN 2019buj","14:10:43.488","+54:36:50.46","SN Ia","0.04","","","ZTF, GaiaAlerts, Pan-STARRS, ATLAS","ZTF, GaiaAlerts, Pan-STARRS, ATLAS","ZTF","ATLAS; GaiaAlerts; Pan-STARRS; ZTF","ZTF19aamhhae","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.14","r-ZTF","2019-03-14 10:11:40.000","ZTF_AMPEL_NEW","","2019TNSTR1254....1N","2019TNSCR.498....1F",""
"35158","SN 2019bue","09:02:34.784","+14:31:28.21","SN Ia","0.0308","","","ZTF","ZTF","ZTF","ZTF","ZTF19aammlzn","P48 - ZTF-Cam","P60 - SEDM","1","1","","18.52","g-ZTF","2019-03-14 05:02:17.000","ZTF_AMPEL_NEW","","2019TNSTR1254....1N","2019TNSCR.498....1F",""
"35154","SN 2019bua","07:53:32.286","+65:25:00.64","SN Ia-91T-like","0.07","","","ZTF, ATLAS","ZTF, ATLAS","SCAT, ZTF","ATLAS; ZTF","ZTF19aamfxby","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM, UH88 - SNIFS","1","1","","19.13","r-ZTF","2019-03-14 04:38:33.000","ZTF_AMPEL_NEW","","2019TNSTR1254....1N","2019TNSCR.406....1T, 2019TNSCR2780....1F",""
"35148","SN 2019btu","07:39:25.099","+31:02:15.01","SN Ia","0.086","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF19aalxlpp","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.61","g-ZTF","2019-03-05 06:55:17.000","ZTF_AMPEL_NEW","","2019TNSTR1254....1N","2019TNSCR.418....1F",""
"35147","SN 2019btt","08:27:15.917","-00:12:30.78","SN Ia","0.09","","","ZTF","ZTF","ZTF","ZTF","ZTF19aaluprf","P48 - ZTF-Cam","P60 - SEDM","1","1","","18.17","r-ZTF","2019-03-04 05:43:09.000","ZTF_AMPEL_NEW","","2019TNSTR1254....1N","2019TNSCR.418....1F",""
"35018","SN 2019bow","14:50:52.020","+49:01:46.23","SN Ia","0.079","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF19aaleptm","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","20.31","g-ZTF","2019-02-27 10:29:16.000","ZTF_Bot1","","2019TNSTR.334....1F","2019TNSCR.381....1F",""
"35016","SN 2019bou","15:47:59.027","+40:49:01.05","SN Ia","0.11","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF19aalzmiu","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","20.84","g-ZTF","2019-02-27 11:29:16.000","ZTF_AMPEL_NEW","","2019TNSTR.335....1N","2019TNSCR.685....1F",""
"35013","SN 2019bor","11:50:45.626","-12:51:17.73","SN Ia-91T-like","0.0973","","","ZTF","ZTF","ZTF","ZTF","ZTF19aalzgdr","P48 - ZTF-Cam","","1","1","","18.96","g-ZTF","2019-02-25 06:35:22.000","ZTF_AMPEL_NEW","","2019TNSTR.335....1N","2019TNSCR.411....1F",""
"35009","SN 2019bon","08:08:59.655","+16:49:09.38","SN Ia","0.0802","","","ZTF","ZTF","ZTF","ZTF","ZTF19aalxcyo","P48 - ZTF-Cam","P60 - SEDM","1","1","","18.68","r-ZTF","2019-02-27 06:54:06.000","ZTF_AMPEL_NEW","","2019TNSTR.335....1N","2019TNSCR.446....1F",""
"35005","SN 2019boj","15:28:21.290","+11:34:54.66","SN Ia","0.0736","","","ZTF, GaiaAlerts","ZTF, GaiaAlerts","ZTF","GaiaAlerts; ZTF","ZTF19aalrfoi","Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.44","g-ZTF","2019-03-05 10:00:32.000","ZTF_AMPEL_NEW","","2019TNSTR.335....1N","2019TNSCR.411....1F",""
"35003","SN 2019boh","13:16:06.135","+26:40:09.51","SN II","0.0335","","","ZTF","ZTF","ZTF","ZTF","ZTF19aaloqmd","P48 - ZTF-Cam","P200 - DBSP","1","1","","19.75","r-ZTF","2019-03-01 08:57:16.000","ZTF_AMPEL_NEW","","2019TNSTR.335....1N","2019TNSCR.685....1F",""
"34993","SN 2019bnx","05:12:30.533","+06:56:53.63","SN Ia","0.083","","","ZTF","ZTF","ZTF","ZTF","ZTF19aakwifv","P48 - ZTF-Cam","","1","1","","19.06","r-ZTF","2019-03-05 03:39:29.000","ZTF_AMPEL_NEW","","2019TNSTR.335....1N","2019TNSCR.446....1F",""
"34990","SN 2019bnu","13:22:04.226","+22:16:11.37","SN Ia","0.06075","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF19aakthjl","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.58","g-ZTF","2019-02-24 11:05:00.000","ZTF_AMPEL_NEW","","2019TNSTR.335....1N","2019TNSCR.411....1F",""
"34988","SN 2019bns","13:26:53.333","+57:27:49.53","SN Ia","0.111","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF19aakrnqh","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.36","r-ZTF","2019-02-24 11:44:39.000","ZTF_AMPEL_NEW","","2019TNSTR.335....1N","2019TNSCR.381....1F",""
"34977","SN 2019bnh","14:21:54.995","+44:21:57.04","SN Ia","0.0782","","","ZTF","ZTF","ZTF","ZTF","ZTF18aaiiigm","P48 - ZTF-Cam","P60 - SEDM","1","1","","19.03","g-ZTF","2019-02-27 11:55:07.000","ZTF_AMPEL_NEW","","2019TNSTR.335....1N","2019TNSCR.424....1F",""
"34941","SN 2019bly","09:39:28.252","+22:09:43.48","SN Ia","0.08","","","ZTF","ZTF","ZTF","ZTF","ZTF19aadnmgf","P48 - ZTF-Cam","P60 - SEDM","1","1","","19.61","r-ZTF","2019-01-19 12:08:38.000","ZTF_Bot1","","2019TNSTR.326....1F","2019TNSCR.329....1F",""
"34937","SN 2019blu","11:10:11.748","+05:14:31.67","SN Ia","0.077","","","ZTF","ZTF","ZTF","ZTF","ZTF19aakisqk","P48 - ZTF-Cam","","1","1","","18.35","g-ZTF","2019-02-12 10:04:48.000","ZTF_Bot1","","2019TNSTR.326....1F","2019TNSCR.424....1F",""
"34936","SN 2019blt","08:06:30.340","-02:44:37.16","SN Ia","0.07","","","ZTF","ZTF","ZTF","ZTF","ZTF19aaknemm","P48 - ZTF-Cam","P60 - SEDM","1","1","","19.83","r-ZTF","2019-02-09 05:29:45.000","ZTF_Bot1","","2019TNSTR.326....1F","2019TNSCR.551....1F",""
"34931","SN 2019blp","16:34:25.455","+11:36:49.76","SN Ia","0.0501","","","ZTF, ATLAS","ZTF, ATLAS","Padova-Asiago, ZTF","ATLAS; ZTF","ZTF19aalryov","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","Ekar - AFOSC, P60 - SEDM","1","1","","17.72","r-ZTF","2019-03-01 11:29:45.000","ZTF_Bot1","","2019TNSTR.321....1F","2019TNSCR.337....1S, 2019TNSCR2775....1F",""
"34928","SN 2019blm","08:39:20.188","+17:11:16.97","SN Ia","0.067","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF19aalcwjt","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.45","g-ZTF","2019-02-27 05:40:05.000","ZTF_AMPEL_NEW","","2019TNSTR.322....1N","2019TNSCR.353....1F",""
"34921","SN 2019blf","11:31:05.664","+57:26:16.56","SN Ia","0.116","","","ZTF","ZTF","ZTF","ZTF","ZTF19aalaxsa","P48 - ZTF-Cam","","1","1","","19.29","g-ZTF","2019-02-27 06:15:38.000","ZTF_AMPEL_NEW","","2019TNSTR.322....1N","2019TNSCR.618....1F",""
"34920","SN 2019ble","10:41:12.123","+72:30:49.21","SN II-pec","0.04","","","ZTF","ZTF","ZTF","ZTF","ZTF19aaladlt","P48 - ZTF-Cam","P60 - SEDM","1","1","","18.96","g-ZTF","2019-02-27 06:20:30.000","ZTF_AMPEL_NEW","","2019TNSTR.322....1N","2019TNSCR.446....1F",""
"34881","SN 2019bjr","08:42:59.632","+59:34:04.27","SN IIP","0.035","","","ZTF, ATLAS","ZTF, ATLAS","TCD, ZTF","ATLAS; ZTF","ZTF19aaduufr","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","LT - SPRAT, P200 - DBSP","1","1","","18.64","g-ZTF","2019-01-20 13:13:26.000","ZTF_Bot1","","2019TNSTR.304....1F","2019TNSCR.584....1P, 2019TNSCR2803....1F",""
"34879","SN 2019bjp","15:26:46.692","+18:45:04.81","SN Ia-pec","0.09","","","ZTF","ZTF","ZTF","ZTF","ZTF19aaktpns","P48 - ZTF-Cam","P60 - SEDM","1","1","","19.28","g-ZTF","2019-02-25 09:35:40.000","ZTF_AMPEL_NEW","","2019TNSTR.305....1N","2019TNSCR.551....1F",""
"34857","SN 2019bit","11:35:48.898","+10:45:01.01","SN Ia","0.071","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF19aallvor","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","","1","1","","18.93","g-ZTF","2019-03-01 06:42:28.000","ZTF_AMPEL_NEW","","2019TNSTR.305....1N","2019TNSCR.424....1F",""
"34856","SN 2019bis","12:04:30.813","+23:51:25.87","SN Ia","0.088","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF19aalafip","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.26","r-ZTF","2019-03-01 07:29:09.000","ZTF_AMPEL_NEW","","2019TNSTR.305....1N","2019TNSCR.424....1F",""
