"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"60031","SN 2020kfb","14:43:46.690","+71:51:01.01","SN Ia","0.072","","","SGLF, ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF","ATLAS; GaiaAlerts; Pan-STARRS; ZTF","ZTF20aazsyvu","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","20.43","g-ZTF","2020-05-17 05:29:06.000","Perez-Fournon","","2020TNSTR1386....1P","2020TNSCR1592....1D",""
"60014","SN 2020kek","16:32:55.431","+00:33:07.33","SN Ia","0.095","","","ZTF, Pan-STARRS","ZTF, Pan-STARRS","SGLF","Pan-STARRS; ZTF","ZTF20ababkom","P48 - ZTF-Cam, PS1 - GPC1","P48 - ZTF-Cam","1","1","","19.11","r-ZTF","2020-05-17 07:01:38.784","ZTF_AMPEL_NEW","","2020TNSTR1390....1N","2020TNSCR1622....1M",""
"60013","SN 2020kej","15:01:40.840","+78:18:52.67","SN Ia","0.04","","","ZTF, ATLAS, Pan-STARRS, GaiaAlerts","ZTF, ATLAS, Pan-STARRS, GaiaAlerts","ZTF","ATLAS; GaiaAlerts; Pan-STARRS; ZTF","ZTF20aazymxi","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.68","r-ZTF","2020-05-17 06:49:41.664","ZTF_AMPEL_NEW","","2020TNSTR1390....1N","2020TNSCR1549....1D",""
"60012","SN 2020kei","18:53:28.928","+48:48:34.90","SN Ia","0.08","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF20aazpaki","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.7","r-ZTF","2020-05-14 09:25:18.912","ZTF_AMPEL_NEW","","2020TNSTR1390....1N","2020TNSCR1573....1D",""
"60009","SN 2020kef","12:35:01.393","+25:46:46.24","SN II","0.0295","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF20aazycgy","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","","1","1","","18.44","g-ZTF","2020-05-17 04:35:45.600","ZTF_AMPEL_NEW","","2020TNSTR1390....1N","2020TNSCR1985....1D",""
"60008","SN 2020kee","13:07:41.531","-07:36:12.54","SN Ia","0.06212","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF20aazxvox","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2","LT - SPRAT","1","1","","18.91","g-ZTF","2020-05-17 04:31:41.952","ZTF_AMPEL_NEW","","2020TNSTR1390....1N","2020TNSCR1638....1P",""
"59979","SN 2020kdb","16:35:59.385","+53:23:10.27","SN Ia","0.124","SDSS J163559.37+532310.2","0.24","ALeRCE, ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","SGLF","ATLAS; Pan-STARRS; ZTF","ZTF20aazqiel","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","LT - SPRAT","1","1","","20.1944","g-ZTF","2020-05-16 07:21:01.996","ALeRCE","","2020TNSTR1365....1F","2020TNSCR1799....1S",""
"59942","SN 2020kbq","17:14:23.528","+30:59:12.22","SN Ia","0.12","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF20aazooyu","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.59","r-ZTF","2020-05-15 09:48:25.632","ZTF_AMPEL_NEW","","2020TNSTR1376....1N","2020TNSCR1748....1D",""
"59937","SN 2020kbl","16:15:16.235","+21:05:36.18","SN Ia","0.079","","","ZTF, ATLAS, YSE","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF20aazpwen","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.53","r-ZTF","2020-05-15 09:39:38.592","ZTF_AMPEL_NEW","","2020TNSTR1376....1N","2020TNSCR1573....1D",""
"59936","SN 2020kbk","14:55:29.590","+32:49:54.01","SN Ia","0.06","","","ZTF, ATLAS, Pan-STARRS, GaiaAlerts","ZTF, ATLAS, Pan-STARRS, GaiaAlerts","ZTF","ATLAS; GaiaAlerts; Pan-STARRS; ZTF","ZTF20aazstdx","ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","19.13","r-ZTF","2020-05-16 06:36:20.736","ZTF_AMPEL_NEW","","2020TNSTR1376....1N","2020TNSCR1470....1D",""
