"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"28946","SN 2018fet","19:32:07.247","+00:22:43.80","SN Ia","0.032","","","ZTF","ZTF","ZTF","ZTF","ZTF18abiybfq","P48 - ZTF-Cam","P60 - SEDM","1","1","","18.16","r-ZTF","2018-07-22 06:33:07.000","ZTF_Bot1","","2018TNSTR1198....1F","2018TNSCR1221....1F",""
"28929","SN 2018fec","18:00:35.190","+61:41:51.83","SN Ia","0.075","","","ZTF, GaiaAlerts, ATLAS","ZTF, GaiaAlerts, ATLAS","ZTF","ATLAS; GaiaAlerts; ZTF","ZTF18abmmdif","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.8","g-ZTF","2018-08-10 08:16:47.000","ZTF_Bot1","","2018TNSTR1198....1F","2018TNSCR1200....1F",""
"28928","SN 2018feb","17:10:11.170","+21:38:56.62","SN Ia","0.0148","","","ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ePESSTO, ZTF","ATLAS; GaiaAlerts; Pan-STARRS; ZTF","ZTF18abmxahs","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","ESO-NTT - EFOSC2-NTT, P60 - SEDM","1","1","","19.33","g-ZTF","2018-08-16 03:56:09.000","ZTF_Bot1","","2018TNSTR1198....1F","2018TNSCR1212....1K, 2018TNSCR2136....1F",""
"28926","SN 2018fdz","18:15:18.542","+29:54:38.62","SN Ia","0.065","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF18abmmkaz","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","20.91","g-ZTF","2018-08-08 04:23:31.000","ZTF_Bot1","","2018TNSTR1198....1F","2018TNSCR1200....1F",""
"28925","SN 2018fdy","00:53:13.013","+20:42:52.95","SN Ia","0.0823","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF18abmogag","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P200 - DBSP","1","1","","18.93","g-ZTF","2018-08-13 10:04:48.000","ZTF_Bot1","","2018TNSTR1198....1F","2018TNSCR1232....1F",""
"28882","SN 2018fch","22:33:35.353","+41:46:59.50","SN Ia-91T-like","0.085","","","ZTF","ZTF","ZTF","ZTF","ZTF18ablwgop","P48 - ZTF-Cam","P200 - DBSP","1","1","","19.18","g-ZTF","2018-08-07 09:23:02.000","ZTF_Bot1","","2018TNSTR1174....1F","2018TNSCR1232....1F",""
"28881","SN 2018fcg","21:09:36.780","+33:28:59.52","SLSN-I","0.101","","","ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts","ZTF","ATLAS; GaiaAlerts; ZTF","ZTF18abmasep","ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, P48 - ZTF-Cam","P200 - DBSP","1","1","","20.62","g-ZTF","2018-08-07 08:54:14.000","ZTF_Bot1","","2018TNSTR1174....1F","2018TNSCR1232....1F",""
"28878","SN 2018fcd","15:40:11.089","+61:31:48.05","SN Ia","0.085","","","ZTF","ZTF","ZTF","ZTF","ZTF18ablhvfr","P48 - ZTF-Cam","P60 - SEDM","1","1","","20.21","g-ZTF","2018-08-03 04:14:52.000","ZTF_Bot1","","2018TNSTR1174....1F","2018TNSCR1250....1F",""
"28856","SN 2018fbh","15:36:31.984","+41:47:59.63","SN Ia","0.0414","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF18ablqlzp","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.18","g-ZTF","2018-08-06 04:27:50.000","ZTF_Bot1","","2018TNSTR1174....1F","2018TNSCR1176....1F",""
"28827","SN 2018fae","17:30:42.755","+62:49:52.07","SN Ia","0.08181","","","ZTF","ZTF","ZTF","ZTF","ZTF18ablongw","P48 - ZTF-Cam","P60 - SEDM","1","1","","19.96","g-ZTF","2018-08-04 07:20:38.000","ZTF_Bot1","","2018TNSTR1167....1F","2018TNSCR1200....1F",""
