"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"32433","SN 2018khw","13:29:31.245","+61:26:11.63","SN Ia","0.03128","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF18acwwonp","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.29","r-ZTF","2018-12-16 10:46:07.000","ZTF_AMPEL_NEW","","2018TNSTR1958....1N","2018TNSCR2016....1F",""
"32424","SN 2018khn","08:56:18.004","+52:32:57.92","SN IIn","0.091","","","ZTF, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF18acvgjqv","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","P200 - DBSP","1","1","","19.47","g-ZTF","2018-12-12 11:24:33.000","ZTF_AMPEL_NEW","","2018TNSTR1958....1N","2019TNSCR.188....1F",""
"32421","SN 2018khk","13:46:19.280","+14:10:51.92","SN Ia","0.0599","","","ZTF, GaiaAlerts","ZTF, GaiaAlerts","ZTF","GaiaAlerts; ZTF","ZTF18acwyqeg","Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","17.82","g-ZTF","2018-12-17 12:35:52.000","ZTF_AMPEL_NEW","","2018TNSTR1958....1N","2019TNSCR1277....1F",""
"32417","SN 2018khg","12:56:46.960","+79:55:33.11","SN Ia","0.029","","","ZTF","ZTF","ZTF","ZTF","ZTF18aczdetm","P48 - ZTF-Cam","LT - SPRAT","1","1","","20.25","g-ZTF","2018-12-17 12:12:08.000","ZTF_AMPEL_NEW","","2018TNSTR1958....1N","2018TNSCR1998....1F",""
"32414","SN 2018khd","08:32:09.170","-10:29:28.38","SN Ia","0.09","","","ZTF","ZTF","ZTF","ZTF","ZTF18acxwtyx","P48 - ZTF-Cam","P60 - SEDM","1","1","","18.9","r-ZTF","2018-12-17 11:21:44.000","ZTF_AMPEL_NEW","","2018TNSTR1958....1N","2018TNSCR1987....1F",""
"32413","SN 2018khc","08:25:36.144","+12:11:53.45","SN Ia","0.107","","","ZTF","ZTF","ZTF","ZTF","ZTF18acvwhaz","P48 - ZTF-Cam","P60 - SEDM","1","1","","19.39","r-ZTF","2018-12-13 11:38:11.000","ZTF_AMPEL_NEW","","2018TNSTR1958....1N","2019TNSCR..15....1F",""
"32406","SN 2018kgv","00:54:27.631","+24:37:43.93","SN Ia","0.08","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF18acxijqw","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.55","r-ZTF","2018-12-17 04:30:11.000","ZTF_AMPEL_NEW","","2018TNSTR1958....1N","2019TNSCR.338....1F",""
"32386","SN 2018kgb","11:49:28.076","+29:10:30.22","SN Ia","0.08","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF18acvwmpw","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","20.99","g-ZTF","2018-12-12 12:05:45.000","ZTF_Bot1","","2018TNSTR1950....1F","2019TNSCR.598....1F",""
"32380","SN 2018kfv","05:50:34.641","+13:17:57.13","SN Ia","0.011","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF18acwutbr","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.41","r-ZTF","2018-12-16 06:53:16.000","ZTF_Bot1","","2018TNSTR1950....1F","2019TNSCR..89....1F",""
"32379","SN 2018kfu","03:44:23.982","+41:59:43.26","SN Ia","0.04","","","ZTF","ZTF","ZTF","ZTF","ZTF18acvrfvv","P48 - ZTF-Cam","P60 - SEDM","1","1","","20.36","g-ZTF","2018-12-13 05:26:52.000","ZTF_Bot1","","2018TNSTR1950....1F","2018TNSCR1998....1F",""
"32377","SN 2018kfs","15:21:28.850","+15:08:20.62","SN Ia","0.02242","","","ZTF, GaiaAlerts","ZTF, GaiaAlerts","ZTF","GaiaAlerts; ZTF","ZTF18acusueb","Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","16.3","r-ZTF","2018-12-09 13:13:26.000","ZTF_Bot1","","2018TNSTR1950....1F","2018TNSCR2016....1F",""
"32362","SN 2018kfd","13:47:48.673","+35:03:31.78","SN Ia","0.076","","","ZTF","ZTF","ZTF","ZTF","ZTF18acwyowc","P48 - ZTF-Cam","P60 - SEDM","1","1","","19.69","g-ZTF","2018-12-16 12:47:13.000","ZTF_AMPEL_NEW","","2018TNSTR1951....1N","2018TNSCR1987....1F",""
"32349","SN 2018keq","23:22:41.965","+21:00:43.26","SN Ic-BL","0.04","","","ZTF","ZTF","ZTF","ZTF","ZTF18acxgoki","P48 - ZTF-Cam","","1","1","","19.0308","r-ZTF","2018-12-17 02:13:51.000","ZTF_AMPEL_NEW","","2018TNSTR1951....1N","2019TNSCR..32....1F",""
"32330","SN 2018kdx","12:08:03.350","+39:14:42.40","SN Ia","0.032","","","ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF","ATLAS; GaiaAlerts; Pan-STARRS; ZTF","ZTF18acusrws","ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","17.6686","g-ZTF","2018-12-12 12:17:29.000","ZTF_AMPEL_NEW","","2018TNSTR1951....1N","2018TNSCR1986....1F",""
"32264","SN 2018kbj","14:01:32.138","+31:09:09.79","SN Ia","0.076","","","ZTF","ZTF","ZTF","ZTF","ZTF18acyctqi","P48 - ZTF-Cam","P60 - SEDM","1","1","","18.95","g-ZTF","2018-12-14 12:43:12.000","ZTF_Bot1","","2018TNSTR2062....1F","2019TNSCR1277....1F",""
"32262","SN 2018kbh","14:57:09.310","+52:20:51.47","SN Ia","0.02586","","","ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts","ZTF","ATLAS; GaiaAlerts; ZTF","ZTF18acyarki","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","17.66","g-ZTF","2018-12-10 12:17:16.000","ZTF_Bot1","","2018TNSTR2062....1F","2018TNSCR1953....1F",""
"32259","SN 2018kbe","14:16:27.529","+65:31:30.64","SN Ia","0.03","","","ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF","ATLAS; GaiaAlerts; Pan-STARRS; ZTF","ZTF18acvwbos","ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","P200 - DBSP","1","1","","17.64","r-ZTF","2018-12-13 12:17:16.000","ZTF_Bot1","","2018TNSTR2062....1F","2019TNSCR..29....1F",""
"32258","SN 2018kbd","14:05:32.280","+55:18:36.72","SN Ia","0.0514","","","ZTF, GaiaAlerts","ZTF, GaiaAlerts","ZTF","GaiaAlerts; ZTF","ZTF18acvwchp","Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","17.73","r-ZTF","2018-12-13 12:18:43.000","ZTF_Bot1","","2018TNSTR2062....1F","2018TNSCR1987....1F",""
"32257","SN 2018kbc","14:11:02.336","+54:31:49.47","SN Ia","0.102082","","","ZTF, Pan-STARRS","ZTF, Pan-STARRS","ZTF","Pan-STARRS; ZTF","ZTF18acvwcig","P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.94","r-ZTF","2018-12-13 12:18:43.000","ZTF_Bot1","","2018TNSTR2062....1F","2018TNSCR1987....1F",""
"32122","SN 2018jvy","07:24:30.586","+49:57:57.03","SN Ia","0.07","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF18acuscgc","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.6559","r-ZTF","2018-12-09 12:21:36.000","ZTF_AMPEL_NEW","","2018TNSTR1925....1N","2018TNSCR1987....1F",""
