"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"54808","SN 2020dln","12:40:49.389","+25:45:01.34","SN Ia","0.059594","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF18aahshhp","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.13","r-ZTF","2020-02-25 11:35:32.064","ZTF_AMPEL_COMPLETE","","2020TNSTR.643....1N","2020TNSCR.717....1D",""
"54794","SN 2020dkz","10:45:05.060","+23:48:35.64","SN Ia","0.08","","","SGLF, ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZUDS","ATLAS; Pan-STARRS; ZTF","ZTF20aaqgmji","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","P200 - DBSP","1","1","","20.965","g-ZTF","2020-02-19 06:38:21.000","Perez-Fournon","","2020TNSTR.641....1P","2020TNSCR.821....1N",""
"54783","SN 2020dko","13:39:57.059","+00:49:41.48","SN Ia","0.0225","NGC 5258","0.022539","ALeRCE, ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ePESSTO+","ATLAS; Pan-STARRS; ZTF","ZTF20aarbget","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2","ESO-NTT - EFOSC2-NTT","1","1","","19.1517","r-ZTF","2020-02-25 11:58:53.999","ALeRCE","","2020TNSTR.630....1F","2020TNSCR.666....1A",""
"54781","SN 2020dkm","13:37:29.376","+04:06:16.94","SN Ia","0.0231","NGC 5246","0.023124","ALeRCE, ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF20aarasxl","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","LT - SPRAT","1","1","","18.7529","g-ZTF","2020-02-25 10:34:20.004","ALeRCE","","2020TNSTR.630....1F","2020TNSCR.862....1P",""
"54757","SN 2020djo","16:40:54.540","+48:53:43.25","SN II","0.04106","","","ZTF, Pan-STARRS","ZTF, Pan-STARRS","ZTF","Pan-STARRS; ZTF","ZTF20aarblcr","P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.98","r-ZTF","2020-02-25 12:38:52.800","ZTF_AMPEL_NEW","","2020TNSTR.624....1N","2020TNSCR.753....1D",""
"54756","SN 2020djn","17:04:23.300","+28:27:46.48","SN II","0.03129","","","ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF","ATLAS; GaiaAlerts; Pan-STARRS; ZTF","ZTF20aarbktd","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","18.07","r-ZTF","2020-02-25 12:34:52.608","ZTF_AMPEL_NEW","","2020TNSTR.624....1N","2020TNSCR.717....1D",""
"54726","SN 2020dij","14:18:54.246","+26:35:39.99","SN Ia","0.0355","","","ZTF","ZTF","ZTF","ZTF","ZTF20aaqtebg","P48 - ZTF-Cam","P60 - SEDM","1","1","","18.99","r-ZTF","2020-02-24 11:57:32.256","ZTF_AMPEL_NEW","","2020TNSTR.624....1N","2020TNSCR.766....1D",""
"54725","SN 2020dii","13:35:34.008","+43:36:12.06","SN Ia","0.06","","","ZTF","ZTF","ZTF","ZTF","ZTF20aaqhtcd","P48 - ZTF-Cam","P60 - SEDM","1","1","","20.8","g-ZTF","2020-02-21 09:09:45.792","ZTF_AMPEL_NEW","","2020TNSTR.624....1N","2020TNSCR.703....1D",""
"54719","SN 2020dic","11:55:54.370","+80:12:33.70","SN Ia","0.04","","","ZTF, ATLAS, Pan-STARRS, GaiaAlerts","ZTF, ATLAS, Pan-STARRS, GaiaAlerts","ZTF","ATLAS; GaiaAlerts; Pan-STARRS; ZTF","ZTF20aaqvzko","ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.59","r-ZTF","2020-02-25 04:55:05.000","ZTF_AMPEL_NEW","","2020TNSTR.624....1N","2020TNSCR.731....1D",""
"54703","SN 2020dhm","16:23:11.590","+36:41:43.73","SN Ic","0.0336","WISEA J162311.57+364143.1","0.03383","ALeRCE, ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF","ATLAS; GaiaAlerts; Pan-STARRS; ZTF","ZTF20aaqtlwo","ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS2 - GPC2","P200 - DBSP","1","1","","19.7618","r-ZTF","2020-02-24 12:28:57.000","ALeRCE","","2020TNSTR.617....1F","2020TNSCR1756....1D",""
