"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"53820","SN 2020bzv","10:33:29.916","+49:19:02.06","SN Ia","0.0439","CGCG 240-054 NED01","0.043965","ALeRCE, ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF20aambbfn","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","LT - SPRAT","1","1","","19.6111","g-ZTF","2020-02-07 05:48:39.000","ALeRCE","","2020TNSTR.413....1B","2020TNSCR.561....1P",""
"53805","SN 2020bzg","18:07:59.998","+32:52:40.97","SN Ia","0.07","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF20aamhocj","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2","P60 - SEDM","1","1","","17.91","g-ZTF","2020-02-07 11:38:00.000","ZTF_AMPEL_NEW","","2020TNSTR.418....1N","2020TNSCR.513....1D",""
"53802","SN 2020bzd","16:34:01.463","+62:49:25.37","SN Ia","0.11","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF20aamdyal","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.42","g-ZTF","2020-02-07 11:44:45.000","ZTF_AMPEL_NEW","","2020TNSTR.418....1N","2020TNSCR.464....1D",""
"53801","SN 2020bzc","11:22:06.410","+17:45:42.90","SN Ia","0.086","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF20aamdqiz","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.44","r-ZTF","2020-02-07 07:27:25.000","ZTF_AMPEL_NEW","","2020TNSTR.418....1N","2020TNSCR.501....1D",""
"53800","SN 2020bzb","11:23:30.091","+29:13:47.26","SN Ia","0.0726","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF20aamaqak","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.78","r-ZTF","2020-02-04 12:07:48.000","ZTF_AMPEL_NEW","","2020TNSTR.418....1N","2020TNSCR.444....1D",""
"53799","SN 2020bza","09:46:26.006","+21:13:45.01","SN Ia-91T-like","0.0885","","","ZTF, ATLAS","ZTF, ATLAS","ZTF, ePESSTO+","ATLAS; ZTF","ZTF20aamfpcj","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","ESO-NTT - EFOSC2-NTT, P60 - SEDM","1","1","","19.95","g-ZTF","2020-02-04 10:05:19.000","ZTF_AMPEL_NEW","","2020TNSTR.418....1N","2020TNSCR.560....1D, 2020TNSCR1496....1A",""
"53788","SN 2020byp","16:09:19.640","+15:49:20.24","SN Ic","0.041","SDSS J160919.57+154920.7","0.041","ALeRCE, GaiaAlerts, ZTF, Pan-STARRS","ZTF, GaiaAlerts, Pan-STARRS","ePESSTO+","GaiaAlerts; Pan-STARRS; ZTF","ZTF20aamdyln","Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2","ESO-NTT - EFOSC2-NTT","1","1","","19.9091","r-ZTF","2020-02-06 13:01:18.000","ALeRCE","","2020TNSTR.405....1B","2020TNSCR.676....1A",""
"53773","SN 2020byb","17:26:01.357","+34:37:38.51","SN Ia","0.08","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF18aarvjhs","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.97","g-ZTF","2020-02-06 11:12:50.000","ZTF_AMPEL_NEW","","2020TNSTR.411....1N","2020TNSCR.560....1D",""
"53760","SN 2020bxp","14:48:28.931","-05:18:14.99","SN Ia","0.03","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF20aalrksw","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2","LT - SPRAT","1","1","","20.1","g-ZTF","2020-02-02 12:04:40.000","ZTF_AMPEL_NEW","","2020TNSTR.411....1N","2020TNSCR.445....1P",""
"53748","SN 2020bxd","09:16:07.545","-08:58:07.89","SN Ia","0.06","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF20aamcvyp","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","LT - SPRAT","1","1","","19.45","g-ZTF","2020-02-02 05:58:44.000","ZTF_AMPEL_NEW","","2020TNSTR.411....1N","2020TNSCR.453....1P",""
"53736","SN 2020bws","13:29:11.628","+38:13:25.74","SN II","0.055511","SDSS J132912.29+381325.6","0.055488","SGLF, ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF20aamazzl","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P200 - DBSP","1","1","","20.978","g-ZTF","2020-02-02 11:50:43.000","Perez-Fournon","","2020TNSTR.399....1P","2020TNSCR1891....1D",""
