ztf_object_id,obs_num,mjd_cutoff,feature_amplitude_magn_g,feature_anderson_darling_normal_magn_g,feature_beyond_1_std_magn_g,feature_beyond_2_std_magn_g,feature_cusum_magn_g,feature_eta_e_magn_g,feature_inter_percentile_range_2_magn_g,feature_inter_percentile_range_10_magn_g,feature_inter_percentile_range_25_magn_g,feature_kurtosis_magn_g,feature_linear_fit_slope_magn_g,feature_linear_fit_slope_sigma_magn_g,feature_linear_fit_reduced_chi2_magn_g,feature_linear_trend_magn_g,feature_linear_trend_sigma_magn_g,feature_linear_trend_noise_magn_g,feature_magnitude_percentage_ratio_40_5_magn_g,feature_magnitude_percentage_ratio_20_5_magn_g,feature_maximum_slope_magn_g,feature_mean_magn_g,feature_median_absolute_deviation_magn_g,feature_percent_amplitude_magn_g,feature_percent_difference_magnitude_percentile_5_magn_g,feature_percent_difference_magnitude_percentile_10_magn_g,feature_median_buffer_range_percentage_10_magn_g,feature_median_buffer_range_percentage_20_magn_g,feature_period_0_magn_g,feature_period_s_to_n_0_magn_g,feature_period_1_magn_g,feature_period_s_to_n_1_magn_g,feature_period_2_magn_g,feature_period_s_to_n_2_magn_g,feature_period_3_magn_g,feature_period_s_to_n_3_magn_g,feature_period_4_magn_g,feature_period_s_to_n_4_magn_g,feature_periodogram_amplitude_magn_g,feature_periodogram_beyond_2_std_magn_g,feature_periodogram_beyond_3_std_magn_g,feature_periodogram_standard_deviation_magn_g,feature_chi2_magn_g,feature_skew_magn_g,feature_standard_deviation_magn_g,feature_stetson_k_magn_g,feature_weighted_mean_magn_g,feature_anderson_darling_normal_flux_g,feature_cusum_flux_g,feature_eta_e_flux_g,feature_excess_variance_flux_g,feature_kurtosis_flux_g,feature_mean_variance_flux_g,feature_chi2_flux_g,feature_skew_flux_g,feature_stetson_k_flux_g,gmomentXX,gmomentXY,gmomentYY,gmomentR1,gmomentRH,gPSFFlux,gApFlux,gKronFlux,gKronRad,gExtNSigma,rmomentXX,rmomentXY,rmomentYY,rmomentR1,rmomentRH,rPSFFlux,rApFlux,rKronFlux,rKronRad,rExtNSigma,imomentXX,imomentXY,imomentYY,imomentR1,imomentRH,iPSFFlux,iApFlux,iKronFlux,iKronRad,iExtNSigma,zmomentXX,zmomentXY,zmomentYY,zmomentR1,zmomentRH,zPSFFlux,zApFlux,zKronFlux,zKronRad,zExtNSigma,ymomentXX,ymomentXY,ymomentYY,ymomentR1,ymomentRH,yPSFFlux,yApFlux,yKronFlux,yKronRad,yExtNSigma,i-z,gApMag_gKronMag,rApMag_rKronMag,iApMag_iKronMag,zApMag_zKronMag,yApMag_yKronMag,7DCD,dist/DLR,ILRT,SLSN-I,SLSN-II,SN,SNII,SNII-pec,SNIIP,SNIIb,SNIIn,SNIa-norm,SN Ia-91T-like,SNIa-91bg-like,SNIa-CSM,SNIa-Ca-rich,SNIa-pec,SN Iax[02cx-like],SNIb,SNIb-Ca-rich,SNIb/c,SNIbc,SNIbn,SNIc,SNIc-BL,SNIcn,TDE,NA,PHOT
2021ypp,3,59467.426,0.19350000000000023,0.21686419084650504,0.25,0.0,0.3674432324407017,0.5127590079689671,0.38700000000000045,0.38700000000000045,0.20300000000000296,3.31588599046594,0.08840957466279513,0.03181541837891889,0.467914189650664,0.09572289214534573,0.020284464006959036,0.060879414804871135,0.03927648929970975,0.714728717964128,0.1450236966824232,19.9685,0.040500000000001535,0.3155000000000001,0.019439909581815924,0.019439909581815924,0.5,0.5,10.858666666666979,2.1771258962764652,6.786666666666861,2.1725654607263984,1.7513978494624156,0.6882860056026038,2.4678787878788584,0.514510947181112,1.206518518518553,-0.09394927200394672,0.6472067399120245,0.09375,0.0,0.3774189498795688,2.8859044340815747,1.7554604934007683,0.17315599902977638,0.7588243999193248,19.935841379286817,0.19754997161318022,0.3646199823033597,0.5218167691785789,0.013638325257432894,3.0997572774602844,0.14803388260247188,3.3820426595130475,-1.6648814251912156,0.8374161906667713,0.3612639904022217,0.0018273700261488,0.3432370126247406,3.3382599353790283,1.218109965324402,6.018239946570248e-05,0.0001865889935288,0.0003622669901233,8.345649719238281,41.76250076293945,0.3184190094470978,-0.0028267300222069,0.3049699962139129,3.279550075531006,1.1768900156021118,8.872470061760396e-05,0.0002431720058666,0.0004909299896098,8.198880195617676,36.55189895629883,0.2790850102901459,-0.0028820699080824,0.2699680030345917,3.1314001083374023,1.139340043067932,0.0001126479983213,0.0002955769887194,0.0006278760265558,7.828499794006348,30.036300659179688,0.3005369901657104,-0.0005364189855754,0.2898899912834167,2.808720111846924,1.1471099853515625,0.0001393379934597,0.0003577099996618,0.0006467010243795,7.021810054779053,37.22769927978516,0.2102109938859939,-0.0032811800483614,0.2165520042181015,2.469089984893799,1.0520399808883667,0.0001364420022582,0.0003407339972909,0.0007318250136449,6.172729969024658,39.13859939575195,0.20710182189941406,0.7203998565673828,0.7626991271972656,0.8180007934570312,0.6429996490478516,0.8299999237060547,29.483941171074456,0.5616520632034296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021ypp,4,59467.56,0.3105000000000011,0.33354193342726807,0.2,0.0,0.41331627384687003,12.10346137975857,0.6210000000000022,0.6210000000000022,0.3990000000000009,-0.8920912486887103,0.1295654311706098,0.024305511540890747,1.651565883770474,0.13187396240063043,0.03169232929786049,0.11758121031264276,0.26167471819645866,0.7616747181964587,1.7462686567399461,20.0662,0.08100000000000307,0.5399999999999991,0.03117939448712166,0.03117939448712166,0.4,0.4,5.841666666664322,2.62118810283065,1.8129310344820309,0.6383742490333754,1.2226744186041605,0.38101842897412047,2.5035714285704236,0.05638431561544217,0.9388392857139088,0.03891616165382172,0.9915443033764331,0.078125,0.0,0.46732494632495436,8.342769505061066,0.9688470801428718,0.26497867838752637,0.8826664605364314,20.037996491338056,0.3097066677421433,0.4186352401607982,8.32148150116243,0.04235183559263519,-1.5466748746365555,0.22530066069672078,9.371034456629081,-0.8042423978796456,0.9043162285097145,0.3612639904022217,0.0018273700261488,0.3432370126247406,3.3382599353790283,1.218109965324402,6.018239946570248e-05,0.0001865889935288,0.0003622669901233,8.345649719238281,41.76250076293945,0.3184190094470978,-0.0028267300222069,0.3049699962139129,3.279550075531006,1.1768900156021118,8.872470061760396e-05,0.0002431720058666,0.0004909299896098,8.198880195617676,36.55189895629883,0.2790850102901459,-0.0028820699080824,0.2699680030345917,3.1314001083374023,1.139340043067932,0.0001126479983213,0.0002955769887194,0.0006278760265558,7.828499794006348,30.036300659179688,0.3005369901657104,-0.0005364189855754,0.2898899912834167,2.808720111846924,1.1471099853515625,0.0001393379934597,0.0003577099996618,0.0006467010243795,7.021810054779053,37.22769927978516,0.2102109938859939,-0.0032811800483614,0.2165520042181015,2.469089984893799,1.0520399808883667,0.0001364420022582,0.0003407339972909,0.0007318250136449,6.172729969024658,39.13859939575195,0.20710182189941406,0.7203998565673828,0.7626991271972656,0.8180007934570312,0.6429996490478516,0.8299999237060547,29.483941171074456,0.5616520632034296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021ypp,5,59467.56,0.3105000000000011,0.33354193342726807,0.2,0.0,0.41331627384687003,12.10346137975857,0.6210000000000022,0.6210000000000022,0.3990000000000009,-0.8920912486887103,0.1295654311706098,0.024305511540890747,1.651565883770474,0.13187396240063043,0.03169232929786049,0.11758121031264276,0.26167471819645866,0.7616747181964587,1.7462686567399461,20.0662,0.08100000000000307,0.5399999999999991,0.03117939448712166,0.03117939448712166,0.4,0.4,5.841666666664322,2.62118810283065,1.8129310344820309,0.6383742490333754,1.2226744186041605,0.38101842897412047,2.5035714285704236,0.05638431561544217,0.9388392857139088,0.03891616165382172,0.9915443033764331,0.078125,0.0,0.46732494632495436,8.342769505061066,0.9688470801428718,0.26497867838752637,0.8826664605364314,20.037996491338056,0.3097066677421433,0.4186352401607982,8.32148150116243,0.04235183559263519,-1.5466748746365555,0.22530066069672078,9.371034456629081,-0.8042423978796456,0.9043162285097145,0.3612639904022217,0.0018273700261488,0.3432370126247406,3.3382599353790283,1.218109965324402,6.018239946570248e-05,0.0001865889935288,0.0003622669901233,8.345649719238281,41.76250076293945,0.3184190094470978,-0.0028267300222069,0.3049699962139129,3.279550075531006,1.1768900156021118,8.872470061760396e-05,0.0002431720058666,0.0004909299896098,8.198880195617676,36.55189895629883,0.2790850102901459,-0.0028820699080824,0.2699680030345917,3.1314001083374023,1.139340043067932,0.0001126479983213,0.0002955769887194,0.0006278760265558,7.828499794006348,30.036300659179688,0.3005369901657104,-0.0005364189855754,0.2898899912834167,2.808720111846924,1.1471099853515625,0.0001393379934597,0.0003577099996618,0.0006467010243795,7.021810054779053,37.22769927978516,0.2102109938859939,-0.0032811800483614,0.2165520042181015,2.469089984893799,1.0520399808883667,0.0001364420022582,0.0003407339972909,0.0007318250136449,6.172729969024658,39.13859939575195,0.20710182189941406,0.7203998565673828,0.7626991271972656,0.8180007934570312,0.6429996490478516,0.8299999237060547,29.483941171074456,0.5616520632034296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021ypp,6,59470.39,0.6105,0.4282251939987507,0.16666666666666666,0.0,0.37375765255662224,5.62108182012217,1.221,1.1547997696399683,0.559000000000001,1.1966523326731675,0.14945888665028947,0.020650094369593763,1.8407342540232075,0.1756264706899052,0.025726886214099444,0.14736685599066132,0.2713349972661635,0.6204751117809404,1.7462686567399461,20.231333333333332,0.20300000000000118,0.9869999999999983,0.060837070254110615,0.05753860337020271,0.0,0.0,16.88640000000014,2.3996498841821325,4.443789473684247,1.067225496732031,3.0154285714285964,-0.18970744801430464,1.593056603773598,-0.21971461640314166,2.1108000000000176,-0.2258804246764332,1.0783479792477735,0.078125,0.0,0.6434635677601458,11.94940540924072,1.294150151194551,0.46881240029106136,0.8996666614302243,20.082827478411236,0.3251883683332854,0.40439241658038744,5.967996308429034,0.11671186324194752,-0.6750136015875148,0.3555302480646827,16.54495838397137,-0.7808665315782466,0.8733784263344581,0.3612639904022217,0.0018273700261488,0.3432370126247406,3.3382599353790283,1.218109965324402,6.018239946570248e-05,0.0001865889935288,0.0003622669901233,8.345649719238281,41.76250076293945,0.3184190094470978,-0.0028267300222069,0.3049699962139129,3.279550075531006,1.1768900156021118,8.872470061760396e-05,0.0002431720058666,0.0004909299896098,8.198880195617676,36.55189895629883,0.2790850102901459,-0.0028820699080824,0.2699680030345917,3.1314001083374023,1.139340043067932,0.0001126479983213,0.0002955769887194,0.0006278760265558,7.828499794006348,30.036300659179688,0.3005369901657104,-0.0005364189855754,0.2898899912834167,2.808720111846924,1.1471099853515625,0.0001393379934597,0.0003577099996618,0.0006467010243795,7.021810054779053,37.22769927978516,0.2102109938859939,-0.0032811800483614,0.2165520042181015,2.469089984893799,1.0520399808883667,0.0001364420022582,0.0003407339972909,0.0007318250136449,6.172729969024658,39.13859939575195,0.20710182189941406,0.7203998565673828,0.7626991271972656,0.8180007934570312,0.6429996490478516,0.8299999237060547,29.483941171074456,0.5616520632034296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021ypp,7,59474.364,0.6105,0.39913329950336374,0.14285714285714285,0.0,0.38875593418140103,9.19091327654032,1.221,1.092599834799767,0.5692500000000003,0.4568151742663682,0.10771118336473164,0.01601544265214956,3.523844130208574,0.08540514858109602,0.034402326987773006,0.32105700829591316,0.30958237636294217,0.5267812826904887,1.7462686567399461,20.26642857142857,0.3059999999999974,0.8339999999999996,0.060376798694555714,0.054027584176421256,0.14285714285714285,0.14285714285714285,16.05625000000297,2.8684880507599777,4.429310344828405,1.7367082120814683,1.0704166666668649,1.4676714530042787,1.3242268041239562,0.7797673489614885,2.1408333333337297,0.4222105341093949,1.3024147819974377,0.046875,0.0,0.6230652599489243,10.475167161638236,0.9387041312923236,0.43792231318003444,0.8999610264336526,20.0958662921049,0.3446492337062953,0.4100950341818682,9.356792627026682,0.11097383254839743,-1.2242742335096164,0.35131960801086337,13.95926599656862,-0.34938081745388394,0.8479869475883662,0.3612639904022217,0.0018273700261488,0.3432370126247406,3.3382599353790283,1.218109965324402,6.018239946570248e-05,0.0001865889935288,0.0003622669901233,8.345649719238281,41.76250076293945,0.3184190094470978,-0.0028267300222069,0.3049699962139129,3.279550075531006,1.1768900156021118,8.872470061760396e-05,0.0002431720058666,0.0004909299896098,8.198880195617676,36.55189895629883,0.2790850102901459,-0.0028820699080824,0.2699680030345917,3.1314001083374023,1.139340043067932,0.0001126479983213,0.0002955769887194,0.0006278760265558,7.828499794006348,30.036300659179688,0.3005369901657104,-0.0005364189855754,0.2898899912834167,2.808720111846924,1.1471099853515625,0.0001393379934597,0.0003577099996618,0.0006467010243795,7.021810054779053,37.22769927978516,0.2102109938859939,-0.0032811800483614,0.2165520042181015,2.469089984893799,1.0520399808883667,0.0001364420022582,0.0003407339972909,0.0007318250136449,6.172729969024658,39.13859939575195,0.20710182189941406,0.7203998565673828,0.7626991271972656,0.8180007934570312,0.6429996490478516,0.8299999237060547,29.483941171074456,0.5616520632034296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021ypp,8,59485.52,0.6105,0.44459521239443667,0.25,0.0,0.3903413182039683,26.714394612119857,1.221,1.0283998886346808,0.5594999999999999,0.3625415561015366,0.03604680967763789,0.007216607247792768,7.123919367962732,0.027747089293352605,0.0200720254194608,0.38602765594050764,0.2605241502922762,0.4710073721984895,1.7462686567399461,20.288874999999997,0.27999999999999936,0.7225000000000001,0.060045735080774064,0.05057414190831743,0.0,0.25,15.832857142855314,2.7224206999664324,13.332932330825527,2.5786890953564447,42.22095238094751,1.310558004378336,9.047346938774465,0.9652485656636927,4.523673469387233,0.951750003533095,1.4587847205441353,0.0703125,0.0,0.7674481676213093,9.670477503526342,0.7280971713670975,0.4103780269458879,0.9064241854366191,20.118008371963594,0.4367430975829204,0.4082048250106165,26.552270049506774,0.10376357826463879,-1.1833550313988486,0.34193023181793347,12.143599383267743,-0.07086709618274459,0.8298681954821294,0.3612639904022217,0.0018273700261488,0.3432370126247406,3.3382599353790283,1.218109965324402,6.018239946570248e-05,0.0001865889935288,0.0003622669901233,8.345649719238281,41.76250076293945,0.3184190094470978,-0.0028267300222069,0.3049699962139129,3.279550075531006,1.1768900156021118,8.872470061760396e-05,0.0002431720058666,0.0004909299896098,8.198880195617676,36.55189895629883,0.2790850102901459,-0.0028820699080824,0.2699680030345917,3.1314001083374023,1.139340043067932,0.0001126479983213,0.0002955769887194,0.0006278760265558,7.828499794006348,30.036300659179688,0.3005369901657104,-0.0005364189855754,0.2898899912834167,2.808720111846924,1.1471099853515625,0.0001393379934597,0.0003577099996618,0.0006467010243795,7.021810054779053,37.22769927978516,0.2102109938859939,-0.0032811800483614,0.2165520042181015,2.469089984893799,1.0520399808883667,0.0001364420022582,0.0003407339972909,0.0007318250136449,6.172729969024658,39.13859939575195,0.20710182189941406,0.7203998565673828,0.7626991271972656,0.8180007934570312,0.6429996490478516,0.8299999237060547,29.483941171074456,0.5616520632034296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021ypp,9,59487.269,0.6105,0.475536767719273,0.3333333333333333,0.0,0.3805250709254109,23.701659315770325,1.221,0.9641996659040437,0.5497499999999995,0.6341033133638145,0.02441018876012736,0.0051290289519970835,6.85680091717349,0.017988962635917833,0.014753126256640891,0.37364861207160305,0.16437345289188326,0.46461916819251614,1.7462686567399461,20.298,0.1479999999999997,0.6859999999999999,0.05993814736635414,0.047331975156057325,0.1111111111111111,0.4444444444444444,14.160197368421569,2.8059416833268633,16.815234375000614,2.7211560263918733,38.434821428572825,1.4949999303635848,9.27737068965551,1.0060532672253937,4.410553278688686,0.7248105171567,1.5307926703265764,0.078125,0.0,0.8254443495453,8.830975367464802,0.6549675578798199,0.3848483467549262,0.9005049643401336,20.13552288057464,0.49665604387552936,0.4037460189892166,23.28379797386196,0.09344648656411382,-0.8969717797116585,0.3270569952290949,10.661653769888055,0.08513010142546755,0.7985402208426403,0.3612639904022217,0.0018273700261488,0.3432370126247406,3.3382599353790283,1.218109965324402,6.018239946570248e-05,0.0001865889935288,0.0003622669901233,8.345649719238281,41.76250076293945,0.3184190094470978,-0.0028267300222069,0.3049699962139129,3.279550075531006,1.1768900156021118,8.872470061760396e-05,0.0002431720058666,0.0004909299896098,8.198880195617676,36.55189895629883,0.2790850102901459,-0.0028820699080824,0.2699680030345917,3.1314001083374023,1.139340043067932,0.0001126479983213,0.0002955769887194,0.0006278760265558,7.828499794006348,30.036300659179688,0.3005369901657104,-0.0005364189855754,0.2898899912834167,2.808720111846924,1.1471099853515625,0.0001393379934597,0.0003577099996618,0.0006467010243795,7.021810054779053,37.22769927978516,0.2102109938859939,-0.0032811800483614,0.2165520042181015,2.469089984893799,1.0520399808883667,0.0001364420022582,0.0003407339972909,0.0007318250136449,6.172729969024658,39.13859939575195,0.20710182189941406,0.7203998565673828,0.7626991271972656,0.8180007934570312,0.6429996490478516,0.8299999237060547,29.483941171074456,0.5616520632034296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021ypp,10,59488.34,0.6105,0.48209213082412106,0.4,0.0,0.38188703499447757,19.68004815170218,1.221,0.9359999999999999,0.5599999999999987,0.3635986647174816,0.023580149706128956,0.004497418554690458,6.013864992749154,0.017186594295469947,0.011726764671757013,0.34978082901342317,0.12653562653563133,0.49590499590499526,1.7462686567399461,20.3231,0.16300000000000026,0.6484999999999985,0.05982801283778818,0.04586324325648627,0.3,0.4,17.35138888888691,3.0253164551059775,14.611695906431082,2.951007211214344,46.27037037036509,1.5671734126416514,9.254074074073019,1.4027908691314137,4.477777777777266,0.7453864458822552,1.678236719435355,0.0703125,0.0078125,0.8685072843837238,8.400044274354599,0.4186816582365661,0.3714187364387769,0.8992779675356963,20.152243404263206,0.5835137128884519,0.40467144019595724,19.005429869980496,0.09190762842889152,-0.8350842913308894,0.3261375325217561,9.723010074398916,0.30675244422900494,0.7902154290733093,0.3612639904022217,0.0018273700261488,0.3432370126247406,3.3382599353790283,1.218109965324402,6.018239946570248e-05,0.0001865889935288,0.0003622669901233,8.345649719238281,41.76250076293945,0.3184190094470978,-0.0028267300222069,0.3049699962139129,3.279550075531006,1.1768900156021118,8.872470061760396e-05,0.0002431720058666,0.0004909299896098,8.198880195617676,36.55189895629883,0.2790850102901459,-0.0028820699080824,0.2699680030345917,3.1314001083374023,1.139340043067932,0.0001126479983213,0.0002955769887194,0.0006278760265558,7.828499794006348,30.036300659179688,0.3005369901657104,-0.0005364189855754,0.2898899912834167,2.808720111846924,1.1471099853515625,0.0001393379934597,0.0003577099996618,0.0006467010243795,7.021810054779053,37.22769927978516,0.2102109938859939,-0.0032811800483614,0.2165520042181015,2.469089984893799,1.0520399808883667,0.0001364420022582,0.0003407339972909,0.0007318250136449,6.172729969024658,39.13859939575195,0.20710182189941406,0.7203998565673828,0.7626991271972656,0.8180007934570312,0.6429996490478516,0.8299999237060547,29.483941171074456,0.5616520632034296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021ypp,11,59489.341,0.6105,0.38058206128541044,0.45454545454545453,0.0,0.3814515201045992,15.446440287854664,1.221,0.9959998791217792,0.5374999999999979,-0.26399536468044627,0.024692186221457437,0.004053164793785151,5.381829455528598,0.01908545562646713,0.009927928751182558,0.33238603216878243,0.08550634117940878,0.5790809492921125,1.7462686567399461,20.361363636363635,0.22300000000000253,0.6109999999999971,0.058801229558881424,0.04871367891625644,0.2727272727272727,0.45454545454545453,17.86606250000068,3.30700479393488,9.857137931034858,1.8874530051314635,47.64283333333514,1.451783915821185,4.537412698412871,0.8556459256515456,7.1464250000002725,0.22086140222748638,1.922454405362854,0.0546875,0.015625,0.9253963859204429,8.554984985126094,0.15681576286589832,0.3745154930646454,0.8957861283344009,20.17476489824007,0.5697253407452891,0.4023297135606592,14.978523357341047,0.0992094004476824,-0.8408360197098586,0.3382345829996652,9.493124875068261,0.4740404131831514,0.7859593271169173,0.3612639904022217,0.0018273700261488,0.3432370126247406,3.3382599353790283,1.218109965324402,6.018239946570248e-05,0.0001865889935288,0.0003622669901233,8.345649719238281,41.76250076293945,0.3184190094470978,-0.0028267300222069,0.3049699962139129,3.279550075531006,1.1768900156021118,8.872470061760396e-05,0.0002431720058666,0.0004909299896098,8.198880195617676,36.55189895629883,0.2790850102901459,-0.0028820699080824,0.2699680030345917,3.1314001083374023,1.139340043067932,0.0001126479983213,0.0002955769887194,0.0006278760265558,7.828499794006348,30.036300659179688,0.3005369901657104,-0.0005364189855754,0.2898899912834167,2.808720111846924,1.1471099853515625,0.0001393379934597,0.0003577099996618,0.0006467010243795,7.021810054779053,37.22769927978516,0.2102109938859939,-0.0032811800483614,0.2165520042181015,2.469089984893799,1.0520399808883667,0.0001364420022582,0.0003407339972909,0.0007318250136449,6.172729969024658,39.13859939575195,0.20710182189941406,0.7203998565673828,0.7626991271972656,0.8180007934570312,0.6429996490478516,0.8299999237060547,29.483941171074456,0.5616520632034296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021ypp,12,59514.41,0.6105,0.38058206128541044,0.45454545454545453,0.0,0.3814515201045992,15.446440287854664,1.221,0.9959998791217792,0.5374999999999979,-0.26399536468044627,0.024692186221457437,0.004053164793785151,5.381829455528598,0.01908545562646713,0.009927928751182558,0.33238603216878243,0.08550634117940878,0.5790809492921125,1.7462686567399461,20.361363636363635,0.22300000000000253,0.6109999999999971,0.058801229558881424,0.04871367891625644,0.2727272727272727,0.45454545454545453,17.86606250000068,3.30700479393488,9.857137931034858,1.8874530051314635,47.64283333333514,1.451783915821185,4.537412698412871,0.8556459256515456,7.1464250000002725,0.22086140222748638,1.922454405362854,0.0546875,0.015625,0.9253963859204429,8.554984985126094,0.15681576286589832,0.3745154930646454,0.8957861283344009,20.17476489824007,0.5697253407452891,0.4023297135606592,14.978523357341047,0.0992094004476824,-0.8408360197098586,0.3382345829996652,9.493124875068261,0.4740404131831514,0.7859593271169173,0.3612639904022217,0.0018273700261488,0.3432370126247406,3.3382599353790283,1.218109965324402,6.018239946570248e-05,0.0001865889935288,0.0003622669901233,8.345649719238281,41.76250076293945,0.3184190094470978,-0.0028267300222069,0.3049699962139129,3.279550075531006,1.1768900156021118,8.872470061760396e-05,0.0002431720058666,0.0004909299896098,8.198880195617676,36.55189895629883,0.2790850102901459,-0.0028820699080824,0.2699680030345917,3.1314001083374023,1.139340043067932,0.0001126479983213,0.0002955769887194,0.0006278760265558,7.828499794006348,30.036300659179688,0.3005369901657104,-0.0005364189855754,0.2898899912834167,2.808720111846924,1.1471099853515625,0.0001393379934597,0.0003577099996618,0.0006467010243795,7.021810054779053,37.22769927978516,0.2102109938859939,-0.0032811800483614,0.2165520042181015,2.469089984893799,1.0520399808883667,0.0001364420022582,0.0003407339972909,0.0007318250136449,6.172729969024658,39.13859939575195,0.20710182189941406,0.7203998565673828,0.7626991271972656,0.8180007934570312,0.6429996490478516,0.8299999237060547,29.483941171074456,0.5616520632034296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
