ztf_object_id,obs_num,mjd_cutoff,feature_amplitude_magn_r,feature_anderson_darling_normal_magn_r,feature_beyond_1_std_magn_r,feature_beyond_2_std_magn_r,feature_cusum_magn_r,feature_eta_e_magn_r,feature_inter_percentile_range_2_magn_r,feature_inter_percentile_range_10_magn_r,feature_inter_percentile_range_25_magn_r,feature_kurtosis_magn_r,feature_linear_fit_slope_magn_r,feature_linear_fit_slope_sigma_magn_r,feature_linear_fit_reduced_chi2_magn_r,feature_linear_trend_magn_r,feature_linear_trend_sigma_magn_r,feature_linear_trend_noise_magn_r,feature_magnitude_percentage_ratio_40_5_magn_r,feature_magnitude_percentage_ratio_20_5_magn_r,feature_maximum_slope_magn_r,feature_mean_magn_r,feature_median_absolute_deviation_magn_r,feature_percent_amplitude_magn_r,feature_percent_difference_magnitude_percentile_5_magn_r,feature_percent_difference_magnitude_percentile_10_magn_r,feature_median_buffer_range_percentage_10_magn_r,feature_median_buffer_range_percentage_20_magn_r,feature_period_0_magn_r,feature_period_s_to_n_0_magn_r,feature_period_1_magn_r,feature_period_s_to_n_1_magn_r,feature_period_2_magn_r,feature_period_s_to_n_2_magn_r,feature_period_3_magn_r,feature_period_s_to_n_3_magn_r,feature_period_4_magn_r,feature_period_s_to_n_4_magn_r,feature_periodogram_amplitude_magn_r,feature_periodogram_beyond_2_std_magn_r,feature_periodogram_beyond_3_std_magn_r,feature_periodogram_standard_deviation_magn_r,feature_chi2_magn_r,feature_skew_magn_r,feature_standard_deviation_magn_r,feature_stetson_k_magn_r,feature_weighted_mean_magn_r,feature_anderson_darling_normal_flux_r,feature_cusum_flux_r,feature_eta_e_flux_r,feature_excess_variance_flux_r,feature_kurtosis_flux_r,feature_mean_variance_flux_r,feature_chi2_flux_r,feature_skew_flux_r,feature_stetson_k_flux_r,gmomentXX,gmomentXY,gmomentYY,gmomentR1,gmomentRH,gPSFFlux,gApFlux,gKronFlux,gKronRad,gExtNSigma,rmomentXX,rmomentXY,rmomentYY,rmomentR1,rmomentRH,rPSFFlux,rApFlux,rKronFlux,rKronRad,rExtNSigma,imomentXX,imomentXY,imomentYY,imomentR1,imomentRH,iPSFFlux,iApFlux,iKronFlux,iKronRad,iExtNSigma,zmomentXX,zmomentXY,zmomentYY,zmomentR1,zmomentRH,zPSFFlux,zApFlux,zKronFlux,zKronRad,zExtNSigma,ymomentXX,ymomentXY,ymomentYY,ymomentR1,ymomentRH,yPSFFlux,yApFlux,yKronFlux,yKronRad,yExtNSigma,i-z,gApMag_gKronMag,rApMag_rKronMag,iApMag_iKronMag,zApMag_zKronMag,yApMag_yKronMag,7DCD,dist/DLR,ILRT,SLSN-I,SLSN-II,SN,SNII,SNII-pec,SNIIP,SNIIb,SNIIn,SNIa-norm,SN Ia-91T-like,SNIa-91bg-like,SNIa-CSM,SNIa-Ca-rich,SNIa-pec,SN Iax[02cx-like],SNIb,SNIb-Ca-rich,SNIb/c,SNIbc,SNIbn,SNIc,SNIc-BL,SNIcn,TDE,NA,PHOT
2020abkf,3,59194.515,0.15750000000000064,0.12433844286830176,0.25,0.0,0.41519284603439127,5.097320635512762,0.3150000000000013,0.3150000000000013,0.2485000000000035,-3.747389182866945,0.015928647573702114,0.012181830958031699,0.9276585213898922,0.004144084219812774,0.017709576010942318,0.18079937188758843,0.4622222635481132,0.8733333349227861,0.09505334626551355,19.46725,0.10850000000000115,0.18900000000000006,0.016167941282143473,0.016167941282143473,0.0,0.0,16.913939393936854,1.789781573532618,7.752222222221059,1.3964229277541294,6.415632183907083,1.2712395409445818,3.382787878787371,-0.47040708460659303,4.6513333333326345,-0.9124400403811489,0.7110780419782575,0.0,0.0,0.4654107329197418,1.1883557559203701,-0.3107699143032823,0.14962926407179483,0.9554733270713701,19.472468427886188,0.12476626196230539,0.41208714107736905,5.756051487865069,-0.0008561929367322586,-3.388482177499526,0.138965173748701,1.130564133591498,0.399340476381915,0.9588350866530999,0.2514330148696899,-0.0034285800065845,0.2281250059604644,3.8935799598693848,1.0828299522399902,0.0003081790055148,0.0005807449924759,0.0013133999891579,9.733960151672363,19.91230010986328,0.2338300049304962,0.0010534500470384,0.2055220007896423,3.978039979934693,1.070940017700195,0.0004696469986811,0.0008397629717364,0.0021038400009274,9.94509983062744,18.203500747680664,0.2924090027809143,-0.0008538279798813,0.2612169981002807,4.176080226898193,1.12663996219635,0.0006778920069336,0.0012315399944782,0.0028397699352353,10.440199851989746,19.84630012512207,0.2829599976539612,0.0003036969865206,0.2494789958000183,3.997070074081421,1.1087100505828855,0.000797851011157,0.001489509944804,0.0033105299808084,9.992670059204102,20.412900924682617,0.1576659977436065,0.0031766300089657,0.1422680020332336,4.152200222015381,0.9600440263748168,0.0009120079921558,0.0016000199830159,0.0041338698938488,10.380499839782717,19.331199645996094,0.20650100708007812,0.8859996795654297,0.9970998764038086,0.9071006774902344,0.8670997619628906,1.0305995941162092,82.98416906521906,1.7025760757942174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020abkf,4,59196.511,0.15750000000000064,0.37015138430266126,0.2,0.0,0.4225323847265853,3.2347849880944968,0.3150000000000013,0.3150000000000013,0.2220000000000013,-1.7295885657774157,0.015688745350584826,0.010316467493328629,0.6188961383975632,0.007338028145411835,0.010961847859779677,0.15029221558060932,0.30317460317459466,0.8031746031746003,0.09505334626551355,19.4904,0.03500000000000014,0.28000000000000114,0.01609277613160321,0.01609277613160321,0.4,0.4,19.937499999996366,2.299296213364284,7.384259259257912,1.554765926953482,3.437499999999373,-0.48522091917918697,4.747023809522943,-0.7497683965072759,0.0,0.0,0.9635170365526184,0.03125,0.0,0.5656972842257293,1.0423405793492693,-0.840684489838034,0.13953960011408975,0.9457548191281623,19.493425863815265,0.3793268519339691,0.41986752354118984,3.651097815729328,-0.0016246467315982783,-1.4157148272132458,0.1324405276127633,0.9575510205753958,0.9089384308404016,0.9285578762604285,0.2514330148696899,-0.0034285800065845,0.2281250059604644,3.8935799598693848,1.0828299522399902,0.0003081790055148,0.0005807449924759,0.0013133999891579,9.733960151672363,19.91230010986328,0.2338300049304962,0.0010534500470384,0.2055220007896423,3.978039979934693,1.070940017700195,0.0004696469986811,0.0008397629717364,0.0021038400009274,9.94509983062744,18.203500747680664,0.2924090027809143,-0.0008538279798813,0.2612169981002807,4.176080226898193,1.12663996219635,0.0006778920069336,0.0012315399944782,0.0028397699352353,10.440199851989746,19.84630012512207,0.2829599976539612,0.0003036969865206,0.2494789958000183,3.997070074081421,1.1087100505828855,0.000797851011157,0.001489509944804,0.0033105299808084,9.992670059204102,20.412900924682617,0.1576659977436065,0.0031766300089657,0.1422680020332336,4.152200222015381,0.9600440263748168,0.0009120079921558,0.0016000199830159,0.0041338698938488,10.380499839782717,19.331199645996094,0.20650100708007812,0.8859996795654297,0.9970998764038086,0.9071006774902344,0.8670997619628906,1.0305995941162092,82.98416906521906,1.7025760757942174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020abkf,5,59199.519,0.19699999999999918,0.37911327908067854,0.3333333333333333,0.0,0.4044914362738138,2.2215615495543903,0.39399999999999835,0.3762999675273875,0.2170000000000023,-0.6929047682931033,0.017433293052901203,0.008704839479055277,0.4889920333367079,0.011021548042231433,0.008002912395620046,0.1368445323046319,0.07563448315344042,0.6855330213072396,0.09505334626551355,19.523333333333333,0.07000000000000206,0.28449999999999775,0.020124115739203637,0.01922006116543083,0.3333333333333333,0.5,22.749599999998466,2.532488668413556,9.47899999999936,1.0200447638538035,6.499885714285275,0.4329986266695112,4.642775510203768,-0.5130014816393279,4.062428571428297,-1.0305881227860911,1.0393209639331278,0.078125,0.0,0.5682224472998957,1.193365302118687,-0.81267995582837,0.1486091069439105,0.8934472125303561,19.522123549584258,0.42359856634431853,0.405956910908388,2.5627070935811767,0.001321565539378369,-0.46211964155693064,0.14170650079491778,1.099973997827716,0.952221117453963,0.847290196086502,0.2514330148696899,-0.0034285800065845,0.2281250059604644,3.8935799598693848,1.0828299522399902,0.0003081790055148,0.0005807449924759,0.0013133999891579,9.733960151672363,19.91230010986328,0.2338300049304962,0.0010534500470384,0.2055220007896423,3.978039979934693,1.070940017700195,0.0004696469986811,0.0008397629717364,0.0021038400009274,9.94509983062744,18.203500747680664,0.2924090027809143,-0.0008538279798813,0.2612169981002807,4.176080226898193,1.12663996219635,0.0006778920069336,0.0012315399944782,0.0028397699352353,10.440199851989746,19.84630012512207,0.2829599976539612,0.0003036969865206,0.2494789958000183,3.997070074081421,1.1087100505828855,0.000797851011157,0.001489509944804,0.0033105299808084,9.992670059204102,20.412900924682617,0.1576659977436065,0.0031766300089657,0.1422680020332336,4.152200222015381,0.9600440263748168,0.0009120079921558,0.0016000199830159,0.0041338698938488,10.380499839782717,19.331199645996094,0.20650100708007812,0.8859996795654297,0.9970998764038086,0.9071006774902344,0.8670997619628906,1.0305995941162092,82.98416906521906,1.7025760757942174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020abkf,6,59201.514,0.23749999999999893,0.3060207741572962,0.42857142857142855,0.0,0.3744099932562872,1.4073053581028758,0.47499999999999787,0.43919997799396526,0.23075000000000045,-0.345240878198136,0.019903450037853168,0.0072806106351621085,0.4447948199191787,0.013937666288681608,0.00646265176088863,0.12962069176395963,0.05157896393223399,0.6608420939194514,0.09505334626551355,19.55842857142857,0.10500000000000043,0.2889999999999979,0.02425573201245968,0.022427614665473387,0.2857142857142857,0.42857142857142855,30.556458333335286,3.164084188671332,11.111439393940103,1.990733202669147,6.432938596491639,1.8062423767158002,2.600549645390237,0.34367736941123583,3.1339957264959266,0.31178610793223893,1.2850029864916617,0.046875,0.015625,0.5959553779400535,1.6162372955046622,-0.6007721001624157,0.16439470504739165,0.7916054303093204,19.562142902697012,0.3762680768807395,0.38166452038596976,1.6684841332757632,0.006197869153245543,-0.10847516961196213,0.15616816347143914,1.5061004914524236,0.8350384620917459,0.7656463705473395,0.2514330148696899,-0.0034285800065845,0.2281250059604644,3.8935799598693848,1.0828299522399902,0.0003081790055148,0.0005807449924759,0.0013133999891579,9.733960151672363,19.91230010986328,0.2338300049304962,0.0010534500470384,0.2055220007896423,3.978039979934693,1.070940017700195,0.0004696469986811,0.0008397629717364,0.0021038400009274,9.94509983062744,18.203500747680664,0.2924090027809143,-0.0008538279798813,0.2612169981002807,4.176080226898193,1.12663996219635,0.0006778920069336,0.0012315399944782,0.0028397699352353,10.440199851989746,19.84630012512207,0.2829599976539612,0.0003036969865206,0.2494789958000183,3.997070074081421,1.1087100505828855,0.000797851011157,0.001489509944804,0.0033105299808084,9.992670059204102,20.412900924682617,0.1576659977436065,0.0031766300089657,0.1422680020332336,4.152200222015381,0.9600440263748168,0.0009120079921558,0.0016000199830159,0.0041338698938488,10.380499839782717,19.331199645996094,0.20650100708007812,0.8859996795654297,0.9970998764038086,0.9071006774902344,0.8670997619628906,1.0305995941162092,82.98416906521906,1.7025760757942174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020abkf,7,59213.66,0.3309999999999995,0.21986831437036627,0.375,0.0,0.35567252987944226,1.410070489353358,0.661999999999999,0.5764999631643271,0.24549999999999628,0.17595694469478573,0.01968056861681249,0.004949568242213767,0.37095276122317217,0.016106309161219794,0.00422231374787095,0.12091402251447673,0.07915410066299958,0.5297583132712154,0.09505334626551355,19.608125,0.1324999999999985,0.35999999999999943,0.03378240457236166,0.029419267358865433,0.375,0.375,42.0304761904787,2.7543844545010114,11.821071428572136,2.4705363806513834,6.304571428571806,1.1372030363867502,18.913714285715418,0.9462295957772842,5.253809523809838,0.05582322700549675,1.3647332736435491,0.0703125,0.0,0.7391463900123989,2.576576605472222,0.12048563442973124,0.2071779342221832,0.7756351023265913,19.609123359800705,0.2510215338063748,0.35489983430614835,1.9379295258089615,0.01780875550129877,0.05093722578567128,0.18958747388458447,2.5778457781594684,0.33486078267388536,0.8088321712884985,0.2514330148696899,-0.0034285800065845,0.2281250059604644,3.8935799598693848,1.0828299522399902,0.0003081790055148,0.0005807449924759,0.0013133999891579,9.733960151672363,19.91230010986328,0.2338300049304962,0.0010534500470384,0.2055220007896423,3.978039979934693,1.070940017700195,0.0004696469986811,0.0008397629717364,0.0021038400009274,9.94509983062744,18.203500747680664,0.2924090027809143,-0.0008538279798813,0.2612169981002807,4.176080226898193,1.12663996219635,0.0006778920069336,0.0012315399944782,0.0028397699352353,10.440199851989746,19.84630012512207,0.2829599976539612,0.0003036969865206,0.2494789958000183,3.997070074081421,1.1087100505828855,0.000797851011157,0.001489509944804,0.0033105299808084,9.992670059204102,20.412900924682617,0.1576659977436065,0.0031766300089657,0.1422680020332336,4.152200222015381,0.9600440263748168,0.0009120079921558,0.0016000199830159,0.0041338698938488,10.380499839782717,19.331199645996094,0.20650100708007812,0.8859996795654297,0.9970998764038086,0.9071006774902344,0.8670997619628906,1.0305995941162092,82.98416906521906,1.7025760757942174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020abkf,8,59216.514,0.3309999999999995,0.20108298929158586,0.4444444444444444,0.0,0.3843158152790093,1.0722189513492044,0.661999999999999,0.5943999558687203,0.2694999999999972,-0.5381685601604254,0.018832915856108162,0.004605844625558553,0.34921160150568087,0.014901745253795637,0.0032291116172690182,0.11413316439656158,0.1427492504753747,0.6096677041846127,0.09505334626551355,19.63888888888889,0.1599999999999966,0.34699999999999775,0.03376000815951854,0.030312609305355717,0.2222222222222222,0.3333333333333333,50.55890625000188,3.0419232228095603,12.256704545455003,2.2417720362874927,20.223562500000753,1.230691824278965,8.426484375000314,0.16329622242911898,6.630676229508444,-0.004271167676316564,1.7314202425167704,0.0859375,0.0078125,0.8669513975065939,2.3954653117793963,-0.12074806587784286,0.21465113815470693,0.7980480032480067,19.617111981589986,0.25376543503784277,0.37400812599915395,1.4798086395538577,0.01895622834264361,-0.24682156289860924,0.19940631170926829,2.3709464571189978,0.4973921904405116,0.819665033216298,0.2514330148696899,-0.0034285800065845,0.2281250059604644,3.8935799598693848,1.0828299522399902,0.0003081790055148,0.0005807449924759,0.0013133999891579,9.733960151672363,19.91230010986328,0.2338300049304962,0.0010534500470384,0.2055220007896423,3.978039979934693,1.070940017700195,0.0004696469986811,0.0008397629717364,0.0021038400009274,9.94509983062744,18.203500747680664,0.2924090027809143,-0.0008538279798813,0.2612169981002807,4.176080226898193,1.12663996219635,0.0006778920069336,0.0012315399944782,0.0028397699352353,10.440199851989746,19.84630012512207,0.2829599976539612,0.0003036969865206,0.2494789958000183,3.997070074081421,1.1087100505828855,0.000797851011157,0.001489509944804,0.0033105299808084,9.992670059204102,20.412900924682617,0.1576659977436065,0.0031766300089657,0.1422680020332336,4.152200222015381,0.9600440263748168,0.0009120079921558,0.0016000199830159,0.0041338698938488,10.380499839782717,19.331199645996094,0.20650100708007812,0.8859996795654297,0.9970998764038086,0.9071006774902344,0.8670997619628906,1.0305995941162092,82.98416906521906,1.7025760757942174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020abkf,9,59216.64,0.4845000000000006,0.23609632941548958,0.3,0.0,0.3777436490973593,201.5494924302798,0.9690000000000012,0.7665000000000006,0.31099999999999994,0.5184700968929299,0.02055113988454995,0.004294961869386754,0.4389256815522193,0.018570433030861845,0.0036304049413744613,0.14508357187940393,0.13673890608874775,0.4514963880288952,3.000000000081769,19.7013,0.17850000000000144,0.6145000000000032,0.049316741736010444,0.03901061149706088,0.2,0.4,50.109722222219304,3.191353384778345,12.931541218637241,2.208800179814217,20.04388888888772,1.2250547968851582,8.714734299516401,0.40410325925271795,4.8887533875335905,0.37135951146078583,1.9929981868251125,0.0703125,0.015625,0.914172505648357,2.9341186083021347,0.6061921734151158,0.2826784785267927,0.8219421218648034,19.638394293540003,0.17803194873317527,0.3803725525119474,108.90850028502541,0.03854057037535656,-0.06352209895572081,0.2462466657392532,3.2493118653227198,0.030415769623353642,0.8280580349109308,0.2514330148696899,-0.0034285800065845,0.2281250059604644,3.8935799598693848,1.0828299522399902,0.0003081790055148,0.0005807449924759,0.0013133999891579,9.733960151672363,19.91230010986328,0.2338300049304962,0.0010534500470384,0.2055220007896423,3.978039979934693,1.070940017700195,0.0004696469986811,0.0008397629717364,0.0021038400009274,9.94509983062744,18.203500747680664,0.2924090027809143,-0.0008538279798813,0.2612169981002807,4.176080226898193,1.12663996219635,0.0006778920069336,0.0012315399944782,0.0028397699352353,10.440199851989746,19.84630012512207,0.2829599976539612,0.0003036969865206,0.2494789958000183,3.997070074081421,1.1087100505828855,0.000797851011157,0.001489509944804,0.0033105299808084,9.992670059204102,20.412900924682617,0.1576659977436065,0.0031766300089657,0.1422680020332336,4.152200222015381,0.9600440263748168,0.0009120079921558,0.0016000199830159,0.0041338698938488,10.380499839782717,19.331199645996094,0.20650100708007812,0.8859996795654297,0.9970998764038086,0.9071006774902344,0.8670997619628906,1.0305995941162092,82.98416906521906,1.7025760757942174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020abkf,10,59218.498,0.4845000000000006,0.2213729599457782,0.2727272727272727,0.0,0.38785650454497955,173.83046967337484,0.9690000000000012,0.725999880552294,0.3094999999999999,0.3129369141766114,0.018223575156212223,0.0036957000710689508,0.5158638017790862,0.01694021449635166,0.003313487408433878,0.14611515333402278,0.18361006876082786,0.4085375800500027,3.000000000081769,19.718090909090908,0.19700000000000273,0.5750000000000028,0.048189249302932974,0.036875247894773165,0.09090909090909091,0.2727272727272727,52.16337499999736,3.3712733982729044,13.04084374999934,2.2003274298267494,20.865349999998944,1.3552308473683032,8.878872340425081,0.35918159146389506,4.90949411764681,0.1250120946349927,2.2993065048850214,0.078125,0.015625,1.068236154270619,2.895774363628953,0.39883041568517935,0.27389357588138324,0.8413124679347028,19.65729944914185,0.2158751784629117,0.38612105313715206,92.90403861193293,0.03754252512762893,-0.07812589434313377,0.2439172460102217,3.0682000673463325,0.22840219861908154,0.8404363500210836,0.2514330148696899,-0.0034285800065845,0.2281250059604644,3.8935799598693848,1.0828299522399902,0.0003081790055148,0.0005807449924759,0.0013133999891579,9.733960151672363,19.91230010986328,0.2338300049304962,0.0010534500470384,0.2055220007896423,3.978039979934693,1.070940017700195,0.0004696469986811,0.0008397629717364,0.0021038400009274,9.94509983062744,18.203500747680664,0.2924090027809143,-0.0008538279798813,0.2612169981002807,4.176080226898193,1.12663996219635,0.0006778920069336,0.0012315399944782,0.0028397699352353,10.440199851989746,19.84630012512207,0.2829599976539612,0.0003036969865206,0.2494789958000183,3.997070074081421,1.1087100505828855,0.000797851011157,0.001489509944804,0.0033105299808084,9.992670059204102,20.412900924682617,0.1576659977436065,0.0031766300089657,0.1422680020332336,4.152200222015381,0.9600440263748168,0.0009120079921558,0.0016000199830159,0.0041338698938488,10.380499839782717,19.331199645996094,0.20650100708007812,0.8859996795654297,0.9970998764038086,0.9071006774902344,0.8670997619628906,1.0305995941162092,82.98416906521906,1.7025760757942174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020abkf,11,59223.482,0.4845000000000006,0.16959953778042652,0.3333333333333333,0.0,0.39981086138269206,161.62682224525335,0.9690000000000012,0.7540998358726476,0.34250000000000114,-0.3039074958831045,0.017648650963108525,0.0031710099735469685,0.4734516509174803,0.01651250787681012,0.0028314704872194744,0.13926935944686472,0.23180223504460584,0.43696051996775453,3.000000000081769,19.746083333333335,0.15700000000000358,0.5345000000000049,0.04756063146900813,0.03822388097790748,0.16666666666666666,0.16666666666666666,52.02545454545709,3.68932510104826,12.321818181818784,1.0740381327846418,23.411454545455687,0.6952733329346138,8.670909090909515,0.3497650279982101,5.03472140762488,0.07423629227168027,2.474990600381509,0.0703125,0.0390625,1.1059366638276629,3.246426650438289,0.16654909906022222,0.27856922049296945,0.8459943495462772,19.68615456638443,0.2141562935483469,0.3980815239954714,87.27856095779374,0.04199265282421413,-0.28340419952612894,0.2528365248500728,3.3131195673723113,0.37573802600545336,0.8464172284721115,0.2514330148696899,-0.0034285800065845,0.2281250059604644,3.8935799598693848,1.0828299522399902,0.0003081790055148,0.0005807449924759,0.0013133999891579,9.733960151672363,19.91230010986328,0.2338300049304962,0.0010534500470384,0.2055220007896423,3.978039979934693,1.070940017700195,0.0004696469986811,0.0008397629717364,0.0021038400009274,9.94509983062744,18.203500747680664,0.2924090027809143,-0.0008538279798813,0.2612169981002807,4.176080226898193,1.12663996219635,0.0006778920069336,0.0012315399944782,0.0028397699352353,10.440199851989746,19.84630012512207,0.2829599976539612,0.0003036969865206,0.2494789958000183,3.997070074081421,1.1087100505828855,0.000797851011157,0.001489509944804,0.0033105299808084,9.992670059204102,20.412900924682617,0.1576659977436065,0.0031766300089657,0.1422680020332336,4.152200222015381,0.9600440263748168,0.0009120079921558,0.0016000199830159,0.0041338698938488,10.380499839782717,19.331199645996094,0.20650100708007812,0.8859996795654297,0.9970998764038086,0.9071006774902344,0.8670997619628906,1.0305995941162092,82.98416906521906,1.7025760757942174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020abkf,12,59227.503,0.645999999999999,0.27345823384239093,0.3076923076923077,0.07692307692307693,0.383583876309715,92.328823284264,1.291999999999998,0.9551999313831345,0.39975000000000094,0.6049620051637432,0.01946868819417821,0.002982083765600664,0.6894597112664015,0.019807476614367582,0.0031739551071403244,0.1735768563909349,0.17984295191268998,0.3819018811986497,3.000000000081769,19.810692307692307,0.18700000000000117,0.8170000000000002,0.06216044370849113,0.04831807028090114,0.07692307692307693,0.3076923076923077,101.70766666665682,4.402360787527182,12.403373983738636,2.5789260782915613,5.0350330032998425,2.4282413176478017,5.71391385767735,1.2380825168715415,3.6850603864730735,1.1920586328490967,2.3284347322927874,0.06640625,0.02734375,0.8970216692751899,4.183837067140949,0.7326565994384788,0.35411895002842,0.8392207609406991,19.71147409102007,0.15394697978526325,0.3927809849012203,62.727028136174646,0.06663198249714998,-0.203145050522334,0.29915193223972686,5.051574014521524,0.057765390996809385,0.8151779141050114,0.2514330148696899,-0.0034285800065845,0.2281250059604644,3.8935799598693848,1.0828299522399902,0.0003081790055148,0.0005807449924759,0.0013133999891579,9.733960151672363,19.91230010986328,0.2338300049304962,0.0010534500470384,0.2055220007896423,3.978039979934693,1.070940017700195,0.0004696469986811,0.0008397629717364,0.0021038400009274,9.94509983062744,18.203500747680664,0.2924090027809143,-0.0008538279798813,0.2612169981002807,4.176080226898193,1.12663996219635,0.0006778920069336,0.0012315399944782,0.0028397699352353,10.440199851989746,19.84630012512207,0.2829599976539612,0.0003036969865206,0.2494789958000183,3.997070074081421,1.1087100505828855,0.000797851011157,0.001489509944804,0.0033105299808084,9.992670059204102,20.412900924682617,0.1576659977436065,0.0031766300089657,0.1422680020332336,4.152200222015381,0.9600440263748168,0.0009120079921558,0.0016000199830159,0.0041338698938488,10.380499839782717,19.331199645996094,0.20650100708007812,0.8859996795654297,0.9970998764038086,0.9071006774902344,0.8670997619628906,1.0305995941162092,82.98416906521906,1.7025760757942174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
