ztf_object_id,obs_num,mjd_cutoff,feature_amplitude_magn_r,feature_anderson_darling_normal_magn_r,feature_beyond_1_std_magn_r,feature_beyond_2_std_magn_r,feature_cusum_magn_r,feature_eta_e_magn_r,feature_inter_percentile_range_2_magn_r,feature_inter_percentile_range_10_magn_r,feature_inter_percentile_range_25_magn_r,feature_kurtosis_magn_r,feature_linear_fit_slope_magn_r,feature_linear_fit_slope_sigma_magn_r,feature_linear_fit_reduced_chi2_magn_r,feature_linear_trend_magn_r,feature_linear_trend_sigma_magn_r,feature_linear_trend_noise_magn_r,feature_magnitude_percentage_ratio_40_5_magn_r,feature_magnitude_percentage_ratio_20_5_magn_r,feature_maximum_slope_magn_r,feature_mean_magn_r,feature_median_absolute_deviation_magn_r,feature_percent_amplitude_magn_r,feature_percent_difference_magnitude_percentile_5_magn_r,feature_percent_difference_magnitude_percentile_10_magn_r,feature_median_buffer_range_percentage_10_magn_r,feature_median_buffer_range_percentage_20_magn_r,feature_period_0_magn_r,feature_period_s_to_n_0_magn_r,feature_period_1_magn_r,feature_period_s_to_n_1_magn_r,feature_period_2_magn_r,feature_period_s_to_n_2_magn_r,feature_period_3_magn_r,feature_period_s_to_n_3_magn_r,feature_period_4_magn_r,feature_period_s_to_n_4_magn_r,feature_periodogram_amplitude_magn_r,feature_periodogram_beyond_2_std_magn_r,feature_periodogram_beyond_3_std_magn_r,feature_periodogram_standard_deviation_magn_r,feature_chi2_magn_r,feature_skew_magn_r,feature_standard_deviation_magn_r,feature_stetson_k_magn_r,feature_weighted_mean_magn_r,feature_anderson_darling_normal_flux_r,feature_cusum_flux_r,feature_eta_e_flux_r,feature_excess_variance_flux_r,feature_kurtosis_flux_r,feature_mean_variance_flux_r,feature_chi2_flux_r,feature_skew_flux_r,feature_stetson_k_flux_r,gmomentXX,gmomentXY,gmomentYY,gmomentR1,gmomentRH,gPSFFlux,gApFlux,gKronFlux,gKronRad,gExtNSigma,rmomentXX,rmomentXY,rmomentYY,rmomentR1,rmomentRH,rPSFFlux,rApFlux,rKronFlux,rKronRad,rExtNSigma,imomentXX,imomentXY,imomentYY,imomentR1,imomentRH,iPSFFlux,iApFlux,iKronFlux,iKronRad,iExtNSigma,zmomentXX,zmomentXY,zmomentYY,zmomentR1,zmomentRH,zPSFFlux,zApFlux,zKronFlux,zKronRad,zExtNSigma,ymomentXX,ymomentXY,ymomentYY,ymomentR1,ymomentRH,yPSFFlux,yApFlux,yKronFlux,yKronRad,yExtNSigma,i-z,gApMag_gKronMag,rApMag_rKronMag,iApMag_iKronMag,zApMag_zKronMag,yApMag_yKronMag,7DCD,dist/DLR,ILRT,SLSN-I,SLSN-II,SN,SNII,SNII-pec,SNIIP,SNIIb,SNIIn,SNIa-norm,SN Ia-91T-like,SNIa-91bg-like,SNIa-CSM,SNIa-Ca-rich,SNIa-pec,SN Iax[02cx-like],SNIb,SNIb-Ca-rich,SNIb/c,SNIbc,SNIbn,SNIc,SNIc-BL,SNIcn,TDE,NA,PHOT
2021abha,6,59518.51,0.31700000000000017,0.11327915752748764,0.5,0.0,0.3377970701587786,4.383151110992119,0.6340000000000003,0.6340000000000003,0.3434999999999988,1.728874604173944,0.04292299823039708,0.012621090975568025,0.5101872875103,0.041357005977405305,0.009807404742076076,0.1026739610032533,0.06687697758810136,0.7250788881199602,0.2120000000000033,20.45075,0.13250000000000028,0.3954999999999984,0.031060921539328337,0.031060921539328337,0.5,0.5,28.844444444451558,2.0779324523168263,9.108771929826808,1.6407967486808184,5.244444444445738,0.6895997710255328,3.7623188405806376,-0.25491763680497537,2.9839080459777474,-0.3469564999487387,0.7081298443154697,0.03125,0.0,0.4189463085627145,4.19548587531114,0.8547823003597698,0.26365681608232056,0.7764798884129842,20.45627888444439,0.09635574597172453,0.3311789113155574,6.301784284580704,0.033530762562327454,1.3555419663568387,0.229987521439109,4.21723972629145,-0.3895843646049461,0.8898110912068802,0.3676789999008178,0.0061928099021315,0.4938530027866363,1.7913199663162231,1.1254099607467651,1.5074900147737935e-05,3.229780122637749e-05,3.928249861928634e-05,4.478310108184815,21.19029998779297,0.304282009601593,0.002576750004664,0.3859589993953705,1.768929958343506,1.107830047607422,2.271670018672012e-05,5.176110062166117e-05,6.241210212465376e-05,4.422339916229248,17.6643009185791,0.2704710066318512,0.0020431398879736,0.3390380144119262,1.8550599813461304,1.090590000152588,2.9582599381683394e-05,6.483330071205273e-05,8.259570313384756e-05,4.637650012969971,17.525100708007812,0.222800999879837,-0.0118126003071665,0.3013519942760467,1.4708000421524048,1.0122300386428833,3.294810085208155e-05,6.878720159875229e-05,8.257580338977277e-05,3.6770100593566895,18.544700622558597,0.2175379991531372,-0.0103193996474146,0.2949039936065674,1.3333499431610107,0.8801959753036499,3.4201799280708656e-05,7.421799818985164e-05,8.157359843607992e-05,3.333379983901977,11.346199989318848,0.064300537109375,0.21260070800780895,0.2031993865966797,0.26290130615234375,0.19829940795898082,0.10260009765625,1.4802570796240442,0.17922336113536824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
