ZTFID,HOST_RA,HOST_DEC
ZTF21aapvvtb,252.53058673,34.81882304
ZTF21aagsbcb,177.61100564,28.93465965
ZTF21aazenvp,267.02089324,40.23820847
ZTF21aafktkn,187.78179366,-15.74037461
ZTF21aaroezv,180.35364324,24.12856828
ZTF18aaqcfax,159.9876417,58.49299612
ZTF21aasdcgt,255.31616282,29.63434127
ZTF21abownod,238.9455135,44.49414486
ZTF18abmnoau,1.86081895,31.0286889
