ztf_object_id,has_tns,tns_cls,spec_z,report_group
ZTF18acwcgxm,No_TNS,None,-99.0,None
ZTF19aavipfk,Yes_TNS,None,-99.0,ZTF
ZTF19aazecew,No_TNS,None,-99.0,None
ZTF18aauyioj,No_TNS,None,-99.0,None
ZTF20acbnkxo,No_TNS,None,-99.0,None
ZTF18aazyqfa,No_TNS,None,-99.0,None
ZTF18acmfung,No_TNS,None,-99.0,None
ZTF18acuiurv,No_TNS,None,-99.0,None
ZTF18abolwhw,No_TNS,None,-99.0,None
ZTF17aaaxbpe,No_TNS,None,-99.0,None
ZTF18aanlyrr,No_TNS,None,-99.0,None
ZTF20aaiwhlq,No_TNS,None,-99.0,None
ZTF18aajsthl,No_TNS,None,-99.0,None
ZTF20acwyolr,No_TNS,None,-99.0,None
ZTF18aciwjeu,No_TNS,None,-99.0,None
ZTF20acvobij,No_TNS,None,-99.0,None
ZTF19abdzedz,No_TNS,None,-99.0,None
ZTF18aciuzjt,No_TNS,None,-99.0,None
ZTF19aacwiqw,No_TNS,None,-99.0,None
ZTF18abqrqie,No_TNS,None,-99.0,None
ZTF20aaicixg,No_TNS,None,-99.0,None
ZTF20acmpxnm,No_TNS,None,-99.0,None
ZTF18abvflam,No_TNS,None,-99.0,None
ZTF20aagkvgp,No_TNS,None,-99.0,None
ZTF18absqeyn,No_TNS,None,-99.0,None
ZTF19adaqtwt,No_TNS,None,-99.0,None
ZTF18abuluko,No_TNS,None,-99.0,None
ZTF21aafdvxz,Yes_TNS,SN II,0.05,ATLAS
ZTF20aaieprt,No_TNS,None,-99.0,None
ZTF19abezwej,No_TNS,None,-99.0,None
ZTF21aafevyz,No_TNS,None,-99.0,None
ZTF20aaiqhxb,No_TNS,None,-99.0,None
ZTF20acywftl,Yes_TNS,None,-99.0,Pan-STARRS
ZTF18abiinxx,No_TNS,None,-99.0,None
ZTF18abupzmf,No_TNS,None,-99.0,None
ZTF21aarhfzg,Yes_TNS,None,-99.0,ATLAS
ZTF20acldynp,No_TNS,None,-99.0,None
ZTF20acxfmlk,No_TNS,None,-99.0,None
ZTF21aahczlb,Yes_TNS,None,-99.0,ALeRCE
ZTF21aatvkfu,Yes_TNS,None,-99.0,SGLF
ZTF18achfifg,No_TNS,None,-99.0,None
ZTF18aabicib,No_TNS,None,-99.0,None
ZTF20adaahuj,No_TNS,None,-99.0,None
ZTF18abebfpp,No_TNS,None,-99.0,None
ZTF18abttdur,No_TNS,None,-99.0,None
ZTF21aareryw,Yes_TNS,None,-99.0,ALeRCE
ZTF21aalxxso,No_TNS,None,-99.0,None
ZTF19aaldzxv,No_TNS,None,-99.0,None
ZTF19aafkkhc,No_TNS,None,-99.0,None
ZTF21aaqyqwk,Yes_TNS,None,-99.0,ALeRCE
ZTF21aarndkw,Yes_TNS,None,-99.0,ALeRCE
ZTF21aafkwjs,No_TNS,None,-99.0,None
ZTF18adbhgwx,Yes_TNS,None,-99.0,Pan-STARRS
ZTF19aadkbih,No_TNS,None,-99.0,None
ZTF19aaedptn,No_TNS,None,-99.0,None
ZTF21aatwxjf,No_TNS,None,-99.0,None
ZTF21aaqyenr,Yes_TNS,None,-99.0,Pan-STARRS
ZTF21aahkzym,No_TNS,None,-99.0,None
ZTF18aaoscmr,No_TNS,None,-99.0,None
ZTF20aadsxgr,Yes_TNS,None,-99.0,Pan-STARRS
ZTF19aawudng,No_TNS,None,-99.0,None
ZTF18abbfbor,No_TNS,None,-99.0,None
ZTF18abznmkx,No_TNS,None,-99.0,None
ZTF19abrpcim,No_TNS,None,-99.0,None
ZTF18aajoeti,No_TNS,None,-99.0,None
ZTF18abvkhul,No_TNS,None,-99.0,None
ZTF18aagtene,No_TNS,None,-99.0,None
ZTF18achcqnb,No_TNS,None,-99.0,None
ZTF19aamnwfj,No_TNS,None,-99.0,None
ZTF18abshzzh,No_TNS,None,-99.0,None
ZTF20acxpjnk,No_TNS,None,-99.0,None
ZTF18abvwtcj,No_TNS,None,-99.0,None
ZTF20acyzwbw,No_TNS,None,-99.0,None
ZTF18acvgkeu,Yes_TNS,None,-99.0,Pan-STARRS
ZTF18acnmpju,No_TNS,None,-99.0,None
ZTF20aaknoiq,No_TNS,None,-99.0,None
ZTF21aaqqjoe,Yes_TNS,None,-99.0,ATLAS
ZTF20actmjex,No_TNS,None,-99.0,None
ZTF19aaahdvv,No_TNS,None,-99.0,None
ZTF18abvctat,No_TNS,None,-99.0,None
ZTF20acgchsp,Yes_TNS,SN II,0.0456,Pan-STARRS
ZTF21aatrtbu,Yes_TNS,None,-99.0,ALeRCE
ZTF19aatnwwn,No_TNS,None,-99.0,None
ZTF18abajfuv,No_TNS,None,-99.0,None
ZTF20acqvjbh,No_TNS,None,-99.0,None
ZTF18adbhjgh,No_TNS,None,-99.0,None
ZTF18acvvpta,No_TNS,None,-99.0,None
ZTF19aavvvdx,Yes_TNS,None,-99.0,ZTF
ZTF19aapfziq,No_TNS,None,-99.0,None
ZTF19aaagyfo,No_TNS,None,-99.0,None
ZTF19aaahdzb,No_TNS,None,-99.0,None
ZTF18abqrcpd,No_TNS,None,-99.0,None
ZTF20acplboe,No_TNS,None,-99.0,None
ZTF19aaaffso,Yes_TNS,None,-99.0,ZTF
ZTF21aafetrl,No_TNS,None,-99.0,None
ZTF18adbibui,Yes_TNS,None,-99.0,ZTF
ZTF19aaagbew,Yes_TNS,None,-99.0,ATLAS
ZTF17aabvhms,No_TNS,None,-99.0,None
ZTF20aagzuiy,No_TNS,None,-99.0,None
ZTF18aajnqcz,No_TNS,None,-99.0,None
ZTF21aaaokah,Yes_TNS,None,-99.0,ALeRCE
ZTF19aadgcqz,No_TNS,None,-99.0,None
ZTF21aaabtej,Yes_TNS,None,-99.0,Pan-STARRS
ZTF20aczefsg,Yes_TNS,None,-99.0,ZTF
ZTF20acxsouh,Yes_TNS,None,-99.0,ZTF
ZTF20acwqlpq,Yes_TNS,SN Ia,0.07195,ALeRCE
ZTF18abgmhmr,No_TNS,None,-99.0,None
ZTF19aaajbre,No_TNS,None,-99.0,None
ZTF21aaetkbn,No_TNS,None,-99.0,None
ZTF19aajwhly,No_TNS,None,-99.0,None
