ztf_object_id,ann=0_tns_cls,ann=1_tns_cls,ann=2_tns_cls,ann=3_tns_cls,ann=4_tns_cls,ann=5_tns_cls,ann=6_tns_cls,ann=7_tns_cls,ann=8_tns_cls,ann=9_tns_cls
ZTF20ackijaj,SN Ia,SN IIn,SN Ia,None,None,None,None,None,SN Ia,None
ZTF20ackitai,None,SN II,None,None,None,None,None,None,SN II,None
ZTF20ackkejs,None,SN II,None,SN Ia,None,None,None,None,SN Ia,None
ZTF20acklbgq,SN Ia,None,SN Ia,None,SN Ia,None,None,None,None,None
ZTF20ackmwth,SN Ia,None,SN Ia,None,None,None,None,None,None,None
ZTF20ackobeu,SN Ia,SN Ia,None,None,None,None,None,SN Ia,None,SN Ia
ZTF20ackpivo,SN Ia,None,None,None,None,None,None,None,SN Ia,SN Ia
ZTF20ackpjmb,None,None,None,None,None,None,None,None,SN Ia,None
ZTF20ackrqfi,None,None,None,SN Ia,None,None,SN Ia,SN Ia,None,None
ZTF20ackrqin,None,SN Ia,None,None,None,None,None,SN II,None,None
ZTF20ackrvej,None,SN Ia,None,SN Ia,None,None,None,None,None,None
ZTF20ackrvsn,None,SN Ia,SN Ia,None,None,None,SN Ia,None,None,None
ZTF20ackrvva,None,None,None,None,None,None,None,SN Ia,None,None
ZTF20ackrvwa,None,None,SN Ia,None,SN Ia,SN Ia,None,None,None,None
ZTF20ackrxsp,None,None,None,None,None,None,None,None,None,None
ZTF20aclczrv,None,SN Ia,None,None,None,None,None,SN Ia,None,None
ZTF20aclfjgy,None,None,None,None,None,SN Ia,None,None,None,None
ZTF20aclfqqa,SN II,None,None,None,SN Ia-91T-like,None,None,None,SN Ia,None
ZTF20aclfqtn,None,None,IDXERROR,None,None,SN Ia,None,None,None,SN Ia
ZTF20aclftuo,None,None,None,None,None,None,None,None,SN Ia,SN Ia
ZTF20aclgcrm,None,None,SN Ia,SN Ibn,None,None,None,None,None,None
ZTF20aclgera,None,None,SN Ia,SN Ia,None,None,None,SN Ia,None,None
ZTF20aclgfji,SN Ia,SN Ia,None,SN Ia,None,None,None,None,None,SN Ia
ZTF20aclgfov,None,None,None,None,None,None,None,None,SN IIn,None
ZTF20aclggpx,None,None,SN II,None,SN Ia,SN Ia,SN Ia,None,None,None
ZTF20aclghhe,None,None,None,None,None,None,None,None,SN IIn,None
ZTF20aclghkr,SN Ia,SN Ia,None,None,None,SN Ia,SN Ia,SN Ia,SN Ia,None
ZTF20aclghvm,None,SN Ia,SN Ia,None,None,None,None,None,None,None
ZTF20aclgnds,None,SN Ia,None,None,None,None,None,None,SN Ia,None
ZTF20aclhinb,SN Ia,None,None,None,Other,None,None,None,SN Ia,None
ZTF20acljqaq,Other,None,None,None,None,None,None,SN Ia,None,None
ZTF20aclkcuu,None,None,None,None,None,None,SN Ia,None,None,None
ZTF20aclkdlu,SN Ia,None,SN IIb,SN Ia,None,SN II,SN II,None,None,None
ZTF20aclkhnm,SN Ia,SN Ia,SN Ia,None,None,SN Ia,None,None,SN II,None
ZTF20aclkuqh,None,None,None,None,SN II-pec,None,None,None,None,SN Ia
ZTF20aclkyjg,None,None,SN Ic,None,None,None,SN Ia,SN II,None,None
ZTF20acllips,None,None,None,None,None,None,None,None,SN Ia,SN Ia
ZTF20acllvho,None,SN Ia,SN Ic-BL,None,None,None,None,None,SN Ia,None
ZTF20aclmssm,None,None,None,None,None,None,None,None,None,None
ZTF20aclnbft,SN Ic,SN Ia,None,None,None,SN Ic,None,None,None,None
ZTF20aclnhuo,SLSN-II,None,None,None,None,None,None,None,None,SN Ia
ZTF20aclnplo,SN Ia,SN Ia-CSM,None,None,None,None,None,None,None,None
ZTF20aclnqle,None,None,None,SN II,SN Ia,None,None,None,None,None
ZTF20aclnsts,None,None,None,SN Ic,None,None,None,None,None,None
ZTF20aclwtgp,SN Ia,None,None,SN II,None,SN Ia,None,None,None,None
ZTF20aclwvrl,None,SN Ia,None,None,None,None,None,SN Iax[02cx-like],None,None
ZTF20aclxbwk,SN Ia,None,SN Ia,SN II,SN Ia,SN Ia,None,SN Ia,None,None
ZTF20aclyszf,SN II,None,SN Ia,None,None,None,None,None,None,SN Ia-pec
ZTF20aclzegl,SN Ia,None,None,None,None,None,None,None,None,None
ZTF20acmaaan,None,None,None,None,None,SN Ia,None,None,None,AGN
ZTF20acmafkf,SN Ia,None,SN II,SN Ia,SN Ia,None,None,None,None,SN Ia
ZTF20acmbffa,None,None,SN Ia,None,None,None,SN Ia,None,SN Ia,None
ZTF20acmbhgy,None,SN Ia,None,None,None,None,SN II,SN II,None,None
ZTF20acmfjsj,None,None,SN II,None,None,None,None,None,None,None
ZTF20acmgnng,None,SN Ia,None,None,SN II,None,None,SN Ia,SN Ia,SN Ia
ZTF20acmgoks,None,None,None,None,None,None,None,None,None,None
ZTF20acmgpav,None,None,SN Ia,None,None,None,None,None,None,None
ZTF20acmhmzl,None,None,None,None,None,None,None,None,None,None
ZTF20acmjfea,None,SN Ia-91T-like,None,None,None,None,None,None,SN II,None
ZTF20acmjfgo,None,SN Ia,None,None,SN II,None,None,None,SN Ia,None
ZTF20acmktxr,None,None,None,None,SN Ia,None,None,None,None,SN Ic
ZTF20acmloum,SN Ia,None,None,SN II,None,None,None,None,None,None
ZTF20acmmfkd,None,SN II,None,None,None,None,None,None,None,None
ZTF20acmntog,None,None,None,None,SN Ia,SN Ia,SN Ia,None,None,None
ZTF20acmocrp,None,None,None,SN Ia,None,SN Ia,None,None,None,None
ZTF20acmpkpr,None,None,None,None,None,None,None,None,None,None
ZTF20acmqgjk,None,None,None,None,None,None,None,None,None,SN Ia
ZTF20acmunbm,None,None,None,None,None,None,None,None,None,None
ZTF20acmvvhf,None,None,None,None,None,None,SN IIb,None,None,None
ZTF20acmvwmw,None,None,None,SN Ia,None,None,SN IIP,SN Ia,None,None
ZTF20acmvzuo,None,None,None,None,None,None,None,SN Ia,None,None
ZTF20acmwfal,None,None,None,None,SN Ia,SN Ia,None,SN Ia,SN Ia,SN Ia
ZTF20acmxefw,None,None,None,None,SN Ia,SN Ia,None,None,None,None
ZTF20acmxgdv,None,None,None,SN II,None,SN Ia-91T-like,None,SN II,None,None
ZTF20acmydwh,SN Ia,None,SN Ia,None,SN Ia,None,None,None,SN Ia,SN Ia
ZTF20acmyzer,SN Ia,None,SN Ia,None,None,None,SN Ia,None,None,None
ZTF20acmzoxo,SN II,SN IIP,None,None,SN Ia,None,SN Ia,None,None,None
ZTF20acnagjb,None,None,None,None,None,None,SN Ic,None,None,None
ZTF20acndwyv,None,SN Ia,None,None,None,None,None,Nova,None,SN Ia
ZTF20acndyqr,SN II,SN Ia,None,SN IIn,None,None,None,None,None,None
ZTF20acnevro,SN Ia,None,None,SN II,None,None,None,SN Ia,None,None
ZTF20acnezne,SN Ia,None,None,None,None,None,SN Ia,None,SN Ia,None
ZTF20acnrphs,SN Ia,None,None,None,SN Ia,None,SN Ia,None,None,None
ZTF20acnsgdb,None,None,SN Ia,SN Ia,None,None,None,SN Ib,SN Ia,SN Ia-91T-like
ZTF20acnsinb,None,None,None,SN Ia,None,SN Ia,None,None,None,None
ZTF20acnslai,None,None,SN II,None,None,SN Ia,None,None,None,None
ZTF20acntvav,SN Ia,None,SN Ia,None,None,None,None,None,None,None
ZTF20acnuvwa,SN Ia,None,None,None,None,None,None,None,None,None
ZTF20acnviyk,None,None,SN Ic,None,None,SN II,SN Ia,None,None,None
ZTF20acnvlgg,None,None,SN II,SN II,SN Ia,None,None,SN Ia,SN Ia,SN Ia
ZTF20acnvlwg,SN IIP,None,None,SN Ia,None,None,SN Ia,None,None,None
ZTF20acnvmbp,None,None,None,SN Ia,SN Ia,None,None,SN Ia,None,None
ZTF20acnvtxy,None,SN Ia,None,None,None,None,None,None,SN Ia,SN Ia
ZTF20acnvznn,SN Ia,None,None,None,SN Ia,None,None,None,None,SN Ia
ZTF20acnwjqa,SN Ia,None,SN Ia,None,SN II,None,None,SN Ia,SN Ia,SN Ia
ZTF20acnywhz,None,None,SN Ia,None,SN Ic,None,None,None,None,None
ZTF20acnyxln,SN II,SN Ia,None,SN II,None,None,None,SN Ia,None,SN IIP
ZTF20acnzkfd,SLSN-II,SN Ia,None,None,None,SN Ia,SN Ia,None,None,None
ZTF20acnzkxb,SN Ia,SN Ia,None,None,None,None,None,SN II,SN Ia,SN II
ZTF20acnznms,None,None,None,None,None,None,None,SN II,None,None
ZTF20acnznol,None,None,None,SN Ia,None,None,None,SN Ia,None,SN Ic
ZTF20acnznxh,None,None,None,None,None,None,None,None,None,None
ZTF20acnzpdx,SN Ia,None,None,SN Ia,SN Ia,SN Ia,None,None,SN Ia-91T-like,None
ZTF20acoalxr,SN Ia,None,None,None,None,SN Ia,None,None,SN Ia-91T-like,None
ZTF20acoaqpm,SN Ia,None,None,None,SN Ia,None,None,None,None,None
ZTF20acobamg,None,None,SN II,None,None,None,SN Ia,None,None,None
ZTF20acobevy,None,None,None,SN Ia,None,None,SN Ia,None,None,None
ZTF20acobnls,SN II,None,None,None,None,None,None,None,SN IIb,None
ZTF20acocnqe,None,None,None,None,None,None,None,None,None,None
ZTF20acocohy,None,None,SN II,None,None,SN Ia,None,None,None,None
ZTF20acodpsn,SN Ia,None,SN II,SN Ia,None,SN Ia,None,None,None,None
ZTF20acodpwe,None,None,None,None,None,None,None,None,None,None
ZTF20acogesf,None,SN Ia,None,SN Ia,SN Ia,None,None,None,None,None
ZTF20acogybn,None,None,None,None,None,SN Ia,None,SN Ia,None,None
ZTF20acoheud,None,None,None,SN Ia,None,None,None,None,SN Ia,None
ZTF20acohgvg,SN Ia,None,SN Ia,SN IIn,None,None,None,None,None,SN Ia
ZTF20acojpif,None,None,SN Ia,SN Ib,None,SN Ia,None,None,None,None
ZTF20acojxtb,SN II,None,None,None,None,None,None,None,None,SN Ib
ZTF20acoklnd,None,SN II-pec,SN Ia,None,None,SN Ia,None,None,None,None
ZTF20acongti,SN Ia,None,AGN,None,None,SN Ib,SN Ia,None,None,SN Ia
ZTF20acopavl,SN Ia,SN Ia,None,None,None,None,None,None,None,SN IIn
ZTF20acoqlav,SN Ia,SN Ia,SN Ia,None,None,SN Ia,SN Ia,None,None,None
ZTF20acoqlrd,None,None,None,None,None,None,SN Ia,None,None,None
ZTF20acoqpbg,None,SN Ia,None,None,None,SN Ia,SN Ia,SN Ia,SN Ia,None
ZTF20acoqpyb,SN Ia,None,SN Ia,None,None,None,None,None,SN Ia,SN II
ZTF20acorcpq,SN Ia,None,None,None,None,None,None,None,SN Ia,None
ZTF20acordqz,None,SN Ia,SN Ia,SN Ia,None,None,None,None,SN Ia,None
ZTF20acoredl,None,TDE,None,None,None,None,None,None,SN II,None
ZTF20acorkrg,None,None,None,SN II,None,SN Ia,None,None,None,None
ZTF20acorqqy,None,SN II,SN Ia,None,SN IIn,SN IIP,None,None,None,None
ZTF20acospqv,None,None,None,None,SN Ia,None,None,None,None,None
ZTF20acotuvr,SN Ia,SN Ia,SN Ia,SN II,None,None,None,None,SN Ia-91T-like,None
ZTF20acotwqe,None,None,None,SN II,None,None,None,None,None,None
ZTF20acotwur,None,None,SN Ia,None,SN II,None,SN Ia,SN Ia,None,None
ZTF20acotynj,None,SN Ia,None,SN Ia,None,None,None,None,SN IIb,None
ZTF20acotzqi,None,None,SN Ic,None,None,None,None,None,None,SN Ia-91T-like
ZTF20acoudoo,None,None,None,SN Ia,None,None,None,None,None,None
ZTF20acoujic,SN IIn,None,None,None,None,None,None,None,IDXERROR,None
ZTF20acounqo,SN II,None,None,None,SN Ia,None,None,None,SN Ia,None
ZTF20acounxo,None,SN Ia,None,None,None,None,SN II,SN Ia,None,SN Ia
ZTF20acouofb,None,None,None,None,None,None,None,None,None,None
ZTF20acouowg,None,None,None,None,None,Other,None,None,SN Ia,None
ZTF20acovryd,None,None,None,None,None,None,None,None,None,None
ZTF20acovuwj,None,None,None,None,None,None,None,SN Ia,None,None
ZTF20acovvfy,SN Ia,SN Ia,None,None,None,SN Ia,None,None,None,None
ZTF20acowbwp,SN Ia,None,None,None,None,None,None,None,None,SN Ia
ZTF20acowcee,None,None,None,None,None,None,None,None,None,None
ZTF20acowddo,None,SN Ia,None,None,SN IIP,None,SN II,None,None,SN II
ZTF20acowiom,None,None,None,None,None,SN Ia,None,None,None,None
ZTF20acowqyb,SN Ia,None,None,None,None,SN Ia,None,SN Ia,None,None
ZTF20acowsyj,None,None,None,None,SN II,SN Ia,SN Ia,None,SN Ia,SN II
ZTF20acowuix,SN Ia,SN Ia,None,SN II,None,None,SN IIn,SN Ia,None,None
ZTF20acowutp,None,None,None,None,None,None,SN Ia,None,None,None
ZTF20acoxdas,None,SN Ia,None,None,None,None,None,None,None,None
ZTF20acoxefz,None,None,None,None,None,SN Ia-pec,None,SN Ia,SN Ia,None
ZTF20acoxeny,None,None,None,None,None,None,None,None,None,SN Ia
ZTF20acoxerh,SN Ia,None,None,SN Ia,None,None,None,None,SN Ia,None
ZTF20acoxjyr,None,None,None,None,None,SN Ia,None,None,None,SN Ia
ZTF20acoxmsr,None,None,SN II,SN Ia,None,SN Ia,SN Ia,SN Ia,None,SN Ia
ZTF20acoxudw,None,None,None,SN Ia,None,None,None,None,SN Ia,None
ZTF20acoygag,SN Ia,None,SN Ia,None,None,None,SN Ia,None,None,None
ZTF20acoygnk,None,None,None,None,None,None,None,None,None,SN Ia
ZTF20acoykif,None,SN Ia,SN IIn,SN Ia,None,SN Ia,SN Ia,None,None,SN II
ZTF20acoyqav,SN Ia,None,None,None,SN Ia,None,None,None,SN Ia,SN Ia-91T-like
ZTF20acoyrlm,None,SN I,SN Ia,None,None,None,SN Ia,None,None,None
ZTF20acoyvdg,None,None,None,None,SN II,None,SN Ia,None,SN Ia,SN Ia
ZTF20acoyxvn,None,SN Ia,None,None,None,SN Ia,None,None,SN Ia,None
ZTF20acozzem,None,SN Ia,SN Ia,None,None,None,None,None,None,None
ZTF20acpabvp,SN Ia,None,SN IIb,None,None,None,None,None,None,None
ZTF20acpayvy,SN II,None,None,None,None,None,SN Ia,None,None,None
ZTF20acpbbqf,None,SN II,None,None,None,SN Ia,None,None,SN II,None
ZTF20acpbdvm,None,SN Ia-91T-like,None,None,None,None,None,None,SN II,SN II
ZTF20acpbwew,None,None,SN Ia,SN II,None,None,None,None,None,None
ZTF20acpbyfl,SN Ia,None,None,SN Ia,None,None,None,SN Ia,SN Ic,None
ZTF20acpctbg,None,SN IIb,None,None,SN Ib,None,None,None,None,SN Ia
ZTF20acpcuwx,None,None,SN Ia,None,SN Ia-91bg-like,None,None,None,SN Ia,None
ZTF20acpcwwg,None,SN Ia,SN Ia,None,None,None,None,None,SN Ia,None
ZTF20acperra,None,None,None,None,None,None,None,None,None,SN IIP
ZTF20acpevlh,None,None,None,None,None,None,None,None,None,None
ZTF20acpeyoo,None,None,None,SN Ia,SN Ia,None,None,None,None,SN II
ZTF20acpgdir,None,None,None,None,None,None,None,SN Ia,None,None
ZTF20acpggtl,None,None,None,None,None,None,None,None,None,None
ZTF20acpgicr,None,None,SN II,None,None,None,None,None,None,None
ZTF20acpglgs,SN Ia,None,None,None,None,None,None,None,None,None
ZTF20acpgmqn,SN II,None,SN Ia,None,None,None,None,SN Ia,SN Ia,None
ZTF20acpgnsn,None,None,SN Ia-pec,None,None,None,None,None,None,None
ZTF20acpgokr,None,SN Ia,None,None,None,SN II,None,SN II,None,None
ZTF20acpgpen,SN Ia,SN Ib,None,None,None,None,None,SN Ic,SN Ia-91T-like,SN Ia
ZTF20acpgpnq,None,None,None,SN Ia,None,SN II,None,SN Ia,None,SN Ia
ZTF20acpgzif,None,SN Ia,None,None,SN Ia,None,None,None,None,SN Ia
ZTF20acpgzkt,None,None,None,SN Ia,None,SN Ia,None,None,None,None
ZTF20acphapm,None,None,SN Ia,SN IIn,None,None,SN Ia,SN Ia,None,None
ZTF20acphayb,SN Ia,None,None,None,None,None,None,SN Ia,SN Ia,None
ZTF20acphbpb,None,None,None,None,SN Ia,SN Ia,SN Ia,None,None,None
ZTF20acphdbu,None,SN Ib,None,None,SN Ia,None,SN Ia,None,None,SN Ia-91T-like
ZTF20acphilk,None,None,SN Ia-91T-like,SN Ia,None,None,None,SN Ia-91T-like,None,SN Ia
ZTF20acphjfn,SN Ia,None,None,None,None,None,None,None,None,None
ZTF20acphjfv,None,None,None,None,None,None,None,None,SN II,SN Ia
ZTF20acphsbv,None,SN Ia,None,None,None,SN Ia,None,None,None,None
ZTF20acphvjk,None,SN Ia,SN Ia,None,None,None,None,None,None,None
ZTF20acpiahx,None,None,SN Ia,SN Ia,None,None,SN II,None,None,None
ZTF20acpicjz,None,None,None,None,None,None,None,SN Ia,None,None
ZTF20acpidye,SN Ia,None,SN Ia,None,None,None,SN Ia,SN Ia,SN Ia,SN Ia
ZTF20acpiesv,SN Ia,None,None,None,None,SN II,None,None,SN Ia,None
ZTF20acpjcoe,SN Ib,None,None,None,None,None,None,SN II,None,None
ZTF20acpjfln,None,None,SN IIb,None,None,SN II,None,None,None,SN Ia
ZTF20acpjodk,SN Ib-pec,None,SN Ia,None,None,None,None,None,None,None
ZTF20acpjogm,None,None,None,None,None,None,None,None,None,None
ZTF20acpjqxp,None,None,SN Ia,SN IIb,None,SN Ia,None,SN II,None,SN II
ZTF20acpjswl,SN Ia,None,None,None,SN Ia,None,SN Ia,None,SN II,None
ZTF20acpkgqd,SN Ia,SN Ic,None,SN II,SN Ia,None,None,None,None,None
ZTF20acpkjsn,None,None,None,None,None,None,None,None,None,SN II
ZTF20acpkled,SN Ia,None,SN Ia,None,None,None,SN Ia-91T-like,None,None,None
ZTF20acpklid,None,None,SN Ia,SN I,None,SN Ia,None,SN Ia,None,None
ZTF20acpknjk,SN Ia,None,None,None,None,None,None,SN Ia,SN Ia,SN II
ZTF20acpknux,None,None,None,SN Ia,None,None,SN Ia,None,None,SN Ia-91T-like
ZTF20acpkpla,SN Ia,None,None,SN Ia,None,SN Ia,SN II,None,None,None
ZTF20acpkpzb,None,None,None,None,None,None,None,Other,None,None
ZTF20acpkqhq,None,None,None,None,SN Ia,None,None,SN Ia,None,None
ZTF20acpkses,None,None,None,None,None,None,SN Ia,None,SN Ia,None
ZTF20acpkuvc,SN Ia,None,None,SN I,None,None,None,None,SN II,None
ZTF20acpkvvy,None,SN Ia,SN Ia,None,SN Ibn,SN Ia,SN Iax[02cx-like],None,None,SN Ia
ZTF20acpkwer,None,SN Ia-91T-like,None,None,None,None,SN II,SN Ia,None,SN Ia
ZTF20acpkzxq,None,SN Ia,SN Ia,None,None,SN Ia,None,SN Ia,None,SN Ia
ZTF20acplhzx,None,None,None,None,SN Ib,None,None,None,None,None
ZTF20acpllaq,SN Ia,None,None,None,None,SN Ia,None,None,None,None
ZTF20acpllqk,None,SN Ia,None,None,SN Ia,None,SN Ia,None,None,SN Ia
ZTF20acplptm,SN Ia,None,None,None,None,None,None,None,None,None
ZTF20acplpur,None,None,None,None,None,None,None,None,None,None
ZTF20acplqcf,None,None,SN Ia,None,None,SN Ia,SN Ia,None,None,SN Ia
ZTF20acplqek,None,None,None,None,SN IIn,SN Ia,None,None,SN Ia,None
ZTF20acplqrq,SN Ia,SN Ia,None,SN Ia,SN Ia,None,SN Ia,SN Ia,None,None
ZTF20acpmeuc,None,None,SN Ia,SN Ia,None,None,None,None,SN Ia,None
ZTF20acpmfsg,None,None,None,None,SN Ia,None,SN Ia,SN Ia,None,None
ZTF20acpmgdz,None,SN Ia,None,SN Ia,None,None,SN Ia,None,None,SN Ia
ZTF20acpmgpp,None,SN Ia,None,None,None,None,None,None,SN Ia,None
ZTF20acpmmln,None,None,None,None,None,SN Ia,None,None,SN Ia,None
ZTF20acpmntn,None,SN Ia,None,None,SN Ia,None,None,None,None,None
ZTF20acpmojv,None,None,None,None,None,SN II,None,None,None,None
ZTF20acpndmv,SN II,None,None,None,None,SN Ia,None,SN Ia,None,None
ZTF20acpoifv,None,IDXERROR,None,SN Ia,None,SN IIb,None,None,SN Ia,None
ZTF20acpolgu,None,SN Ia,None,SN Ia,None,SN Ia,SN Ia,None,None,None
ZTF20acpomqu,None,None,None,None,None,None,SN Ia,None,SN II,None
ZTF20acppchi,SN Ia,None,None,None,SN Ia,None,None,None,SN Ia-pec,None
ZTF20acpppyu,SN Ia,None,SN Ia,None,None,None,SN Ia,SN Ia,None,None
ZTF20acpprdy,SN Ia,SN Ia,SN Ia,SN Ia,SN Ic-BL,SN Ia,None,None,SN Ia,None
ZTF20acpprmy,None,None,SN II,None,None,SN Ia,SN Ib,None,None,None
ZTF20acppruo,None,None,None,None,None,SN Ia-91T-like,None,None,None,None
ZTF20acppsay,None,None,None,None,SN Ia,None,SN Ia,SN Ia,None,SN Ia
ZTF20acpptjl,None,None,None,None,SN Ia,None,None,None,None,None
ZTF20acpptqk,SN Ia,None,SN II,None,None,None,None,None,SN Ia-91T-like,None
ZTF20acppzah,SN II,None,None,None,None,None,None,None,SN Ia,None
ZTF20acppzxx,None,None,SN Ia,None,None,None,None,None,None,None
ZTF20acpqagp,None,None,SN II,None,SN Ia,None,SN Ia-91T-like,None,None,SN Ia
ZTF20acpqbfu,None,None,None,None,None,SN IIn,None,None,SN Ia-91T-like,SN Ia
ZTF20acpqbue,None,None,None,None,None,None,None,None,None,None
ZTF20acpqcur,None,None,None,None,None,None,SN Ia,None,None,SN Ia
ZTF20acpqxsz,None,None,None,IDXERROR,None,None,None,None,None,None
ZTF20acprazr,None,None,SN Ia,None,None,None,None,SN Ia,SN Ia,SN Ia
ZTF20acprfiz,None,SN IIn,None,None,None,None,None,SN Ia,None,None
ZTF20acpskyt,SN IIP,None,None,None,None,None,SN Ia,None,None,None
ZTF20acptayg,None,None,None,SN Ia,SN Ia,None,None,None,None,None
ZTF20acptbil,None,None,None,SN Ia,SN II,None,SN Ia,None,None,SN Ia
ZTF20acptgfl,SN Ia,SN Ia,None,None,SN Ia,None,None,None,SN Ia,SN Ia
ZTF20acptvww,None,None,None,SN Ia,None,None,SN Ia,None,SN Ia,SN II
ZTF20acptyge,None,None,None,None,None,None,None,None,None,None
ZTF20acpumut,None,SN Ia,None,None,None,SLSN-I,None,SN Ia,SN Ia,None
ZTF20acpuqvx,None,SN Ia,None,SN Ia,None,None,None,SN Ia,None,None
ZTF20acpuzdo,None,None,None,None,None,None,None,None,None,None
ZTF20acpwimx,SN Ia-91T-like,None,SN II,None,None,None,SN Ia,None,None,None
ZTF20acpwioh,None,None,None,SN Ia,None,None,None,None,None,None
ZTF20acpwipx,None,None,None,SN Ia,SN II,None,None,None,None,None
ZTF20acpwjus,None,None,None,SN Ia,None,SN Ia-91T-like,None,None,None,None
ZTF20acpwpqu,None,None,SN Ia,SN IIn,None,None,SN Ia,None,None,None
ZTF20acpwqam,None,None,None,None,SN Ia,None,None,SN Ia,None,SN Ia
ZTF20acpwuem,None,SN II,None,None,SN Ia-pec,None,SN Ia,SN Ia,SN Ia-91bg-like,SN Ia
ZTF20acpxtgl,None,SN Ia,None,None,None,None,SN Ia,None,None,SN Ia
ZTF20acpxuet,SN Ia,SN II,None,None,None,None,None,None,SN Ia,None
ZTF20acpxuvg,None,SN Ia,None,SN Ia,None,None,SN Ia,None,None,None
ZTF20acpxvdg,None,None,SN Ia,SN I,None,None,None,None,SN Ia,None
ZTF20acpxvez,SN Ia,None,None,None,None,None,None,None,None,SN Ia
ZTF20acpxvrj,None,None,None,None,None,None,SN I,None,None,SN Ia
ZTF20acpxwew,None,None,None,None,SN Ia,None,SN Ibn,None,SN Ia,None
ZTF20acpyaap,None,None,SN Ia,None,None,None,SN Ia-CSM,None,SN Ia,SN II
ZTF20acpyawj,None,None,SN Ia,SN Ia,None,SN Ia,None,None,SN Ia,None
ZTF20acpyfsq,SN Ib,None,SN Ia,None,None,SN Ia,None,None,None,SN Ia
ZTF20acpygbx,None,None,None,None,None,None,SN Ia,SN Ia,None,None
ZTF20acpyndh,None,None,SN Ia,None,None,None,None,None,SN IIn,SN II
ZTF20acpzaoa,None,None,SN Ib,SN II,None,None,None,SN Ia,None,None
ZTF20acpzcdz,None,SN Ia,None,SN Ia,None,Other,SN Ia,SN Ia,None,None
ZTF20acpzdzq,None,None,None,None,SN Ia,None,None,SN II,SN Ia,SN Ia
ZTF20acpzend,None,None,None,None,SN Ia,None,None,None,None,None
ZTF20acpzfzk,None,SN Ia,SN Ia,None,SN IIb,None,None,None,None,None
ZTF20acpziet,None,None,None,None,SN Ia,None,None,SN Ia,None,SN Ia-91T-like
ZTF20acqcptp,SN Ia,None,None,None,None,None,SN Ia,None,SN Ia,None
ZTF20acqcwhj,None,SN Ia,None,None,None,SN II,SN II,None,None,None
ZTF20acqcxmx,None,None,None,None,None,None,None,None,SN Ia-91bg-like,None
ZTF20acqelhh,SN Ia,None,None,None,None,None,SN Ia,None,None,None
ZTF20acqgyen,None,SN Ia-91T-like,None,None,None,None,None,None,TDE,SN Ia
ZTF20acqhbma,None,SN Ia,None,None,None,None,None,SN II,None,None
ZTF20acqjmzk,SN Ia,None,None,None,None,SN II,None,None,SN Ia,None
ZTF20acqjzzv,SN Ia,SN Ia,None,None,None,SN Ia-91bg-like,None,None,None,SN Ia
ZTF20acqkagc,SN Ia,None,None,None,None,None,None,SN Ia,None,None
ZTF20acqksdi,SN Ia,SN Ia-CSM,None,SN Ia-91T-like,None,None,None,SN Ia,None,SN Ib
ZTF20acqlcge,TDE,None,None,None,None,None,None,None,None,None
ZTF20acqlfwb,None,None,None,SN Ia,None,SN Ia,None,None,None,None
ZTF20acqntkr,None,None,None,SN Ia,None,None,None,None,None,None
ZTF20acqoiyt,None,None,SN IIP,None,None,None,None,None,None,None
ZTF20acqpxdc,None,None,SN Ia,None,None,SN Ia,None,SN Ia,None,SN Ia
ZTF20acqpzbo,None,SN Ia,None,None,None,SN Ib,None,None,None,None
ZTF20acqqagz,None,SN Ia,None,None,None,None,None,None,None,None
ZTF20acqqiao,None,None,None,None,None,None,SLSN-I,None,None,None
ZTF20acqrahz,SN Ia,None,None,None,None,None,SN II,None,None,None
ZTF20acqtaiq,None,None,SN Ia,SN Ia,None,None,None,None,None,None
ZTF20acqucpz,None,None,None,SN Ic-BL,None,None,None,None,SN IIn,SN Ia
ZTF20acquetr,None,SN Ia,SN II,SN Ia,SN Ia,None,SN Ia,None,None,SN Ia
ZTF20acquffv,None,SN Ia,None,None,SN Ia,None,SN Ia,SN II,SN IIn,None
ZTF20acquosc,None,None,None,SN Ia,SN Ia,None,None,None,None,None
ZTF20acquzlx,None,SN Ia,None,None,SN II,None,SN Ia,None,None,None
ZTF20acqvfjt,None,SN Ia,SN Ia,None,None,None,None,None,None,None
ZTF20acqvfyp,None,None,None,None,SN Ia,SN Ia-91bg-like,SN Ia,None,None,None
ZTF20acqvifs,SN II,None,None,None,SN Ia,None,None,None,None,None
ZTF20acqvqhv,SN Ib,SN Ia,None,None,None,None,SN Ia,None,SN Ia,None
ZTF20acqvuwu,None,SN Ib,SN II,None,None,None,None,SN II,None,None
ZTF20acqvwzb,None,None,None,SN Ia-91bg-like,None,None,None,None,None,None
ZTF20acqvwzm,None,None,SN Ia,None,None,None,SN Ia,None,SN Ic,None
ZTF20acqwasy,None,None,None,SN II,SN Ia,None,SN Ia,None,None,None
ZTF20acqwtks,None,SN Ia,None,None,None,SN Ia,None,SN Ia,None,None
ZTF20acqxgjn,SN Ia,None,SN Ia,SN II,SN Ia,None,None,SN Ia,None,None
ZTF20acqxhaq,None,None,None,SN Ia,None,SN Ia,SN Ia,None,None,None
ZTF20acqyfie,SN Ia,SN Ia,None,None,None,None,SN Ia,None,None,SN Ia
ZTF20acqzpta,None,None,None,None,None,None,None,None,SN Ia,None
ZTF20acrbphj,SN Ia,None,SN Ia,None,None,None,None,None,SN IIn,None
