,ann=0_ztfid,ann=1_ztfid,ann=2_ztfid,ann=3_ztfid,ann=4_ztfid,ann=5_ztfid,ann=6_ztfid,ann=7_ztfid,ann=8_ztfid,ann=9_ztfid,ann=10_ztfid,ann=0_d,ann=1_d,ann=2_d,ann=3_d,ann=4_d,ann=5_d,ann=6_d,ann=7_d,ann=8_d,ann=9_d,ann=10_d,ann=0_has_tns,ann=1_has_tns,ann=2_has_tns,ann=3_has_tns,ann=4_has_tns,ann=5_has_tns,ann=6_has_tns,ann=7_has_tns,ann=8_has_tns,ann=9_has_tns,ann=10_has_tns,ann=0_tns_cls,ann=1_tns_cls,ann=2_tns_cls,ann=3_tns_cls,ann=4_tns_cls,ann=5_tns_cls,ann=6_tns_cls,ann=7_tns_cls,ann=8_tns_cls,ann=9_tns_cls,ann=10_tns_cls,ann=0_spec_z,ann=1_spec_z,ann=2_spec_z,ann=3_spec_z,ann=4_spec_z,ann=5_spec_z,ann=6_spec_z,ann=7_spec_z,ann=8_spec_z,ann=9_spec_z,ann=10_spec_z
ZTF21abqsxgo,ZTF21abqsxgo,ZTF21aalghef,ZTF21aajszrh,ZTF18achdfqm,ZTF21aavdtwe,ZTFabc34203,ZTF21aagmrym,ZTF20acmloum,ZTFabc57032,ZTFabc89831,ZTFabc16799,0,282.5624,375.0508,387.9916,397.0373,450.208,452.9468,465.4441,473.7842,480.8331,484.6819,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Fake,Fake,Fake,None,None,None,None,None,SN Ia,None,None,SN Ia,SN Ia,SN Ia,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aazhegf,ZTF21aazhegf,ZTFabc62828,ZTFabc75394,ZTFabc03205,ZTFabc87438,ZTFabc76733,ZTFabc94597,ZTFabc08508,ZTFabc04747,ZTFabc24441,ZTFabc61027,0,162.9136,164.5261,170.0273,171.7845,174.5444,231.0516,232.5942,232.7143,233.7864,234.1299,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,SN II,SN IIn,SN IIn,SN IIn,SN IIn,SN IIn,SN Ib,SN Ic,SN IIn,SN Ic,SN Ic,0.033,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF18acurljz,ZTF18acurljz,ZTF21abdlgcq,ZTF18acurmhj,ZTF18aawpuqx,ZTF20acxayuq,ZTF20acpxvez,ZTF21aasckgn,ZTF21aapforn,ZTFabc12074,ZTF21aaxkccg,ZTF21abyfywy,0,343.2426,352.7061,474.7818,482.6338,483.0541,495.079,510.3112,511.2014,516.269,517.5739,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Yes_TNS,None,None,None,None,None,SN Ia,None,None,SN Ia,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,0.051,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aamgdfl,ZTF21aamgdfl,ZTF20acwqnjd,ZTF19aarjspm,ZTF20acpskkx,ZTF21aaxyglu,ZTF21aareaen,ZTFabc35062,ZTF21aalgiex,ZTF21abidhpt,ZTF18acbvgtj,ZTF21aadsosc,0,235.8993,242.332,242.9309,280.3511,295.8585,310.5099,342.5725,345.5745,346.8022,353.7394,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,Fake,No_TNS,Yes_TNS,No_TNS,No_TNS,None,None,None,None,None,None,SN Ia,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aaplooj,ZTF21aaplooj,ZTFabc68909,ZTF21abidikc,ZTFabc05514,ZTFabc03119,ZTF20acgchxa,ZTF21aaacwmx,ZTF21abouwjm,ZTFabc88648,ZTFabc62192,ZTF20aclfjgy,0,239.7965,243.6398,249.3105,256.3688,290.2921,294.1646,317.0729,317.5522,321.58,328.5341,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,None,None,None,SN IIn,SN II,None,0.052228,-99.0,0.03921,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF18acuauqm,ZTF18acuauqm,ZTFabc46153,ZTF18acbvgtj,ZTFabc54066,ZTF21abctgsv,ZTF19aarjspm,ZTF21abejeyz,ZTF19aaafotc,ZTF18absljlb,ZTF21aavcdiq,ZTF20acyxrbd,0,221.205,329.5134,348.8375,353.2906,356.0885,360.1641,361.9832,363.4804,397.1798,398.36,Yes_TNS,Fake,No_TNS,Fake,Yes_TNS,Yes_TNS,No_TNS,No_TNS,No_TNS,Yes_TNS,Yes_TNS,None,SN Ia,None,SN Ia,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aayddkn,ZTF21aayddkn,ZTF21aareeiq,ZTFabc70681,ZTF21aahzspd,ZTFabc42507,ZTFabc05047,ZTF20aculrpj,ZTFabc58347,ZTFabc48598,ZTFabc13258,ZTFabc69375,0,245.9824,275.8335,280.4159,282.4156,330.3702,341.0637,373.0434,383.0994,388.9809,394.6212,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Yes_TNS,Fake,Fake,Fake,Fake,SN Ib,None,SN II,SN Ia,SN II,SN Ia,None,SN II,SN II,SN II,SN II,0.052068,-99.0,-99.0,0.11,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21abjxhfp,ZTF21abjxhfp,ZTFabc69462,ZTFabc52221,ZTFabc29027,ZTF21aalyvyw,ZTFabc88907,ZTFabc50557,ZTF21abcnhum,ZTFabc36884,ZTFabc33244,ZTFabc86119,0,197.4399,208.9745,217.9507,218.6328,231.8436,232.4211,236.6311,247.9515,257.0945,267.7089,Yes_TNS,Fake,Fake,Fake,Yes_TNS,Fake,Fake,Yes_TNS,Fake,Fake,Fake,None,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,None,SN IIn,SN IIn,SN IIn,-99.0,-99.0,-99.0,-99.0,0.062128,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20acxsxac,ZTF20acxsxac,ZTF21aakiufw,ZTFabc94277,ZTF18aansqom,ZTFabc52415,ZTFabc06766,ZTFabc01166,ZTFabc19636,ZTFabc17612,ZTFabc15584,ZTFabc85026,0,171.426,214.7915,217.035,220.3301,222.8871,224.8367,225.4075,225.7477,226.7918,230.0611,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,SN Ia,None,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,0.045795,-99.0,-99.0,0.03,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aapvqhx,ZTF21aapvqhx,ZTF21aavdnvt,ZTFabc24916,ZTF21acjtgeo,ZTFabc69998,ZTFabc41377,ZTFabc32959,ZTFabc48947,ZTFabc90820,ZTF21aapjcqb,ZTFabc36810,0,252.4223,328.6111,334.0443,347.9545,352.0269,357.8037,358.0724,360.1023,361.322,361.7438,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Yes_TNS,Fake,None,None,SN II,None,SN II,SN Ia,SN Ia,SN Ic,SN Ic,SN Ia,SN Ic,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.07,-99.0
ZTF20achqeso,ZTF20achqeso,ZTF21abigboa,ZTF20acxbbru,ZTF20acpmojv,ZTF21aagnwkk,ZTFabc04047,ZTFabc10771,ZTFabc19178,ZTFabc71653,ZTF21aahwcch,ZTFabc28422,0,373.8928,385.7547,434.9455,455.9562,468.015,468.1273,468.3011,468.8741,469.0974,469.1935,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Yes_TNS,Fake,None,None,None,None,SN Ia,TDE,TDE,SN Ia,TDE,None,SN Ia,-99.0,-99.0,-99.0,-99.0,0.113,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aaocibg,ZTF21aaocibg,ZTF18adcagrn,ZTFabc40929,ZTFabc38612,ZTFabc79662,ZTFabc19100,ZTFabc07610,ZTFabc52216,ZTFabc39981,ZTFabc43336,ZTFabc56067,0,271.0612,288.3333,292.8047,295.9666,307.669,312.0232,315.7051,316.2009,317.6446,318.2822,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,SN Ia,None,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,0.071,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aaydsfe,ZTF21aaydsfe,ZTF20abzcmeh,ZTF20abxphtb,ZTF20acxbicc,ZTF21abwjprf,ZTF21aasruuq,ZTF20aamibse,ZTF21abxlkbd,ZTF21abmwmnp,ZTF21aapixtz,ZTF21abxeaiq,0,361.1729,373.4774,388.429,395.4232,435.2638,447.2031,447.8488,464.2927,466.2622,466.65,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,SN Ia,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.096,-99.0,-99.0
ZTF21aagnvvk,ZTF21aagnvvk,ZTFabc81115,ZTFabc16416,ZTFabc21708,ZTF21aaahliy,ZTFabc09781,ZTFabc07055,ZTFabc34779,ZTFabc45189,ZTFabc24528,ZTFabc08243,0,212.9454,220.2745,225.7784,226.0076,226.2967,226.4621,227.8499,228.9717,229.3471,230.7903,Yes_TNS,Fake,Fake,Fake,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,0.13,-99.0,-99.0,-99.0,0.10579,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20acovvfy,ZTF20acovvfy,ZTF21abvdcep,ZTF21abiawdx,ZTF20abxyauq,ZTF21achkfcy,ZTFabc77678,ZTFabc30948,ZTFabc88041,ZTFabc06729,ZTFabc87317,ZTFabc83631,0,369.2034,525.5709,545.9154,547.7474,549.8482,550.2581,550.2758,550.3368,550.5283,550.8338,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,None,None,None,None,None,TDE,TDE,TDE,TDE,TDE,TDE,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20acueziy,ZTF20acueziy,ZTF18aatrkga,ZTF20acudkao,ZTFabc18691,ZTFabc48696,ZTFabc14614,ZTFabc40560,ZTFabc24821,ZTFabc41833,ZTFabc76121,ZTFabc93579,0,219.4799,268.9806,285.9393,289.1897,290.1878,290.6369,291.9497,294.4315,295.3681,295.6328,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,SN Ic,SN Ia,SN Ia,SN Ia,SN IIP,SN IIP,SN Ic,SN Ic,SN IIP,SN IIP,SN Ic,0.023303,0.0285,0.0383060016,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF18accjyim,ZTF18accjyim,ZTF21abwbuxf,ZTFabc66263,ZTFabc25318,ZTF20acuobqz,ZTF21aaoevvx,ZTF19aabyvgk,ZTF21abrotmc,ZTF20acyrlyj,ZTFabc75268,ZTF21abhtkiy,0,363.2616,388.2756,396.3602,398.8658,406.1381,409.9457,411.9751,425.3673,425.8936,426.6732,No_TNS,Yes_TNS,Fake,Fake,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Yes_TNS,None,None,SN Ia,SN Ia,None,None,None,SN Ia,None,SN II,SN Ia,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.097,-99.0,-99.0,0.076
ZTF21aaarmon,ZTF21aaarmon,ZTF21abxnulm,ZTF20acotwur,ZTFabc22119,ZTF21aagyhax,ZTF20aclfqqa,ZTFabc36664,ZTF21aalimvt,ZTF21abcmmdl,ZTFabc03483,ZTFabc98138,0,326.2555,338.2064,352.3972,370.7651,381.1005,382.2664,388.0781,400.2441,402.452,403.2163,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Fake,No_TNS,Yes_TNS,Fake,Fake,None,SN Ia,SN Ia,SN Ia,SN Ia,None,SN Ia,None,None,SN IIP,SN IIP,-99.0,0.075,0.05,-99.0,0.077564,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aapvbej,ZTF21aapvbej,ZTF18abokvkt,ZTF19aavipfk,ZTF18acnmicp,ZTF18acyxock,ZTF21abwbuxf,ZTF18abnvnqb,ZTFabc24555,ZTF21aatlfdp,ZTFabc34160,ZTFabc56332,0,307.8809,321.4537,351.5399,378.4938,424.817,436.2542,439.5711,440.2063,448.3583,451.0147,Yes_TNS,No_TNS,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,No_TNS,Fake,Yes_TNS,Fake,Fake,None,None,None,None,None,None,None,SN Ia-91T-like,None,SN Ia-91T-like,SN Ia-91T-like,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF18abrwqze,ZTF18abrwqze,ZTF21aaldwsp,ZTFabc72501,ZTFabc74956,ZTF20acgrvtr,ZTF20achtisx,ZTFabc74416,ZTF21aavdtdp,ZTF18acvgugm,ZTFabc09415,ZTFabc69921,0,221.2997,335.1203,342.5506,366.4131,374.6976,391.0994,401.0803,410.4726,423.3419,424.1834,Yes_TNS,Yes_TNS,Fake,Fake,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Fake,Fake,None,None,SN Ia,SN Ia,SN Ia,None,SN Ia,None,None,SN Ia,SN II,-99.0,-99.0,-99.0,-99.0,0.075,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aagyuvz,ZTF21aagyuvz,ZTF21abcwulm,ZTF21aaxyglu,ZTF21aagtmgw,ZTF20acyxrbd,ZTF21abowuoq,ZTF21abcwoep,ZTF21aayqdwk,ZTF21aaxtekc,ZTF20acpskkx,ZTFabc50133,0,402.2661,419.483,419.6556,420.9136,433.7231,434.8745,463.777,464.048,471.2437,476.4747,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Fake,None,None,None,None,None,None,None,SN Ia,None,None,SN Ia,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.06,-99.0,-99.0,-99.0
ZTF21abjqcmb,ZTF21abjqcmb,ZTFabc65848,ZTFabc02479,ZTFabc25692,ZTFabc94984,ZTFabc28891,ZTFabc89968,ZTFabc52716,ZTFabc52723,ZTF19aaedudt,ZTFabc31686,0,192.5814,194.2146,199.727,215.2298,233.2834,242.6071,253.6724,275.4117,284.6558,288.3126,No_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Yes_TNS,Fake,None,SN Ib,SN Ib,SN Ib,SN Ib,SN Ia,SN Ia,SN Ib,SN Ia,None,SN Ib,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aaiwlyy,ZTF21aaiwlyy,ZTF21abmwmnp,ZTF21abxlkbd,ZTF21abjgzrj,ZTF20abzcmeh,ZTFabc88210,ZTF21abwjprf,ZTF21aawkqfb,ZTFabc31670,ZTFabc01897,ZTF21aascgqk,0,244.5887,313.1207,349.042,389.1603,392.3186,395.6593,397.9917,411.488,412.8261,422.8093,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Fake,Fake,Yes_TNS,None,SN Ia,None,None,None,SN Ia,None,None,SN II,SN Ia,None,-99.0,0.096,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20acnznol,ZTF20acnznol,ZTFabc15988,ZTFabc84902,ZTFabc06769,ZTFabc58814,ZTFabc76889,ZTFabc43128,ZTFabc55848,ZTFabc57602,ZTFabc06213,ZTFabc11494,0,179.6549,190.6193,191.3542,192.117,194.5955,196.1062,202.0749,205.7826,206.6414,207.7912,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,SN Ia,SN Ib,SN Ib,SN II,SN Ib,SN Ib,SN Ib,SN II,SN II,SN Ib,SN Ib,0.032312,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20acqrahz,ZTF20acqrahz,ZTF18acevgyz,ZTF18adaimlf,ZTF20achomxd,ZTF20acunxkg,ZTF21abulijr,ZTF21abwcnod,ZTF21aavrmzc,ZTFabc42351,ZTFabc42809,ZTFabc66988,0,291.3242,368.3023,390.4955,446.239,448.9598,452.186,459.4734,476.4106,477.3625,478.2397,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Fake,None,None,None,None,None,None,None,None,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20achkmlh,ZTF20achkmlh,ZTFabc22483,ZTFabc16589,ZTFabc73514,ZTFabc25278,ZTFabc84297,ZTFabc58744,ZTFabc25609,ZTFabc06816,ZTFabc56941,ZTFabc34837,0,195.648,197.9749,198.8332,200.0398,200.7854,201.1251,201.3519,202.5272,203.3912,205.033,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,SN IIb,SN IIb,SN IIb,SN IIb,SN IIb,SN IIb,SN IIb,SN IIb,SN IIb,SN IIb,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20acsesce,ZTF20acsesce,ZTFabc77128,ZTFabc15880,ZTFabc27745,ZTFabc29651,ZTFabc58362,ZTFabc79807,ZTFabc08348,ZTFabc92215,ZTFabc37879,ZTF20aclftuo,0,163.5928,215.0851,219.7546,227.6219,234.3607,253.7363,254.3342,255.8348,262.0668,276.1834,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Yes_TNS,SN Ia,SN II,SN II,SN II,SN II,SN II,SN II,SN II,SN II,SN II,SN II,0.052,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.04391
ZTF20accmtgt,ZTF20accmtgt,ZTFabc43573,ZTF21aajvukh,ZTFabc93716,ZTFabc38439,ZTFabc17981,ZTFabc93379,ZTFabc32908,ZTFabc93582,ZTFabc32462,ZTFabc20698,0,167.5262,184.3316,185.0621,189.2919,192.6315,194.4863,195.3905,203.5745,216.5853,236.2039,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,SN Ia,SN II,SN II,SN II,SN II,SN II,SN II,SN II,SN II,SN II,SN II,0.033,-99.0,0.055,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aaixlfe,ZTF21aaixlfe,ZTFabc66965,ZTFabc60983,ZTFabc34961,ZTFabc14071,ZTFabc96332,ZTFabc56821,ZTFabc86384,ZTFabc81361,ZTFabc67543,ZTFabc65811,0,214.7496,238.24,240.6294,242.8864,244.1842,244.8612,250.1983,252.2178,253.9496,262.9506,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,SN Ia,SN II,SN II,SN II,SN II,SN II,SN II,SN II,SN II,SN II,SN II,0.034014,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21abkdtdx,ZTF21abkdtdx,ZTFabc63876,ZTFabc45733,ZTF21abdthxn,ZTF21abpoufi,ZTFabc30722,ZTF20acjhhqx,ZTFabc71957,ZTFabc43486,ZTF18acuqyyn,ZTF21aagdrdj,0,183.2014,194.1992,223.3455,245.3467,251.4535,268.3454,284.264,293.2104,295.8013,298.3651,Yes_TNS,Fake,Fake,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Yes_TNS,Yes_TNS,None,SN Ia,SN Ia,SN Ia,None,SN Ia,SN Ia,SN Ia,SN Ia,None,None,-99.0,-99.0,-99.0,0.099,-99.0,-99.0,0.04,-99.0,-99.0,-99.0,-99.0
ZTF20abwzqzo,ZTF20abwzqzo,ZTFabc54037,ZTF21abcprql,ZTFabc80333,ZTFabc42931,ZTF21abhsiux,ZTFabc07091,ZTF18acwworr,ZTF20acyyavb,ZTFabc92999,ZTFabc19306,0,251.4083,365.3164,386.9718,393.296,393.5057,393.9641,394.9967,402.5314,407.7925,410.6302,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Yes_TNS,Fake,No_TNS,Yes_TNS,Fake,Fake,SN IIb,SN Ia,None,SN Ia-91T-like,SN Ia,SN Ia,SN Ia-91T-like,None,SN Ia,SN Ia,SN Ia,0.023033,-99.0,-99.0,-99.0,-99.0,0.049797,-99.0,-99.0,0.048,-99.0,-99.0
ZTF21abcamge,ZTF21abcamge,ZTF21acgxwaw,ZTF20abdvwde,ZTF21aagojfe,ZTFabc10978,ZTFabc74985,ZTFabc28083,ZTFabc41543,ZTF21aadipjb,ZTFabc78883,ZTFabc27132,0,247.5117,255.4813,288.3563,289.2063,295.2899,312.1122,318.5167,322.6855,324.7693,329.9897,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,No_TNS,Fake,Fake,None,None,None,SN Ia,SN Ia,SN II,SN Ia,SN II,None,SN Ia,SN II,-99.0,-99.0,-99.0,0.026872,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aayrbnn,ZTF21aayrbnn,ZTF21abbliav,ZTFabc43101,ZTFabc97880,ZTFabc57157,ZTFabc50304,ZTFabc11957,ZTF18abufwxs,ZTFabc06573,ZTFabc33744,ZTFabc99561,0,287.6705,306.7097,308.5698,319.8539,320.0365,320.4117,321.141,322.0662,322.2483,322.7947,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,No_TNS,Fake,Fake,Fake,SN Ia,SN Ia,SN Ia,SN IIn,SN IIn,TDE,TDE,None,TDE,SN Ia,TDE,0.09,0.049,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21abduhvf,ZTF21abduhvf,ZTFabc70274,ZTFabc52366,ZTF21aaptouk,ZTFabc00826,ZTFabc36765,ZTFabc15018,ZTFabc63425,ZTFabc65153,ZTFabc59018,ZTFabc66039,0,315.5631,327.8031,330.2523,354.5866,354.7159,355.6711,357.2986,360.4536,362.0694,362.8697,Yes_TNS,Fake,Fake,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,SN Ia,SN Ia,SN Ia,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,-99.0,-99.0,-99.0,0.095,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF18absloog,ZTF18absloog,ZTF21aasjqki,ZTF21aautjjk,ZTF21abkmnof,ZTF21aarpcor,ZTFabc18051,ZTFabc77190,ZTF21aaoijsw,ZTFabc77005,ZTFabc96065,ZTFabc12468,0,196.2968,214.9759,222.1167,234.4984,237.7986,238.07,239.8048,242.8322,245.1652,248.746,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,No_TNS,Fake,Fake,Fake,None,None,None,None,None,TDE,TDE,None,TDE,SN Ia,TDE,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF18acchzlc,ZTF18acchzlc,ZTF18abtgmuw,ZTF20acnztaa,ZTF21aargapc,ZTF18acbwgcu,ZTFabc51742,ZTF20acnzpsj,ZTFabc33869,ZTF21abkyjcp,ZTFabc49206,ZTFabc87537,0,305.5258,330.0513,344.2411,375.1883,415.5742,422.7254,424.3984,425.6197,425.6399,425.7255,No_TNS,No_TNS,No_TNS,Yes_TNS,Yes_TNS,Fake,No_TNS,Fake,Yes_TNS,Fake,Fake,None,None,None,None,None,SN II,None,SN IIn,None,SN IIb,SN IIn,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aavelfw,ZTF21aavelfw,ZTFabc55609,ZTFabc45620,ZTFabc66979,ZTFabc56753,ZTFabc94372,ZTFabc07159,ZTFabc14703,ZTFabc51217,ZTFabc70158,ZTFabc93365,0,296.8928,298.5918,299.3019,300.3221,300.5449,302.7002,308.333,311.107,313.5314,315.3995,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,SN IIb,SN IIb,SN IIb,SN IIb,SN IIb,SN IIb,SN IIb,SN IIb,SN IIb,SN IIb,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21abizxkw,ZTF21abizxkw,ZTFabc39526,ZTF21aaigdly,ZTFabc54339,ZTFabc48599,ZTFabc26423,ZTFabc25072,ZTFabc86983,ZTFabc04949,ZTFabc62177,ZTFabc79011,0,320.3758,387.6609,387.7182,388.3233,391.5943,392.2457,393.0812,396.1736,397.0326,401.852,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,SN Ia,SN Ia,SN II,SN II,SN II,SN II,SN II,SN II,SN II,SN Ia,SN II,0.091,-99.0,0.03969,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20aclgcrm,ZTF20aclgcrm,ZTF18achdfqm,ZTF21aajszrh,ZTFabc80948,ZTF21aagrbpi,ZTFabc57032,ZTF21aappdev,ZTFabc34203,ZTFabc13870,ZTFabc80118,ZTFabc95526,0,251.4464,319.5982,323.6433,325.5511,333.3976,345.8339,356.1222,360.0887,364.0131,365.2801,Yes_TNS,No_TNS,Yes_TNS,Fake,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Fake,Fake,None,None,None,SN II,SN Ia,SN Ia,None,SN Ia,SN II,SN II,SN II,-99.0,-99.0,-99.0,-99.0,0.067,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
