,ann=0_ztfid,ann=1_ztfid,ann=2_ztfid,ann=3_ztfid,ann=4_ztfid,ann=5_ztfid,ann=6_ztfid,ann=7_ztfid,ann=8_ztfid,ann=9_ztfid,ann=0_d,ann=1_d,ann=2_d,ann=3_d,ann=4_d,ann=5_d,ann=6_d,ann=7_d,ann=8_d,ann=9_d,ann=0_has_tns,ann=1_has_tns,ann=2_has_tns,ann=3_has_tns,ann=4_has_tns,ann=5_has_tns,ann=6_has_tns,ann=7_has_tns,ann=8_has_tns,ann=9_has_tns,ann=0_tns_cls,ann=1_tns_cls,ann=2_tns_cls,ann=3_tns_cls,ann=4_tns_cls,ann=5_tns_cls,ann=6_tns_cls,ann=7_tns_cls,ann=8_tns_cls,ann=9_tns_cls,ann=0_spec_z,ann=1_spec_z,ann=2_spec_z,ann=3_spec_z,ann=4_spec_z,ann=5_spec_z,ann=6_spec_z,ann=7_spec_z,ann=8_spec_z,ann=9_spec_z
236,ZTF20acizliy,ZTF20acyyavb,ZTF20acbovrt,ZTF21aaxylga,ZTF21abbxdcm,ZTF20acxsxac,ZTF21abbkefe,ZTF18acebssa,ZTF20acqksdi,ZTF20acphdbu,0.0,41.1,42.4582,42.7884,43.4994,46.6506,46.9468,48.7933,48.9139,49.4752,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia-91T-like,SN Ia,SN Ia,SN II,SN Ia,SN Ia,0.04,0.048,0.05,0.0338979997,0.05,0.045795,0.041542,0.0296,0.03726,0.04136
237,ZTF20acjbhhp,ZTF20actfeym,ZTF21aaoqbbw,ZTF21ablducj,ZTF20acpkled,ZTF20acpbdvm,ZTF18aabeszt,ZTF20acajvrj,ZTF20acpwjus,ZTF20acisbek,0.0,43.5613,43.9226,47.0116,47.7394,48.1665,49.4934,49.8834,49.9347,50.2134,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN II,SN Ia,SN IIn,SN Ia,SN Ia,SN II,SN Ia,SN Ia,SN Ia-91T-like,SN Ia,0.050475,0.055905,0.050162,0.052,0.091,0.07389,0.081,0.0705,0.075,0.064094
238,ZTF20acjdhof,ZTF21aagnvvk,ZTF20acxyipy,ZTF21aawxdbc,ZTF20acuxjus,ZTF20abzhvnj,ZTF20achtubm,ZTF21aboukxu,ZTF21aaeoxfd,ZTF18aacnlxz,0.0,51.4577,52.329,54.9738,56.7959,56.9379,59.7447,60.5999,61.5567,62.408,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia-91T-like,SN Ia-91T-like,SN Ia,SN Ia,SN Ic,SN IIn,SN Ia,SN II,SN Ia,SN II,0.152,0.13,0.13,0.1,0.058,0.207,0.136,0.175,0.08,0.072475
239,ZTF20acjfimy,ZTF18ablmduj,ZTF21aasbjgq,ZTF21aatwlhj,ZTF21abiawpf,ZTF20achtpbn,ZTF20acxooam,ZTF20acnsinb,ZTF21aaoexjt,ZTF21aazybsh,0.0,57.5086,58.0594,58.0902,58.8584,59.3984,59.662,59.9685,59.9787,60.3463,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN II,0.08,0.079,0.08,0.1,0.073,0.1,0.09,0.09,0.11,0.04294
240,ZTF20acjhhqx,ZTF21abjtqyq,ZTF18aadsuxd,ZTF21aaxstzy,ZTF20acwnrty,ZTF21aamfcji,ZTF21abowpnd,ZTF21aayfnjz,ZTF21aavozbk,ZTF21aawzsew,0.0,43.2566,47.7166,48.2414,48.4668,49.4416,49.7051,49.7176,51.4549,51.4904,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN II,SN Ia,SN Ia-91T-like,SN Ia,SN Ia,SN IIb,SN Ia,SN Ia,0.04,0.097,0.03057,0.069,0.065,0.046105,0.061306,0.023,0.072,0.04931
241,ZTF20acjjkhr,ZTF21aavxruq,ZTF21aastazz,ZTF21abpivbd,ZTF21abdlyrc,ZTF21abidikc,ZTF21abfxlvo,ZTF21aawlwoy,ZTF20acmzoxo,ZTF20abzbfct,0.0,75.7323,78.0354,81.0379,81.8726,82.2242,82.8678,84.2925,84.3416,85.05,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.03901,0.036,0.053,0.064,0.08,0.03921,0.07,0.05032,0.028,0.035
242,ZTF20acjpvyd,ZTF21aaiaqhh,ZTF20abyvtds,ZTF20acnyxln,ZTF20acifwef,ZTF20actoakx,ZTF21aamucom,ZTF20actawpa,ZTF21aagtcgb,ZTF21aaflzqy,0.0,64.8478,65.9491,68.5824,69.1486,69.2744,73.3021,73.4723,74.7187,74.9474,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN IIb,SN II,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia-91T-like,SN II,SN Ia,SN Ia,0.01,0.0207,0.04,0.055,0.0364,0.03,0.025,0.025,0.0375,0.05
243,ZTF20acjpwdk,ZTF21aaxtdrs,ZTF18abtxmwz,ZTF21abousji,ZTF20acflmyv,ZTF21abtuutw,ZTF20acpprmy,ZTF21aayqrgx,ZTF21aagpbkj,ZTF20aciidkb,0.0,62.1314,62.997,67.2106,67.7074,68.4984,68.7822,69.0696,69.5998,69.641,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ib,SN Ia-91T-like,SN Ia,0.05,0.07692,0.095,0.1141,0.103,0.079,0.08,0.033,0.087,0.12
244,ZTF20acjqkmg,ZTF21aamgrxm,ZTF20acnvtxy,ZTF21aanhvpo,ZTF21aagtill,ZTF21aarbhhp,ZTF21aaaadmo,ZTF21aavrvuj,ZTF21aaabvoj,ZTF21abrmevu,0.0,79.0414,91.0875,93.2394,93.7492,94.3971,95.0954,95.3703,95.5168,96.115,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN II,SN Ia-pec,SN IIP,SN II,SN Ia,SN IIP,SN Ia,SN II,SN Ia,SN Ia,0.042,0.0401,0.03,0.0227,0.1211,0.0424,0.044,0.064,0.059685,0.074
245,ZTF20acjrytv,ZTF21aagkvqa,ZTF20acvbrbv,ZTF20abvdtgl,ZTF21aavrvuj,ZTF18acuimze,ZTF21aagtceu,ZTF18aayyqia,ZTF20abuqali,ZTF20actekrw,0.0,59.9136,68.7589,72.5856,78.4125,78.503,78.5365,78.7823,81.7534,81.8752,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia-91bg-like,SN Ia,SN II,SN Ia,SN Ia,SN Ia,SN II,SN Ic,0.060119,0.06,0.05,0.092,0.064,0.056,0.044665,0.0691,0.04,0.033
246,ZTF20acjsazw,ZTF20acgiglu,ZTF21aaossxf,ZTF21aapjmda,ZTF21aaqzqaa,ZTF21aannoix,ZTF21abbkglo,ZTF20abvycvf,ZTF20acvagdq,ZTF20acueziy,0.0,57.8206,59.0906,59.8482,60.4411,61.4016,64.6837,65.0543,65.3743,65.7598,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN IIb,SN Ia,SN Ia-91bg-like,SN Ia,SN Ic,SN Ia,SN Ia,SN Ia,SN Ic,0.06026,0.026728,0.056,0.026949,0.064,0.026,0.03812,0.022222,0.035428,0.023303
247,ZTF20acjutba,ZTF20acoyvdg,ZTF21aazebgh,ZTF21aasrdct,ZTF20acrhrcy,ZTF21aantxma,ZTF21abasxdp,ZTF21aazybsh,ZTF21abxdcmp,ZTF20acfnuee,0.0,42.4254,43.5738,45.7511,46.6783,46.8597,47.2933,48.59,49.0052,49.3738,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN II,SN Ia,SN Ia,0.09,0.09,0.076,0.080611,0.1,0.07023,0.07,0.04294,0.067,0.06
248,ZTF20ackdkva,ZTF21aaxswlc,ZTF21aaxxmvs,ZTF20accodxy,ZTF21aanefkx,ZTF21aaxzbrn,ZTF21abowqqa,ZTF21aaasxel,ZTF20acogesf,ZTF21abrotmc,0.0,35.3265,42.5168,42.6923,43.7865,44.3706,44.9488,46.209,48.802,48.8158,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN IIb,SN Ia,SLSN-II,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.11,0.072,0.053,0.075,0.26,0.07,0.09,0.088,0.06,0.097
249,ZTF20ackhzba,ZTF21aaqpykm,ZTF21aarwlht,ZTF21aatvcdl,ZTF21aaxstzy,ZTF20abarsvz,ZTF21abnvsic,ZTF20achtxbi,ZTF20acogesf,ZTF21aavotzn,0.0,35.909,40.4879,40.727,43.408,43.9322,46.2094,46.8378,47.362,47.9295,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Iax[02cx-like],0.064,0.06,0.08449,0.05,0.069,0.039,0.072,0.07,0.06,0.04
250,ZTF20ackitai,ZTF20actvpyc,ZTF21abcfgub,ZTF21abowqqa,ZTF21abdxhgv,ZTF21aaxkckg,ZTF18acvgjqv,ZTF21aaglgcb,ZTF21abbjybk,ZTF20acbttnt,0.0,43.5286,47.5003,49.8486,51.3671,51.6631,53.8165,54.3205,54.8382,55.6117,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ib/c,SN Ia,SN IIn,SN Ia,SN Ia,SN Ia-91T-like,0.037,0.08,0.078,0.09,0.07,0.063,0.091,0.07,0.08,0.099
251,ZTF20ackkejs,ZTF21aasrdct,ZTF20acfnuee,ZTF20acowuix,ZTF21abowpnd,ZTF21aavuprl,ZTF21aaoghxv,ZTF21accuexh,ZTF20acoxmsr,ZTF21aahfjbs,0.0,35.9782,36.055,40.4431,41.1271,41.6963,41.8454,42.1712,42.3979,42.7186,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia-pec,0.09171,0.080611,0.06,0.09,0.061306,0.09,0.0801,0.072,0.071,0.073
252,ZTF20ackobeu,ZTF21aapkuur,ZTF21aawdral,ZTF20acxyipy,ZTF20acqjmzk,ZTF20abzhvnj,ZTF20aciuftf,ZTF21abrlslx,ZTF21abtuutw,ZTF20aclggpx,0.0,56.1051,60.3783,61.608,63.0314,63.9253,64.8277,65.5868,68.4621,68.8116,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN IIn,SN Ia,SN Ia,SN Ia,SN Ia,0.1,0.1,0.134,0.13,0.1,0.207,0.13,0.076079,0.079,0.078
253,ZTF20ackpivo,ZTF21aaxxmvs,ZTF21aagyidr,ZTF20ackdkva,ZTF21abowqqa,ZTF21abrxwvv,ZTF21abrotmc,ZTF21aboukxu,ZTF21aaxswlc,ZTF18acnnfty,0.0,57.3949,58.395,58.6797,60.819,60.9858,61.3441,61.7579,62.657,64.8332,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN IIb,SN Ibn,SN Ia,SN Ia,SN Ia,SN Ia,SN II,SN Ia,SN IIn,0.13,0.053,0.07,0.11,0.09,0.093,0.097,0.175,0.072,0.133
254,ZTF20ackpjmb,ZTF21aayrbnn,ZTF21abowqqa,ZTF21aagteny,ZTF21aabiipy,ZTF21abedvkp,ZTF20actvpyc,ZTF21abbjybk,ZTF20accodxy,ZTF20ackitai,0.0,51.1482,51.3995,54.0026,55.397,56.7986,56.8356,60.11,61.1219,61.2321,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,TDE,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.135,0.09,0.09,0.085,0.152,0.13,0.08,0.08,0.075,0.037
255,ZTF20ackrqfi,ZTF21abhtkiy,ZTF21aaxstzy,ZTF21abjeyoh,ZTF21aaqpykm,ZTF21aaqizwm,ZTF21aasyzkt,ZTF20abvquuo,ZTF21aaphlty,ZTF20ackhzba,0.0,45.7111,48.3521,48.4327,49.8846,50.0637,50.216,51.3088,51.9453,51.9683,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ib,SN Ia,SN Ia,0.07,0.076,0.069,0.06,0.06,0.06,0.062,0.03,0.04887,0.064
256,ZTF20aclftuo,ZTF20achzugy,ZTF21aaqdxzv,ZTF20actpbck,ZTF20aciudrr,ZTF21abczimc,ZTF18aansqov,ZTF21aagyvtq,ZTF21aawmtug,ZTF20abzqlts,0.0,53.9834,57.3714,61.0959,61.5187,63.0236,63.4803,63.7008,64.1258,64.6223,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN II,SN Ia,SN Ia,SN Ia,SN Ia,SN II,SN Ia,SN Ia,SN II,SN II,0.04391,0.048,0.07036,0.06,0.09957,0.035955,0.07,0.105047,,0.058
257,ZTF20aclggpx,ZTF20acpkzxq,ZTF21aahvuvi,ZTF21aagrhot,ZTF21aazebgh,ZTF20actvgsy,ZTF21aasrdct,ZTF20acoykif,ZTF20acfnuee,ZTF20acjutba,0.0,47.3877,47.9997,48.0465,48.8085,49.2716,51.1378,51.756,52.051,53.0632,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.078,0.09,0.078297,0.1,0.076,0.10196,0.080611,0.086,0.06,0.09
258,ZTF20aclgnds,ZTF21aapqzxr,ZTF21abxdcmp,ZTF20acgznau,ZTF20acyntiu,ZTF20acnsinb,ZTF20acgprcg,ZTF21aaplnef,ZTF21aazybsh,ZTF20actvfgr,0.0,49.077,52.9554,53.2056,55.6901,56.3216,58.655,59.6661,59.8037,60.4241,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN II,SN Ia,0.08,0.1035,0.067,0.07,0.11,0.09,0.08,0.075,0.04294,0.088376
259,ZTF20aclkcuu,ZTF20acqlfwb,ZTF21aauamtx,ZTF21aatklhw,ZTF20acajvrj,ZTF21abowpnd,ZTF21aabhqng,ZTF21abzkgvc,ZTF21aarwlht,ZTF21aavuprl,0.0,43.317,47.4285,49.1015,49.1275,50.5126,50.8233,50.9784,50.9978,51.2075,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.07,0.08,0.09,0.06689,0.0705,0.061306,0.089,0.098,0.08449,0.09
260,ZTF20aclkdlu,ZTF21aabvqlo,ZTF20acowddo,ZTF18aabeszt,ZTF18abufaej,ZTF21acekmmm,ZTF21abfjlxb,ZTF21aawlwoy,ZTF21aaizyqc,ZTF21abgzlyi,0.0,72.1496,72.5061,72.9864,73.0772,74.3866,75.9754,76.8022,77.2156,78.2916,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Other,SN Ia,SN Ia,SN Ia,SN II,SN Ic-BL,SN IIb,SN Ia,SN II,SN Ia,0.066,0.080178,0.073,0.081,0.062,0.07,0.03984,0.05032,0.070265,0.059
261,ZTF20aclkuqh,ZTF20acwyihb,ZTF21aaafrnh,ZTF20aclnsts,ZTF21aawlwoy,ZTF21aacscvb,ZTF21abdlrpr,ZTF20acpwjus,ZTF20acvezdt,ZTF21aasafkl,0.0,58.8507,61.5699,62.215,62.4384,62.4547,62.9725,63.9481,64.4878,64.5091,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia-91T-like,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia-91T-like,SN II,SN Ia,0.03,0.062157,0.062,0.0655,0.05032,0.07,0.065,0.075,0.0289169997,0.075382
262,ZTF20aclkyjg,ZTF21abowqqa,ZTF21abcnpnk,ZTF18aacnlxz,ZTF20acilzkh,ZTF20acinaeq,ZTF20achtubm,ZTF21abedvkp,ZTF21aaxkckg,ZTF20ackdkva,0.0,42.7719,44.7383,47.4035,51.2462,51.6919,51.8246,52.4093,54.4786,55.2583,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN II,SLSN-I,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.126,0.09,0.099,0.072475,0.44,0.108,0.136,0.13,0.063,0.11
263,ZTF20aclnplo,ZTF20abarsvz,ZTF21aarwlht,ZTF21abfxlvo,ZTF21abhaqju,ZTF21aasafkl,ZTF21aasyydo,ZTF21abdlyrc,ZTF21aaxyecd,ZTF21aatklhw,0.0,50.1429,50.4759,54.1744,54.2393,54.634,55.816,56.8006,57.4813,57.6075,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ic,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.0347,0.039,0.08449,0.07,0.03,0.075382,0.061012,0.08,0.061249,0.06689
264,ZTF20aclnqle,ZTF21aaxxmvs,ZTF18acvgjqv,ZTF21abdxhgv,ZTF18abuoilc,ZTF21aaxswlc,ZTF18abxbmqh,ZTF21abowqqa,ZTF21aboukxu,ZTF21aaasxel,0.0,48.9563,52.4222,52.971,53.052,53.467,55.1083,55.5862,56.8727,58.5369,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SLSN-II,SN IIb,SN IIn,SN Ib/c,AGN,SN Ia,SLSN-II,SN Ia,SN II,SN Ia,0.1465,0.053,0.091,0.07,0.33,0.072,0.206,0.09,0.175,0.088
265,ZTF20aclnsts,ZTF21aaqizwm,ZTF21aawlwoy,ZTF20accdijx,ZTF21aasafkl,ZTF20acoxdas,ZTF21abmwmnp,ZTF21aawzsew,ZTF20acuimtq,ZTF20acpwjus,0.0,49.4348,51.319,51.576,51.9575,52.284,52.7203,52.9308,54.037,54.1926,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN II,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia-91T-like,0.0655,0.06,0.05032,0.025,0.075382,0.1,0.096,0.04931,0.069,0.075
266,ZTF20aclxbwk,ZTF20aculruc,ZTF21aaqupdt,ZTF21aakildf,ZTF20aciaxil,ZTF18abuxjrd,ZTF20acpjfln,ZTF21abizxkw,ZTF19aaxzdtw,ZTF21abvrlup,0.0,63.911,68.5706,69.277,69.454,70.5342,70.8558,71.1399,73.0079,73.2856,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ic,SN Ia,0.07,0.077,0.080522,0.081,0.07,0.0713,0.038,0.091,0.041,0.095
267,ZTF20aclzegl,ZTF20achbkud,ZTF20acnsinb,ZTF20acijssu,ZTF21abzkgvc,ZTF20accodxy,ZTF21aazqtor,ZTF20acbnoqi,ZTF21aavotzn,ZTF21abrotmc,0.0,48.4528,48.5109,49.3084,49.8748,49.8776,49.9727,50.0558,50.0806,50.2278,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Iax[02cx-like],SN Ia,0.06,0.085,0.09,0.104,0.098,0.075,0.0954,0.08,0.04,0.097
268,ZTF20acmaaan,ZTF21abulrsl,ZTF20acfwrln,ZTF20abxyaje,ZTF20acongti,ZTF18aajupnt,ZTF21aasuego,ZTF18acbvgtu,ZTF20acpbbqf,ZTF18aawfofp,0.0,70.4943,75.2664,75.9697,78.8613,83.3534,83.5901,90.1325,90.5553,90.847,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN II,SN Ia-91bg-like,SN II,SN II,SN II,AGN,SN Ib-pec,SN Ia,SN Ia,SN Ia,0.0187,0.0478,0.0183,0.03784,0.041,0.0367,0.02,0.032,0.0445,0.033296
269,ZTF20acmafkf,ZTF20acsfdnn,ZTF18aagtwyh,ZTF20accodxy,ZTF21aaewexx,ZTF21abifrsi,ZTF20acbttnt,ZTF21aazcjbh,ZTF21aalkltz,ZTF20acggxac,0.0,45.6629,45.9613,46.0578,48.2153,48.7114,49.6743,50.9221,51.0089,51.0211,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia-91T-like,SN Ia,SN Ibn,SN Ia,0.12,0.09,0.066041,0.075,0.06,0.064,0.099,0.1,0.102,0.093
270,ZTF20acmbhgy,ZTF21abshszs,ZTF18abxbmqh,ZTF21abowqqa,ZTF21abdxhgv,ZTF18aacnlxz,ZTF20acilzkh,ZTF21aaxswlc,ZTF21aaxkckg,ZTF20ackdkva,0.0,56.3756,57.3674,59.8077,60.1297,60.6224,60.9837,61.7365,61.8624,62.0926,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SLSN-II,SN Ia,SN Ib/c,SN II,SLSN-I,SN Ia,SN Ia,SN Ia,0.114,0.078,0.206,0.09,0.07,0.072475,0.44,0.072,0.063,0.11
271,ZTF20acmntog,ZTF20acpkzxq,ZTF20aclggpx,ZTF21aagygzv,ZTF20acppruo,ZTF20acyntiu,ZTF21aasgrpw,ZTF21aazebgh,ZTF21abbewsz,ZTF21aagtqgq,0.0,47.0954,57.1802,57.9325,58.9349,60.7377,61.1597,62.5271,63.2869,63.7976,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.09,0.09,0.078,0.08,0.13,0.11,0.095,0.076,0.075,0.110153
272,ZTF20acmzoxo,ZTF20acrerzb,ZTF21abhaqju,ZTF21abdlyrc,ZTF21abbxdcm,ZTF21aawlwoy,ZTF18aabeszt,ZTF21abfxlvo,ZTF21abfyxpf,ZTF20acizliy,0.0,46.8236,47.6,49.8464,55.7037,56.3342,56.3527,56.5122,56.6866,57.5643,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia-91T-like,SN Ia,SN Ia,SN Ia,SN Ia-pec,SN Ia,0.028,0.07,0.03,0.08,0.05,0.05032,0.081,0.07,0.027,0.04
273,ZTF20acnagjb,ZTF20acnviyk,ZTF21abifrsi,ZTF21aaridvf,ZTF18aagtwyh,ZTF20acmafkf,ZTF20acggxac,ZTF18abrfccm,ZTF21absbwyz,ZTF21aaewexx,0.0,46.4777,49.012,54.8935,55.0823,55.3801,55.4374,55.7613,57.1468,59.0163,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.11,0.1,0.064,0.12,0.066041,0.12,0.093,0.1,0.09,0.06
274,ZTF20acndwyv,ZTF21aaoghxv,ZTF20achsfcq,ZTF20acflmyv,ZTF20ackkejs,ZTF21aasrdct,ZTF21abameyr,ZTF20acoxmsr,ZTF20achbekh,ZTF21aavuprl,0.0,74.2123,77.8085,79.1471,80.8755,81.4609,81.8714,82.7291,82.9903,83.8608,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN II,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.09,0.0801,0.097,0.103,0.09171,0.080611,0.05975,0.071,0.0744,0.09
