,ann=0_ztfid,ann=1_ztfid,ann=2_ztfid,ann=3_ztfid,ann=4_ztfid,ann=5_ztfid,ann=6_ztfid,ann=7_ztfid,ann=8_ztfid,ann=9_ztfid,ann=0_d,ann=1_d,ann=2_d,ann=3_d,ann=4_d,ann=5_d,ann=6_d,ann=7_d,ann=8_d,ann=9_d,ann=0_has_tns,ann=1_has_tns,ann=2_has_tns,ann=3_has_tns,ann=4_has_tns,ann=5_has_tns,ann=6_has_tns,ann=7_has_tns,ann=8_has_tns,ann=9_has_tns,ann=0_tns_cls,ann=1_tns_cls,ann=2_tns_cls,ann=3_tns_cls,ann=4_tns_cls,ann=5_tns_cls,ann=6_tns_cls,ann=7_tns_cls,ann=8_tns_cls,ann=9_tns_cls,ann=0_spec_z,ann=1_spec_z,ann=2_spec_z,ann=3_spec_z,ann=4_spec_z,ann=5_spec_z,ann=6_spec_z,ann=7_spec_z,ann=8_spec_z,ann=9_spec_z
544,ZTF21aabxjqr,ZTF21aanrhag,ZTF21aabyifm,ZTF21aagbeah,ZTF21abklcjq,ZTF20acjsazw,ZTF20actekrw,ZTF20acsesce,ZTF21aadalct,ZTF20acwobku,0.0,80.1872,83.0345,84.2363,87.4456,88.2585,91.8019,93.0438,93.7499,94.2145,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN IIb,SN IIb,SN Ib/c,SN II,SN Ic,SN Ia,SN Ic,SN Ia,SN Ia,SN IIn,0.03317803,0.039724,0.024,0.04,0.02508,0.06026,0.033,0.052,0.046729,0.035
545,ZTF21aabxztv,ZTF21aasyydo,ZTF20acajvrj,ZTF21aatwlhj,ZTF20acpumut,ZTF21aatklhw,ZTF21aaprfkc,ZTF20abarsvz,ZTF21abfxlvo,ZTF21aagycmk,0.0,48.5686,52.7352,54.5192,55.435,57.4726,58.6344,59.3005,59.4751,59.5166,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.094728,0.061012,0.0705,0.1,0.082,0.06689,0.056,0.039,0.07,0.08
546,ZTF21aabyifm,ZTF20acgkbjz,ZTF21aalydkl,ZTF21aafgljq,ZTF20accmtgt,ZTF20abwxywy,ZTF21abklcjq,ZTF21aaossxf,ZTF20acbovrt,ZTF21aanrvcq,0.0,63.3092,65.0944,67.4145,67.8265,67.924,68.8153,71.2295,72.7001,73.5307,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ib/c,SN Ia,SN Ia,SN Ia,SN Ia,SN Ic,SN Ic,SN Ia,SN Ia,SN Ia-91T-like,0.024,0.047,0.056,0.05,0.033,0.017429,0.02508,0.056,0.05,0.068
547,ZTF21aabyqps,ZTF21aaqgrrf,ZTF20acxtdcm,ZTF21abbkvrt,ZTF20acoykif,ZTF20actvgsy,ZTF21aaflcbk,ZTF20achtpbn,ZTF21abjdiok,ZTF21abhtaiv,0.0,48.9242,54.0008,55.4078,56.6911,56.7402,57.2004,57.7653,58.0208,58.1285,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN II,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.07,0.082,0.045,0.08,0.086,0.10196,0.07,0.1,0.074,0.081
548,ZTF21aackkcp,ZTF21aapomdb,ZTF20achtxbi,ZTF21abjaksr,ZTF21aaasxel,ZTF20acwcqnv,ZTF21aaplnef,ZTF18acsohut,ZTF20acgkuay,ZTF20achtpbn,0.0,53.547,55.1174,60.9067,62.6396,63.0077,63.8628,64.3761,64.4536,64.5425,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia-91bg-like,SN Ia,0.08,0.07,0.07,0.104,0.088,0.09,0.075,0.1,0.04846,0.1
549,ZTF21aacscvb,ZTF21aasafkl,ZTF20acowddo,ZTF18aabeszt,ZTF18acsofdh,ZTF21acekmmm,ZTF21aazqkeq,ZTF20acrerzb,ZTF21abrzdqx,ZTF21aanyyde,0.0,50.207,54.2785,54.4661,54.6826,54.9457,55.8435,55.9437,56.4422,56.6258,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ic-BL,SN II,SN Ia,SN Ia,SN Ia,0.07,0.075382,0.073,0.081,0.08,0.07,0.0283,0.07,0.066,0.06
550,ZTF21aacsuwx,ZTF21aaocibg,ZTF20achtpbn,ZTF21aaoexjt,ZTF21aaplnef,ZTF18aajjhkq,ZTF21aabhqng,ZTF20acwqlpq,ZTF21aamwzfi,ZTF20acwncbd,0.0,45.5561,45.9787,49.3563,50.33,52.6373,55.5357,55.8598,56.0305,58.0199,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.067,0.071,0.1,0.11,0.075,0.07,0.089,0.07195,0.1,0.08
551,ZTF21aacudxe,ZTF21abxdibe,ZTF21abpland,ZTF21ablkaqq,ZTF20acwogqz,ZTF21aaaekuh,ZTF21aabpvvx,ZTF21aasgrpw,ZTF20ackobeu,ZTF20acppsay,0.0,51.6977,60.2793,61.7061,62.4879,63.5084,64.1643,69.2412,70.704,72.0399,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,Other,SN Ia,SN Ia,SN Ia,0.087,0.094,0.123,0.12,0.09,0.113,0.074,0.095,0.1,0.1
552,ZTF21aacufip,ZTF21aawzsew,ZTF21aawyyha,ZTF21aalgszc,ZTF21aatdzmt,ZTF20acwxbyr,ZTF20abygigy,ZTF21abzadod,ZTF20aclnsts,ZTF20achdwmq,0.0,49.0803,49.7611,54.2042,56.5358,57.5554,57.7097,58.0742,59.4567,60.5993,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ic,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.045,0.04931,0.056,0.054224,0.076,0.086093,0.0595,0.068,0.0655,0.06
553,ZTF21aacvupj,ZTF21abxdcmp,ZTF20acoqlav,ZTF21abmdnft,ZTF21aatwlhj,ZTF21aagpbkj,ZTF20acwuiuo,ZTF21aatlbsi,ZTF20acbnoqi,ZTF20achbkud,0.0,48.2718,50.9925,51.1215,53.6651,53.7913,54.0315,54.5192,54.8985,55.5785,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia-91T-like,SN I,SN Ia,SN Ia,SN Ia,0.0937,0.067,0.09,0.065,0.1,0.087,0.108,0.07,0.08,0.085
554,ZTF21aacxung,ZTF21abmdhes,ZTF20acgkbjz,ZTF20accoccp,ZTF20acukxat,ZTF21aaoekcj,ZTF21aadalct,ZTF21aapjmda,ZTF21aaswtok,ZTF21abbkglo,0.0,54.0739,55.9306,57.3088,58.3041,63.398,63.9467,64.621,64.7009,66.7283,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ic,SN Ia,SN Ia,SN Ia,SN Ia-91bg-like,SN Ia,SN Ia,0.046118,0.04,0.047,0.063928,0.0425460003,0.031,0.046729,0.026949,0.041,0.03812
555,ZTF21aaczpca,ZTF21aayfnjz,ZTF21aarenhl,ZTF21abjeyoh,ZTF20acjhhqx,ZTF21aaflzqy,ZTF21abjtqyq,ZTF20acxbbaj,ZTF20acwnrty,ZTF21aaoexgy,0.0,53.254,55.2343,56.3791,57.9974,58.1639,58.6738,58.7379,61.3032,61.4929,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN IIb,SN Ia-pec,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia-91T-like,SN Ia,0.035,0.023,0.04,0.06,0.04,0.05,0.097,0.06,0.065,0.057
556,ZTF21aadacxv,ZTF21aakigqr,ZTF21aaxthcj,ZTF21abmksld,ZTF21aavdukh,ZTF21aamzuxi,ZTF20abvyqia,ZTF20acwuiuo,ZTF21abhymom,ZTF21aaweqit,0.0,57.2644,58.0099,58.3395,62.7282,66.3818,68.2775,68.5148,69.1577,69.4702,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN II,SN II,SN,SN Ia,SN II,SN II,SN IIP,SN I,SN Ia,SN II,0.051,0.066866,0.1,0.07,0.0372,0.034,0.086,0.108,0.08,0.06
557,ZTF21aadalct,ZTF20acgkbjz,ZTF20achnfaa,ZTF20acpkjsn,ZTF20achzugy,ZTF20acsesce,ZTF18aabeszt,ZTF20abzaknn,ZTF21aacxung,ZTF21abtxqza,0.0,51.1603,54.9433,61.2995,61.9522,62.612,63.0503,63.2054,63.9467,64.1704,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN II,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.046729,0.047,0.055532,0.056,0.048,0.052,0.081,0.094,0.046118,0.046084
558,ZTF21aadatfg,ZTF21abnvsic,ZTF21aaxstzy,ZTF21aaoexgy,ZTF20abvquuo,ZTF21aapjmgf,ZTF21aaqpykm,ZTF21abjdiok,ZTF21abowpnd,ZTF21aamwzfi,0.0,55.9606,56.2396,56.69,57.5925,59.0727,60.0111,60.1729,60.2977,61.7479,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ic-BL,SN Ia,SN Ia,SN Ia,SN Ib,SN II,SN Ia,SN Ia,SN Ia,SN Ia,0.05,0.072,0.069,0.057,0.03,0.054,0.06,0.074,0.061306,0.1
559,ZTF21aadkgpm,ZTF18aabeszt,ZTF20acmzoxo,ZTF21abfyxpf,ZTF21aawlwoy,ZTF20acwxbyr,ZTF21abbzqvv,ZTF21abbxdcm,ZTF21aaabtyq,ZTF21aanwfjk,0.0,58.5152,61.9356,61.9422,62.2945,63.0255,65.16,65.3278,65.6367,65.7238,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia-pec,SN Ia,SN Ia,SN Ia,SN Ia-91T-like,SN Ia,SN Ia,0.06,0.081,0.028,0.027,0.05032,0.086093,0.076,0.05,0.051295,0.065078
560,ZTF21aadkhte,ZTF21achducl,ZTF21abyahbi,ZTF20acgmqgv,ZTF21abcjpnm,ZTF21aavoete,ZTF21aagolqa,ZTF21aaazieb,ZTF20abzcefc,ZTF20acwytht,0.0,77.4556,78.6703,83.5742,84.9178,85.0639,85.8174,85.8869,86.3053,87.1809,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN II,SN IIn,SN II,SN Ia,SN II,SN Ia,SN Ia,SN Ia,SN II,SN IIP,0.046,0.069,0.076684,0.08,0.03797,0.09,0.1,0.03838547,0.056,0.033707
561,ZTF21aadktwq,ZTF20acwqlpq,ZTF21abrzdqx,ZTF20acqzpta,ZTF20acrerzb,ZTF21aarwlht,ZTF21aatklhw,ZTF21aasyydo,ZTF21aalgszc,ZTF20acowuix,0.0,94.0557,95.7145,96.3476,97.4438,99.6683,99.9869,100.9531,101.9586,102.4457,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.0653,0.07195,0.066,0.07135,0.07,0.08449,0.06689,0.061012,0.054224,0.09
562,ZTF21aadkuko,ZTF21aamwzfi,ZTF21aatnxwt,ZTF21aabhqng,ZTF18ablmduj,ZTF21abdfdwi,ZTF20acwijiy,ZTF20achtpbn,ZTF21aaxksct,ZTF20aclkcuu,0.0,46.1016,47.2022,49.3432,51.0867,51.7595,53.974,54.5483,54.9579,55.4367,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia-91T-like,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.08,0.1,0.11,0.089,0.079,0.08612,0.102,0.1,0.1,0.07
563,ZTF21aadrtcs,ZTF18adbadic,ZTF21abmksld,ZTF20abvyqia,ZTF20acgcgnf,ZTF20acvbrbv,ZTF21aavdukh,ZTF18abufaej,ZTF20acwuiuo,ZTF21abidxwo,0.0,48.573,66.7749,66.9687,68.0206,70.5489,70.7986,71.8409,73.7295,74.7389,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN II,SN Ia,SN IIP,SN Ia,SN Ia-91bg-like,SN II,SN II,SN I,SN II,0.0014285,0.026,0.07,0.086,0.096,0.05,0.0372,0.062,0.108,0.03706
564,ZTF21aaebkmj,ZTF21aaeoxfd,ZTF21abrxwvv,ZTF20acwuiuo,ZTF20acwijiy,ZTF20acgznau,ZTF18acpeekw,ZTF20acvdfmw,ZTF20acoykif,ZTF20acyntiu,0.0,50.2618,59.0518,62.347,62.4605,62.5065,64.0036,64.8672,66.019,66.2701,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN I,SN Ia,SN Ia,SN Ic-BL,SN II-pec,SN Ia,SN Ia,0.11,0.08,0.093,0.108,0.102,0.07,0.094,0.04,0.086,0.11
565,ZTF21aaejeyu,ZTF21abezlqc,ZTF20acnyxln,ZTF21abdosld,ZTF20abwrcmq,ZTF20abvykmy,ZTF20aczgoml,ZTF20acyyavb,ZTF21abflmkk,ZTF21aaloalc,0.0,45.196,46.344,49.3991,51.9199,51.9545,56.3193,59.6661,60.7565,61.9283,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Iax[02cx-like],SN Ia,SN Ia-91T-like,SN Ia,SN Ia,SN Ia,0.026,0.041,0.055,0.076,0.017,0.052,0.0453189984,0.048,0.057,0.0594
566,ZTF21aaekmoy,ZTF21abhtaiv,ZTF21aahvuvi,ZTF21abrotmc,ZTF21abpjpxr,ZTF21aabhqng,ZTF20acfnuee,ZTF21abdcauj,ZTF21aasrdct,ZTF20actvgsy,0.0,56.844,57.0079,58.7847,59.0264,59.0521,59.2006,59.3319,59.5792,59.5863,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.080003,0.081,0.078297,0.097,0.09,0.089,0.06,0.09778,0.080611,0.10196
567,ZTF21aaeoqxf,ZTF20aciubfx,ZTF21abtxqza,ZTF21aadalct,ZTF20abzjcdg,ZTF20acsesce,ZTF18aafzers,ZTF20achadaa,ZTF21abkaoxe,ZTF21abctmnb,0.0,63.7332,65.5098,67.7298,68.4615,69.2428,70.3169,71.6521,72.3988,73.0371,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN II,SN II,SN Ia,SN Ia,SN Ic,SN Ia,SN Ia-pec,SN Ia,SN Ia,SN Ia,0.022,0.03107,0.046084,0.046729,0.046432,0.052,0.048708,0.0369,0.0543,0.045
568,ZTF21aaeoxfd,ZTF21abtuutw,ZTF20acoykif,ZTF18acpeekw,ZTF21aaebkmj,ZTF20aclzegl,ZTF20acxyipy,ZTF21aazebgh,ZTF21aayqrgx,ZTF20acpkzxq,0.0,46.0479,47.7375,49.4204,50.2618,52.1856,52.1952,53.9615,54.4033,54.6955,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ic-BL,SN Ia,SN Ia,SN Ia,SN Ia,SN Ib,SN Ia,0.08,0.079,0.086,0.094,0.11,0.06,0.13,0.076,0.033,0.09
569,ZTF21aaetnfe,ZTF21aafgljq,ZTF21aapjmda,ZTF21aagmryd,ZTF20acucbek,ZTF20abvycvf,ZTF21abmdhes,ZTF20acvagdq,ZTF21abezlqc,ZTF21aaejeyu,0.0,61.4524,63.5367,63.7099,66.0436,67.6652,69.6849,69.799,71.1927,71.3941,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia-91bg-like,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.04,0.05,0.026949,0.027489,0.03889,0.022222,0.04,0.035428,0.041,0.026
570,ZTF21aaevrjl,ZTF20acpomqu,ZTF20acnviyk,ZTF21absbwyz,ZTF20abwftit,ZTF21aaafgmv,ZTF21aatvqcl,ZTF21aagnwkk,ZTF20acppruo,ZTF20acxmxth,0.0,44.2491,53.2709,61.8901,64.1776,64.2303,65.5107,65.6755,65.7942,66.3148,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN II,SN II,SN Ia,SN Ia,SN IIP,SN Ia,SN II,SN Ia,SN Ia,SN Ia,0.031,0.052,0.1,0.09,0.05,0.079,0.029,0.113,0.13,0.04
571,ZTF21aaewexx,ZTF20acmafkf,ZTF21aatvcdl,ZTF21abcfgub,ZTF21abkkwie,ZTF20acxmxth,ZTF21aavotzn,ZTF20acwncbd,ZTF21abifrsi,ZTF20acnagjb,0.0,48.2153,51.5082,52.862,55.4117,55.5486,56.8479,57.6704,58.7076,59.0163,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Iax[02cx-like],SN Ia,SN Ia,SN Ia,0.06,0.12,0.05,0.078,0.05728,0.04,0.04,0.08,0.064,0.11
572,ZTF21aafepon,ZTF21abgxudc,ZTF21aakijia,ZTF20acqntkr,ZTF18aaacqmh,ZTF21aagnzjy,ZTF21abfmbix,ZTF18aamzgzi,ZTF21abtxnir,ZTF21abmjivk,0.0,161.3448,162.6978,167.7841,168.6704,169.189,175.7001,182.5173,184.0351,184.0439,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN II,SN Ia,SN Ia,SN Ia,SN Ia,SN II,SN Ia,SN Ia,SN Ia,SN Ia,0.011791,0.0264,0.05,0.015661,0.018,0.015,0.009316,0.0179,0.043,0.02566
573,ZTF21aaffxdt,ZTF21aagnvvk,ZTF20acyydkh,ZTF21abjbukd,ZTF21aatkhrt,ZTF21aaahliy,ZTF18accngxc,ZTF21aapvvtb,ZTF20acjdhof,ZTF21aboukxu,0.0,66.7579,69.6792,72.8289,74.0098,75.7673,76.0948,76.4083,77.3262,78.5647,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN IIn,SN Ia-91T-like,TDE,SN II,SN Ia,SN Ia-91T-like,SN II,TDE,SN Ia-91T-like,SN II,0.09,0.13,0.133,0.0511,0.128,0.10579,0.07,0.358,0.152,0.175
574,ZTF21aafgljq,ZTF21aalydkl,ZTF21aaossxf,ZTF21abbkefe,ZTF21aaetnfe,ZTF21abezlqc,ZTF20acbovrt,ZTF20acuoxrx,ZTF21aaqzqaa,ZTF20acpqbfu,0.0,45.4071,54.3363,60.6442,61.4524,63.1393,63.9447,64.0898,65.0043,65.4982,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN II,0.05,0.056,0.056,0.041542,0.04,0.041,0.05,0.034407,0.064,0.035
575,ZTF21aafjjee,ZTF20acbovrt,ZTF21aanwfjk,ZTF20acxsxac,ZTF20acizliy,ZTF21aaloalc,ZTF20acrbpqd,ZTF21aaxylga,ZTF21abgzlyi,ZTF21aawlwoy,0.0,46.2164,47.4085,49.4634,52.8549,53.6462,54.285,54.4549,54.7351,54.9988,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.04918,0.05,0.065078,0.045795,0.04,0.0594,0.06785,0.0338979997,0.059,0.05032
576,ZTF21aafkktu,ZTF21abqmrun,ZTF19aadoota,ZTF21aarlqgt,ZTF21aaahyjj,ZTF20acinaeq,ZTF21abifrsi,ZTF20acwncbd,ZTF20acmafkf,ZTF20acbttnt,0.0,46.7674,46.8373,52.7556,54.7789,56.1263,56.3602,58.7362,59.1531,59.2634,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN II,SN II,SN IIn,SN II,SN Ia-91T-like,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia-91T-like,0.031,0.036,0.058,0.067,0.095,0.108,0.064,0.08,0.12,0.099
577,ZTF21aafkpnp,ZTF21abbjybk,ZTF21aanefkx,ZTF21aaprddk,ZTF21aaqpykm,ZTF21aamiukc,ZTF20acwqkuz,ZTF20acnvlgg,ZTF20ackdkva,ZTF21aaasxel,0.0,41.2743,41.9962,44.7903,45.2048,47.7746,47.9103,48.3007,49.7683,50.8576,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SLSN-II,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.08,0.08,0.26,0.053,0.06,0.078,0.08,0.07,0.11,0.088
578,ZTF21aafkwtk,ZTF21aaxxoei,ZTF21aaixlfe,ZTF20acfkyll,ZTF21abfiuqf,ZTF20actekrw,ZTF20abyzprl,ZTF21aantsla,ZTF20actnuls,ZTF18aajupnt,0.0,60.2043,64.0015,68.3398,73.3612,75.3335,76.1134,76.7698,80.1486,80.9436,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN II,SN II,SN Ia,SN II,SN II,SN Ic,SN II,SN II,SN II,AGN,0.026898,0.035126,0.034014,0.020721,0.023646,0.033,0.053,0.020738,0.030371,0.0367
579,ZTF21aaflcai,ZTF21aapqzxr,ZTF21abpjpxr,ZTF20acoqlrd,ZTF21aasrdct,ZTF20acowuix,ZTF21aarwlht,ZTF18aajjhkq,ZTF20ackkejs,ZTF21aatklhw,0.0,42.7829,44.3448,47.0968,47.1885,47.3191,48.1997,48.4721,48.5515,48.6526,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.069,0.1035,0.09,0.063152,0.080611,0.09,0.08449,0.07,0.09171,0.06689
580,ZTF21aaflcbk,ZTF20acxtdcm,ZTF21aabyqps,ZTF21abbkvrt,ZTF21aaasxel,ZTF21aaxzbrn,ZTF18acsohut,ZTF21aaqgrrf,ZTF20ackdkva,ZTF21aanefkx,0.0,56.2633,57.2004,57.3097,58.2738,60.7506,61.003,61.4001,62.3205,63.151,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN II,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SLSN-II,0.07,0.045,0.07,0.08,0.088,0.07,0.1,0.082,0.11,0.26
581,ZTF21aaflzqy,ZTF21aanyyde,ZTF21aasyzkt,ZTF21aalnyny,ZTF21abjeyoh,ZTF21aaoexgy,ZTF20acwnrty,ZTF20achdwmq,ZTF21aaswvyc,ZTF21aapkvrd,0.0,45.1269,47.211,47.6465,48.5851,49.4581,49.821,52.1007,52.4853,53.1547,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia-91T-like,SN Ia,SN Ia,SN Ia,0.05,0.06,0.062,0.041585,0.06,0.057,0.065,0.06,0.07,0.047
582,ZTF21aafnabs,ZTF21aaljjvt,ZTF20acumekm,ZTF21aaigqir,ZTF20acrdadi,ZTF21abifxhe,ZTF18aansqov,ZTF20acyybwo,ZTF21abfmuun,ZTF20abvdtgl,0.0,59.3726,62.3217,63.8735,63.8806,65.062,65.7081,66.5774,66.5896,67.7307,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.087762,0.08,0.057,0.071186,0.06113,0.075,0.07,0.071378,0.06986,0.092
