ztf_object_id,objID,raMean,decMean,nDetections,pgal_host
ZTF17aaajtkt,153080286917993051,28.69186436461964,37.56872962346625,40,0.007833333685994148
ZTF17aaajtpw,154500298411256260,29.841122015591743,38.75477464783169,43,0.0027083333116024733
ZTF17aaakiey,102790339527071873,33.95276749495626,-4.34044721727403,54,0.01808333396911621
ZTF17aaakpsh,157910153967911769,15.396736790164066,41.59257308048649,21,0.0
ZTF17aaanjkj,125550679292036460,67.92920514313387,14.629939962790575,16,0.06903571635484695
ZTF17aaaosws,97350814511147670,81.45117062669514,-8.868873816862589,49,0.002749999985098839
ZTF17aaarsja,126020508737882967,50.87378210043136,15.018654878709622,19,0.0927678570151329
ZTF17aaaskut,148310278855310440,27.885544136310045,33.59152611132397,64,0.005333333276212215
ZTF17aaaskvj,152340280190520231,28.01920884824182,36.949654141168395,58,0.9643868803977966
ZTF17aaaslay,147560282198509861,28.219864235530984,32.97438156028352,70,-99.0
ZTF17aaaslcd,147840344392425758,34.4392049159189,33.20428593814583,24,0.9272916913032532
ZTF17aaasmeu,146460278975743104,27.897560606301372,32.052079706084974,72,0.0
ZTF17aaastat,109810776643752199,77.66446694242603,1.5097654535603253,23,0.9772499799728394
ZTF17aaaswgd,114990744991528047,74.49919073124883,5.831305272753319,103,-99.0
ZTF17aaaszpi,107860779037007476,77.90390617552947,-0.11083972292205652,30,-99.0
ZTF17aaategd,150890302862623476,30.286253007488625,35.74411626253043,55,0.0
ZTF17aaategd,150890302862863079,30.28621545,35.74400576,3,-99.0
ZTF17aaatkcm,152450290136878997,29.01369622989911,37.04866855867363,68,0.0
ZTF17aaatuhr,151410316073569261,31.607450555877392,36.18211606644062,24,0.0
ZTF17aaatuhv,149230282356226795,28.235662264893133,34.363413599349336,64,0.98458331823349
ZTF17aaatuke,152330314676194325,31.46762865775701,36.944745041128876,73,0.0012499999720603228
ZTF17aaatukm,152380314820805612,31.482017936059364,36.98744061294015,31,0.0
ZTF17aaatukm,152380314822235225,31.482078625249347,36.98740628895779,5,-99.0
ZTF17aaatuld,152420291435071321,29.14347907876995,37.0172503822261,63,0.013958333060145378
ZTF17aaatupu,152330361814706670,36.181461994780804,36.94673983643339,33,0.9789166450500488
ZTF17aaatuqk,151530352868141746,35.28680051802724,36.27595934469387,33,0.013333333656191826
ZTF17aaaturc,151150352064150956,35.20637002319525,35.95860390325009,52,0.9979166388511658
ZTF17aaatuuc,151530358332500757,35.83324923523391,36.275146956478956,63,0.9858928322792053
ZTF17aaatuup,151630359100875511,35.91012183707664,36.36241481668831,11,0.22264881432056427
ZTF17aaatuyr,144700283636088991,28.363583350629415,30.590329364131964,26,0.0017500000540167093
ZTF17aaatvdc,151850353464919767,35.34647662699985,36.54927505330216,50,0.9545416831970215
ZTF17aaatvjt,151500352698004462,35.26980511489421,36.25320154442988,55,0.9782083630561829
ZTF17aaatvkt,152360350019032594,35.001885405478596,36.96826544362985,35,-99.0
ZTF17aaatvkt,152360350020852231,35.001855235724804,36.968264523258924,10,0.0
ZTF17aaatvqg,151610339041976394,33.904175573842444,36.34646725373892,44,0.24308332800865173
ZTF17aaatwil,151090304850097200,30.48512828,35.91375969,2,-99.0
ZTF17aaatwil,151090304851966903,30.48521436184574,35.91358866876573,21,0.0014583333395421505
ZTF17aaatwls,149950351929921300,35.19299349581671,34.95888932862835,66,0.9983333349227905
ZTF17aaatwmn,149950352195167499,35.219505759776304,34.964090723756996,51,0.05299999937415123
ZTF17aaatwra,145480307120159724,30.71205399117653,31.240966266108938,25,0.13537797331809998
ZTF17aaatwya,151270352337229227,35.23368543938224,36.06553134585341,24,0.8377500176429749
ZTF17aaatxgk,146020349507727660,34.95084793668571,31.68921382080791,57,0.0
ZTF17aaatxik,112410766414674310,76.64146017573046,3.6781498365758623,38,0.016827380284667015
ZTF17aaatxjg,144580358782681720,35.87832862694776,30.48426423038608,58,0.0
ZTF17aaatxqh,147230338293277240,33.829392241283955,32.697254793687094,35,0.5762083530426025
ZTF17aaatxqh,147230338297147325,33.82941136579976,32.6972671655482,20,-99.0
ZTF17aaatxql,146980337274995451,33.727488171398925,32.48738867597735,60,-99.0
ZTF17aaatyyh,144710327674332078,32.76745613570065,30.592904599066646,38,0.38127976655960083
ZTF17aaawdfs,144300135477177477,13.547624919675263,30.255709365761177,30,0.009999999776482582
ZTF17aaaweop,144933480314760953,348.0314666165105,30.775215275494038,45,0.0
ZTF17aaawfja,86710116544466962,11.654443896612195,-17.736211091848464,46,0.004083333536982536
ZTF17aaaxbgi,106613577947075881,357.7947115211678,-1.1537655690288746,66,0.021791666746139526
ZTF17aaaxbpe,156210128016640827,12.801699709760364,40.175060577976986,23,0.9139999747276306
ZTF17aaaxcuq,158420125397317936,12.539788772437479,42.02276115940626,33,0.009541667066514492
ZTF17aaaxdcl,152480002202119971,0.22023202273017006,37.07442622133549,49,-99.0
ZTF17aaaxddg,146070101360624028,10.136093049647421,31.727817031913492,44,0.9735416769981384
ZTF17aaaxdrt,151540227611810035,22.76117056231795,36.28284153837011,76,0.04933333396911621
ZTF17aaaxehr,149300306233867488,30.62340432732935,34.42239090948077,59,0.0024999999441206455
ZTF17aaaxepf,151650231053646231,23.10532969385877,36.37966278866805,39,0.0
ZTF17aaaxepp,151670229926273398,22.992640751144503,36.39398173182784,34,0.0
ZTF17aaaxfsk,147740351706448041,35.17069588228637,33.12286345002427,25,0.1133333370089531
ZTF17aaaxfzx,148820352073799999,35.207398591526086,34.02448581259155,42,0.0
ZTF17aaaxgdf,147450340861779445,34.086084433735614,32.882372535029084,30,0.3205833435058594
ZTF17aaaxgfi,148110359492119660,35.94926056840945,33.432563027752174,24,0.012500000186264515
ZTF17aaaxgny,152180369352078598,36.93523918895336,36.8233144611075,55,0.8794166445732117
ZTF17aaaxklm,151500352698004462,35.26980511489421,36.25320154442988,55,0.9782083630561829
ZTF17aaaxpie,145540220041915047,22.0042092230185,31.28705941521327,18,0.1374722272157669
ZTF17aaayhze,98970262226803893,26.222697702532233,-7.522089149782754,54,0.034708332270383835
ZTF17aaayial,154850074448414905,7.44483031395248,39.045202635616015,16,0.027013888582587242
ZTF17aaaylgr,100680299643630356,29.9640617868538,-6.0999093275809475,33,0.0033333334140479565
ZTF17aaaylgr,100680299639770500,29.9640154942879,-6.099871126624583,14,-99.0
ZTF17aaaylji,101460285752227953,28.57526921567083,-5.443786011041373,74,0.017291666939854622
ZTF17aaaymwb,117260479730604980,47.97312064800751,7.720419094999219,37,0.002916666679084301
ZTF17aaaypmy,109820513843562366,51.384324320920754,1.5182376291114945,20,0.09558333456516266
ZTF17aaayqxe,117370564989450858,56.498991681776566,7.808616747987825,21,0.003083333373069763
ZTF17aaazdba,135171233206158525,123.32062489553506,22.648309401118688,76,0.07887499779462814
ZTF17aaazmrh,157710167597941308,16.759724526516877,41.42555632410111,71,0.0914047583937645
ZTF17aaazmzw,156900165656474983,16.565656139466736,40.7536195438096,66,0.7996249794960022
ZTF17aaazovf,155590166179303091,16.617942928935527,39.66044324961956,35,0.0
ZTF17aaazovk,155760166190843926,16.619146753680987,39.80277831142188,31,0.023333333432674408
ZTF17aaazoyj,152210121043650767,12.104418451521648,36.84180903810777,50,-99.0
ZTF17aaazqqd,153910158380956852,15.838114560438413,38.263524233878414,65,-99.0
ZTF17aaazqqf,153810158856466536,15.885622284158957,38.179941657577054,61,0.0
ZTF17aaazrnw,151530277135851609,27.713592229663846,36.27582138866059,61,0.5662321448326111
ZTF17aaazsvx,146960263972251982,26.397178606420457,32.467885718671674,18,0.0024999999441206455
ZTF17aaazswp,146950262419419105,26.241902803098856,32.46530945506691,25,0.002916666679084301
ZTF17aaaztas,147120266553270588,26.655491173091914,32.60005787222988,39,0.0016666667070239782
ZTF17aaaztbp,150080281824612875,28.18246070534014,35.068530295888415,46,0.7902737855911255
ZTF17aaaztiv,80200792709524840,79.27094006762218,-23.16287704176564,64,0.0
ZTF17aaaztiv,80200792709675195,79.27087634,-23.16268203,2,-99.0
ZTF17aaazxth,157160100088744682,10.008899360734846,40.96996280218519,78,-99.0
ZTF17aaazxtm,157410097986280579,9.798592472483765,41.17502644883938,25,0.31740474700927734
ZTF17aaazxtm,157410097989690766,9.79895388,41.17510235,2,-99.0
ZTF17aaazxtr,157410099631775266,9.963072162055608,41.178960186233105,21,0.02462499961256981
ZTF17aaazxtv,156790099311574837,9.931322565945852,40.66180584002598,57,-99.0
ZTF17aaazzhn,155480142003148927,14.200349084336702,39.573585077912654,73,0.0
ZTF17aabanen,180781059684349544,105.96842221707999,60.65736172193837,49,0.9737499952316284
ZTF17aabapjy,184061004072397436,100.40711050553324,63.38891006537544,21,0.06898809224367142
ZTF17aabatmu,183541187776411076,118.77771482249987,62.950252581935544,90,-99.0
ZTF17aabatnf,183511188609921719,118.86113516069493,62.92579278870886,67,0.4173898696899414
ZTF17aabaujm,158260109813280030,10.981359941136816,41.88281396332834,65,-99.0
ZTF17aabautb,154330145532678872,14.55327047740092,38.61520965403453,55,0.0
ZTF17aabaxmb,182571192116690229,119.21179490944854,62.14121124772834,26,0.026952380314469337
ZTF17aabaxzm,181170978440400701,97.84407229279601,60.97496813534194,47,0.9987499713897705
ZTF17aabaynv,183751213763860933,121.37635813201229,63.12510233864207,96,-99.0
ZTF17aabayoe,183821213404948425,121.34044375615221,63.18980571414495,35,0.0012499999720603228
ZTF17aabayoe,183821213408998728,121.3409302,63.18985872,5,-99.0
ZTF17aabazql,181461225362690771,122.5365881637263,61.216820926978656,6,-99.0
ZTF17aabazql,181461225370781024,122.5368604076489,61.21687475735568,16,0.02122916653752327
ZTF17aabazxz,179201105232651145,110.52334063647612,59.33370407842979,81,0.031041666865348816
ZTF17aabbdab,87990686791009158,68.67905318284087,-16.66763335671867,57,0.0
ZTF17aabbekc,91280612891848495,61.28919483170602,-13.926624687090035,72,0.0012499999720603228
ZTF17aabbggy,180881186391167310,118.63914653710661,60.738803175381534,89,0.9102380871772766
ZTF17aabbicn,184991203188961083,120.31886487955232,64.15859575102805,70,0.8377440571784973
ZTF17aabbicz,184931205514748818,120.55164897709864,64.11514396315548,31,0.05391666665673256
ZTF17aabbicz,184931205519819043,120.55176252,64.11513312,2,-99.0
ZTF17aabbkow,158410112088773186,11.208987498554288,42.01042637799318,5,-99.0
ZTF17aabbkow,158410112092843054,11.20931281615927,42.01032032104559,27,0.5028125047683716
ZTF17aabbkpz,158390112343336887,11.234330286613798,41.99683169717557,17,0.007488095201551914
ZTF17aabbksz,152260096985299664,9.698542110179503,36.8908661941086,62,-99.0
ZTF17aabbkwt,152400098306590990,9.830679079389043,37.00030859357899,67,0.9764583110809326
ZTF17aabbobj,182141017933195063,101.79365490270627,61.78692383937114,6,-99.0
ZTF17aabbobj,182141017937485304,101.79378855039744,61.787088618773055,3,-99.0
ZTF17aabbobj,182141017940194989,101.79395216081477,61.78694976312336,19,0.0062500000931322575
ZTF17aabbrjg,178551094650788976,109.46512222192638,58.79858651901432,35,0.0
ZTF17aabburx,86550717931202909,71.79315518091393,-17.87286470642468,66,0.0012499999720603228
ZTF17aabbvfc,153940164031054888,16.403071148115774,38.286868853164655,44,0.4697321355342865
ZTF17aabbvgl,153720165243902835,16.524335833433167,38.101834703308775,77,0.0
ZTF17aabbvny,157570099729838225,9.972936112240575,41.314656264019604,31,0.6928541660308838
ZTF17aabbvoz,157490105181966794,10.518230987142672,41.246726082077274,13,0.022083332762122154
ZTF17aabbvzp,157260102294690633,10.229521177219683,41.0499897511278,21,-99.0
ZTF17aabbwdx,158390116414516851,11.641492302824801,41.996825485906406,53,0.0037499999161809683
ZTF17aabbxpi,86280792529852129,79.25299871201517,-18.098511103390862,58,0.9384166598320007
ZTF17aabbyme,87220766629983428,76.66320866,-17.31421967,5,-99.0
ZTF17aabbyme,87220766632513182,76.66325584323987,-17.31430380956149,81,-99.0
ZTF17aabbyme,87220766635563527,76.6634024,-17.31406774,3,-99.0
ZTF17aabbyml,87410768948595158,76.89492565841236,-17.15438299717573,56,0.0043750000186264515
ZTF17aabbyng,87240767371702232,76.73718983154848,-17.29841918763512,57,0.014166667126119137
ZTF17aabbzmm,88630720797205038,72.07974651311473,-16.137775387324123,60,0.004083333536982536
ZTF17aabbzxw,85520813434666181,81.34346750634097,-18.728497506717474,12,0.0063333334401249886
ZTF17aabcabf,87840773822811751,77.38229595965034,-16.79890157585735,62,0.0008333333535119891
ZTF17aabcakz,88210791818706671,79.18198418021791,-16.486458470929552,23,0.0008333333535119891
ZTF17aabcaqr,87400691599490184,69.16002977755878,-17.166938772553195,10,-99.0
ZTF17aabcaqr,87390691601869987,69.16013455727645,-17.166927985012478,32,0.004583333153277636
ZTF17aabcbva,84140807151494343,80.71513844780064,-19.879887319748605,62,0.0062500000931322575
ZTF17aabcdvi,84160792930143277,79.29296757250245,-19.864185482322124,46,0.0
ZTF17aabceah,88770810796815180,81.07979856533568,-16.021011445481523,69,-99.0
ZTF17aabcfoh,84270802747669885,80.27479159090248,-19.76704827349706,11,0.047583334147930145
ZTF17aabcfon,84300803500403929,80.35032304,-19.74700184,3,-99.0
ZTF17aabcfon,84300803502314206,80.35032486,-19.74699123,20,-99.0
ZTF17aabcfon,84300803503223750,80.35032371778351,-19.747059003133955,78,0.9957500100135803
ZTF17aabchan,143710299401707603,29.94007268546824,29.76407089791552,53,0.0
ZTF17aabchkv,138910153412686585,15.341333490695558,25.76329170964338,8,-99.0
ZTF17aabchkv,138910153414546293,15.341438239551403,25.763126249714876,33,0.006750000175088644
ZTF17aabciai,139720161111578548,16.111171950889858,26.439891819639158,56,0.0016666667070239782
ZTF17aabcirl,136090195077040622,19.50774559656059,23.408387884097017,36,0.5553988218307495
ZTF17aabckmq,145010359349606691,35.9349877721147,30.84672946608026,53,0.942145824432373
ZTF17aabdoud,126200505320353551,50.53208772008198,15.169158614711213,61,-99.0
ZTF17aabdozg,126230505721559321,50.572157397237014,15.199096818249227,16,-99.0
ZTF17aabdozg,126230505721839660,50.57213459077691,15.199164662010269,16,0.014613095670938492
ZTF17aabfalr,103610590033962402,59.00342234589534,-3.656680684226341,60,0.01054166629910469
ZTF17aabfbze,105140545033072116,54.50335549289293,-2.381912646481362,61,0.9879166483879089
ZTF17aabfbzn,105210543783962124,54.37830287156117,-2.3235537715984695,9,-99.0
ZTF17aabfbzn,105210543780942040,54.37812529170717,-2.323623683087184,42,0.0008333333535119891
ZTF17aabfeii,105030475057767934,47.505756460786905,-2.4686938955068456,60,0.0037499999161809683
ZTF17aabfgmo,106110545359849588,54.5360147671295,-1.5674276854743463,62,0.9745833277702332
ZTF17aabfgnx,106010543347561853,54.334729215774516,-1.6571164517909012,26,0.9158750176429749
ZTF17aabfisy,106040578553439375,57.8553042274466,-1.6258631111628012,56,0.0
ZTF17aabfjmm,105840544655040388,54.46547674751562,-1.8000629692362857,54,0.0
ZTF17aabfjtf,110950392241650336,39.22419241139594,2.4582228927631795,64,-99.0
ZTF17aabfjtf,110950392245220440,39.22437205,2.45823092,2,-99.0
ZTF17aabfnbo,105320509942754409,50.99426284980836,-2.229958362583035,66,0.0
ZTF17aabfnhh,102970580402481246,58.040305331348875,-4.190962145073783,57,0.9775000214576721
ZTF17aabfqss,117140452851408524,45.285131297773695,7.62342083664296,72,0.0033333334140479565
ZTF17aabfrwo,117660442043954332,44.20426842747707,8.053147562422936,12,-99.0
ZTF17aabfrwo,117660442041384109,44.204206128939575,8.053059507953133,28,0.0012499999720603228
ZTF17aabfrww,117730438718179371,43.87179257380108,8.115932643536034,11,-99.0
ZTF17aabfrww,117730438717049757,43.87177062815497,8.115981134925622,56,0.04283333197236061
ZTF17aabfwuv,109630419889973604,41.98902847416049,1.3609359394990765,75,0.9935416579246521
ZTF17aabjpur,121600644239949212,64.42404687181794,11.34060628990605,49,0.98458331823349
ZTF17aabjyxl,118090723463670238,72.34637422254026,8.408096825547407,28,0.14102381467819214
ZTF17aabmtez,109011496569897784,149.65688135662816,0.8476188030150442,39,0.9635416865348816
ZTF17aabmtez,109011496567497551,149.65687252933765,0.8476136207434846,12,-99.0
ZTF17aabotau,112423479872600131,347.9872614604362,3.6830553652980935,89,0.01875000074505806
ZTF17aabozjg,106203341782472319,334.17825830540534,-1.4984764893777895,12,0.0
ZTF17aabpxgy,112853257866737507,325.7866693605207,4.047529322604664,70,0.0
ZTF17aabqajc,157260061051302372,6.105134697118734,41.05145574944498,23,0.807148814201355
ZTF17aabrisn,113130319105394718,31.91053602289651,4.278522562282174,39,0.00937500037252903
ZTF17aabsamc,96890801428963697,80.14294200779415,-9.25558311606038,18,0.0018749999580904841
ZTF17aabslfb,163651087505235761,108.7505426633519,46.379260176826854,67,0.07483333349227905
ZTF17aabtjot,187811747713326378,174.77117159295432,66.5128819684454,25,0.0
ZTF17aabtkpv,122811327736685455,132.77385393,12.34593614,2,-99.0
ZTF17aabtkpv,122811327739065672,132.7739336958394,12.345960902399204,12,0.010499999858438969
ZTF17aabukmy,146450226504706290,22.65047038082069,32.04640372951661,49,0.042422618716955185
ZTF17aabuktn,95490594038361288,59.40371783420477,-10.424254098007484,19,0.0016666667070239782
ZTF17aabuktn,95490594034811431,59.40353254279169,-10.424144195967497,14,0.01887499913573265
ZTF17aabulak,152430263834924144,26.38345317968157,37.02795583408902,51,0.0012499999720603228
ZTF17aabulcu,132673568871862529,356.8871669918755,20.5599538418952,49,0.9692291617393494
ZTF17aabulmy,150970140482199912,14.04817630206388,35.816086747956206,19,0.0012499999720603228
ZTF17aabulqp,134923523383885948,352.3384048195321,22.4378154568051,26,0.0027083333116024733
ZTF17aabulrt,152470162648404921,16.2648475023215,37.061913029360376,46,0.0016666667070239782
ZTF17aabultz,154840086021154042,8.602160265635675,39.03616397900912,28,0.0351249985396862
ZTF17aabumnq,135090051477912993,5.147797618885085,22.577051614271724,73,0.09006547927856445
ZTF17aabuoea,149713496584265390,349.6583638725656,34.762328533721806,71,0.11256547272205353
ZTF17aabuoge,153160028588654756,2.8588795771575555,37.63675626920385,59,0.008750000037252903
ZTF17aabuovl,111613412037848895,341.2037367219661,3.01524488485996,58,0.9712499976158142
ZTF17aabuovr,145503447235405839,344.7234149408944,31.2543209267443,38,0.0037499999161809683
ZTF17aabvaar,127950142462038496,14.246276977629403,16.631622592299607,51,0.9854166507720947
ZTF17aabvadg,110550041691666481,4.1691339819085735,2.129929818859984,29,0.0
ZTF17aabvadg,110550041691336122,4.16908546,2.12970691,2,-99.0
ZTF17aabvbro,130170101152063903,10.114954161712221,18.477826343939633,15,0.0
ZTF17aabvbro,130170101147554222,10.114887565962592,18.47791509532086,3,-99.0
ZTF17aabvbxh,130110112148988801,11.214947106121487,18.431909232839807,39,0.016625000163912773
ZTF17aabvbxh,130110112145308951,11.214789962461827,18.431945539180678,7,-99.0
ZTF17aabvdbh,97810162354648425,16.235496782085452,-8.484980585960194,63,0.12564583122730255
ZTF17aabvdvz,106160228876908972,22.887657856438143,-1.5261673976971522,42,0.9941666722297668
ZTF17aabvgff,104480063896293943,6.389629568923753,-2.9304091823172396,78,0.010833333246409893
ZTF17aabvhms,109000051146200622,5.114627525849752,0.8335507474601368,82,0.1377202421426773
ZTF17aabvhvh,100590140475233789,14.047572116783071,-6.172197486045517,66,-99.0
ZTF17aabvisz,76820690140299631,69.01386352412696,-25.975508638849462,43,0.9920833110809326
ZTF17aabvoei,121390312024944270,31.202547256034453,11.161597269269887,10,-99.0
ZTF17aabvoei,121390312022274600,31.20251824062586,11.161612558686722,19,0.0
ZTF17aabvsex,83380769616360692,76.96169422728374,-20.51632099990576,80,0.21183332800865173
ZTF17aabvslj,99230837890386505,83.78907571949195,-7.303207649433019,80,0.006874999962747097
ZTF17aabwaqh,181170978440400701,97.84407229279601,60.97496813534194,47,0.9987499713897705
ZTF17aabwfng,77440760286050181,76.02872839277578,-25.46669397656319,3,-99.0
ZTF17aabwfng,77440760289800236,76.02883717297037,-25.466607304809813,53,0.0018749999580904841
ZTF17aabwhvf,172141092626341243,109.26271658192668,53.45040509692423,46,0.0
ZTF17aabwial,163711115360035787,111.535900661134,46.42927501415843,47,0.0
ZTF17aabwikq,183870960831514626,96.08326483827857,63.22823133770992,13,0.8201309442520142
ZTF17aabwnil,126851768483270030,176.84826165354013,15.7079000727651,55,0.006041666492819786
ZTF17aabwnlf,99291559073774196,155.907367170806,-7.255154559752779,60,0.008958333171904087
ZTF17aabwpac,195001855898065348,185.58968885819985,72.50382473735829,46,0.004708333406597376
ZTF17aabwpit,96931324593022564,132.4593264627021,-9.22315921062742,46,0.117208331823349
ZTF17aabwwih,117513347438154036,334.7437779041458,7.928009659575308,35,0.041083332151174545
ZTF17aabyjvg,118740707053359565,70.70534610897361,8.957576369384793,60,0.0
ZTF17aabytde,121880513093076987,51.3092759817511,11.572031973034173,50,0.9693928360939026
ZTF17aacbmdd,126250686342992146,68.63417851,15.20975858,2,-99.0
ZTF17aacbmdd,126250686340961880,68.63408352969319,15.209514916461739,61,0.00925000011920929
ZTF17aacdedh,120240588062507854,58.80623243397436,10.206202492480946,58,0.007916666567325592
ZTF17aacdedh,120240588065548157,58.80638626,10.20623493,3,-99.0
ZTF17aacerqo,117770515809119881,51.580970506866144,8.149517641175999,54,0.023916667327284813
ZTF17aacgbkd,125670613165575224,61.31658784417491,14.728874136088777,35,0.0
ZTF17aacgbnb,126510608481877282,60.84818618404555,15.43056687962582,33,0.0012499999720603228
ZTF17aacgbnb,126510608480836904,60.848156544437735,15.43042537360178,17,-99.0
ZTF17aacjeqs,120570654396794379,65.43966875684943,10.478339153008909,12,0.3733541667461395
ZTF17aackqxr,107780438009260183,43.80094951728314,-0.18356199511518986,58,-99.0
ZTF17aaclgfz,109060473902036440,47.39022650754772,0.8883637368526047,34,0.002166666556149721
ZTF17aaclgsw,109130522657811013,52.26584533748656,0.9420665911034618,70,0.9179166555404663
ZTF17aaclhoy,103110332588366620,33.25890922997019,-4.069894934653382,70,0.004583333153277636
ZTF17aaclhqy,117070395905450359,39.590615915533974,7.558206708010342,70,-99.0
ZTF17aaclpca,100090280148215131,28.014913731956185,-6.587704616558459,70,0.0024999999441206455
ZTF17aaclxeu,113850549104902968,54.91061640967764,4.877191860632,20,0.004083333536982536
ZTF17aaclzwp,106170344399664185,34.44009630285952,-1.5219373849062499,13,0.0012499999720603228
ZTF17aaclzwp,106170344398993787,34.44002288781425,-1.5221417631067267,4,-99.0
ZTF17aacmssc,151021487828280889,148.7828453329815,35.85024296021572,89,0.23415476083755493
ZTF17aacmtjy,116920453416398887,45.341669438672355,7.440392436518589,46,0.0
ZTF17aacmtjy,116920453415019252,45.34165468,7.44043887,2,-99.0
ZTF17aacmymf,89493583490286075,358.34907562849054,-15.420245000909201,53,0.0
ZTF17aacnglt,139651880230590451,188.02308912110752,26.374807925152517,15,0.002916666679084301
ZTF17aacnram,94440298084417059,29.80853865710744,-11.294500978324761,31,0.013249999843537807
ZTF17aacnram,94440298086227588,29.80864284891489,-11.294310569901656,15,-99.0
ZTF17aacoagq,91090085792939574,8.579279754537982,-14.084000473836381,54,0.0
ZTF17aacogld,111580584055798478,58.40560334539432,2.9899914978387625,64,0.0024999999441206455
ZTF17aacojql,110460569467310010,56.946743689502696,2.049609613515743,42,0.011666666716337204
ZTF17aacombd,112230613974765065,61.39750226350765,3.528836361154143,60,0.9558749794960022
ZTF17aacopgc,112660229356595973,22.935761756457055,3.8879077534297,26,0.4161726236343384
ZTF17aacovbl,112950472181270988,47.21812392115914,4.125522025811328,58,0.0
ZTF17aacovpb,110940430920219257,43.09207227252586,2.457444315282993,4,-99.0
ZTF17aacovpb,110940430922019533,43.09218221981803,2.457481388882941,33,0.008124999701976776
ZTF17aacovpb,110940430923729168,43.09229328750242,2.457332009473492,9,-99.0
ZTF17aacpbqo,107630487028623330,48.70287765595849,-0.30596546115841483,27,-99.0
ZTF17aacphyr,126370619033312415,61.9033363607109,15.309883488791067,42,0.26445236802101135
ZTF17aacqbsh,151002093268471950,209.32681297950057,35.834534355220626,87,0.0
