,ztf_object_id,transient_ra,transient_dec,host_ra,host_dec,tns_cls,spec_z
63,ZTF18abacxpl,293.8671067221606,53.76276888078512,,,None,-99.0
64,ZTF18abaeawz,281.5850323541167,70.7370710877928,,,SN Ia,0.1
65,ZTF18abauprj,254.77099647692395,47.23643948461734,,,SN Ia-91T-like,0.028
66,ZTF18abbpwxh,229.8674096732132,-7.324194308932093,,,None,-99.0
67,ZTF18abbujyn,325.2434038234091,28.4773279533122,,,None,-99.0
68,ZTF18abbukfd,316.1081651022212,14.640760068892106,,,None,-99.0
69,ZTF18abbwgtq,262.7510596956996,21.5648805544124,,,None,-99.0
70,ZTF18abcdzyc,195.44052267142857,61.46540725,,,SN Ia,0.056
71,ZTF18abcfcoo,244.0009080080129,22.26802038667644,,,SN Ic-BL,0.0
72,ZTF18abcfdzu,230.2171540651476,54.21555088900454,,,SN IIP,0.125
73,ZTF18abcflnz,281.55983210566,35.968702747171754,,,SN Ia,0.024
74,ZTF18abchinz,298.4670635448604,62.80183503107452,,,None,-99.0
75,ZTF18abckutn,237.02688826585367,55.71483687073171,,,SN IIP,0.0401
76,ZTF18abcllgo,255.61961466666924,-15.369033110007592,,,None,-99.0
77,ZTF18abcnbki,297.29373363022967,58.53314023292172,,,None,-99.0
78,ZTF18abcptmt,267.3298859611112,49.4124002,,,SN II,0.05
79,ZTF18abcqoqb,283.4225180829561,66.1496475591337,,,None,-99.0
80,ZTF18abcrzce,191.16049360787,6.30130153068464,,,SN Ia,0.0561
81,ZTF18abcvpxr,265.5181235316863,25.337830421578047,,,None,-99.0
82,ZTF18abdbysy,233.53538616060604,56.69685023030303,,,SN II,0.01127
83,ZTF18abdfwcy,190.68275192000044,34.10732448666867,,,SN IIP,0.014
84,ZTF18abdkkwa,267.0221711030303,52.22372712424242,,,SN Ic,0.025318
85,ZTF18abdklug,279.27473190625074,37.29966303125396,,,None,-99.0
86,ZTF18abdkpgs,288.6813312722341,60.87051465988971,,,None,-99.0
87,ZTF18abdpvnd,348.52260162051283,29.6333790448718,,,SN Ia,0.046
88,ZTF18abeaesx,289.16430261463006,46.352016550417225,,,None,-99.0
89,ZTF18abeajjd,255.99475555933375,15.4588029556799,,,None,-99.0
90,ZTF18abeajml,252.0323627083333,24.304088897916667,,,SN II,0.03651
91,ZTF18abeaytd,324.61019576800174,28.772701180002244,,,None,-99.0
92,ZTF18abecbks,248.94388953703705,71.68753705925927,,,SN Ic,0.03048
93,ZTF18abehrgr,336.2903051221674,32.543723834007274,,,None,-99.0
94,ZTF18abfdcot,282.982684130013,57.36617875001734,,,None,-99.0
95,ZTF18abffdpa,271.2474233066319,34.80993408275873,,,SN Ia,0.099
96,ZTF18abffyqp,252.708691090625,45.39788865625,,,SN II,0.031302
97,ZTF18abfhryc,284.9898013385039,72.26730536154935,,,SN Ia,0.0323
98,ZTF18abfhssx,297.1111815023989,59.552846663433385,,,None,-99.0
99,ZTF18abfnmos,256.2683992564109,16.533420337288362,,,None,-99.0
100,ZTF18abfyboh,314.05567849402325,12.853628630254876,,,None,-99.0
101,ZTF18abgjgma,10.23080775509234,43.41649947550463,,,None,-99.0
102,ZTF18abgledy,236.42344659687248,11.952786687503092,,,SN Ia,0.07
103,ZTF18abgmcmv,274.05450086875214,55.59087644062895,,,SN Ia-91T-like,0.018506
104,ZTF18abgrlpv,283.93741883333337,47.44124777777778,,,SLSN-II,0.2104
105,ZTF18abgudzu,335.54507522734764,30.963472457488656,,,None,-99.0
106,ZTF18abgxjie,285.008524925,51.923205795833326,,,None,-99.0
107,ZTF18abhqdpv,339.33794996206893,22.37958894827586,,,SN Ia,0.0435
108,ZTF18abhqvaj,357.05342383242004,36.88394129400259,,,None,-99.0
109,ZTF18abhtaqe,341.7786053212984,37.96019346247069,,,None,-99.0
110,ZTF18abhxhtu,275.107343262497,20.443036521878952,,,None,-99.0
111,ZTF18abhxotz,272.8207990911111,34.12151066074074,,,None,-99.0
112,ZTF18abiiqdl,212.93845100769232,71.75273419999999,,,SN II,0.03
113,ZTF18abitnjn,278.6600424529521,29.208267864709825,,,None,-99.0
114,ZTF18abjwagv,238.90838353428256,28.36056261239237,,,None,-99.0
115,ZTF18abjzaic,252.42790489411837,23.082861188237004,,,CV,
116,ZTF18abkhcrj,256.65133294375545,24.545336084377425,,,SN Ia,0.03823
117,ZTF18abkkqhh,356.60666291899327,80.13201403603036,,,None,-99.0
118,ZTF18abklbam,217.82960702222223,21.290210088888887,,,SN II,0.03
119,ZTF18abktckv,324.5450755162006,26.46654436654764,,,None,-99.0
120,ZTF18abktmfz,336.1015162382328,18.07192453382677,,,SN Ib,0.020457
121,ZTF18ablhqle,257.6411442066652,16.31452167000269,,,None,-99.0
122,ZTF18abllfls,345.3922496425467,79.67138728499575,,,None,-99.0
123,ZTF18abloyve,287.6748959040493,-26.7826649886302,,,None,-99.0
124,ZTF18ablqjul,226.91306902307693,38.21363383846154,,,SN Ia,0.1
125,ZTF18ablqkyi,255.05865637789933,15.243852605412002,,,None,-99.0
126,ZTF18ablqqwi,259.99110065,20.043685521428568,,,None,-99.0
127,ZTF18ablrmdt,250.3560323545454,7.759849463636365,,,None,-99.0
128,ZTF18abltfho,256.184734158058,38.23555167742267,,,SN IIn,0.055
129,ZTF18ablvxdg,319.7855694894554,9.344210404462215,,,None,-99.0
130,ZTF18ablwfel,339.0823226635674,40.10765031227161,,,None,-99.0
131,ZTF18ablwqqf,261.5839346713147,6.271966223900137,,,Varstar,0.0
132,ZTF18ablwvus,276.66424205882583,25.920845241179123,,,None,-99.0
133,ZTF18ablzviv,311.23155858571425,13.188643349999998,,,None,-99.0
134,ZTF18abmiwau,285.33887831176395,47.28427544706391,,,None,-99.0
135,ZTF18abmjhgg,323.10986765555225,15.39489740002675,,,None,-99.0
136,ZTF18abmjouv,13.198313542824074,46.460164898638666,,,None,-99.0
137,ZTF18abmjyvo,244.93422408235293,50.55187845882353,,,SN Ia,0.05584
138,ZTF18abmkdiy,260.13366294638115,13.886811545385044,,,None,-99.0
139,ZTF18abmmdif,270.14664232000007,61.69771908,,,SN Ia,0.075
140,ZTF18abmmupl,327.88069246012,18.3974766339926,,,None,-99.0
141,ZTF18abmnrgb,324.72129914999795,31.737519222732764,,,SN Ia,0.042
142,ZTF18abmoung,225.9380141478261,61.56791275652172,,,SN Ia,0.06589
143,ZTF18abmssay,271.3779864958745,20.40205891270128,,,None,-99.0
144,ZTF18abmvlrj,288.42716075757403,54.70835839092523,,,None,-99.0
145,ZTF18abmwnov,3.757670608001785,34.811438868002135,,,SN Ia,0.04777
146,ZTF18abmxahs,257.5465496916671,21.64905867916825,,,SN Ia,0.0148
147,ZTF18abmxdhb,251.37429678440213,65.23898923780699,,,SN Ia,0.07
148,ZTF18abmxfrc,252.75343565333333,25.875974666666668,,,SN Ia,0.06
149,ZTF18abnbirm,318.9940388652623,26.821339882505534,,,None,-99.0
150,ZTF18abnbiyj,314.5534444,7.216903248923813,,,None,-99.0
151,ZTF18abnbldg,311.6972442335671,17.21826597495057,,,None,-99.0
152,ZTF18abnbzrd,318.42032908125,24.67462558125,,,None,-99.0
153,ZTF18abncsdn,347.399275984282,5.5866992404710345,,,SN Ia,0.06
154,ZTF18abndmnj,37.58932256097231,43.15654431772896,,,None,-99.0
155,ZTF18abnjsqz,265.1637489913284,-0.8629433003185483,,,None,-99.0
156,ZTF18abnoplg,257.1528137,-13.683218800000006,,,None,-99.0
157,ZTF18abntqth,314.40654262683563,-14.468538209149486,,,None,-99.0
158,ZTF18abntsgz,328.65209514117646,18.11554460882353,,,SN Ia,0.05
159,ZTF18abntvds,283.6259150733358,37.87105466666781,,,None,-99.0
160,ZTF18abntwcu,248.07112094006104,68.81537618668702,,,None,-99.0
161,ZTF18abnuexr,307.05020156554247,-3.1363091873523103,,,SN II,0.015
162,ZTF18abnvoel,260.8139182944444,77.84486211111113,,,SN Ia,0.06
163,ZTF18abnxfve,337.469735350027,36.73061699294729,,,None,-99.0
164,ZTF18abnxhmc,329.75757046000007,11.1036512,,,SN Ia,0.076
165,ZTF18abnyiwm,331.83925033301455,33.96728284770628,,,None,-99.0
166,ZTF18abobhxw,257.46979220000725,6.606527954564996,,,None,-99.0
167,ZTF18abobuhu,305.6810311,-9.137023005189391,,,None,-99.0
168,ZTF18abokpvh,274.03093172222225,70.01792298148149,,,SN Ia,0.08
169,ZTF18abolkgw,4.061588634722666,46.50338448949132,,,None,-99.0
170,ZTF18abomvne,34.307972680719885,40.69153028298836,,,None,-99.0
171,ZTF18aboqykf,296.4206317075107,66.50828211252512,,,SN Ia,0.085
172,ZTF18abosywm,30.68188132504105,42.08787619995284,,,None,-99.0
173,ZTF18aboztku,243.42310993352825,10.658618224545933,,,SN Ia,0.0802
174,ZTF18abpamut,234.51252168333173,51.36037875834626,,,SN Ia,0.074
175,ZTF18abpaywm,277.8893577846163,49.81611138077144,,,SN Ia,0.045
176,ZTF18abpmmpo,251.97746275000188,42.96880772222398,,,SN Ia,0.075
177,ZTF18abpttky,258.56039224,36.45888294,,,SN Ia,0.084
178,ZTF18abqboud,337.8458206066673,33.51585233333375,,,CV,
179,ZTF18abqjvyl,225.26531825,44.15658975714287,,,SN Ia,0.0877
180,ZTF18abqlpgq,340.1027812,16.190790563636366,,,SN Ia,0.095268
181,ZTF18abqpnez,25.072624909677764,3.435568245165072,,,None,-99.0
182,ZTF18abqratl,18.527415891821096,9.13941812462987,,,None,-99.0
183,ZTF18abqwglu,34.560631637499355,-10.2136174625212,,,None,-99.0
184,ZTF18abreeqx,29.51979527013544,-0.872736899105476,,,SN II,0.08
185,ZTF18abrlljc,253.18410418888172,70.08823422222457,,,SN IIP,0.05
186,ZTF18abrwrch,252.5041185413521,55.83973974829293,,,None,-99.0
187,ZTF18abrxqag,296.2742240111112,-13.492035066666666,,,None,-99.0
188,ZTF18abrxqcq,296.1819465899036,-14.80690274528216,,,Varstar,0.0
189,ZTF18abrzeym,264.1127347857142,22.490581204762847,,,SN Ia,0.056
190,ZTF18abrzhwi,267.6784370908952,9.469639949506472,,,None,-99.0
191,ZTF18absayvp,243.64086114694464,36.94337403674134,,,SN Ia,0.038
192,ZTF18absbgqd,300.8991018890466,66.22959124450846,,,SN II,0.03
193,ZTF18abscmgg,17.864677197301713,31.02378978505307,,,None,-99.0
194,ZTF18absdddn,263.6877694899973,11.5883609700018,,,None,-99.0
195,ZTF18absdgon,260.9574984499943,46.30150110625316,,,SN Ia,0.085
196,ZTF18absdiyz,273.5525159280432,17.938236008549012,,,None,-99.0
197,ZTF18absdxpk,238.0137105833333,30.734977283333333,,,SN Ia,0.08
198,ZTF18absgfps,323.0090128753404,22.034852253408587,,,None,-99.0
199,ZTF18abshezu,359.3247677931027,-15.631479127588648,,,SLSN-I,0.23
200,ZTF18abskpvn,298.67988278549603,-11.37127473992416,,,None,-99.0
201,ZTF18absldfl,33.599730257131206,30.811925042876037,,,SN II,0.04
202,ZTF18absoocp,358.10078456797464,28.77502719324972,,,SN Ib,
203,ZTF18absoomk,3.4252349965557087,27.56761584827956,,,SN Ia,0.069
204,ZTF18abspfil,325.8397217157192,79.99413935206867,,,None,-99.0
205,ZTF18absqtti,66.59369014694995,75.24702837355188,,,None,-99.0
206,ZTF18absqwyg,288.00943647417887,-26.447615394904503,,,None,-99.0
207,ZTF18abssdpi,280.8350689142857,58.805486442857145,,,SN Ia,0.1
208,ZTF18absvcae,312.281631788,5.221393296,,,None,-99.0
209,ZTF18abszhdv,290.0468099896108,59.03572995242675,,,None,-99.0
210,ZTF18abtbvse,355.1434387900002,40.26578329505848,,,None,-99.0
211,ZTF18abtcbrn,359.82854751771936,43.17322080011127,,,None,-99.0
212,ZTF18abtcdfv,12.5268525625,39.9568730625,,,SN Ia,0.14
213,ZTF18abtfrbf,7.602658693333437,-1.2641702866669249,,,SN Ia,0.0569
214,ZTF18abtgnky,20.58141451564855,-2.4967119137096034,,,SN Ia,0.06
215,ZTF18abtizrj,337.922782400596,36.8482298460775,,,CV,
216,ZTF18abtjcej,330.3108987371428,36.06672284857142,,,None,-99.0
217,ZTF18abtjlga,305.897275489289,-9.348912989293083,,,None,-99.0
218,ZTF18abtklln,69.07257814799874,75.66924735604994,,,None,-99.0
219,ZTF18abtkqkb,354.94697628000006,-23.9202158,,,SN Ia,0.08
220,ZTF18abtmtqd,35.19693578750472,-14.806532275007172,,,None,-99.0
221,ZTF18abtosxg,305.2930901649954,67.01438997501423,,,None,-99.0
222,ZTF18abtphml,344.8372909348126,27.929155872214885,,,None,-99.0
223,ZTF18abtrvrj,30.464597124034757,42.15265967385269,,,None,-99.0
224,ZTF18abtswjk,38.2980038599999,-1.3056699946670849,,,SN IIn,0.0503
225,ZTF18abtvjbs,309.3473963196195,8.119271712989317,,,None,-99.0
226,ZTF18abtvstb,308.2718234118228,-20.856784771220603,,,SN IIb,0.021
227,ZTF18abuatfp,208.0801123626132,55.64118657108801,,,SN Ia-CSM,0.137
228,ZTF18abucvbf,277.063688507691,46.3534335846171,,,SN Ia,0.053
229,ZTF18abudtyr,295.66910385238225,-10.323642045243446,,,None,-99.0
230,ZTF18abuhyjv,39.06519310000054,-1.1997148588238673,,,SN Ia,0.0471
231,ZTF18abuhzfc,16.161695926667164,-4.258174733337313,,,SN Ia,0.0383
232,ZTF18abuicad,19.50088518620747,2.057667017242025,,,SLSN-II,0.135
233,ZTF18abuijdr,37.24660081874918,39.1456194291823,,,None,-99.0
234,ZTF18abuiknd,29.359195875,8.917277349999999,,,SN Ia,0.108
235,ZTF18abujubn,287.0520132221335,45.54490546669307,,,None,-99.0
236,ZTF18abukavn,250.950861475,41.04538055,,,SN Ic-BL,0.032
237,ZTF18abukmty,321.5265214307696,24.045809930771316,,,SN Ia,0.102
238,ZTF18abulgdt,317.19447239539534,23.72255993078056,,,None,-99.0
239,ZTF18abulqzb,342.04971105000004,16.2360789,,,CV,0.0
240,ZTF18abumkda,347.05646613333664,25.728123911083102,,,None,-99.0
241,ZTF18abuozmg,28.04536347178555,-12.911232273150404,,,None,-99.0
242,ZTF18abupgps,16.96568705555602,-15.680646433336648,,,SN Ia-91T-like,0.0993
243,ZTF18abupgql,19.0153042142857,-0.117450157142926,,,SN Ia,0.046
244,ZTF18abuqugw,244.5576735941212,39.12381267647293,,,SN Ia,0.03104
245,ZTF18abutref,296.24295979401234,-14.746489079656712,,,None,-99.0
246,ZTF18abuzhlh,274.8517918333349,19.29710374444531,,,None,-99.0
247,ZTF18abvbayb,262.80113614687576,79.05425533534343,,,SN Ia,0.13
248,ZTF18abvbvyu,342.849385934995,37.46035322421733,,,None,-99.0
249,ZTF18abvcxrd,13.730469860526537,-20.963391717462898,,,None,-99.0
250,ZTF18abvejbm,14.260843480000092,-0.8739066400004418,,,SN Ia,0.04416
251,ZTF18abvejqt,11.5524099749947,-9.009873043760209,,,SN II,0.05
252,ZTF18abvfecb,47.58884564999915,-7.685041204546934,,,SN II,0.125
253,ZTF18abvfjwt,94.81085556668422,60.9396407333367,,,SN Ic-BL,0.073
254,ZTF18abvglon,153.5842806499936,56.32123397228776,,,SN Ia,0.05
255,ZTF18abvhszo,280.38149999000115,49.24044124004727,,,None,-99.0
256,ZTF18abvhxbe,305.17415037938827,66.04490693530308,,,None,-99.0
257,ZTF18abvioui,339.82457749,38.05229248,,,None,-99.0
258,ZTF18abvkkrs,357.64871034810176,45.39051505977316,,,None,-99.0
259,ZTF18abvlchy,22.77987588000053,-14.716170106667748,,,SN Ia-91T-like,0.0875
260,ZTF18abvldlo,44.83112237272727,-9.456237663636363,,,None,-99.0
261,ZTF18abvmkfh,61.15635605215556,74.74868312692121,,,None,-99.0
262,ZTF18abvosgm,299.2003401951156,-18.192322184772564,,,None,-99.0
263,ZTF18abvowtp,299.280443075,-25.455838325,,,None,-99.0
264,ZTF18abvpkml,340.6499683232298,-11.470338908946744,,,None,-99.0
265,ZTF18abvptts,333.21987835909243,33.04748870454794,,,SN Ia-pec,0.05
266,ZTF18abvrzqj,17.330294850000467,-15.59478072000222,,,SN Ia,0.105
267,ZTF18abvsvjs,37.74118613077473,13.439392838464611,,,SN Ia,0.091
268,ZTF18abvvmdf,249.19744869998905,55.73578270000875,,,SN II,0.029597
269,ZTF18abvvwis,300.5018259,-5.953930396967223,,,None,-99.0
270,ZTF18abvxqtp,359.3701297500003,-6.603848487500287,,,SN Ia,0.073
271,ZTF18abwbnrp,96.56830907529492,60.55605884024527,,,None,-99.0
272,ZTF18abwcpml,345.895484889877,41.42080074833552,,,None,-99.0
273,ZTF18abwdcdv,270.86461343999065,60.67733969000554,,,SN Ia,0.05019
274,ZTF18abwfdbb,1.5814460720191497,20.20292522268912,,,None,-99.0
275,ZTF18abwilis,6.8293754706609935,44.02486171459636,,,None,-99.0
276,ZTF18abwkrbl,34.064954299990724,28.591287408346787,,,SN IIb,0.00999
277,ZTF18abwktmm,59.25991509999999,-8.502748600000004,,,SN Ia,0.05
278,ZTF18abwkxgo,97.36881712196548,58.09081089203398,,,None,-99.0
279,ZTF18abwlsoi,261.8976073909298,71.53025930000142,,,SN II,0.05
280,ZTF18abwlupf,221.0426106399713,62.89518166502958,,,SLSN-II,0.134
281,ZTF18abwpfja,347.3344169074076,0.7565533148151218,,,None,-99.0
282,ZTF18abwqqwt,37.75314148251814,38.87712623804194,,,None,-99.0
283,ZTF18abwurjm,301.9784237704044,3.4605677248347178,,,None,-99.0
284,ZTF18abwvgki,315.2097269277097,-3.978136201818913,,,None,-99.0
285,ZTF18abxaqmb,31.469205750552707,-3.265760314081845,,,None,-99.0
286,ZTF18abxbchx,46.89333124448235,27.91461769448089,,,None,-99.0
287,ZTF18abxbhov,110.0697528470232,41.34663302355749,,,SN IIn,0.0659
288,ZTF18abxbkaj,116.70060923031158,16.54511072121791,,,None,-99.0
289,ZTF18abxdquf,312.74883351427906,68.77621010953649,,,CV,
290,ZTF18abxdtyz,345.9376720333303,18.13837213333832,,,SN II,0.04
291,ZTF18abxfiec,12.118585683331204,-5.365409100002196,,,None,-99.0
292,ZTF18abxhnyj,46.27394724999311,30.849536131043077,,,None,-99.0
293,ZTF18abxkbzz,311.1195589965237,14.836552856043951,,,None,-99.0
294,ZTF18abxmbfq,351.8176599499943,41.53014646471125,,,None,-99.0
295,ZTF18abxmblp,358.2170418999939,38.03415128572053,,,None,-99.0
296,ZTF18abxxngn,324.5428763534384,25.74847661459792,,,None,-99.0
297,ZTF18abxxssh,268.3955436899988,43.21609434000358,,,SN Ia,0.07
298,ZTF18abxygvv,293.84609519449805,64.75839323891077,,,SN Ia,0.08
299,ZTF18abxyudf,330.35670068214705,10.64864870357964,,,SN Ia,0.11
300,ZTF18abxzojz,357.5863367527791,18.623027047272515,,,None,-99.0
301,ZTF18abxzyss,12.432984906668588,40.560556166669954,,,None,-99.0
302,ZTF18abybyqw,7.428673452931372,43.31847661177092,,,None,-99.0
303,ZTF18abycsgo,31.130263144406303,1.368067849751213,,,None,-99.0
304,ZTF18abydcaq,35.868364360272885,39.214224273956354,,,None,-99.0
305,ZTF18abydmfv,81.48925718999925,2.0824475400004303,,,None,-99.0
306,ZTF18abyfhuv,268.044430917647,23.195904211766248,,,None,-99.0
307,ZTF18abygcwk,316.1289952874995,13.051932062501166,,,CV,
308,ZTF18abykswp,98.54520086906606,52.12981779288069,,,SN Ia,0.035795
309,ZTF18abywclh,302.4272456700033,65.07398644000746,,,None,-99.0
310,ZTF18abywcnl,295.0281284133204,66.88479874000662,,,SN Ia,0.025
311,ZTF18abywcoi,300.6033421347523,71.51099143481332,,,None,-99.0
312,ZTF18abyzksx,334.2042421999968,8.545275145457396,,,SN Ia,0.1
313,ZTF18abzbkby,32.90942942571552,14.202259965716877,,,SN Ia,0.0259
314,ZTF18abznpwk,323.2142162616985,-25.339980549240465,,,SN II,0.031
315,ZTF18abzppyb,272.8759249591545,37.82795955634536,,,None,-99.0
316,ZTF18abzrgim,346.8855932653853,23.005796888464232,,,SN II,0.020811
317,ZTF18abzscns,16.260245818237106,-21.936784063724104,,,SN II,0.057
318,ZTF18abzukky,266.9994718359546,3.4832296953155435,,,CV,
319,ZTF18acahimb,302.9705893682609,-5.10070062459063,,,None,-99.0
320,ZTF18acahuph,358.71216295999983,5.716186460000529,,,SN Ia-91T-like,0.0498
321,ZTF18acahvwm,357.4924466125,7.073504412500242,,,SN IIb,0.06
322,ZTF18acaipdc,330.2643684249998,7.796007175000611,,,SN Ia-pec,0.053
323,ZTF18acakeog,68.373400710646,72.84773125745424,,,None,-99.0
324,ZTF18acakfdq,33.74864431290959,41.51130456129562,,,None,-99.0
325,ZTF18acakwsu,68.47671705121952,0.0410605000000146,,,SN II,0.04
326,ZTF18acartrc,326.85824215659363,33.75534310870699,,,None,-99.0
327,ZTF18acashte,341.0936749875019,38.27309642500228,,,None,-99.0
328,ZTF18acasuxc,331.44376775261424,29.448648026345005,,,None,-99.0
329,ZTF18acavmlk,311.13360813046336,71.06022268261725,,,None,-99.0
330,ZTF18acawoaf,258.4657977090229,18.604500388331445,,,None,-99.0
331,ZTF18acaxiav,272.89304776563364,19.26692773126635,,,None,-99.0
332,ZTF18acbudzh,9.833630780000169,-10.478984220000145,,,SN Ia,0.037
333,ZTF18acbudzo,15.659986266662433,-6.392624672226717,,,SN Ia,0.044
334,ZTF18acbuemc,18.68626064000042,4.107049400000477,,,SN II,0.043
335,ZTF18acbufud,28.791613716666696,2.484637266666951,,,SN Ia,0.084
336,ZTF18acbvahw,51.23157602608672,-2.822230578261596,,,SN Ib,0.02
337,ZTF18acbvcmw,35.580663647617094,-12.153027314287286,,,SN Ia,0.073
338,ZTF18acbvgqw,46.51209426333298,-15.611601740007444,,,SN Ia,0.008673
339,ZTF18acbvgry,47.161840760007294,-19.77845956000587,,,SN Ia-pec,0.08
340,ZTF18acbvhfl,57.52610571562763,-11.00342333750332,,,SLSN-II,0.13
341,ZTF18acbvhit,54.86714455806117,-13.11736027742144,,,SN II,0.013856
342,ZTF18acbvida,99.38113903660668,56.502987361068655,,,None,-99.0
343,ZTF18acbvnen,105.93516957499122,59.54483647500767,,,SN Ia,0.04
344,ZTF18acbvpzj,40.05326421112005,-19.979164855574467,,,SN Ic-BL,0.119
345,ZTF18acbvqpn,56.1635347814811,32.12651730001081,,,None,-99.0
346,ZTF18acbvugp,95.18208389995333,59.34262386366565,,,None,-99.0
347,ZTF18acbwaax,149.6750181625096,44.511910331255145,,,SN Ia,0.073
348,ZTF18acbwarv,161.8968653774159,41.714896296778605,,,SN Ia,0.06
349,ZTF18acbwasc,165.49421586953054,45.22757250449693,,,SN IIP,0.02
350,ZTF18acbwasl,156.87489634166502,37.87442546666915,,,SN Ia,0.1
