,ann=0_ztfid,ann=1_ztfid,ann=2_ztfid,ann=3_ztfid,ann=4_ztfid,ann=5_ztfid,ann=6_ztfid,ann=7_ztfid,ann=8_ztfid,ann=9_ztfid,ann=0_d,ann=1_d,ann=2_d,ann=3_d,ann=4_d,ann=5_d,ann=6_d,ann=7_d,ann=8_d,ann=9_d,ann=0_has_tns,ann=1_has_tns,ann=2_has_tns,ann=3_has_tns,ann=4_has_tns,ann=5_has_tns,ann=6_has_tns,ann=7_has_tns,ann=8_has_tns,ann=9_has_tns,ann=0_tns_cls,ann=1_tns_cls,ann=2_tns_cls,ann=3_tns_cls,ann=4_tns_cls,ann=5_tns_cls,ann=6_tns_cls,ann=7_tns_cls,ann=8_tns_cls,ann=9_tns_cls,ann=0_spec_z,ann=1_spec_z,ann=2_spec_z,ann=3_spec_z,ann=4_spec_z,ann=5_spec_z,ann=6_spec_z,ann=7_spec_z,ann=8_spec_z,ann=9_spec_z
1792,ZTF20acwyhst,ZTF21aazgkjf,ZTF21abeafwt,ZTF19abanmqt,ZTF19aabhrfx,ZTF18aaudhst,ZTF21abcpsjy,ZTF20achupkw,ZTF21aautijg,ZTF20aafdbst,0.0,34.023,43.113,45.9513,47.2839,49.0734,49.4193,49.9462,51.049,52.5181,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,SN IIn,SN Ic-BL,None,None,None,SLSN-I,SLSN-II,SN IIn,None,-99.0,0.142,0.4,-99.0,-99.0,-99.0,0.15,0.3836,0.106,-99.0
1793,ZTF20acwyicy,ZTF21aaphxat,ZTF20acwqqax,ZTF21aazebgh,ZTF21aaoepmh,ZTF21aabgdda,ZTF21aayebkx,ZTF21aaoqayg,ZTF21aazybsh,ZTF21aatwlhj,0.0,38.715,40.15,43.0127,43.7915,44.7829,45.3354,45.645,46.6234,46.7853,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,SN Ia,None,SN Ia,None,None,SN II,SN Ia,-99.0,-99.0,-99.0,0.076,-99.0,0.09562,-99.0,-99.0,0.04294,0.1
1794,ZTF20acwyihb,ZTF21aapkcwh,ZTF21aawzkdr,ZTF21abrzdqx,ZTF20achatyv,ZTF21aajvtsq,ZTF20abcjdwu,ZTF20acpwjus,ZTF21aacufqf,ZTF20abxyauq,0.0,49.4463,49.8567,50.3372,50.7026,51.17,52.1893,55.7985,55.909,56.111,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,None,None,SN Ia,SN Ia,SN Ia,SN Ic-BL,SN Ia-91T-like,None,None,0.062157,-99.0,-99.0,0.066,0.067767,0.107023,0.03803,0.075,-99.0,-99.0
1795,ZTF20acwyiun,ZTF18acwyaws,ZTF21aarwgjb,ZTF18acuypmo,ZTF21abwjmsj,ZTF21abzjwhm,ZTF21aagscbh,ZTF20acpzcdz,ZTF21ackjdav,ZTF21aalklsu,0.0,46.4645,46.8683,48.6454,50.3139,52.4983,52.7874,53.2288,53.4405,53.6547,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1796,ZTF20acwyknf,ZTF20acxbhvw,ZTF21aaaacuu,ZTF21abejemh,ZTF20acpmgpp,ZTF21aalkkan,ZTF21aatkhrt,ZTF21abifgof,ZTF21aaaoszc,ZTF21aaahvjl,0.0,47.1811,49.6282,49.7799,50.372,50.6119,50.9846,51.8229,52.0306,52.0736,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,SN Ia,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.128,-99.0,-99.0,-99.0
1797,ZTF20acwylnq,ZTF21aazphga,ZTF21aatkhrt,ZTF20actkqvt,ZTF21abeedmc,ZTF21aazrhhj,ZTF21aakvrec,ZTF21aaazrrs,ZTF20acympph,ZTF21aaityxb,0.0,57.1819,57.7762,58.046,58.3228,59.2661,60.1408,61.7,61.9814,62.3645,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,SN Ia,None,None,None,None,None,None,None,-99.0,-99.0,0.128,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1798,ZTF20acwytht,ZTF20acrtkeo,ZTF21abdtiop,ZTF20acinads,ZTF21abhzefc,ZTF21aagtbfr,ZTF21abyahbi,ZTF21aaxthcj,ZTF21abaulsw,ZTF21abizxkw,0.0,56.9503,58.2435,58.2807,58.9494,59.7376,59.9858,60.691,61.639,62.9308,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN IIP,None,None,None,None,None,SN II,SN,None,SN Ia,0.033707,-99.0,-99.0,-99.0,-99.0,-99.0,0.076684,0.1,-99.0,0.091
1799,ZTF20acwztut,ZTF21abxeaiq,ZTF21abpyalf,ZTF20acpgpen,ZTF18abtrhsu,ZTF21abpjsss,ZTF20acxuxdd,ZTF20acbrlih,ZTF21aatnpwb,ZTF21aahhkyb,0.0,45.4931,52.3449,53.0274,53.6526,53.6992,54.6942,54.9,56.0754,56.4036,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1800,ZTF20acwzxxy,ZTF21abizxrv,ZTF19aaskjug,ZTF20acowiom,ZTF21aarzuul,ZTF21aarzxmn,ZTF21aaroxvw,ZTF21aagmrvn,ZTF21aagyxbb,ZTF20acoxjyr,0.0,41.4572,48.2432,48.3274,50.5344,52.7893,52.8617,53.8335,56.2959,57.4145,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1801,ZTF20acxaqar,ZTF21abcmflg,ZTF21abejemh,ZTF21abbzczm,ZTF21aadrrjd,ZTF20acoxerh,ZTF21abifgyt,ZTF18acvgtmn,ZTF21abctfpg,ZTF21aabgosn,0.0,46.1454,47.7014,47.7373,49.45,49.5045,51.4,52.2756,52.7326,53.4538,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1802,ZTF20acxayuq,ZTF20abvdtgl,ZTF19abcejyp,ZTF20aclgfov,ZTF21aatvcwp,ZTF21aalepvi,ZTF21abdfsbz,ZTF21aapkzug,ZTF20actslnz,ZTF21aagsbvu,0.0,39.0562,42.4454,45.8856,49.8294,50.9842,53.0215,53.7234,54.1478,54.3762,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,SN Ia,None,None,None,None,None,None,None,None,-99.0,0.092,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1803,ZTF20acxbadv,ZTF20acuoves,ZTF18accicnc,ZTF21aapwakp,ZTF21aavelfw,ZTF20acyxvbz,ZTF21aagtops,ZTF21aacuhny,ZTF19aafllhf,ZTF21aausoqv,0.0,40.4027,43.9908,44.9633,45.4741,46.2395,46.6338,47.5648,48.1538,48.262,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1804,ZTF20acxbbaj,ZTF21aaqpykm,ZTF21aaxstzy,ZTF21abjdiok,ZTF21abowpnd,ZTF20acjhhqx,ZTF21aayfnjz,ZTF20acpknjk,ZTF21abhaqju,ZTF18aadsuxd,0.0,48.2865,50.2386,50.7045,53.0759,53.6629,53.9529,54.8216,56.0244,57.0404,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN IIb,SN Ia,SN Ia,SN II,0.06,0.06,0.069,0.074,0.061306,0.04,0.023,0.045,0.03,0.03057
1805,ZTF20acxbbru,ZTF21abowqqa,ZTF21aaxsxui,ZTF19aatgxrp,ZTF20acowsyj,ZTF21abbjybk,ZTF20achtisx,ZTF20acptvww,ZTF21abryffa,ZTF20acqkagc,0.0,39.9336,41.7512,42.631,42.8931,44.0692,44.5237,44.6501,45.3496,46.0566,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,SN Ia,None,None,None,SN Ia,None,None,None,None,-99.0,0.09,-99.0,-99.0,-99.0,0.08,-99.0,-99.0,-99.0,-99.0
1806,ZTF20acxbhvw,ZTF20acwyknf,ZTF21aawndsm,ZTF21aajtaiw,ZTF20aczefjj,ZTF21abrgxvz,ZTF21abbohfy,ZTF21aamvfpd,ZTF21aawkuqe,ZTF21aalkkan,0.0,47.1811,47.8718,48.001,50.8154,51.0519,51.3839,51.4791,51.6912,52.8186,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1807,ZTF20acxbicc,ZTF21aasruuq,ZTF20acphvjk,ZTF18aaqrmuk,ZTF20adadixi,ZTF20acwuiuo,ZTF21aaraqpr,ZTF20acgprcg,ZTF21aahczlb,ZTF21abmksld,0.0,46.2984,47.1259,48.7052,49.0768,49.4132,50.3822,51.9896,52.5525,54.1595,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,SN I,SN Ia,SN Ia,None,SN Ia,-99.0,-99.0,-99.0,-99.0,-99.0,0.108,0.0804,0.08,-99.0,0.07
1808,ZTF20acxbpxs,ZTF21aazebgh,ZTF21aasrdct,ZTF21abkdtdx,ZTF21abbewsz,ZTF21abdcauj,ZTF21aayebkx,ZTF19aabyyhr,ZTF20acpkzxq,ZTF21aagdrdj,0.0,33.0175,35.5011,40.5482,41.9687,42.8885,43.0396,43.9498,45.1651,45.8596,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,SN Ia,SN Ia,None,SN Ia,SN Ia,None,None,SN Ia,None,-99.0,0.076,0.080611,-99.0,0.075,0.09778,-99.0,-99.0,0.09,-99.0
1809,ZTF20acxbskl,ZTF20acaazkt,ZTF20acpjswl,ZTF21aalzqav,ZTF21aagtgoj,ZTF20acoqpyb,ZTF20aavbcxh,ZTF18aawsfbk,ZTF21aagkwjc,ZTF18acnnfup,0.0,36.8128,39.1811,39.2782,39.4641,41.2594,41.4486,45.0518,45.2224,45.9199,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1810,ZTF20acxcxkz,ZTF20ackasol,ZTF20actktut,ZTF21aapriwm,ZTF20acquffv,ZTF20acmxgdv,ZTF20aclwvrl,ZTF21aaeoubq,ZTF20acqjmzk,ZTF21abfyqtx,0.0,48.6795,50.354,50.5411,52.985,54.9526,55.011,55.9352,57.0487,57.173,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,None,None,None,None,None,None,None,SN Ia,None,0.055,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.1,-99.0
1811,ZTF20acxdawc,ZTF21abcgxwy,ZTF21aagyscx,ZTF20acumcrz,ZTF20acyrodl,ZTF20acwqndp,ZTF21aawihwx,ZTF21aasufxv,ZTF19aamdmcs,ZTF21aabfson,0.0,65.0923,67.863,78.4652,81.7892,81.9598,82.8191,86.2381,86.5226,88.1006,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia-91bg-like,SN Ia,SN Ia,SN Ia,0.025,0.05358,0.06,0.054,0.049024,0.05313,0.044,0.04434,0.041,0.03231
1812,ZTF20acxdegq,ZTF21aavpciy,ZTF20abzqldq,ZTF20acwqmda,ZTF20achrhvp,ZTF20acpyfsq,ZTF21abctjmq,ZTF20adadixi,ZTF21aabgpbe,ZTF18acajzib,0.0,51.5898,53.8186,54.9536,57.256,57.4086,57.7678,57.7885,57.9202,58.6299,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1813,ZTF20acxfccu,ZTF21aaaovuq,ZTF18acsowmi,ZTF21aaujuqq,ZTF21aanyfqu,ZTF21aaypsco,ZTF21aaxydav,ZTF20acwjnux,ZTF21aaaotku,ZTF21aaszrim,0.0,40.7157,46.6171,48.4889,48.5984,49.2083,49.272,49.6058,49.7756,50.3633,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,SN Ia,None,None,None,SN Ia,None,-99.0,-99.0,-99.0,-99.0,0.067158,-99.0,-99.0,-99.0,0.087927,-99.0
1814,ZTF20acxfced,ZTF18acrvldh,ZTF21aahrnpv,ZTF20aclghvm,ZTF21acgylrk,ZTF18adbabqv,ZTF20acpkprl,ZTF21aayfiim,ZTF21abousji,ZTF18acurmhj,0.0,43.0993,45.2624,50.2253,51.4111,52.177,52.6324,53.4447,53.6852,53.744,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,SN Ia,None,SN Ia,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,-99.0,0.1141,-99.0
1815,ZTF20acxfcir,ZTF20acphayb,ZTF21aagtmmp,ZTF18acchzkn,ZTF21aarteco,ZTF21abivdih,ZTF21aagshio,ZTF20acwogqz,ZTF21aarzqri,ZTF21abvqzzb,0.0,41.4703,42.4582,42.6565,42.8892,46.0744,46.7154,46.8489,46.8606,48.5959,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,SN Ia,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.09,-99.0,-99.0
1816,ZTF20acxfdjs,ZTF18acehihc,ZTF21aalveuf,ZTF20acyoltw,ZTF21aagmrym,ZTF20acvkqsx,ZTF21ablxcos,ZTF21abcosna,ZTF21aacigiw,ZTF20achqqhe,0.0,42.3298,42.5968,46.397,46.6008,47.1485,47.8136,48.883,49.1675,49.301,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1817,ZTF20acxgqrz,ZTF19abvhaqq,ZTF21aaphlle,ZTF20acmqgjk,ZTF21abmksld,ZTF21aarrfxe,ZTF21aantrvf,ZTF20acnuvwa,ZTF20acorqqy,ZTF20acwuiuo,0.0,49.5969,50.3893,53.2948,53.5841,54.4076,54.7838,55.0839,55.1242,55.4253,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,SN Ia,None,None,None,None,SN I,-99.0,-99.0,-99.0,-99.0,0.07,-99.0,-99.0,-99.0,-99.0,0.108
1818,ZTF20acxjekh,ZTF20acpkzxq,ZTF20acoheud,ZTF21aaxtcdl,ZTF21abasxdp,ZTF21aagyclx,ZTF21aagayvg,ZTF21aavhxle,ZTF21aazebgh,ZTF20actfpka,0.0,37.9155,44.5932,45.4563,46.5884,46.6379,46.8777,47.5345,47.9034,48.271,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,SN Ia,None,None,SN Ia,None,None,None,SN Ia,None,-99.0,0.09,-99.0,-99.0,0.07,-99.0,-99.0,-99.0,0.076,-99.0
1819,ZTF20acxkfrm,ZTF21abawosy,ZTF21aapfpov,ZTF21aasvzyi,ZTF20acpygbx,ZTF20acxxwun,ZTF20acgcgnf,ZTF21abimztb,ZTF18acnmqvh,ZTF21aagrlhi,0.0,72.0925,75.2098,75.3513,76.2023,76.7861,80.3283,80.3956,80.4004,80.4572,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN II,None,None,None,None,None,SN Ia,None,None,None,0.011,-99.0,-99.0,-99.0,-99.0,-99.0,0.096,-99.0,-99.0,-99.0
1820,ZTF20acxmxth,ZTF20acudrou,ZTF21abrotmc,ZTF20acqpzbo,ZTF20aadxqvl,ZTF20acwpibn,ZTF21aatvcdl,ZTF21abbwkrc,ZTF21abifrsi,ZTF21absvjjq,0.0,47.1019,47.1754,47.8532,47.8627,48.362,50.6965,50.765,50.8278,50.8792,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,None,SN Ia,None,None,None,SN Ia,None,SN Ia,None,0.04,-99.0,0.097,-99.0,-99.0,-99.0,0.05,-99.0,0.064,-99.0
1821,ZTF20acxnafa,ZTF18abufaej,ZTF20acpkled,ZTF20acwuiuo,ZTF21aagyvtq,ZTF18acrngqg,ZTF21acculro,ZTF21abpjqeh,ZTF18aabeszt,ZTF21achkrsw,0.0,45.4044,47.3315,51.9111,56.4975,56.8941,56.9316,57.2068,57.9683,58.1938,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN II,SN Ia,SN I,SN Ia,None,None,None,SN Ia,None,0.06,0.062,0.091,0.108,0.105047,-99.0,-99.0,-99.0,0.081,-99.0
1822,ZTF20acxnnyr,ZTF21aarpmqf,ZTF21aaxxetp,ZTF21aarzqri,ZTF21abcpbjj,ZTF18acehihc,ZTF21abcosna,ZTF21acizkdz,ZTF20acoujic,ZTF21abqefjo,0.0,40.0351,41.0319,41.6825,44.4506,44.5708,45.2481,45.345,46.4865,46.5032,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1823,ZTF20acxooam,ZTF20acxsyvj,ZTF18aczergr,ZTF21aamxbem,ZTF20actktoa,ZTF21aabyrhy,ZTF19aasbphu,ZTF20adaefob,ZTF18adbabsh,ZTF20acllvho,0.0,41.2069,44.9058,48.1008,48.5248,49.0776,49.2866,51.2873,51.3585,52.2989,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,None,None,None,None,None,None,None,None,None,0.09,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1824,ZTF20acxqteh,ZTF20acmbffa,ZTF21aacigiw,ZTF21aaweqit,ZTF21aavcoxf,ZTF18adacosi,ZTF21aanudpg,ZTF18acbwabp,ZTF20aciubak,ZTF20acimzhq,0.0,54.719,55.9196,57.9806,58.3853,59.0263,59.0701,59.8675,61.3619,61.9887,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,SN II,None,None,None,None,None,None,-99.0,-99.0,-99.0,0.06,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1825,ZTF20acxqxyw,ZTF20abcjdwu,ZTF21aacufqf,ZTF20acxxwun,ZTF21aacvupj,ZTF21aavrywc,ZTF21aasruuq,ZTF18abxmxtq,ZTF21aacfvpg,ZTF21aapfpov,0.0,49.1841,53.3718,53.4786,55.6669,56.8466,56.9115,56.9726,57.0204,57.381,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ib,SN Ic-BL,None,None,SN Ia,None,None,None,None,None,0.047,0.03803,-99.0,-99.0,0.0937,-99.0,-99.0,-99.0,-99.0,-99.0
1826,ZTF20acxrixj,ZTF21aavcoxf,ZTF21aawtegc,ZTF21aaptoph,ZTF21abcuqyj,ZTF20acuxlgx,ZTF21aausvhf,ZTF21aahpoxv,ZTF21aazlujl,ZTF21abscanv,0.0,41.9436,48.6156,48.8487,50.6042,50.88,51.0078,51.7751,51.7982,52.3836,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1827,ZTF20acxsnpk,ZTF21aaryfvu,ZTF21aaabzap,ZTF21aakhofp,ZTF20acyyaiq,ZTF21aabafxs,ZTF21aayzjne,ZTF21acgylrk,ZTF20actezmo,ZTF21abghjno,0.0,50.1407,52.1347,52.761,53.3843,55.3179,55.5386,56.2119,56.4215,56.8507,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,SN Ia,None,None,None,None,None,None,None,-99.0,-99.0,0.086532,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1828,ZTF20acxsouh,ZTF21aaxsorf,ZTF19aayuxpq,ZTF21aavrmzc,ZTF20acllvho,ZTF21abrllqs,ZTF20acunxkg,ZTF21aapjlyx,ZTF21aamfsza,ZTF20acpmfsg,0.0,38.5058,38.5556,38.7587,38.7619,39.8306,39.9307,39.9754,40.4902,41.0527,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1829,ZTF20acxswak,ZTF21aatnpwb,ZTF20acpyfsq,ZTF21aagmrvg,ZTF21aaxtgei,ZTF21aalyhal,ZTF21aalxwdg,ZTF21aagogrx,ZTF21abowuoy,ZTF18aceqesk,0.0,44.2727,45.918,50.4213,50.6864,50.7118,52.04,52.1877,52.233,53.1355,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1830,ZTF20acxsxac,ZTF20acizliy,ZTF21aafjjee,ZTF21abbzqvv,ZTF21abbxdcm,ZTF21aaxylga,ZTF20acphdbu,ZTF21aaabtyq,ZTF21abxnghi,ZTF20acbovrt,0.0,47.3846,49.6486,50.2437,52.1801,52.4886,54.7069,55.677,56.2331,56.9268,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia-91T-like,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.045795,0.04,0.04918,0.076,0.05,0.0338979997,0.04136,0.051295,0.046,0.05
1831,ZTF20acxsyqn,ZTF21aavbyij,ZTF19aaskjug,ZTF21aahcldr,ZTF21abpvlov,ZTF21aaroxvw,ZTF21abasjcd,ZTF21abdpokc,ZTF21abnfeap,ZTF20actljxj,0.0,49.5156,50.7713,51.742,54.6925,55.1903,55.5711,55.6154,56.23,56.8363,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1832,ZTF20acxsyvj,ZTF20acxooam,ZTF20achtpbn,ZTF20acxtdcm,ZTF21aauuphm,ZTF21aavunho,ZTF18acnbfuz,ZTF21aauakph,ZTF21abrllqs,ZTF21aaoexjt,0.0,41.2069,43.8712,44.6524,44.7673,45.6103,47.983,48.591,49.5958,49.9358,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,SN Ia,SN Ia,SN II,None,None,None,None,None,SN Ia,-99.0,0.09,0.1,0.045,-99.0,-99.0,-99.0,-99.0,-99.0,0.11
1833,ZTF20acxtayx,ZTF20acezxxw,ZTF20acyxxfo,ZTF21aaptoph,ZTF21aauaemd,ZTF21aaehrnw,ZTF21aalyubu,ZTF19adcfxxe,ZTF20acjptet,ZTF20aauvhab,0.0,33.6006,34.2132,36.1668,38.0921,38.8756,39.463,39.4797,41.1788,41.8601,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
