ztf_object_id,objID,raMean,decMean,nDetections,pgal_transient
ZTF17aaasmeu,146450278814114397,27.881402224472946,32.04482706386263,88,0.997083306312561
ZTF17aaastat,109790776743919174,77.67443111991565,1.4988990929544046,87,0.9981250166893005
ZTF17aaaswgd,114990744991528047,74.49919073124883,5.831305272753319,103,-99.0
ZTF17aaaszpi,107850779036737140,77.90369776788341,-0.1193963928631024,83,-99.0
ZTF17aaategd,150890302783704888,30.27836985252365,35.74521104562506,57,0.9900000095367432
ZTF17aaatkcm,152440290115401840,29.011529140859228,37.03436171009368,66,0.9914583563804626
ZTF17aaatuhr,151420316077443343,31.607756021028102,36.185605180713665,53,0.9929166436195374
ZTF17aaatuhv,149230282356226795,28.235662264893133,34.363413599349336,64,0.98458331823349
ZTF17aaatuke,152330314521235571,31.45212435535266,36.945787776214026,61,0.9225000143051147
ZTF17aaatukm,152370314911624523,31.49115826890806,36.97825229366806,66,0.9948333501815796
ZTF17aaatuld,152410291469574894,29.14700760270481,37.011882189914324,64,-99.0
ZTF17aaatuld,152410291470514558,29.14698222,37.0116383,3,-99.0
ZTF17aaatupu,152340361929870561,36.19297760876556,36.94992505597259,64,0.9892202615737915
ZTF17aaatuqk,151530352865786619,35.286559727398966,36.27998280076985,72,1.0
ZTF17aaaturc,151150352077752506,35.20773137200597,35.95989899223674,61,0.9983333349227905
ZTF17aaatuuc,151520358381267538,35.8381196654081,36.272484858290404,65,0.9618750214576721
ZTF17aaatuup,151630359124424311,35.91244482446532,36.361426023507,74,0.9975000023841858
ZTF17aaatuyr,144700283593494752,28.359351369886358,30.586834551191078,73,0.9964583516120911
ZTF17aaatvdc,151860353521322708,35.352153464336666,36.55173734906472,59,0.98458331823349
ZTF17aaatvjt,151510352614251997,35.261397882966754,36.259463277070864,70,0.9676190614700317
ZTF17aaatvkt,152350349956647808,34.99565756784477,36.96431918291153,53,0.9889583587646484
ZTF17aaatvqg,151610339069375638,33.906996819560646,36.34589708789382,60,0.9975000023841858
ZTF17aaatwil,151090304738009844,30.47379371402694,35.91599107856522,68,0.9895833134651184
ZTF17aaatwls,149950351929921300,35.19299349581671,34.95888932862835,66,0.9983333349227905
ZTF17aaatwmn,149960352183824269,35.21838069696382,34.96969890717178,60,0.9987499713897705
ZTF17aaatwra,145480307106186862,30.710652935282077,31.238549754745275,70,0.9954166412353516
ZTF17aaatwya,151280352326540982,35.232617314364575,36.06696094006671,53,0.9897916913032532
ZTF17aaatxgk,146010349413467358,34.94135772346899,31.680611188037023,76,0.9950000047683716
ZTF17aaatxik,112420766325790744,76.63261853944896,3.6835478557630896,86,0.9975000023841858
ZTF17aaatxjg,144580358642073177,35.864202031391486,30.48543301738392,77,0.9858333468437195
ZTF17aaatxqh,147220338177603843,33.81773929739174,32.68604854897648,54,0.9933333396911621
ZTF17aaatxql,146980337274995451,33.727488171398925,32.48738867597735,60,-99.0
ZTF17aaatyyh,144690327642379983,32.76419986,30.58281495,2,-99.0
ZTF17aaatyyh,144700327639410116,32.76395529084358,30.582942342200177,72,-99.0
ZTF17aaawdfs,144310135589477383,13.558964153967212,30.26399013144213,52,0.9940833449363708
ZTF17aaaweop,144923480299274882,348.02995643973946,30.770238611305366,68,0.9914523959159851
ZTF17aaawfja,86720116549712527,11.655004009188135,-17.731540110925273,52,1.0
ZTF17aaaxbgi,106613577835742033,357.7835753259893,-1.1569878477104887,66,0.9862083196640015
ZTF17aaaxbpe,156210128006034036,12.800598996984942,40.17783024514595,57,0.9825000166893005
ZTF17aaaxcuq,158420125389284901,12.538911961839108,42.02018799311328,82,1.0
ZTF17aaaxdcl,152480002202119971,0.22023202273017006,37.07442622133549,49,-99.0
ZTF17aaaxddg,146060101366898332,10.136740347505187,31.723111477564583,72,0.9873690605163574
ZTF17aaaxdrt,151530227543020074,22.7543025029491,36.274529405909036,76,0.9888690710067749
ZTF17aaaxehr,149300306189075933,30.618918811563415,34.421069509979965,64,1.0
ZTF17aaaxepf,151650230999046451,23.099922219931145,36.379843814145985,65,0.7077261805534363
ZTF17aaaxepp,151670229889729563,22.988973121703243,36.399103484189,65,0.9904999732971191
ZTF17aaaxfsk,147740351669802098,35.16699096211472,33.117897650226794,60,0.9904999732971191
ZTF17aaaxfzx,148830352020180714,35.2020028335528,34.025078082025274,50,0.9859523773193359
ZTF17aaaxgdf,147460340842372420,34.08422657352936,32.884820897412176,65,0.9800000190734863
ZTF17aaaxgfi,148110359518629605,35.95183164317054,33.43246770311469,69,0.9750416874885559
ZTF17aaaxgny,152180369340737521,36.93409195809432,36.822412048801205,67,0.984928548336029
ZTF17aaaxklm,151510352689785691,35.26895466497257,36.26254611908125,69,0.9598809480667114
ZTF17aaaxpie,145540219884977636,21.988493645739744,31.289195861971212,60,0.9849583506584167
ZTF17aaayhze,98960262152669939,26.21529825219687,-7.5253470227621095,63,1.0
ZTF17aaayial,154860074462388607,7.4462473267566525,39.05661031551767,58,0.9991666674613953
ZTF17aaaylgr,100670299548880710,29.954901510236027,-6.10806851853725,68,1.0
ZTF17aaaylji,101470285617307376,28.561788308169138,-5.435910941698969,62,0.9541666507720947
ZTF17aaaymwb,117260479713115389,47.97136059031552,7.720754689810635,68,1.0
ZTF17aaaypmy,109810513822469660,51.382219603560436,1.5159885658528542,80,0.9937499761581421
ZTF17aaayqxe,117370564863291418,56.48633834635028,7.8090933806441125,73,1.0
ZTF17aaazdba,135171233206158525,123.32062489553506,22.648309401118688,76,0.07887499779462814
ZTF17aaazmrh,157710167379193360,16.737859027077857,41.42724407102079,67,0.9929166436195374
ZTF17aaazmzw,156900165689905522,16.56898136339367,40.75408495480127,72,0.9741666913032532
ZTF17aaazovf,155590166006220222,16.60063254766827,39.657988088871306,77,0.9950000047683716
ZTF17aaazovk,155750166162537488,16.61627183085247,39.797381556796466,71,0.9952499866485596
ZTF17aaazoyj,152210121043650767,12.104418451521648,36.84180903810777,50,-99.0
ZTF17aaazqqd,153910158380956852,15.838114560438413,38.263524233878414,65,-99.0
ZTF17aaazqqf,153810158815128641,15.88151361,38.18178358,2,-99.0
ZTF17aaazqqf,153810158815538983,15.881564408593677,38.18196813378289,74,1.0
ZTF17aaazrnw,151530277137071233,27.713637344633433,36.27550636170955,24,-99.0
ZTF17aaazsvx,146950263817674193,26.38173907919018,32.46132411808958,59,0.973630964756012
ZTF17aaazswp,146950262429363234,26.242924363667054,32.46049700225167,63,0.9991666674613953
ZTF17aaaztas,147120266530485427,26.653036013692823,32.60400542558959,61,0.9862202405929565
ZTF17aaaztbp,150080281809801814,28.181021659312528,35.06765453708544,64,0.9859107136726379
ZTF17aaaztiv,80200792663231767,79.26634153266629,-23.165463757283458,104,1.0
ZTF17aaazxth,157160100088744682,10.008899360734846,40.96996280218519,78,-99.0
ZTF17aaazxtm,157400098068479601,9.806868768419932,41.174096403800874,82,0.9747916460037231
ZTF17aaazxtr,157410099639498524,9.963935592187754,41.18150516098636,76,-99.0
ZTF17aaazxtv,156790099311574837,9.931322565945852,40.66180584002598,57,-99.0
ZTF17aaazzhn,155490141917623828,14.191784580236634,39.57765078721954,73,0.9893749952316284
ZTF17aabanen,180781059488553511,105.94885709712996,60.652307754345216,79,1.0
ZTF17aabapjy,184061004121099167,100.41212115794958,63.39033992166654,68,0.9958333373069763
ZTF17aabatmu,183541187776411076,118.77771482249987,62.950252581935544,90,-99.0
ZTF17aabatnf,183501188674495016,118.86749191116628,62.92020302215381,84,0.9987499713897705
ZTF17aabaujm,158260109813280030,10.981359941136816,41.88281396332834,65,-99.0
ZTF17aabautb,154330145407395240,14.540750797774594,38.61218301264308,72,0.9917916655540466
ZTF17aabaxmb,182571192267323990,119.22678688480023,62.14434048738947,113,1.0
ZTF17aabaxzm,181170978440400701,97.84407229279601,60.97496813534194,47,0.9987499713897705
ZTF17aabaynv,183751213763860933,121.37635813201229,63.12510233864207,96,-99.0
ZTF17aabayoe,183811213414609544,121.3414315921377,63.182284130871416,103,1.0
ZTF17aabazql,181451225362287865,122.53629479035813,61.21435290134448,103,0.9889583587646484
ZTF17aabazxz,179201105343411829,110.53435329625215,59.33427100875893,95,0.9892857074737549
ZTF17aabbdab,87990686835418172,68.68351616651242,-16.66842677831505,73,0.9770833253860474
ZTF17aabbekc,91280612924791967,61.292491848380315,-13.932071619666404,79,1.0
ZTF17aabbggy,180881186339145402,118.63390879406776,60.737160116605274,90,0.9945833086967468
ZTF17aabbicn,185001203156854974,120.31563488282168,64.17014545941461,119,0.9784374833106995
ZTF17aabbicz,184931205747344631,120.57474340031575,64.11155439377141,108,1.0
ZTF17aabbkow,158410112123809621,11.21239633058059,42.01582587060689,67,0.9954166412353516
ZTF17aabbkpz,158390112349202895,11.234941361959452,41.99354936974909,65,0.9728392958641052
ZTF17aabbksz,152260096985299664,9.698542110179503,36.8908661941086,62,-99.0
ZTF17aabbkwt,152390098287509703,9.828766416418576,36.9992266413204,65,0.9956250190734863
ZTF17aabbobj,182141017845396164,101.78458183169812,61.78785670283821,56,1.0
ZTF17aabbrjg,178551094725016885,109.47252434561405,58.7967846734903,89,0.9904166460037231
ZTF17aabburx,86540717810405323,71.78107033981776,-17.879194342788242,80,0.9859940409660339
ZTF17aabbvfc,153930164015189397,16.401479779950012,38.28228440634205,102,0.9833333492279053
ZTF17aabbvgl,153710165198835894,16.51985784609578,38.09605123803062,79,0.9941666722297668
ZTF17aabbvny,157570099715929462,9.971622384018582,41.31566302417541,77,0.9524999856948853
ZTF17aabbvoz,157490105139855468,10.51397630017234,41.24561956523223,46,-99.0
ZTF17aabbvzp,157260102410214733,10.241018904271462,41.05340096997174,59,0.9655357003211975
ZTF17aabbwdx,158390116390517704,11.639075241189158,41.99755111182067,73,0.9709523916244507
ZTF17aabbxpi,86270792463876649,79.24667048758101,-18.10325041758838,80,0.9950000047683716
ZTF17aabbyme,87220766629983428,76.66320866,-17.31421967,5,-99.0
ZTF17aabbyme,87220766632513182,76.66325584323987,-17.31430380956149,81,-99.0
ZTF17aabbyme,87220766635563527,76.6634024,-17.31406774,3,-99.0
ZTF17aabbyml,87410768861282523,76.88614647699703,-17.15653705907838,81,0.9987499713897705
ZTF17aabbyng,87240767356933688,76.73573491577532,-17.297215722849906,89,0.9983333349227905
ZTF17aabbzmm,88650720735920859,72.07363620997697,-16.124567617142002,51,0.9501041769981384
ZTF17aabbzxw,85530813392821455,81.33927929995743,-18.724066511916384,88,-99.0
ZTF17aabcabf,87840773715731966,77.37159082084587,-16.7987254337571,80,0.9950000047683716
ZTF17aabcakz,88200791756425474,79.17568387177884,-16.495743858423086,76,0.9841607213020325
ZTF17aabcaqr,87400691442223340,69.14423117195881,-17.164223292398603,79,0.9943749904632568
ZTF17aabcbva,84150807082145048,80.70821772128801,-19.871046588070744,93,0.9847916960716248
ZTF17aabcdvi,84170792904361368,79.29047189776372,-19.85750120988657,73,0.9935416579246521
ZTF17aabceah,88770810796815180,81.07979856533568,-16.021011445481523,69,-99.0
ZTF17aabceah,88770810801224611,81.07988112,-16.02136039,3,-99.0
ZTF17aabcfoh,84260802655928152,80.26559196136365,-19.776817567892277,104,0.9850000143051147
ZTF17aabcfon,84300803500403929,80.35032304,-19.74700184,3,-99.0
ZTF17aabcfon,84300803502314206,80.35032486,-19.74699123,20,-99.0
ZTF17aabcfon,84300803503223750,80.35032371778351,-19.747059003133955,78,0.9957500100135803
ZTF17aabchan,143720299365234271,29.93649101460791,29.769699320194903,62,0.9829166531562805
ZTF17aabchkv,138910153390913204,15.339112144583167,25.76053219056929,68,0.9914583563804626
ZTF17aabciai,139710161260157586,16.125994367389897,26.430835737989888,63,0.9992856979370117
ZTF17aabcirl,-99,19.51308273339673,23.40903684468689,-99,-99.0
ZTF17aabckmq,145010359343038078,35.93432651501629,30.847892130520794,61,1.0
ZTF17aabdoud,126200505320353551,50.53208772008198,15.169158614711213,61,-99.0
ZTF17aabdozg,126230505757031651,50.57573819837522,15.192596245829336,57,0.9877499938011169
ZTF17aabfalr,103610589976296294,58.997609990833595,-3.653489436479805,72,0.9900000095367432
ZTF17aabfbze,105140545033072116,54.50335549289293,-2.381912646481362,61,0.9879166483879089
ZTF17aabfbzn,105220543808954047,54.380902900789,-2.3136536166169,68,0.9962499737739563
ZTF17aabfeii,105040474997701654,47.499778142475684,-2.4656347887577232,63,0.9708333611488342
ZTF17aabfeii,105040474998581325,47.49982476,-2.46578675,2,-99.0
ZTF17aabfgmo,-99,54.5358249568194,-1.5676953136407263,-99,-99.0
ZTF17aabfgnx,106010543281025285,54.32809627080282,-1.6542918956884702,70,0.9898333549499512
ZTF17aabfisy,106050578480066119,57.84796216991499,-1.6202830002194315,64,1.0
ZTF17aabfjmm,105830544527912506,54.45284440791256,-1.8066214267721499,73,1.0
ZTF17aabfjtf,110950392241650336,39.22419241139594,2.4582228927631795,64,-99.0
ZTF17aabfjtf,110950392245220440,39.22437205,2.45823092,2,-99.0
ZTF17aabfnbo,105330510024508426,51.00246331773772,-2.2183511338720376,73,0.9932500123977661
ZTF17aabfnhh,102970580402481246,58.040305331348875,-4.190962145073783,57,0.9775000214576721
ZTF17aabfqss,117140452759136309,45.27590394190307,7.621555039382901,66,0.9987499713897705
ZTF17aabfrwo,117650441972031964,44.19723679038557,8.04289222077606,68,1.0
ZTF17aabfrww,117740438794469131,43.879473429131714,8.12385934285194,63,1.0
ZTF17aabfwuv,109630419889973604,41.98902847416049,1.3609359394990765,75,0.9935416579246521
ZTF17aabjpur,121600644240186047,64.42393788801665,11.337952167281113,58,0.9987499713897705
ZTF17aabjyxl,118080723379717252,72.33796372551788,8.405615698312333,45,0.9954761862754822
ZTF17aabmtez,109001496496469488,149.649655764324,0.840838224090452,88,0.9991666674613953
ZTF17aabotau,112423479926130830,347.99261945310445,3.683636774515393,89,0.9991666674613953
ZTF17aabozjg,106203341743557852,334.1743590215629,-1.493795132901818,85,1.0
ZTF17aabpxgy,112873257912722213,325.7912997375523,4.059797891388026,87,0.9877559542655945
ZTF17aabqajc,157260061006557656,6.100616416854913,41.05584463085244,63,0.9851666688919067
ZTF17aabrisn,113130319147436034,31.914750367623935,4.27963149819523,70,0.9991666674613953
ZTF17aabsamc,96890801274185678,80.12744069326122,-9.253931190015047,85,0.976934552192688
ZTF17aabslfb,163651087504864995,108.75044137,46.37862353,2,-99.0
ZTF17aabslfb,163651087506385347,108.75056762,46.37888788,2,-99.0
ZTF17aabtjot,187801747737906668,174.77372079653946,66.50488959983798,68,0.9421131014823914
ZTF17aabtkpv,122811327665126389,132.7664601975749,12.346587535091114,91,0.9933928847312927
ZTF17aabukmy,146440226370797073,22.63708730875463,32.0387283616335,63,0.9943749904632568
ZTF17aabuktn,95500594041531010,59.40419185,-10.41606057,2,-99.0
ZTF17aabuktn,95500594043031354,59.4043360274629,-10.415857429692345,63,0.9594166874885559
ZTF17aabulak,152420263983672218,26.398381534227532,37.017989879010685,74,0.9807440638542175
ZTF17aabulcu,132673568934831127,356.8934908784885,20.55878921835594,68,0.979535698890686
ZTF17aabulmy,150980140487063904,14.048675359605198,35.81943612219745,63,-99.0
ZTF17aabulqp,134923523487534991,352.34880831854747,22.43698795984772,58,0.5552321672439575
ZTF17aabulrt,152460162652586218,16.26527056982391,37.05468725264673,68,0.9975000023841858
ZTF17aabultz,154840086035586351,8.60361137928633,39.038093129768896,49,0.9960833191871643
ZTF17aabumnq,135080051611864202,5.16123151487491,22.569693320566397,77,1.0
ZTF17aabuoea,149703496606071839,349.66056211023994,34.75102476547428,64,0.9979166388511658
ZTF17aabuoge,153150028544013955,2.854416096968669,37.62778486831236,69,0.9983333349227905
ZTF17aabuovl,111603411983754476,341.1983998938095,3.0033341962698237,86,0.983005940914154
ZTF17aabuovr,145483447283228481,344.72832433840495,31.23987995543176,62,0.9987499713897705
ZTF17aabvaar,127950142459898216,14.24594732,16.63152373,5,-99.0
ZTF17aabvaar,127950142462038496,14.246276977629403,16.631622592299607,51,0.9854166507720947
ZTF17aabvadg,110570041681150789,4.168132591115368,2.1419343316651855,75,1.0
ZTF17aabvbro,130180101093526793,10.109395051661167,18.488532996520345,80,1.0
ZTF17aabvbxh,130120112066264227,11.206667942675049,18.436404194705645,75,0.9891844987869263
ZTF17aabvdbh,97820162379551035,16.23799473659661,-8.482830834966297,87,1.0
ZTF17aabvdvz,106150228755625493,22.875579405080362,-1.5374478565554222,77,1.0
ZTF17aabvgff,104480063870503098,6.387081534620842,-2.9311152251933468,77,0.9870833158493042
ZTF17aabvhms,109000051146200622,5.114627525849752,0.8335507474601368,82,0.1377202421426773
ZTF17aabvhvh,100590140475233789,14.047572116783071,-6.172197486045517,66,-99.0
ZTF17aabvisz,-99,69.0042197,-25.967403,-99,-99.0
ZTF17aabvoei,121380311968830834,31.196981849906184,11.150257829091858,68,0.9958333373069763
ZTF17aabvsex,83370769565999027,76.95663255182215,-20.5177716897197,77,0.9891666769981384
ZTF17aabvslj,99230837911758859,83.791208389692,-7.3012821799480445,81,1.0
ZTF17aabwaqh,181170978440400701,97.84407229279601,60.97496813534194,47,0.9987499713897705
ZTF17aabwfng,77440760232328416,76.02323496245575,-25.459886980901018,72,1.0
ZTF17aabwhvf,172141092778654891,109.27785203875241,53.453474366368425,87,0.9839583039283752
ZTF17aabwial,163721115503381664,111.55047013612679,46.43399412782514,12,0.7239166498184204
ZTF17aabwikq,183880960835456099,96.08358761596043,63.23779453815675,52,1.0
ZTF17aabwnil,126861768374780149,176.83746922765047,15.716295340497282,62,0.9605416655540466
ZTF17aabwnlf,99301559134474684,155.9134377179326,-7.246432734092359,63,1.0
ZTF17aabwpac,194991855924559919,185.59241973304282,72.49920158536531,77,1.0
ZTF17aabwpit,96921324648276741,132.4648087540186,-9.228033056366533,39,0.8640833497047424
ZTF17aabwwih,117513347404193179,334.7404308352102,7.927264328402862,81,1.0
ZTF17aabyjvg,118740707106287213,70.71062283413343,8.955596121411524,61,0.9787916541099548
ZTF17aabytde,121890513143740127,51.314392334346316,11.57465063342301,69,0.9987499713897705
ZTF17aacbmdd,126240686444671511,68.64444105042381,15.200858346627578,66,0.9692678451538086
ZTF17aacdedh,120240588138562542,58.813870559329494,10.201692203281945,64,0.9933333396911621
ZTF17aacerqo,117770515676259309,51.567724005664985,8.14899242141254,56,1.0
ZTF17aacgbkd,125660613079598734,61.30800153415678,14.723515981537757,65,0.9818750023841858
ZTF17aacgbnb,126500608392479260,60.83926773417118,15.423963481328293,66,0.9854345321655273
ZTF17aacjeqs,120570654242662048,65.42426301722183,10.476297505982618,70,0.9669643044471741
ZTF17aackqxr,107780437901557336,43.79024942497693,-0.17764112312318486,17,-99.0
ZTF17aackqxr,107780437904397035,43.79047936791346,-0.17784593014476088,52,-99.0
ZTF17aaclgfz,109060473936661857,47.39369157238391,0.8844833256928721,62,0.981208324432373
ZTF17aaclgsw,109130522657811013,52.26584533748656,0.9420665911034618,70,0.9179166555404663
ZTF17aaclhoy,103110332639855859,33.2640266548551,-4.070489900091808,72,0.9944999814033508
ZTF17aaclhqy,117070395905450359,39.590615915533974,7.558206708010342,70,-99.0
ZTF17aaclpca,100080280158156834,28.01590391271638,-6.594626304690015,78,0.9980000257492065
ZTF17aaclxeu,113850549139544759,54.91397602165981,4.878586326391963,71,0.5061785578727722
ZTF17aaclzwp,106160344330586953,34.43310207140612,-1.5278914017874048,54,1.0
ZTF17aacmssc,151021487828280889,148.7828453329815,35.85024296021572,89,0.23415476083755493
ZTF17aacmtjy,116930453319800779,45.3319717615891,7.441929868117594,65,0.9993749856948853
ZTF17aacmymf,89493583456101344,358.3456420075308,-15.42417706686553,62,0.9852083325386047
ZTF17aacnglt,139651880205306312,188.02048520261013,26.37975657587055,71,0.9920833110809326
ZTF17aacnram,94440297997946282,29.799813624811577,-11.295114549089552,68,1.0
ZTF17aacoagq,91090085777876977,8.57776321904369,-14.086187293635449,68,0.9962499737739563
ZTF17aacogld,111580584027396353,58.40275412754837,2.988221488896224,70,0.9979166388511658
ZTF17aacojql,110450569478956832,56.9480254371887,2.0470252871564587,63,0.9954166412353516
ZTF17aacombd,112230613971663600,61.397189562893665,3.5276123222907323,67,1.0
ZTF17aacopgc,112660229438457209,22.943906881092563,3.888948286405252,67,0.9943749904632568
ZTF17aacovbl,112950472210233510,47.22102341384835,4.127530064305207,64,-99.0
ZTF17aacovpb,110940430986056475,43.098622280153215,2.454990612174587,63,1.0
ZTF17aacpbqo,107620487032489283,48.70327600439905,-0.30932077239200956,75,-99.0
ZTF17aacphyr,126360619072729975,61.90731991901985,15.307943306445715,70,0.9524583220481873
ZTF17aacqbsh,150992093344083737,209.33430571051062,35.827637638058754,91,1.0
ZTF17aacqhdd,143771175363486502,117.53623090106358,29.813200314528178,101,0.9933333396911621
ZTF17aacrdcz,149411201559304922,120.15595768081135,34.51189780426383,93,0.9670833349227905
ZTF17aacromh,119070733969885098,73.39699061102276,9.22883033778133,78,0.9991666674613953
ZTF17aacrrec,147051533246966792,153.3246815572893,32.54673792670853,70,0.7701725959777832
ZTF17aacrsbd,123450678739394454,67.87392777080879,12.87827463187897,62,-99.0
ZTF17aacsrdl,149061243488654939,124.34884532255292,34.22024809001132,67,0.9207083582878113
ZTF17aacsypv,124060553260396526,55.3260129427952,13.388315635737442,71,0.9987499713897705
ZTF17aacvhji,131530565797255347,56.57980910161405,19.61227508189705,55,-99.0
ZTF17aacvxfc,91723579724994128,357.9725075135393,-13.56361231606026,62,0.9758333563804626
ZTF17aacvxff,91413586238369676,358.62385138276585,-13.817267337467335,72,-99.0
ZTF17aacvzhm,87770031691859092,3.169287192691638,-16.851056618616408,64,0.9959583282470703
ZTF17aacvzvl,79390828547331937,82.85473321797733,-23.840317595562713,83,0.9922083616256714
ZTF17aacwnhx,81620847562189877,84.75622787599815,-21.975382326322315,79,0.9723511934280396
ZTF17aacwthb,135090623218472464,62.3218622283854,22.576622163845347,79,0.98458331823349
ZTF17aacwtmg,133190629188437137,62.918873127289196,20.997131967032704,80,-99.0
ZTF17aacwvlz,117990738012510784,73.80127493552563,8.325254821835609,74,0.9975000023841858
ZTF17aacwwas,118030717208257768,71.72084724960408,8.364412700198635,74,0.9316250085830688
ZTF17aacwwqs,122330683094448747,68.30937788428571,11.9485441283539,67,0.9987499713897705
ZTF17aacwzri,123980707253377764,70.7253571347985,13.32273148075116,58,0.9952083230018616
ZTF17aacwzxq,126330679467406347,67.9467764320049,15.279824014432936,75,-99.0
ZTF17aacwzxz,125810679417874378,67.94180153355525,14.844917157917333,64,-99.0
ZTF17aacxamt,121140679427451869,67.94278902888031,10.95116173736063,71,0.9950000047683716
ZTF17aacxlbt,101760371591658592,37.15924420900835,-5.193176214093489,75,1.0
ZTF17aacxlmj,104250402576794801,40.25768864398189,-3.1215065723451603,62,0.9962499737739563
ZTF17aacxmag,101050374234055418,37.42346677301249,-5.787465655077775,60,0.9941666722297668
ZTF17aacxmos,104310332281165996,33.22814568615492,-3.0703641700815627,62,0.997083306312561
ZTF17aacxndk,105350369433333148,36.94333785598385,-2.206117129834046,66,-99.0
ZTF17aacxndz,105220369399938234,36.9400288993767,-2.310195454947106,64,-99.0
ZTF17aacxngg,105220372177580460,37.21774258619645,-2.3166588202924756,76,0.9987499713897705
ZTF17aacxqcb,104980334314379744,33.43147872099584,-2.508908879857933,67,0.997083306312561
ZTF17aacylgi,122390482696672000,48.26970954934957,11.992880850149039,71,0.9670833349227905
ZTF17aacymrq,118190507706240608,50.77062808395962,8.491759101988714,62,0.9881250262260437
