,ztf_object_id,transient_ra,transient_dec,host_ra,host_dec,tns_cls,spec_z
0,ZTF17aacumqt,72.2271014146093,19.071919653691907,,,M dwarf,
1,ZTF17aadlxmv,127.4483202851852,33.90632172962963,,,SN Ia,0.062
2,ZTF18aabasml,166.4864491160726,37.62508617500341,,,SN Ia,0.047
3,ZTF18aabukgo,154.92666196666667,43.366316313333336,,,SN Ia,0.02611
4,ZTF18aacdbzx,205.25741122942225,38.98604857059942,,,SN Ic-BL,0.08
5,ZTF18aahheaj,195.11053458260864,18.619330108695653,,,SN Ia,0.048
6,ZTF18aajqcue,208.78603027918024,58.49498863182333,,,SLSN-I,0.0735
7,ZTF18aakctzv,192.8326708222222,21.230185144444444,,,SN IIP,0.0232
8,ZTF18aandjhu,263.52691466363376,25.343701081823667,,,SN Ia,0.026
9,ZTF18aapnjqb,286.12680284605835,46.90009457056499,,,SN I,0.03
10,ZTF18aapzqup,291.2590671680785,50.72049344929724,,,AGN,0.065
11,ZTF18aaqkdwf,199.36005556664384,44.947389633354575,,,SN II,0.0913
12,ZTF18aaqkjuw,174.79364974345307,56.13628365654131,,,SN Ia,0.0966
13,ZTF18aartimj,233.8879009344833,12.568006165519536,,,SN II,0.028
14,ZTF18aasdted,261.4131491130502,59.44677402319113,,,SN Ia,0.01815
15,ZTF18aavjnfx,248.92814677777776,4.825935900000843,,,SN Ia,0.06
16,ZTF18aavqdyq,268.4345872263158,40.75576071754386,,,SN II,0.026
17,ZTF18aavvnzu,270.2301551306377,52.739635590331055,,,SN Ia,0.0498
18,ZTF18aawcwsx,160.13927561207342,47.040162708630106,,,SN Ia,
19,ZTF18aawdpnm,213.8297426674443,16.892158990701375,,,SN Ia,0.0439
20,ZTF18aawmxdx,147.24317566999952,13.984374680000329,,,SN Ia,0.0425
21,ZTF18aawyjjq,263.0588488691358,36.07399610123457,,,SN II,0.04
22,ZTF18aaxjuwy,188.12229424324428,4.888929762163059,,,SN IIn,0.0828
23,ZTF18aaxmixe,216.6673334470608,7.6182433588274705,,,SN Ia,0.08
24,ZTF18aaxnqjb,207.34228194210576,21.0707643579005,,,SN II,0.054
25,ZTF18aaxtcdm,231.54977933067224,6.357181541752169,,,SN Ia,0.075
26,ZTF18aaxxfgs,232.8085610433831,16.892708725825457,,,SN IIn,0.026
27,ZTF18abaeawz,281.5850323541167,70.7370710877928,,,SN Ia,0.1
28,ZTF18abauprj,254.77099647692395,47.23643948461734,,,SN Ia-91T-like,0.028
29,ZTF18abcdzyc,195.44052267142857,61.46540725,,,SN Ia,0.056
30,ZTF18abcfcoo,244.0009080080129,22.26802038667644,,,SN Ic-BL,0.0
31,ZTF18abcfdzu,230.2171540651476,54.21555088900454,,,SN IIP,0.125
32,ZTF18abcflnz,281.55983210566,35.968702747171754,,,SN Ia,0.024
33,ZTF18abckutn,237.02688826585367,55.71483687073171,,,SN IIP,0.0401
34,ZTF18abcptmt,267.3298859611112,49.4124002,,,SN II,0.05
35,ZTF18abcrzce,191.16049360787,6.30130153068464,,,SN Ia,0.0561
36,ZTF18abdbysy,233.53538616060604,56.69685023030303,,,SN II,0.01127
37,ZTF18abdfwcy,190.68275192000044,34.10732448666867,,,SN IIP,0.014
38,ZTF18abdkkwa,267.0221711030303,52.22372712424242,,,SN Ic,0.025318
39,ZTF18abdpvnd,348.52260162051283,29.6333790448718,,,SN Ia,0.046
40,ZTF18abeajml,252.0323627083333,24.304088897916667,,,SN II,0.03651
41,ZTF18abecbks,248.94388953703705,71.68753705925927,,,SN Ic,0.03048
42,ZTF18abffdpa,271.2474233066319,34.80993408275873,,,SN Ia,0.099
43,ZTF18abffyqp,252.708691090625,45.39788865625,,,SN II,0.031302
44,ZTF18abfhryc,284.9898013385039,72.26730536154935,,,SN Ia,0.0323
45,ZTF18abgledy,236.42344659687248,11.952786687503092,,,SN Ia,0.07
46,ZTF18abgmcmv,274.05450086875214,55.59087644062895,,,SN Ia-91T-like,0.018506
47,ZTF18abgrlpv,283.93741883333337,47.44124777777778,,,SLSN-II,0.2104
48,ZTF18abhqdpv,339.33794996206893,22.37958894827586,,,SN Ia,0.0435
49,ZTF18abiiqdl,212.93845100769232,71.75273419999999,,,SN II,0.03
50,ZTF18abjzaic,252.42790489411837,23.082861188237004,,,CV,
51,ZTF18abkhcrj,256.65133294375545,24.545336084377425,,,SN Ia,0.03823
52,ZTF18abklbam,217.82960702222223,21.290210088888887,,,SN II,0.03
53,ZTF18abktmfz,336.1015162382328,18.07192453382677,,,SN Ib,0.020457
54,ZTF18ablqjul,226.91306902307693,38.21363383846154,,,SN Ia,0.1
55,ZTF18abltfho,256.184734158058,38.23555167742267,,,SN IIn,0.055
56,ZTF18ablwqqf,261.5839346713147,6.271966223900137,,,Varstar,0.0
57,ZTF18abmjyvo,244.93422408235293,50.55187845882353,,,SN Ia,0.05584
58,ZTF18abmmdif,270.14664232000007,61.69771908,,,SN Ia,0.075
59,ZTF18abmnrgb,324.72129914999795,31.737519222732764,,,SN Ia,0.042
60,ZTF18abmoung,225.9380141478261,61.56791275652172,,,SN Ia,0.06589
61,ZTF18abmwnov,3.757670608001785,34.811438868002135,,,SN Ia,0.04777
62,ZTF18abmxahs,257.5465496916671,21.64905867916825,,,SN Ia,0.0148
63,ZTF18abmxdhb,251.37429678440213,65.23898923780699,,,SN Ia,0.07
64,ZTF18abmxfrc,252.75343565333333,25.875974666666668,,,SN Ia,0.06
65,ZTF18abncsdn,347.399275984282,5.5866992404710345,,,SN Ia,0.06
66,ZTF18abntsgz,328.65209514117646,18.11554460882353,,,SN Ia,0.05
67,ZTF18abnuexr,307.05020156554247,-3.1363091873523103,,,SN II,0.015
68,ZTF18abnvoel,260.8139182944444,77.84486211111113,,,SN Ia,0.06
69,ZTF18abnxhmc,329.75757046000007,11.1036512,,,SN Ia,0.076
70,ZTF18abokpvh,274.03093172222225,70.01792298148149,,,SN Ia,0.08
71,ZTF18aboqykf,296.4206317075107,66.50828211252512,,,SN Ia,0.085
72,ZTF18aboztku,243.42310993352825,10.658618224545933,,,SN Ia,0.0802
73,ZTF18abpamut,234.51252168333173,51.36037875834626,,,SN Ia,0.074
74,ZTF18abpaywm,277.8893577846163,49.81611138077144,,,SN Ia,0.045
75,ZTF18abpmmpo,251.97746275000188,42.96880772222398,,,SN Ia,0.075
76,ZTF18abpttky,258.56039224,36.45888294,,,SN Ia,0.084
77,ZTF18abqboud,337.8458206066673,33.51585233333375,,,CV,
78,ZTF18abqjvyl,225.26531825,44.15658975714287,,,SN Ia,0.0877
79,ZTF18abqlpgq,340.1027812,16.190790563636366,,,SN Ia,0.095268
80,ZTF18abreeqx,29.51979527013544,-0.872736899105476,,,SN II,0.08
81,ZTF18abrlljc,253.18410418888172,70.08823422222457,,,SN IIP,0.05
82,ZTF18abrxqcq,296.1819465899036,-14.80690274528216,,,Varstar,0.0
83,ZTF18abrzeym,264.1127347857142,22.490581204762847,,,SN Ia,0.056
84,ZTF18absayvp,243.64086114694464,36.94337403674134,,,SN Ia,0.038
85,ZTF18absbgqd,300.8991018890466,66.22959124450846,,,SN II,0.03
86,ZTF18absdgon,260.9574984499943,46.30150110625316,,,SN Ia,0.085
87,ZTF18absdxpk,238.0137105833333,30.734977283333333,,,SN Ia,0.08
88,ZTF18abshezu,359.3247677931027,-15.631479127588648,,,SLSN-I,0.23
89,ZTF18absldfl,33.599730257131206,30.811925042876037,,,SN II,0.04
90,ZTF18absoocp,358.10078456797464,28.77502719324972,,,SN Ib,
91,ZTF18absoomk,3.4252349965557087,27.56761584827956,,,SN Ia,0.069
92,ZTF18abssdpi,280.8350689142857,58.805486442857145,,,SN Ia,0.1
93,ZTF18abtcdfv,12.5268525625,39.9568730625,,,SN Ia,0.14
94,ZTF18abtfrbf,7.602658693333437,-1.2641702866669249,,,SN Ia,0.0569
95,ZTF18abtgnky,20.58141451564855,-2.4967119137096034,,,SN Ia,0.06
96,ZTF18abtizrj,337.922782400596,36.8482298460775,,,CV,
97,ZTF18abtkqkb,354.94697628000006,-23.9202158,,,SN Ia,0.08
98,ZTF18abtswjk,38.2980038599999,-1.3056699946670849,,,SN IIn,0.0503
99,ZTF18abtvstb,308.2718234118228,-20.856784771220603,,,SN IIb,0.021
100,ZTF18abuatfp,208.0801123626132,55.64118657108801,,,SN Ia-CSM,0.137
101,ZTF18abucvbf,277.063688507691,46.3534335846171,,,SN Ia,0.053
102,ZTF18abuhyjv,39.06519310000054,-1.1997148588238673,,,SN Ia,0.0471
103,ZTF18abuhzfc,16.161695926667164,-4.258174733337313,,,SN Ia,0.0383
104,ZTF18abuicad,19.50088518620747,2.057667017242025,,,SLSN-II,0.135
105,ZTF18abuiknd,29.359195875,8.917277349999999,,,SN Ia,0.108
106,ZTF18abukavn,250.950861475,41.04538055,,,SN Ic-BL,0.032
107,ZTF18abukmty,321.5265214307696,24.045809930771316,,,SN Ia,0.102
108,ZTF18abulqzb,342.04971105000004,16.2360789,,,CV,0.0
109,ZTF18abupgps,16.96568705555602,-15.680646433336648,,,SN Ia-91T-like,0.0993
110,ZTF18abupgql,19.0153042142857,-0.117450157142926,,,SN Ia,0.046
111,ZTF18abuqugw,244.5576735941212,39.12381267647293,,,SN Ia,0.03104
112,ZTF18abvbayb,262.80113614687576,79.05425533534343,,,SN Ia,0.13
113,ZTF18abvejbm,14.260843480000092,-0.8739066400004418,,,SN Ia,0.04416
114,ZTF18abvejqt,11.5524099749947,-9.009873043760209,,,SN II,0.05
115,ZTF18abvfecb,47.58884564999915,-7.685041204546934,,,SN II,0.125
116,ZTF18abvfjwt,94.81085556668422,60.9396407333367,,,SN Ic-BL,0.073
117,ZTF18abvglon,153.5842806499936,56.32123397228776,,,SN Ia,0.05
118,ZTF18abvlchy,22.77987588000053,-14.716170106667748,,,SN Ia-91T-like,0.0875
119,ZTF18abvptts,333.21987835909243,33.04748870454794,,,SN Ia-pec,0.05
120,ZTF18abvrzqj,17.330294850000467,-15.59478072000222,,,SN Ia,0.105
121,ZTF18abvsvjs,37.74118613077473,13.439392838464611,,,SN Ia,0.091
122,ZTF18abvvmdf,249.19744869998905,55.73578270000875,,,SN II,0.029597
123,ZTF18abvxqtp,359.3701297500003,-6.603848487500287,,,SN Ia,0.073
124,ZTF18abwdcdv,270.86461343999065,60.67733969000554,,,SN Ia,0.05019
125,ZTF18abwkrbl,34.064954299990724,28.591287408346787,,,SN IIb,0.00999
126,ZTF18abwktmm,59.25991509999999,-8.502748600000004,,,SN Ia,0.05
127,ZTF18abwlsoi,261.8976073909298,71.53025930000142,,,SN II,0.05
128,ZTF18abwlupf,221.0426106399713,62.89518166502958,,,SLSN-II,0.134
129,ZTF18abxbhov,110.0697528470232,41.34663302355749,,,SN IIn,0.0659
130,ZTF18abxdquf,312.74883351427906,68.77621010953649,,,CV,
131,ZTF18abxdtyz,345.9376720333303,18.13837213333832,,,SN II,0.04
132,ZTF18abxxssh,268.3955436899988,43.21609434000358,,,SN Ia,0.07
133,ZTF18abxygvv,293.84609519449805,64.75839323891077,,,SN Ia,0.08
