ztf_object_id,objID_x,raMean_x,decMean_x,nDetections_x,pgal_host,objID_y,raMean_y,decMean_y,nDetections_y,pgal_transient
ZTF17aabcfon,84300803502314206,80.35032486,-19.74699123,20,-99.0,84300803502314206,80.35032486,-19.74699123,20,-99.0
ZTF17aabdoud,126200505320353551,50.53208772008198,15.169158614711213,61,-99.0,126200505320353551,50.53208772008198,15.169158614711213,61,-99.0
ZTF17aabfeii,105030475057767934,47.505756460786905,-2.4686938955068456,60,0.0037499999161809683,105040474998581325,47.49982476,-2.46578675,2,-99.0
ZTF17aabfjtf,110950392241650336,39.22419241139594,2.4582228927631795,64,-99.0,110950392241650336,39.22419241139594,2.4582228927631795,64,-99.0
ZTF17aabfjtf,110950392241650336,39.22419241139594,2.4582228927631795,64,-99.0,110950392245220440,39.22437205,2.45823092,2,-99.0
ZTF17aabfjtf,110950392245220440,39.22437205,2.45823092,2,-99.0,110950392241650336,39.22419241139594,2.4582228927631795,64,-99.0
ZTF17aabfjtf,110950392245220440,39.22437205,2.45823092,2,-99.0,110950392245220440,39.22437205,2.45823092,2,-99.0
ZTF17aabslfb,163651087505235761,108.7505426633519,46.379260176826854,67,0.07483333349227905,163651087504864995,108.75044137,46.37862353,2,-99.0
ZTF17aabslfb,163651087505235761,108.7505426633519,46.379260176826854,67,0.07483333349227905,163651087506385347,108.75056762,46.37888788,2,-99.0
ZTF17aabuktn,95490594038361288,59.40371783420477,-10.424254098007484,19,0.0016666667070239782,95500594041531010,59.40419185,-10.41606057,2,-99.0
ZTF17aabuktn,95490594034811431,59.40353254279169,-10.424144195967497,14,0.01887499913573265,95500594041531010,59.40419185,-10.41606057,2,-99.0
ZTF17aabulmy,150970140482199912,14.04817630206388,35.816086747956206,19,0.0012499999720603228,150980140487063904,14.048675359605198,35.81943612219745,63,-99.0
ZTF17aabvhms,109000051146200622,5.114627525849752,0.8335507474601368,82,0.1377202421426773,109000051146200622,5.114627525849752,0.8335507474601368,82,0.1377202421426773
ZTF17aabvhvh,100590140475233789,14.047572116783071,-6.172197486045517,66,-99.0,100590140475233789,14.047572116783071,-6.172197486045517,66,-99.0
ZTF17aackqxr,107780438009260183,43.80094951728314,-0.18356199511518986,58,-99.0,107780437901557336,43.79024942497693,-0.17764112312318486,17,-99.0
ZTF17aackqxr,107780438009260183,43.80094951728314,-0.18356199511518986,58,-99.0,107780437904397035,43.79047936791346,-0.17784593014476088,52,-99.0
ZTF17aaclhqy,117070395905450359,39.590615915533974,7.558206708010342,70,-99.0,117070395905450359,39.590615915533974,7.558206708010342,70,-99.0
ZTF17aacmssc,151021487828280889,148.7828453329815,35.85024296021572,89,0.23415476083755493,151021487828280889,148.7828453329815,35.85024296021572,89,0.23415476083755493
ZTF17aacovbl,112950472181270988,47.21812392115914,4.125522025811328,58,0.0,112950472210233510,47.22102341384835,4.127530064305207,64,-99.0
ZTF17aacpbqo,107630487028623330,48.70287765595849,-0.30596546115841483,27,-99.0,107620487032489283,48.70327600439905,-0.30932077239200956,75,-99.0
ZTF17aacrsbd,123450678739394454,67.87392777080879,12.87827463187897,62,-99.0,123450678739394454,67.87392777080879,12.87827463187897,62,-99.0
ZTF17aacvhji,131530565797255347,56.57980910161405,19.61227508189705,55,-99.0,131530565797255347,56.57980910161405,19.61227508189705,55,-99.0
ZTF17aacvxff,91423586287304492,358.6287274916522,-13.813246981940893,29,0.0,91413586238369676,358.62385138276585,-13.817267337467335,72,-99.0
ZTF17aacwtmg,133190629188437137,62.918873127289196,20.997131967032704,80,-99.0,133190629188437137,62.918873127289196,20.997131967032704,80,-99.0
ZTF17aacwzxq,126340679498990517,67.94993846581767,15.283278425923273,44,0.0,126330679467406347,67.9467764320049,15.279824014432936,75,-99.0
ZTF17aacwzxz,125810679417874378,67.94180153355525,14.844917157917333,64,-99.0,125810679417874378,67.94180153355525,14.844917157917333,64,-99.0
ZTF17aacxndk,105350369433333148,36.94333785598385,-2.206117129834046,66,-99.0,105350369433333148,36.94333785598385,-2.206117129834046,66,-99.0
ZTF17aacxndz,105220369399938234,36.9400288993767,-2.310195454947106,64,-99.0,105220369399938234,36.9400288993767,-2.310195454947106,64,-99.0
ZTF17aaddzvs,91800120510604643,12.051086608208816,-13.49649423983029,73,-99.0,91800120510604643,12.051086608208816,-13.49649423983029,73,-99.0
ZTF17aadglyi,109060275463883558,27.546435107092513,0.8859233830860122,78,-99.0,109060275463883558,27.546435107092513,0.8859233830860122,78,-99.0
ZTF17aadhket,111550481765900501,48.17664258798205,2.958373677975436,73,-99.0,111550481765900501,48.17664258798205,2.958373677975436,73,-99.0
ZTF17aadjgas,133580626461370354,62.646096931865685,21.31649490151293,23,0.004583333153277636,133570626430367429,62.64303309930098,21.314050641258003,82,0.4258452355861664
ZTF17aadlcod,114470190292269381,19.029297175591328,5.399051400533109,82,0.21398809552192688,-99,19.04491174207884,5.397605826541337,-99,-99.0
ZTF17aadnacr,94690367547192166,36.75466592452803,-11.090203732103593,19,0.004791666753590107,-99,36.751739677434415,-11.087388745230058,-99,-99.0
ZTF17aadobyp,134430627267771027,62.726796123283606,22.025455719638924,52,-99.0,134430627267771027,62.726796123283606,22.025455719638924,52,-99.0
ZTF17aadobyp,134430627267771027,62.726796123283606,22.025455719638924,52,-99.0,134430627271111097,62.72679617912212,22.02544928096662,21,-99.0
ZTF17aadobyp,134430627271111097,62.72679617912212,22.02544928096662,21,-99.0,134430627267771027,62.726796123283606,22.025455719638924,52,-99.0
ZTF17aadobyp,134430627271111097,62.72679617912212,22.02544928096662,21,-99.0,134430627271111097,62.72679617912212,22.02544928096662,21,-99.0
ZTF17aadpgwp,134230559924789105,55.992443593842694,21.8654480174227,80,-99.0,134230559924789105,55.992443593842694,21.8654480174227,80,-99.0
ZTF17aadqidc,142391508074825434,150.8074599022732,28.66239488519443,74,0.0012499999720603228,142391508074825434,150.8074599022732,28.66239488519443,74,0.0012499999720603228
ZTF18aaabnkm,177971198907252311,119.89075271406325,58.30965010416235,55,-99.0,177961198905578804,119.89061707,58.30672432,3,-99.0
ZTF18aaabnkp,178151198385766630,119.83872666,58.46328616,3,-99.0,178151198385766630,119.83872666,58.46328616,3,-99.0
ZTF18aaabnkp,178151198385766630,119.83872666,58.46328616,3,-99.0,178151198390506862,119.83919291657794,58.46332189902293,82,-99.0
ZTF18aaabnkp,178151198390506862,119.83919291657794,58.46332189902293,82,-99.0,178151198385766630,119.83872666,58.46328616,3,-99.0
ZTF18aaabnkp,178151198390506862,119.83919291657794,58.46332189902293,82,-99.0,178151198390506862,119.83919291657794,58.46332189902293,82,-99.0
ZTF18aaacesi,173701274849815785,127.48493462777851,54.75423459865404,22,0.053214285522699356,173701275015223476,127.50150765373726,54.75229230655789,57,0.018916666507720947
ZTF18aaacqmh,120431495289582185,149.528932895501,10.359775076510461,82,0.21943452954292297,-99,149.52551498359415,10.359362928128135,-99,-99.0
ZTF18aaactlo,194531392559726993,139.25581527717057,72.11353473938637,24,0.01216666679829359,194531392674406483,139.26744331,72.11303956,2,-99.0
ZTF18aaacwph,180681175655306665,117.56560770437152,60.57152796837398,42,0.046041667461395264,180681175851795163,117.58504244,60.57018809,2,-99.0
ZTF18aaadlbr,191571445522283333,144.55217001970016,69.64375518635696,34,0.0,191561445455396858,144.54558835,69.63843564,2,-99.0
ZTF18aaagjpn,200921457445996133,145.74471915691936,77.43785397357492,42,0.017083333805203438,200921457340331897,145.73437478173716,77.4344565500964,8,-99.0
ZTF18aaagjpn,200921457445996133,145.74471915691936,77.43785397357492,42,0.017083333805203438,200921457357682313,145.7343844434092,77.43446233767561,13,-99.0
ZTF18aaagjpn,200921457446206471,145.744888814701,77.43788361511979,13,-99.0,200921457340331897,145.73437478173716,77.4344565500964,8,-99.0
ZTF18aaagjpn,200921457446206471,145.744888814701,77.43788361511979,13,-99.0,200921457357682313,145.7343844434092,77.43446233767561,13,-99.0
ZTF18aaaglfr,199481408354484487,140.83599315155706,76.23651328586148,12,0.039025794714689255,199481408058878259,140.80523165,76.23935725,5,-99.0
ZTF18aaaglfr,199481408355054876,140.83572188,76.23673594,2,-99.0,199481408058878259,140.80523165,76.23935725,5,-99.0
ZTF18aaaglfr,199481408367594486,140.8366666096975,76.23657403026772,22,-99.0,199481408058878259,140.80523165,76.23935725,5,-99.0
ZTF18aaaglmc,198961409601028943,140.96010986418142,75.80677379170409,63,0.01229166705161333,-99,140.96258132267957,75.8146859768065,-99,-99.0
ZTF18aaagscd,190741207130413907,120.71286977848904,68.95262403248381,27,0.0,190731207427440914,120.7427603487842,68.94177655880011,93,0.302142858505249
ZTF18aaahbkd,134321271524691089,127.15241154186744,21.933784684486103,81,-99.0,134321271524691089,127.15241154186744,21.933784684486103,81,-99.0
ZTF18aaahyks,167861242216968874,124.22170466681533,49.89017123620102,71,0.011874999850988388,167871242161312279,124.21612513781874,49.89301237574716,70,0.07129167020320892
ZTF18aaajfug,130251825305533877,182.53050944779176,18.544397876572265,89,0.3779940605163574,130251825305533877,182.53050944779176,18.544397876572265,89,0.3779940605163574
ZTF18aaajqpp,129771982431614115,198.24312309547474,18.14468087255102,11,-99.0,129771982597752493,198.25974310547855,18.143315880632525,62,-99.0
ZTF18aaajwmg,129821982178382177,198.2178338877771,18.184716182901077,69,0.42080357670783997,129821982178382177,198.2178338877771,18.184716182901077,69,0.42080357670783997
ZTF18aaajwmg,129821982178382177,198.2178338877771,18.184716182901077,69,0.42080357670783997,129821982180242441,198.21802434,18.18493502,2,-99.0
ZTF18aaamyys,189631375842425811,137.58424907408968,68.02920483179867,79,0.2323392927646637,189631375842425811,137.58424907408968,68.02920483179867,79,0.2323392927646637
ZTF18aaandub,180931207216624186,120.72162059137753,60.77786706919232,94,-99.0,180931207216624186,120.72162059137753,60.77786706919232,94,-99.0
ZTF18aaandub,180931207220603913,120.72192276,60.77763615,2,-99.0,180931207216624186,120.72162059137753,60.77786706919232,94,-99.0
ZTF18aaaogip,175841967620500175,196.76205716708282,56.53288070997351,71,0.12442857027053833,175841967620500175,196.76205716708282,56.53288070997351,71,0.12442857027053833
ZTF18aaaolyt,129811982272632812,198.2272597614283,18.176903708451785,58,-99.0,129811982272632812,198.2272597614283,18.176903708451785,58,-99.0
ZTF18aaaqdpw,131001900111103643,190.01112768437014,19.16931134439409,61,0.008124999701976776,131011900067683831,190.0067419792761,19.177794368890023,68,0.3730059564113617
ZTF18aaaqiob,129781982298189647,198.22980113625286,18.15760856538831,58,-99.0,129781982298189647,198.22980113625286,18.15760856538831,58,-99.0
ZTF18aaavrep,150901789048130949,178.90483681557325,35.75032797479433,81,0.007666666526347399,-99,178.88965132264923,35.7434854250769,-99,-99.0
ZTF18aabdjcx,164891716196818619,171.6196463379501,47.41494684587387,95,0.1067083328962326,164891716196818619,171.6196463379501,47.41494684587387,95,0.1067083328962326
ZTF18aabdnbr,164521730293682209,173.02939727468305,47.10126537079094,74,0.01133333332836628,-99,173.0291548499705,47.10102615002268,-99,-99.0
ZTF18aabdtzt,151591839143642295,183.914290193755,36.32638827807749,82,-99.0,151591839143642295,183.914290193755,36.32638827807749,82,-99.0
ZTF18aabehmg,142022054560848712,205.4560797897743,28.356763564962904,69,-99.0,142022054560848712,205.4560797897743,28.356763564962904,69,-99.0
ZTF18aabehyt,142642048171118898,204.81707127872076,28.87350595075232,37,-99.0,142662048067102120,204.80681224,28.88467385,2,-99.0
ZTF18aabehyt,142642048171118898,204.81707127872076,28.87350595075232,37,-99.0,142662048071232275,204.80710302998784,28.884739304372058,63,0.0043750000186264515
ZTF18aabehyt,142642048170318552,204.81707667617093,28.87349304682391,25,0.1351071447134018,142662048067102120,204.80681224,28.88467385,2,-99.0
ZTF18aabehyt,142642048170318552,204.81707667617093,28.87349304682391,25,0.1351071447134018,142662048071232275,204.80710302998784,28.884739304372058,63,0.0043750000186264515
ZTF18aabenno,142002054775101374,205.47751963977205,28.334003825281798,75,-99.0,141992054743248232,205.47432878746272,28.331389496002988,73,-99.0
ZTF18aabeszt,159982212126701236,221.21263692340122,43.31714696509656,58,0.034583333879709244,-99,221.212894757904,43.3167923710718,-99,-99.0
ZTF18aabeuwb,142062054870223010,205.48702255097643,28.385341547486046,74,0.40545833110809326,142062054880112080,205.48800203920624,28.384563487748512,74,-99.0
ZTF18aabeyws,143710357697507054,35.76966643949766,29.7636789001528,16,-99.0,143720357657833993,35.765812030194034,29.76950613955215,66,-99.0
ZTF18aabeyws,143710357694086832,35.76944824558445,29.763602099508155,14,0.0024999999441206455,143720357657833993,35.765812030194034,29.76950613955215,66,-99.0
ZTF18aabfdev,126330283669108996,28.366964461948957,15.282039158315094,77,-99.0,126330283669108996,28.366964461948957,15.282039158315094,77,-99.0
ZTF18aabfdev,126330283669108996,28.366964461948957,15.282039158315094,77,-99.0,126330283669188559,28.36720037,15.28178361,3,-99.0
ZTF18aabfdev,126330283669108996,28.366964461948957,15.282039158315094,77,-99.0,126330283670249432,28.36706955,15.28212451,3,-99.0
ZTF18aabfdev,126330283670249432,28.36706955,15.28212451,3,-99.0,126330283669108996,28.366964461948957,15.282039158315094,77,-99.0
ZTF18aabfdev,126330283670249432,28.36706955,15.28212451,3,-99.0,126330283669188559,28.36720037,15.28178361,3,-99.0
ZTF18aabfdev,126330283670249432,28.36706955,15.28212451,3,-99.0,126330283670249432,28.36706955,15.28212451,3,-99.0
ZTF18aabfdrc,152180177451366956,17.74508540683216,36.82193454473099,31,0.0031250000465661287,152180177587576574,17.75893874,36.82145698,2,-99.0
ZTF18aabfimg,203780691581895542,69.15812499621934,79.82063052119841,55,-99.0,203780691564855883,69.15657637619978,79.8208534602033,7,-99.0
ZTF18aabfimg,203780691581895542,69.15812499621934,79.82063052119841,55,-99.0,203780691581895542,69.15812499621934,79.82063052119841,55,-99.0
ZTF18aabhkbd,171201090024696997,109.00246786353934,52.671859547379604,84,-99.0,171201090024696997,109.00246786353934,52.671859547379604,84,-99.0
ZTF18aabibdk,195471055865499544,105.58649158441395,72.89894561687046,88,-99.0,195471055865499544,105.58649158441395,72.89894561687046,88,-99.0
ZTF18aabibka,195481045713927251,104.57146707165438,72.9054237959039,84,0.036666665226221085,195491045859645384,104.58584102,72.91229993,8,-99.0
ZTF18aabicib,190741207130413907,120.71286977848904,68.95262403248381,27,0.0,190731207427440914,120.7427603487842,68.94177655880011,93,0.302142858505249
ZTF18aabjkap,143981413298492848,141.32968896877856,29.98520763630374,14,-99.0,143971413205166179,141.32080438,29.97974855,2,-99.0
ZTF18aabjkap,143981413298492848,141.32968896877856,29.98520763630374,14,-99.0,143971413211076389,141.32107967729857,29.979847972413936,54,-99.0
ZTF18aabjkap,143981413296342600,141.32963380769758,29.985148952882266,21,0.0,143971413205166179,141.32080438,29.97974855,2,-99.0
ZTF18aabjkap,143981413296342600,141.32963380769758,29.985148952882266,21,0.0,143971413211076389,141.32107967729857,29.979847972413936,54,-99.0
ZTF18aabjliz,195401617918278327,161.79179032824578,72.83963192135894,85,0.2728809416294098,195401617906548220,161.7907718545364,72.83956379195955,34,-99.0
ZTF18aabjliz,195401617918278327,161.79179032824578,72.83963192135894,85,0.2728809416294098,195401617917507976,161.79166897,72.83932443,2,-99.0
ZTF18aabjliz,195401617918278327,161.79179032824578,72.83963192135894,85,0.2728809416294098,195401617918278327,161.79179032824578,72.83963192135894,85,0.2728809416294098
ZTF18aabjmrq,186741141892130563,114.18925208143155,65.61648642947272,93,-99.0,186741141892130563,114.18925208143155,65.61648642947272,93,-99.0
ZTF18aabjnfu,160931095481066346,109.54808778867638,44.11323016161695,71,-99.0,160931095481066346,109.54808778867638,44.11323016161695,71,-99.0
ZTF18aabjnfu,160931095481066346,109.54808778867638,44.11323016161695,71,-99.0,160931095484146635,109.54838815,44.11329503,2,-99.0
ZTF18aabjnfu,160931095484146635,109.54838815,44.11329503,2,-99.0,160931095481066346,109.54808778867638,44.11323016161695,71,-99.0
ZTF18aabjnfu,160931095484146635,109.54838815,44.11329503,2,-99.0,160931095484146635,109.54838815,44.11329503,2,-99.0
ZTF18aabjnkg,160911295517702807,129.55168531159293,44.09336298915528,89,-99.0,160911295517702807,129.55168531159293,44.09336298915528,89,-99.0
ZTF18aabkuoq,129821982694990343,198.26945642071217,18.18317476154791,66,-99.0,129811982696379882,198.26958732,18.18288872,3,-99.0
ZTF18aabkuoq,129821982694990343,198.26945642071217,18.18317476154791,66,-99.0,129821982694990343,198.26945642071217,18.18317476154791,66,-99.0
ZTF18aabtkwb,147181609019716353,160.90199245587172,32.65479346676317,65,0.4010595381259918,147181609019716353,160.90199245587172,32.65479346676317,65,0.4010595381259918
ZTF18aabtsqv,126581869762776657,186.97620465030843,15.488327103524568,56,0.07823511958122253,126581869762776657,186.97620465030843,15.488327103524568,56,0.07823511958122253
ZTF18aabtsqv,126581869762776657,186.97620465030843,15.488327103524568,56,0.07823511958122253,126581869765226480,186.97633,15.48828303,3,-99.0
ZTF18aabtsqv,126581869765226480,186.97633,15.48828303,3,-99.0,126581869762776657,186.97620465030843,15.488327103524568,56,0.07823511958122253
ZTF18aabtsqv,126581869765226480,186.97633,15.48828303,3,-99.0,126581869765226480,186.97633,15.48828303,3,-99.0
ZTF18aabvhfk,135331949611434145,194.96115385575396,22.777971630523865,18,0.23362897336483002,-99,194.960003680074,22.770595990059093,-99,-99.0
ZTF18aabvlgn,138041796775334573,179.67750405636897,25.036624201542693,61,0.13823214173316956,138041796775334573,179.67750405636897,25.036624201542693,61,0.13823214173316956
ZTF18aabvmws,139841757176909401,175.71762438568717,26.54069743746549,82,0.15406547486782074,139841757176909401,175.71762438568717,26.54069743746549,82,0.15406547486782074
ZTF18aabvrnc,154461189941558212,118.9941824464988,38.72299942343295,119,0.0018749999580904841,-99,118.99837485010067,38.71919728132612,-99,-99.0
ZTF18aabwcxv,131891552287267703,155.22873895757635,19.914252174228892,73,0.21845535933971405,131891552287267703,155.22873895757635,19.914252174228892,73,0.21845535933971405
ZTF18aabxpzd,156491955204740680,195.52046474999298,40.40837046478113,68,0.12780356407165527,-99,195.5171271333363,40.40748283127984,-99,-99.0
ZTF18aabxqsf,135191796973191309,179.69732784014684,22.658944090789678,68,0.0008333333535119891,-99,179.69781295404968,22.659440858119567,-99,-99.0
ZTF18aabxquq,141181806570604229,180.65703988075757,27.653036371221972,53,0.3878273665904999,141181806570604229,180.65703988075757,27.653036371221972,53,0.3878273665904999
ZTF18aabxrxc,123661836808578365,183.68085691644913,13.056576306304567,78,0.00937500037252903,123661836808578365,183.68085691644913,13.056576306304567,78,0.00937500037252903
ZTF18aabycpz,126691894266950950,189.42654671624578,15.575392111757608,24,0.0012499999720603228,-99,189.42713911749925,15.576989743755334,-99,-99.0
ZTF18aabycpz,126691894264061033,189.4264769567177,15.575383063785834,24,-99.0,-99,189.42713911749925,15.576989743755334,-99,-99.0
ZTF18aabzreg,167961568926109505,156.89255164323862,49.97405717088364,59,0.055166665464639664,-99,156.90325993454934,49.97853724759478,-99,-99.0
ZTF18aacbuof,123201939675568658,193.96750895585762,12.673494224449376,82,0.0,123201939675568658,193.96750895585762,12.673494224449376,82,0.0
ZTF18aacbznm,161771747474969132,174.74765425401094,44.81539274951443,28,0.3734166622161865,161781747420640791,174.74203459,44.81672743,2,-99.0
ZTF18aacckpk,155882005735405583,200.57350893489286,39.90409199786884,55,0.0,155882005728675319,200.57289052,39.90404329,2,-99.0
ZTF18aacckpk,155882005735405583,200.57350893489286,39.90409199786884,55,0.0,155882005735405583,200.57350893489286,39.90409199786884,55,0.0
ZTF18aaccuha,155232101446247976,210.14445698512168,39.36451373201468,77,0.0749523788690567,-99,210.14464690008745,39.36425743341439,-99,-99.0
ZTF18aaccwcd,141982054798810731,205.47988668948804,28.316802550449843,66,-99.0,141982054798810731,205.47988668948804,28.316802550449843,66,-99.0
ZTF18aacdcas,155302058309097986,205.83091170342647,39.422819390160655,78,0.005833333358168602,155302058309097986,205.83091170342647,39.422819390160655,78,0.005833333358168602
ZTF18aacenzp,158171279058588399,127.9058655054514,41.814773977405686,76,0.3644166588783264,158171279058588399,127.9058655054514,41.814773977405686,76,0.3644166588783264
ZTF18aacetnj,145431421178888194,142.1178722634709,31.19798368444988,71,0.11858928203582764,145431421178888194,142.1178722634709,31.19798368444988,71,0.11858928203582764
ZTF18aacgsjs,151051433193977866,143.31940906622452,35.88102951756944,36,0.0012499999720603228,-99,143.31611180002287,35.88199134288752,-99,-99.0
ZTF18aaclkhj,168921245516751410,124.55164202456469,50.767221261504154,77,0.20726290345191956,168921245515760940,124.55161317,50.76695197,3,-99.0
ZTF18aaclkhj,168921245516751410,124.55164202456469,50.767221261504154,77,0.20726290345191956,168921245516751410,124.55164202456469,50.767221261504154,77,0.20726290345191956
ZTF18aacnlxz,153731349546771375,134.95472521697798,38.10896256990485,87,0.01741071417927742,153731349546771375,134.95472521697798,38.10896256990485,87,0.01741071417927742
ZTF18aacoexa,160831141280591157,114.12803896689087,44.02535371775428,78,-99.0,160831141280591157,114.12803896689087,44.02535371775428,78,-99.0
ZTF18aacpxbn,160801136493524913,113.64932445724482,44.00359307688219,33,0.09955952316522598,160801136483275919,113.6483141,44.00447739,2,-99.0
ZTF18aacqksn,165641109494295171,110.94942628503686,48.03706718933484,66,0.0037499999161809683,165641109494295171,110.94942628503686,48.03706718933484,66,0.0037499999161809683
ZTF18aadaexi,151571252411625426,125.24113502882491,36.312344764124084,81,0.036125000566244125,-99,125.24155995999024,36.31232012001177,-99,-99.0
ZTF18aadgfdo,158531411743446764,141.17433289374515,42.11343713723978,59,0.38912200927734375,158531411743446764,141.17433289374515,42.11343713723978,59,0.38912200927734375
ZTF18aadlaxo,169101206490177628,120.64902365490249,50.92243470179285,86,0.07590476423501968,169101206490177628,120.64902365490249,50.92243470179285,86,0.07590476423501968
ZTF18aadsuxd,146001295340652041,129.53404255922507,31.667848418005494,47,0.004666666500270367,146001295340652041,129.53404255922507,31.667848418005494,47,0.004666666500270367
