# CREATED_DATE: 2020-12-09T21:31:40.767Z
# MODIFIED_DATE: 2022-03-15T23:27:22.676Z
# STATUS: NeedsTemplate
# OBS_GROUP: Unknown
# NON_DETECT_BAND: ZTF-Cam - r-ZTF
# BEST_SPEC_CLASS: SN IIn
# PHOTO_CLASS: SN Ib/c
# CONTEXT_CLASS: SN
# BEST_SPECTRUM: None
# HOST: Host: PSO J094456.578+310552.293; (09:44:56.58, +31:05:52.26)
# ABS_MAG_PEAK_BAND: None
# ANTARES_CLASSIFICATION: None
# INTERNAL_SURVEY: None
# NAME: 2020acct
# RA: 146.233562944998
# DEC: 31.0960382187106
# RA_ERR: None
# DEC_ERR: None
# DISC_DATE: 2020-12-10T10:09:07.200Z
# REDSHIFT: 0.035
# REDSHIFT_ERR: None
# REDSHIFT_SOURCE: None
# NON_DETECT_DATE: 2020-12-07T11:11:02Z
# NON_DETECT_LIMIT: 16.75
# MW_EBV: 0.026
# ABS_MAG_PEAK: None
# ABS_MAG_PEAK_DATE: None
# POSTAGE_STAMP_FILE: 10LYSEnkg/59192/1094456061310545600_59192.649_110977480_101_target.jpeg
# POSTAGE_STAMP_REF: 10LYSEnkg/59192/1094456061310545600_59192.649_110977480_101_ref.jpeg
# POSTAGE_STAMP_DIFF: 10LYSEnkg/59192/1094456061310545600_59192.649_110977480_101_diff.jpeg
# POSTAGE_STAMP_FILE_FITS: 10LYSEnkg/59192/1094456061310545600_59192.649_110977480_101_target.fits
# POSTAGE_STAMP_REF_FITS: 10LYSEnkg/59192/1094456061310545600_59192.649_110977480_101_ref.fits
# POSTAGE_STAMP_DIFF_FITS: 10LYSEnkg/59192/1094456061310545600_59192.649_110977480_101_diff.fits
# K2_VALIDATED: None
# K2_MSG: None
# TNS_SPEC_CLASS: SN IIn
# POINT_SOURCE_PROBABILITY: None
# ALT_STATUS: None
# SLUG: 2020acct
# REAL_BOGUS_SCORE: 0.99761
# HAS_HST: True
# HAS_SPITZER: None
# HAS_CHANDRA: False
# TAGS: [10, 29, 30, 33, 52, 77]

VARLIST:  MJD        FLT  FLUXCAL   FLUXCALERR    MAG     MAGERR     MAGSYS   TELESCOPE    INSTRUMENT   DQ
OBS:      59255.421  cyan-ATLAS  2905.360  264.388  18.842  0.091  None  ATLAS  HKO  None
OBS:      59255.427  cyan-ATLAS  3136.173  304.209  18.759  0.097  None  ATLAS  HKO  None
OBS:      59257.469  cyan-ATLAS  3577.668  250.437  18.616  0.070  None  ATLAS  HKO  None
OBS:      59257.474  cyan-ATLAS  3385.322  240.358  18.676  0.071  None  ATLAS  HKO  None
OBS:      59257.484  cyan-ATLAS  3042.286  252.510  18.792  0.083  None  ATLAS  HKO  None
OBS:      59257.491  cyan-ATLAS  3241.903  262.594  18.723  0.081  None  ATLAS  HKO  None
OBS:      59261.408  cyan-ATLAS  2828.785  260.248  18.871  0.092  None  ATLAS  HKO  None
OBS:      59261.410  cyan-ATLAS  2908.037  238.459  18.841  0.082  None  ATLAS  HKO  None
OBS:      59261.429  cyan-ATLAS  2565.665  256.567  18.977  0.100  None  ATLAS  HKO  None
OBS:      59261.431  cyan-ATLAS  2079.697  255.803  19.205  0.123  None  ATLAS  HKO  None
OBS:      59263.438  cyan-ATLAS  -5282.019  11884.544  nan  -2.443  None  ATLAS  HKO  None
OBS:      59263.444  cyan-ATLAS  -2831.392  5776.040  nan  -2.215  None  ATLAS  HKO  None
OBS:      59265.437  orange-ATLAS  1175.980  1145.405  19.824  0.974  None  ATLAS  HKO  None
OBS:      59265.445  orange-ATLAS  18793.168  11125.556  16.815  0.592  None  ATLAS  HKO  None
OBS:      59265.459  orange-ATLAS  1096.478  2317.955  19.900  2.114  None  ATLAS  HKO  None
OBS:      59265.463  orange-ATLAS  -2772.043  4277.263  nan  -1.675  None  ATLAS  HKO  None
OBS:      59267.378  orange-ATLAS  1173.816  444.876  19.826  0.379  None  ATLAS  HKO  None
OBS:      59267.382  orange-ATLAS  1464.199  380.692  19.586  0.260  None  ATLAS  HKO  None
OBS:      59267.384  orange-ATLAS  1517.749  443.183  19.547  0.292  None  ATLAS  HKO  None
OBS:      59267.414  orange-ATLAS  1676.486  404.033  19.439  0.241  None  ATLAS  HKO  None
OBS:      59291.456  cyan-ATLAS  0.854  0.195  20.471  0.248  None  ATLAS  HKO  None
OBS:      59293.404  orange-ATLAS  0.341  0.183  20.426  5.000  None  ATLAS  HKO  None
OBS:      59303.353  orange-ATLAS  0.007  0.337  20.279  5.000  None  ATLAS  HKO  None
OBS:      59305.420  orange-ATLAS  0.438  0.231  20.167  5.000  None  ATLAS  HKO  None
OBS:      59309.314  cyan-ATLAS  0.447  0.147  21.174  0.358  None  ATLAS  HKO  None
OBS:      59313.396  cyan-ATLAS  0.066  0.157  20.976  5.000  None  ATLAS  HKO  None
OBS:      59319.315  orange-ATLAS  0.113  0.217  20.593  5.000  None  ATLAS  HKO  None
OBS:      59321.335  orange-ATLAS  0.215  0.186  20.581  5.000  None  ATLAS  HKO  None
OBS:      59323.282  orange-ATLAS  0.128  0.457  19.860  5.000  None  ATLAS  HKO  None
OBS:      59327.303  orange-ATLAS  1.062  0.426  19.376  5.000  None  ATLAS  HKO  None
OBS:      59329.345  orange-ATLAS  0.560  0.467  19.569  5.000  None  ATLAS  HKO  None
OBS:      59335.302  orange-ATLAS  0.357  0.175  20.438  5.000  None  ATLAS  HKO  None
OBS:      59337.323  orange-ATLAS  0.024  0.241  20.618  5.000  None  ATLAS  HKO  None
OBS:      59343.301  cyan-ATLAS  0.567  0.175  20.916  0.335  None  ATLAS  HKO  Bad
OBS:      59345.331  orange-ATLAS  0.799  0.209  20.544  0.285  None  ATLAS  HKO  None
OBS:      59347.307  cyan-ATLAS  0.745  0.229  20.619  0.333  None  ATLAS  HKO  None
OBS:      59349.283  orange-ATLAS  0.263  0.200  20.461  5.000  None  ATLAS  HKO  None
OBS:      59351.277  orange-ATLAS  -0.512  0.354  nan  -0.751  None  ATLAS  HKO  None
OBS:      59359.259  orange-ATLAS  -0.150  0.438  nan  -3.173  None  ATLAS  HKO  None
OBS:      59363.306  orange-ATLAS  -0.878  0.256  nan  -0.316  None  ATLAS  HKO  None
OBS:      59367.261  orange-ATLAS  0.381  0.305  20.019  5.000  None  ATLAS  HKO  None
OBS:      59369.288  cyan-ATLAS  0.420  0.214  20.236  5.000  None  ATLAS  HKO  None
OBS:      59371.266  orange-ATLAS  0.466  0.316  19.924  5.000  None  ATLAS  HKO  None
OBS:      59373.284  cyan-ATLAS  0.051  0.180  20.870  5.000  None  ATLAS  HKO  None
OBS:      59643.414  orange-ATLAS  0.133  0.220  20.552  5.000  None  ATLAS  HKO  None
OBS:      59644.428  orange-ATLAS  -0.666  0.235  nan  -0.383  None  ATLAS  HKO  None
OBS:      59645.390  cyan-ATLAS  -3.610  7.882  nan  -2.371  None  ATLAS  HKO  None
OBS:      59646.381  orange-ATLAS  -1.099  0.478  nan  -0.472  None  ATLAS  HKO  None
OBS:      59647.414  orange-ATLAS  -0.731  0.285  nan  -0.424  None  ATLAS  HKO  None
OBS:      59649.314  orange-ATLAS  0.321  0.275  20.152  5.000  None  ATLAS  HKO  None
OBS:      59651.395  orange-ATLAS  0.016  0.366  20.182  5.000  None  ATLAS  HKO  None
OBS:      59657.386  orange-ATLAS  -0.044  0.394  nan  -9.714  None  ATLAS  HKO  None
OBS:      59662.403  cyan-ATLAS  -2.204  1.336  nan  -0.658  None  ATLAS  HKO  None
OBS:      59665.358  cyan-ATLAS  -0.744  0.237  nan  -0.346  None  ATLAS  HKO  None
OBS:      59666.382  cyan-ATLAS  0.745  0.229  20.619  0.333  None  ATLAS  HKO  None
OBS:      59667.389  orange-ATLAS  -0.950  0.542  nan  -0.619  None  ATLAS  HKO  None
OBS:      59669.383  cyan-ATLAS  -0.094  0.186  nan  -2.143  None  ATLAS  HKO  None
OBS:      59670.346  cyan-ATLAS  0.396  0.193  20.326  5.000  None  ATLAS  HKO  None
OBS:      59671.326  orange-ATLAS  0.760  0.258  19.835  5.000  None  ATLAS  HKO  None
OBS:      59672.316  orange-ATLAS  0.065  0.248  20.529  5.000  None  ATLAS  HKO  None
OBS:      59673.315  cyan-ATLAS  101.190  165.673  13.358  5.000  None  ATLAS  HKO  None
OBS:      59677.313  cyan-ATLAS  0.631  0.306  19.825  5.000  None  ATLAS  HKO  None
OBS:      59678.251  cyan-ATLAS  -0.602  0.368  nan  -0.664  None  ATLAS  HKO  None
OBS:      59679.297  orange-ATLAS  -73.051  304.223  nan  -4.522  None  ATLAS  HKO  None
OBS:      59683.349  orange-ATLAS  0.568  0.636  19.315  5.000  None  ATLAS  HKO  None
OBS:      59684.328  orange-ATLAS  1.724  0.499  19.709  0.314  None  ATLAS  HKO  None
OBS:      59689.308  orange-ATLAS  0.122  0.230  20.525  5.000  None  ATLAS  HKO  None
OBS:      59690.348  cyan-ATLAS  0.086  0.243  20.523  5.000  None  ATLAS  HKO  None
OBS:      59691.377  orange-ATLAS  4.013  1.304  18.791  0.353  None  ATLAS  HKO  None
OBS:      59692.277  orange-ATLAS  -0.158  0.336  nan  -2.318  None  ATLAS  HKO  None
OBS:      59693.346  cyan-ATLAS  -0.277  0.607  nan  -2.375  None  ATLAS  HKO  None
OBS:      59694.295  cyan-ATLAS  0.756  0.222  20.604  0.319  None  ATLAS  HKO  None
OBS:      59695.280  orange-ATLAS  -0.033  0.254  nan  -8.240  None  ATLAS  HKO  None
OBS:      59696.344  orange-ATLAS  -0.660  0.246  nan  -0.404  None  ATLAS  HKO  None
OBS:      59697.298  cyan-ATLAS  -0.194  0.255  nan  -1.424  None  ATLAS  HKO  None
OBS:      59698.356  cyan-ATLAS  -0.013  0.190  nan  -15.396  None  ATLAS  HKO  None
OBS:      59699.359  orange-ATLAS  9.168  3.393  17.083  5.000  None  ATLAS  HKO  None
OBS:      59705.295  orange-ATLAS  0.208  0.367  20.007  5.000  None  ATLAS  HKO  None
OBS:      59710.273  orange-ATLAS  0.966  0.572  19.229  5.000  None  ATLAS  HKO  None
OBS:      59711.267  orange-ATLAS  1.068  0.461  19.327  5.000  None  ATLAS  HKO  None
OBS:      59712.324  orange-ATLAS  -0.142  0.438  nan  -3.360  None  ATLAS  HKO  None
OBS:      59714.333  orange-ATLAS  -0.291  0.442  nan  -1.647  None  ATLAS  HKO  None
OBS:      59715.306  orange-ATLAS  0.346  0.524  19.593  5.000  None  ATLAS  HKO  None
OBS:      59716.273  orange-ATLAS  -1.054  0.442  nan  -0.456  None  ATLAS  HKO  None
OBS:      59717.319  orange-ATLAS  0.008  0.288  20.449  5.000  None  ATLAS  HKO  None
OBS:      59719.277  orange-ATLAS  0.533  0.243  20.047  5.000  None  ATLAS  HKO  None
OBS:      59720.342  orange-ATLAS  0.030  0.330  20.277  5.000  None  ATLAS  HKO  None
OBS:      59721.266  cyan-ATLAS  0.265  0.204  20.443  5.000  None  ATLAS  HKO  None
OBS:      59722.300  cyan-ATLAS  0.129  0.206  20.618  5.000  None  ATLAS  HKO  None
OBS:      59723.310  orange-ATLAS  0.251  0.339  20.041  5.000  None  ATLAS  HKO  None
OBS:      59724.299  orange-ATLAS  -0.668  0.303  nan  -0.493  None  ATLAS  HKO  None
OBS:      59725.296  cyan-ATLAS  0.069  0.235  20.578  5.000  None  ATLAS  HKO  None
OBS:      59726.302  cyan-ATLAS  0.445  0.226  20.173  5.000  None  ATLAS  HKO  None
OBS:      59727.281  orange-ATLAS  -56.713  36.562  nan  -0.700  None  ATLAS  HKO  None
OBS:      59728.276  orange-ATLAS  -2.141  1.113  nan  -0.565  None  ATLAS  HKO  None
OBS:      59730.302  cyan-ATLAS  3.780  5.765  16.991  5.000  None  ATLAS  HKO  None
OBS:      59739.272  orange-ATLAS  0.371  0.402  19.806  5.000  None  ATLAS  HKO  None
OBS:      59741.292  orange-ATLAS  0.689  0.507  19.439  5.000  None  ATLAS  HKO  None
OBS:      59744.287  orange-ATLAS  -0.035  1.647  nan  -50.562  None  ATLAS  HKO  None
OBS:      59746.271  orange-ATLAS  -0.672  0.419  nan  -0.677  None  ATLAS  HKO  None
OBS:      59747.274  orange-ATLAS  -0.085  0.294  nan  -3.740  None  ATLAS  HKO  None
OBS:      59749.269  cyan-ATLAS  0.316  0.375  19.904  5.000  None  ATLAS  HKO  None
OBS:      59752.268  orange-ATLAS  -0.194  0.392  nan  -2.194  None  ATLAS  HKO  None
OBS:      59753.269  cyan-ATLAS  1.297  0.386  20.018  0.323  None  ATLAS  HKO  None
OBS:      59754.270  cyan-ATLAS  0.154  0.377  20.027  5.000  None  ATLAS  HKO  None
OBS:      59755.275  orange-ATLAS  -0.375  0.361  nan  -1.046  None  ATLAS  HKO  None
OBS:      59197.847  UVW1  3872.576  372.292  18.530  0.100  None  Swift  UVOT  None
OBS:      59197.849  U  6606.934  560.893  17.950  0.090  None  Swift  UVOT  None
OBS:      59197.850  B  8709.636  817.875  17.650  0.100  None  Swift  UVOT  None
OBS:      59197.851  UVW2  2488.857  239.267  19.010  0.100  None  Swift  UVOT  None
OBS:      59197.855  V  10964.782  1618.590  17.400  0.160  None  Swift  UVOT  None
OBS:      59197.856  UVM2  3435.579  330.281  18.660  0.100  None  Swift  UVOT  None
OBS:      59199.904  UVW1  2679.168  353.221  18.930  0.140  None  Swift  UVOT  None
OBS:      59199.905  U  6918.310  837.902  17.900  0.130  None  Swift  UVOT  None
OBS:      59199.906  B  9375.620  1220.914  17.570  0.140  None  Swift  UVOT  None
OBS:      59199.906  UVW2  1306.171  195.791  19.710  0.160  None  Swift  UVOT  None
OBS:      59199.908  V  11066.238  11045.858  17.390  1.080  None  Swift  UVOT  Bad
OBS:      59199.909  UVM2  1836.538  225.621  19.340  0.130  None  Swift  UVOT  None
OBS:      59201.237  UVW1  1887.991  1884.514  19.310  1.080  None  Swift  UVOT  Bad
OBS:      59201.238  U  3981.072  3973.740  18.500  1.080  None  Swift  UVOT  Bad
OBS:      59201.238  B  10568.175  1665.728  17.440  0.170  None  Swift  UVOT  None
OBS:      59201.238  UVW2  1086.426  1084.425  19.910  1.080  None  Swift  UVOT  Bad
OBS:      59201.239  V  16749.429  16718.583  16.940  1.080  None  Swift  UVOT  Bad
OBS:      59201.240  UVM2  1445.440  256.018  19.600  0.190  None  Swift  UVOT  None
OBS:      59203.882  UVW1  1235.947  241.422  19.770  0.210  None  Swift  UVOT  None
OBS:      59203.883  U  3467.369  546.517  18.650  0.170  None  Swift  UVOT  None
OBS:      59203.884  B  5495.409  916.446  18.150  0.180  None  Swift  UVOT  None
OBS:      59203.884  UVW2  772.681  143.890  20.280  0.200  None  Swift  UVOT  None
OBS:      59203.886  V  12022.644  2216.881  17.300  0.200  None  Swift  UVOT  None
OBS:      59203.887  UVM2  937.562  149.032  20.070  0.170  None  Swift  UVOT  None
OBS:      59207.806  UVW1  1853.532  1850.118  19.330  1.080  None  Swift  UVOT  Bad
OBS:      59207.807  U  3872.576  3865.445  18.530  1.080  None  Swift  UVOT  Bad
OBS:      59207.807  B  6606.934  6594.767  17.950  1.080  None  Swift  UVOT  Bad
OBS:      59207.807  UVW2  1086.426  1084.425  19.910  1.080  None  Swift  UVOT  Bad
OBS:      59207.809  V  16443.717  16413.434  16.960  1.080  None  Swift  UVOT  Bad
OBS:      59207.809  UVM2  1009.253  1007.394  19.990  1.080  None  Swift  UVOT  Bad
OBS:      59257.452  UVW2  461.318  69.150  20.840  0.160  None  Swift  UVOT  None
OBS:      59257.460  UVM2  613.762  86.453  20.530  0.150  None  Swift  UVOT  None
OBS:      59260.519  UVW2  602.560  112.210  20.550  0.200  None  Swift  UVOT  None
OBS:      59260.523  UVM2  654.636  145.797  20.460  0.240  None  Swift  UVOT  None
OBS:      59262.238  UVW1  824.138  191.080  20.210  0.250  None  Swift  UVOT  None
OBS:      59262.239  U  1644.372  394.843  19.460  0.260  None  Swift  UVOT  None
OBS:      59262.240  B  4487.454  830.541  18.370  0.200  None  Swift  UVOT  None
OBS:      59262.241  UVW2  383.707  103.010  21.040  0.290  None  Swift  UVOT  None
OBS:      59262.244  V  6486.344  1673.420  17.970  0.280  None  Swift  UVOT  None
OBS:      59262.244  UVM2  660.693  123.036  20.450  0.200  None  Swift  UVOT  None
OBS:      59268.614  UVW1  717.794  219.014  20.360  0.330  None  Swift  UVOT  Bad
OBS:      59268.615  U  1355.189  1352.694  19.670  1.080  None  Swift  UVOT  Bad
OBS:      59268.616  B  5597.576  1087.302  18.130  0.210  None  Swift  UVOT  None
OBS:      59268.616  UVW2  698.232  155.506  20.390  0.240  None  Swift  UVOT  None
OBS:      59268.618  V  7112.135  2096.680  17.870  0.320  None  Swift  UVOT  Bad
OBS:      59268.618  UVM2  630.957  140.523  20.500  0.240  None  Swift  UVOT  None
OBS:      59498.525  UVW1  895.365  893.716  20.120  1.080  None  Swift  UVOT  Bad
OBS:      59498.526  U  2208.005  672.172  19.140  0.330  None  Swift  UVOT  Bad
OBS:      59498.526  B  4055.085  1309.020  18.480  0.350  None  Swift  UVOT  Bad
OBS:      59498.527  UVW2  559.758  181.062  20.630  0.350  None  Swift  UVOT  Bad
OBS:      59498.528  V  9120.108  9103.313  17.600  1.080  None  Swift  UVOT  Bad
OBS:      59498.528  UVM2  824.138  191.080  20.210  0.250  None  Swift  UVOT  None
OBS:      60006.373  UVW2  478.630  80.425  20.800  0.180  None  Swift  UVOT  None
OBS:      60006.379  UVM2  539.511  95.559  20.670  0.190  None  Swift  UVOT  None
OBS:      60006.386  UVW1  779.830  102.813  20.270  0.140  None  Swift  UVOT  None
OBS:      59253.252  gp  4399.499  114.182  18.391  0.028  None  Siding_Spring_1m  Sinistro  None
OBS:      59253.253  rp  3677.628  130.736  18.586  0.039  None  Siding_Spring_1m  Sinistro  None
OBS:      59253.254  ip  1459.674  1459.674  19.589  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59258.139  gp  1080.368  1080.368  19.916  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59258.142  rp  850.931  850.931  20.175  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59258.144  ip  890.987  890.987  20.125  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59262.638  gp  4502.218  4502.218  18.366  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59262.640  rp  4361.795  4361.795  18.401  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59262.642  ip  6127.325  6127.325  18.032  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59267.507  gp  4806.172  4806.172  18.296  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59267.508  rp  4508.067  4508.067  18.365  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59267.510  ip  4610.140  4610.140  18.341  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59275.150  gp  5004.815  5004.815  18.252  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59275.152  rp  4104.949  4104.949  18.467  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59275.155  ip  3911.945  3911.945  18.519  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59280.561  gp  1845.784  1845.784  19.335  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59280.565  rp  96279.276  96279.276  15.041  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59280.570  ip  11905.374  11905.374  17.311  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59285.573  up  5801.825  5801.825  18.091  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59285.575  gp  1937.265  1937.265  19.282  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59285.576  rp  1709.893  1709.893  19.418  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59285.577  ip  2632.359  2632.359  18.949  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59291.125  up  1015.750  1015.750  19.983  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59291.131  gp  1198.777  1198.777  19.803  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59291.132  rp  1197.762  1197.762  19.804  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59291.133  ip  1270.043  1270.043  19.741  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59297.526  gp  8089.458  8089.458  17.730  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59297.528  rp  7918.377  7918.377  17.753  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59297.530  ip  6303.511  6303.511  18.001  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59302.511  gp  57050.130  57050.130  15.609  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59302.512  rp  13196.612  13196.612  17.199  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59302.521  up  48485.706  48485.706  15.786  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59302.524  gp  15371.461  15371.461  17.033  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59302.525  rp  11942.546  11942.546  17.307  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59302.526  ip  12479.245  12479.245  17.259  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59309.764  up  10176.768  10176.768  17.481  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59309.767  gp  5927.518  5927.518  18.068  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59309.768  rp  5171.225  5171.225  18.216  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59309.769  ip  5131.051  5131.051  18.224  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59314.437  up  2398.194  2398.194  19.050  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59314.440  gp  1213.351  1213.351  19.790  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59314.441  rp  990.965  990.965  20.010  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59314.442  ip  1923.789  1923.789  19.290  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59324.740  gp  6838.377  6838.377  17.913  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59324.742  rp  6088.967  6088.967  18.039  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59324.743  ip  4484.043  4484.043  18.371  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59333.960  up  4520.300  4520.300  18.362  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59333.965  gp  3566.982  3566.982  18.619  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59333.966  rp  3833.849  3833.849  18.541  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59333.967  ip  5193.356  5193.356  18.211  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      60056.264  up  317.259  59.389  21.246  0.203  None  Siding_Spring_1m  Sinistro  Bad
OBS:      60058.158  rp  1718.187  1718.187  19.412  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      60058.208  ip  1790.080  1790.080  19.368  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      60058.232  gp  813.442  813.442  20.224  1.086  None  Siding_Spring_1m  Sinistro  Bad
OBS:      59267.416  i  1602.065  214.102  19.488  0.145  None  Pan-STARRS1  GPC1  None
OBS:      59267.427  i  1426.133  187.193  19.615  0.143  None  Pan-STARRS1  GPC1  None
OBS:      59277.368  r  342.408  342.408  21.164  1.086  None  Nickel  Direct/2Kx2K  Bad
# END: 
