name ra dec hostra_ghost hostdec_ghost hostra_sherlock hostdec_sherlock transient_sep_ghost sep_L2arcsec_ghost transient_sep_sherlock sep_L2arcsec_sherlock sep_host_ghost_v_sherlock sep_L2arcsec_host_ghost_v_sherlock
2021aesc 152.76662434425694 6.428650290415651 152.7667512 6.4288210 152.7667389 6.4288659 0.7640931 True 0.8778555 True 0.1676650 True
2021aesd 150.18822515545767 4.83381013803525 150.1886004 4.8336056 150.1872083 4.8326111 1.5344518 True 5.6512589 False 6.1445795 False
2021aese 137.06523211154948 42.51006463910162 137.0658649 42.5103221 137.0648421 42.5089425 1.9180897 True 4.1700788 False 5.6597368 False
2021aesx 59.74408333333333 -26.231675 59.7441167 -26.2316763 -99.0000000 -99.0000000 0.1078816 True -99.0000000 False -99.0000000 False
2021aeti 141.8311125 32.27580833333333 141.8312610 32.2759991 -99.0000000 -99.0000000 0.8222563 True -99.0000000 False -99.0000000 False
2021aetu 31.03023889218812 -3.944823955482119 31.0302886 -3.9449159 -99.0000000 -99.0000000 0.3758966 True -99.0000000 False -99.0000000 False
2021aeuw 321.2538333281106 12.44196533024333 321.2540195 12.4406158 321.2540134 12.4406075 4.9023277 False 4.9289113 False 0.0365266 True
2021aewe 137.51415200071105 25.454233886545698 137.5134492 25.4527907 137.5134844 25.4528099 5.6753581 False 5.5667874 False 0.1334711 True
2021aewz 150.90162916666665 2.345355555555556 150.9015739 2.3453304 150.9015833 2.3453333 0.2185798 True 0.1832479 True 0.0356731 True
2021aexf 134.10363683378466 26.936447076021217 134.1032681 26.9367126 134.1032770 26.9367293 1.5212496 True 1.5380043 True 0.0664627 True
2021aexn 2.625309835452927 18.64214758055156 2.6259311 18.6414805 -99.0000000 -99.0000000 3.2028450 False -99.0000000 False -99.0000000 False
2021aeyq 67.13591637867097 -9.115921775111975 67.1356504 -9.1157357 -99.0000000 -99.0000000 1.1587069 True -99.0000000 False -99.0000000 False
2021aezn 2.7645344725543555 18.12777389487121 2.7645891 18.1277339 2.7645689 18.1277424 0.2357085 True 0.1635852 True 0.0753121 True
2021aezo 331.78937169571594 3.675477349484883 331.7882472 3.6740261 -99.0000000 -99.0000000 6.6040661 False -99.0000000 False -99.0000000 False
2021aezp 6.27713220965166 28.39645996563211 6.2767636 28.3957075 6.2767636 28.3957227 2.9497864 False 2.8994834 False 0.0547922 True
2021afaa 137.63937499999997 45.5718 137.6392882 45.5717845 -99.0000000 -99.0000000 0.2258546 True -99.0000000 False -99.0000000 False
2021afan 138.66917916666662 25.149216666666668 138.6690909 25.1493842 -99.0000000 -99.0000000 0.6682729 True -99.0000000 False -99.0000000 False
2021afd 155.53699903101813 3.0600899184962285 155.5368392 3.0593920 155.5368265 3.0593975 2.5773863 False 2.5686915 False 0.0499533 True
2021afds 141.7130625 25.4878 141.7131543 25.4882030 -99.0000000 -99.0000000 1.4810690 True -99.0000000 False -99.0000000 False
2021afe 155.6130190449148 0.130675668831699 155.6124176 0.1307750 155.6124076 0.1307292 2.1945088 False 2.2096369 False 0.1685466 True
2021afeb 15.068498807096907 -15.298334759400499 15.0660420 -15.2993231 15.0662270 -15.2992970 9.2433396 False 8.6157455 False 0.6492190 True
2021aff 151.6089306196412 6.91220171351477 151.6090856 6.9131089 151.6090699 6.9131064 3.3125229 False 3.2946586 False 0.0567108 True
2021afg 161.8316606242166 -2.3516952864546954 161.8309841 -2.3522032 161.8309677 -2.3522011 3.0437709 False 3.0868537 False 0.0596259 True
2021afgq 32.36552083333333 -3.615702777777778 -99.0000000 -99.0000000 -99.0000000 -99.0000000 -99.0000000 False -99.0000000 False -99.0000000 False
2021afh 192.9020375 5.79006111111111 192.9020143 5.7898346 192.9019914 5.7898335 0.8196197 True 0.8359910 True 0.0820858 True
2021afhm 139.76457916666664 24.60691388888889 139.7647761 24.6069808 -99.0000000 -99.0000000 0.6882877 True -99.0000000 False -99.0000000 False
2021afi 156.60316748827316 6.000683468671396 156.6029541 6.0006210 156.6029583 6.0006100 0.7964788 True 0.7941681 True 0.0423935 True
2021afie 21.66171799998745 -15.189749905546503 21.6612153 -15.1894526 21.6612159 -15.1894384 2.0484999 False 2.0738438 False 0.0511438 True
2021afif 23.230397497767097 -14.77519324372083 23.2304573 -14.7726515 -99.0000000 -99.0000000 9.1527554 False -99.0000000 False -99.0000000 False
2021afij 36.093370833333324 34.97626944444445 36.0931653 34.9765451 -99.0000000 -99.0000000 1.1628315 True -99.0000000 False -99.0000000 False
2021afj 174.11864952985417 13.221051903101246 174.1171135 13.2222433 174.1171208 13.2222403 6.8828637 False 6.8560799 False 0.0279400 True
2021afk 186.375191666667 31.1119805555556 -99.0000000 -99.0000000 -99.0000000 -99.0000000 -99.0000000 False -99.0000000 False -99.0000000 False
2021afkm 21.896704166666662 3.4892250000000002 21.8961489 3.4894468 21.8961668 3.4894447 2.1489749 False 2.0866303 False 0.0647009 True
2021aflc 62.99529166666666 -9.958947222222221 62.9950804 -9.9590529 -99.0000000 -99.0000000 0.8401696 True -99.0000000 False -99.0000000 False
2021aflh 58.510233333333325 -22.969641666666664 58.5108000 -22.9692994 -99.0000000 -99.0000000 2.2465330 False -99.0000000 False -99.0000000 False
2021aflo 19.853974999999995 -3.369925 19.8544092 -3.3692730 -99.0000000 -99.0000000 2.8185248 False -99.0000000 False -99.0000000 False
2021afpm 316.04637499999995 -1.0336694444444445 316.0458311 -1.0339388 -99.0000000 -99.0000000 2.1848371 False -99.0000000 False -99.0000000 False
2021afqh 45.42067772410827 -1.4612234412951512 45.4207130 -1.4611797 -99.0000000 -99.0000000 0.2022872 True -99.0000000 False -99.0000000 False
2021afqk 2.0532874999999997 22.16265 2.0532395 22.1623449 2.0532341 22.1623865 1.1101403 True 0.9652891 True 0.1508628 True
2021afqo 52.39193333333333 -3.3300694444444443 52.3911739 -3.3313471 -99.0000000 -99.0000000 5.3484068 False -99.0000000 False -99.0000000 False
2021afra 325.1075708333333 8.308136111111112 325.1076511 8.3078924 325.1076715 8.3078999 0.9227294 True 0.9228520 True 0.0773925 True
2021afrg 36.6239625 -8.789897222222223 36.6251813 -8.7896715 -99.0000000 -99.0000000 4.4115836 False -99.0000000 False -99.0000000 False
2021afri 35.05101666666667 -1.6087500000000001 35.0534665 -1.6094128 -99.0000000 -99.0000000 9.1332139 False -99.0000000 False -99.0000000 False
2021aftm 115.93131081253358 37.9329996299967 115.9320075 37.9329450 115.9307696 37.9329857 1.9878023 True 1.5374903 True 3.5177767 False
2021aftn 63.6487625 -7.094055555555555 63.6491682 -7.0941157 63.6491799 -7.0941199 1.4655699 True 1.5089443 True 0.0442198 True
2021afto 6.384595833333333 26.88497222222222 6.3851528 26.8850633 6.3851698 26.8850531 1.8183354 True 1.8656647 True 0.0655058 True
2021aftp 311.4066824137785 0.4052078080147416 311.4061126 0.4040865 311.4061210 0.4040981 4.5280622 False 4.4772446 False 0.0514472 True
2021aftq 325.8948655883042 9.521426422481198 325.8947654 9.5205327 325.8947732 9.5205438 3.2369010 False 3.1942972 False 0.0485326 True
2021aftr 321.4932708333333 8.605580555555555 321.4959406 8.6091295 -99.0000000 -99.0000000 15.9227267 False -99.0000000 False -99.0000000 False
2021afty 21.423883333333333 -18.422508333333333 21.4238499 -18.4225672 -99.0000000 -99.0000000 0.2407602 True -99.0000000 False -99.0000000 False
2021afui 121.67411942305782 38.878867566686424 121.6740859 38.8789755 121.6740965 38.8789413 0.3996164 True 0.2729926 True 0.1266238 True
2021afxu 20.596779166666664 3.0103833333333334 20.5969873 3.0103394 -99.0000000 -99.0000000 0.7648844 True -99.0000000 False -99.0000000 False
2021afxz 1.813920833333333 1.3429777777777776 1.8139915 1.3435495 -99.0000000 -99.0000000 2.0736623 False -99.0000000 False -99.0000000 False
2021agbd 353.8311541666666 23.80713888888889 353.8308032 23.8060177 -99.0000000 -99.0000000 4.1984402 False -99.0000000 False -99.0000000 False
2021agbn 59.3035351736773 -25.403350182404175 59.3048843 -25.3986194 59.3048210 -25.3986530 17.5868961 False 17.4191860 False 0.2388084 True
2021agng 196.16200416666663 28.584474999999998 196.1616389 28.5841622 196.1616272 28.5842071 1.6127001 True 1.5330112 True 0.1656611 True
2021agrb 113.91008330036532 41.83557473831055 113.9090851 41.8340883 113.9091543 41.8340631 5.9836894 False 5.9854187 False 0.2066343 True
2021agrc 244.75948509144303 14.799669825116025 244.7595647 14.7999415 244.7596800 14.7998310 1.0164683 True 0.8926829 True 0.5650851 True
2021agt 196.71477775492485 17.066447164578832 196.7131566 17.0663358 196.7138417 17.0678419 5.5934501 False 5.9656661 False 5.9124616 False
2021agu 193.60077102000875 7.0427418882390045 193.6004554 7.0428028 193.6003750 7.0428100 1.1486271 True 1.4360046 True 0.2885914 True
2021ahpk 146.55052722340574 33.09855671696515 146.5505015 33.0985599 146.5505076 33.0985659 0.0785633 True 0.0677781 True 0.0283601 True
2021ahpq 64.50757916666666 -8.604430555555556 64.5075487 -8.6044510 64.5075688 -8.6044405 0.1310331 True 0.0516300 True 0.0806826 True
2021akq 81.704225 -23.32571111111111 81.7040745 -23.3256183 -99.0000000 -99.0000000 0.5995102 True -99.0000000 False -99.0000000 False
2021alq 226.25789057315055 12.641645938770868 226.2580466 12.6418057 226.2580294 12.6417732 0.7943647 True 0.6692145 True 0.1314363 True
2021amm 152.621241666667 5.62477222222222 152.6219932 5.6243211 -99.0000000 -99.0000000 3.1443585 False -99.0000000 False -99.0000000 False
2021amq 242.975245833333 21.0086972222222 242.9753360 21.0087653 -99.0000000 -99.0000000 0.3897127 True -99.0000000 False -99.0000000 False
2021aoi 174.93463011179708 9.690697339378211 174.9344449 9.6910723 174.9344325 9.6910644 1.5012210 True 1.4960345 True 0.0525431 True
2021aon 115.702838734247 37.6697330003315 115.7030321 37.6740644 -99.0000000 -99.0000000 15.6028107 False -99.0000000 False -99.0000000 False
2021aot 10.847426244103469 2.030493687364184 10.8474639 2.0303567 10.8473750 2.0303333 0.5114281 True 0.6059996 True 0.3308645 True
2021aou 153.32012748047225 2.9617920857748916 153.3194632 2.9612596 153.3194527 2.9612654 3.0622440 False 3.0790470 False 0.0432920 True
2021aov 187.4224870748745 13.607273218774893 187.4212312 13.6076482 187.4212638 13.6076170 4.5968192 False 4.4557021 False 0.1598592 True
2021aow 185.84202264680573 5.953927202243201 185.8421667 5.9548191 185.8421918 5.9547919 3.2519373 False 3.1713049 False 0.1328480 True
2021aox 161.73051327090027 -4.394704314038133 161.7304296 -4.3948513 161.7304328 -4.3948478 0.6082598 True 0.5919355 True 0.0167928 True
2021aoy 9.96037083333333 3.69765833333333 9.9603398 3.6976646 9.9603542 3.6976678 0.1137686 True 0.0686623 True 0.0529981 True
2021apd 16.3752201041666 3.75523710015178 16.3754682 3.7543259 16.3754613 3.7543318 3.3992337 False 3.3721316 False 0.0327394 True
2021aql 177.828 21.4560916666667 177.8280246 21.4561304 -99.0000000 -99.0000000 0.1619304 True -99.0000000 False -99.0000000 False
2021arg 67.8282625 -10.3963861111111 67.8281451 -10.3961953 67.8281597 -10.3962074 0.8027700 True 0.7393657 True 0.0673061 True
2021arl 185.75038559448925 18.59376697104043 185.7503675 18.5937071 185.7503407 18.5936971 0.2242704 True 0.2944375 True 0.0984192 True
2021aru 202.41214324066055 32.59335756065957 202.4122918 32.5932316 202.4122275 32.5931968 0.6390776 True 0.6325989 True 0.2316520 True
2021at 116.78577499074792 43.48921547795289 116.7856577 43.4889846 116.7856780 43.4889726 0.8859013 True 0.9103412 True 0.0683129 True
2021atg 196.34238526837783 -0.5560421597329259 196.3422671 -0.5562850 196.3422873 -0.5562853 0.9723691 True 0.9435795 True 0.0730323 True
2021ath 208.2018937727481 31.83941237132441 208.2022762 31.8394237 208.2022332 31.8393970 1.1701676 True 1.0395790 True 0.1627282 True
2021ati 202.7739839950344 31.451558478972007 -99.0000000 -99.0000000 202.7722226 31.4521295 -99.0000000 False 5.7868922 False -99.0000000 False
2021atj 188.27116309454158 9.94064497603226 188.2705154 9.9404882 188.2705404 9.9404948 2.3649660 False 2.2733813 False 0.0916084 True
2021atk 189.77357499830515 -5.56714218129461 189.7737946 -5.5672156 189.7738035 -5.5672462 0.8300882 True 0.9004235 True 0.1147303 True
2021au 13.6215572540689 3.7640882962697 13.6200630 3.7637388 13.6199740 3.7639954 5.5132152 False 5.6972271 False 0.9777047 True
2021avi 236.093536109167 17.0330562428663 236.0935084 17.0341496 236.0935820 17.0340370 3.9372018 False 3.5342574 False 0.4779091 True
2021baa 216.45833228422845 37.942047573488445 216.4571745 37.9423863 216.4571914 37.9423991 3.5057618 False 3.4774848 False 0.0666634 True
2021bbb 194.85923018263895 -3.275636196754074 194.8588836 -3.2758042 194.8588918 -3.2757890 1.3847888 True 1.3347644 True 0.0622407 True
2021bbc 194.22292160123064 -4.01764234479349 194.2229857 -4.0172213 194.2229923 -4.0172358 1.5329838 True 1.4854635 True 0.0570693 True
2021bbd 189.89445646687537 -3.719044568906514 189.8937486 -3.7192773 189.8937563 -3.7192815 2.6773059 False 2.6559032 False 0.0313665 True
2021bbp 42.1485958333333 38.7487527777778 42.1479083 38.7490565 42.1481150 38.7490200 2.2184430 False 1.6576933 True 0.5950015 True
2021bbq 179.911375 19.9597777777778 179.9109221 19.9594518 179.9097318 19.9598604 1.9301809 True 5.5682958 False 4.2881271 False
2021bbr 207.379729166667 28.2591916666667 207.3795231 28.2560586 207.3795159 28.2560533 11.2978764 False 11.3181988 False 0.0298458 True
2021bbz 176.3483086966207 20.32445872629823 176.3493664 20.3254291 176.3493750 20.3254200 4.9953967 False 4.9933352 False 0.0436344 True
2021bcr 170.094645833333 12.0314277777778 170.0934554 12.0311142 -99.0000000 -99.0000000 4.3408641 False -99.0000000 False -99.0000000 False
2021be 67.8859333333333 -6.56956388888889 67.8885902 -6.5706462 67.8859231 -6.5696496 10.2697156 False 0.3108352 True 10.1907449 False
2021beb 112.00133483823777 42.66179985371394 112.0085737 42.6593750 112.0085387 42.6593577 21.0585462 False 21.0003505 False 0.1114646 True
2021bei 225.434354166667 41.2827833333333 225.4344113 41.2829486 -99.0000000 -99.0000000 0.6147016 True -99.0000000 False -99.0000000 False
2021bf 17.135650939719 4.30361036904737 17.1352220 4.3021053 17.1352470 4.3021243 5.6326968 False 5.5429695 False 0.1125735 True
2021bfd 138.438988655617 -5.27435662372327 138.4389022 -5.2745422 -99.0000000 -99.0000000 0.7364264 True -99.0000000 False -99.0000000 False
2021bg 17.3643833333333 1.83026111111111 17.3639347 1.8301934 17.3639819 1.8301777 1.6325212 True 1.4752387 True 0.1789682 True
2021bh 60.73646666666666 -8.469152777777778 60.7370161 -8.4693026 60.7370012 -8.4693006 2.0294271 False 1.9762189 True 0.0537345 True
2021biy 190.5167557080039 32.535514777870944 190.5245844 32.5354583 190.5333750 32.5415000 23.7610323 False 54.8476028 False 34.4211379 False
2021bmb 224.32535950959706 43.45973673138668 224.3253317 43.4599127 224.3252957 43.4598986 0.6375341 True 0.6060363 True 0.1067779 True
2021bmt 93.136875 -21.12335 93.1366745 -21.1192345 93.1365810 -21.1192760 14.8312683 False 14.6995933 False 0.3478606 True
2021bmu 19.5190582901647 14.5536782776485 19.5181626 14.5563855 19.5181810 14.5563300 10.2335339 False 10.0236968 False 0.2098371 True
2021bmv 66.66113707494377 -11.89603425302899 66.6612750 -11.8959011 66.6612699 -11.8958887 0.6826533 True 0.7025146 True 0.0479954 True
2021bnn 197.559291666667 -4.28986944444444 197.5584618 -4.2909260 -99.0000000 -99.0000000 4.8314244 False -99.0000000 False -99.0000000 False
2021bpq 152.54231178106016 6.75094633624778 152.5420806 6.7514661 152.5420830 6.7514400 2.0456398 False 1.9563651 True 0.0943999 True
2021bsf 181.516854292239 20.5370436270339 181.5167599 20.5369475 181.5167651 20.5369351 0.4699307 True 0.4929359 True 0.0478384 True
2021bsr 135.088624197543 23.1455064703511 135.0885602 23.1460691 135.0885770 23.1460090 2.0365903 False 1.8158404 True 0.2234707 True
2021bsv 162.923501376728 -0.43249701720461337 162.9234549 -0.4325321 162.9234656 -0.4325452 0.2094919 True 0.2158479 True 0.0610101 True
2021btn 244.6177456076333 13.774433754567154 244.6172800 13.7738126 244.6175540 13.7737160 2.7662139 False 2.6693554 False 1.0193145 True
2021bug 188.59484797165018 2.317297235316981 188.5944283 2.3176369 188.5917500 2.3253600 1.9427517 True 31.0915512 False 29.4248262 False
2021buh 156.040101575088 0.343378707112764 156.0390578 0.3462288 -99.0000000 -99.0000000 10.9266841 False -99.0000000 False -99.0000000 False
2021bui 238.956095833333 24.4865 238.9560423 24.4865036 -99.0000000 -99.0000000 0.1759222 True -99.0000000 False -99.0000000 False
2021buj 206.655966666667 30.3718416666667 206.6558264 30.3710575 206.6558418 30.3710760 2.8564595 False 2.7836021 False 0.0819958 True
2021bvy 186.7457004138369 18.51693263334001 186.7448529 18.5164828 186.7463843 18.5173590 3.3156759 False 2.7938459 False 6.1056681 False
2021bwv 152.6143091382226 2.2281627863211817 152.6160865 2.2282077 152.6160905 2.2282208 6.3956045 False 6.4113464 False 0.0491135 True
2021bwy 194.99150858980715 7.01176798649309 194.9917010 7.0112982 194.9916729 7.0114288 1.8256806 True 1.3548909 True 0.4808060 True
2021bxe 194.36687802283842 29.200205847711146 194.3673797 29.2000694 194.3673700 29.2000681 1.6513713 True 1.6237568 True 0.0308595 True
2021bzk 122.50227082109217 40.31267003760724 122.5019018 40.3122716 122.5020830 40.3123660 1.7562152 True 1.2098917 True 0.6026155 True
2021bzl 126.63196445085016 48.383134603669326 126.6323410 48.3831974 126.6323178 48.3831143 0.9281365 True 0.8480555 True 0.3040268 True
2021bzq 68.39506666666666 -7.4767777777777775 68.3953877 -7.4768976 -99.0000000 -99.0000000 1.2245588 True -99.0000000 False -99.0000000 False
2021cb 237.932029166667 27.7952944444444 237.9320584 27.7954070 -99.0000000 -99.0000000 0.4156658 True -99.0000000 False -99.0000000 False
2021cbe 132.84979574275 -1.3438197046346 132.8497976 -1.3438219 132.8498043 -1.3438290 0.0101438 True 0.0455379 True 0.0354057 True
2021cca 154.080464301706 -1.78747190800043 154.0805586 -1.7875785 154.0805810 -1.7875542 0.5122398 True 0.5137507 True 0.1192015 True
2021ccl 196.60904776334948 0.27794756398053516 196.6084607 0.2767708 196.6084583 0.2767765 4.7341227 False 4.7199214 False 0.0219646 True
2021cdn 234.72469931645892 7.134734734088573 234.7252551 7.1352780 234.7252176 7.1352477 2.7867193 False 2.6149653 False 0.1725898 True
2021cfi 194.861979166667 -4.2816 194.8619103 -4.2815081 -99.0000000 -99.0000000 0.4129309 True -99.0000000 False -99.0000000 False
2021cgf 133.127208333333 26.843975 133.1272186 26.8434058 -99.0000000 -99.0000000 2.0495293 False -99.0000000 False -99.0000000 False
2021cgj 135.256652749771 45.4749681769638 135.2579146 45.4750411 135.2579020 45.4750278 3.1961998 False 3.1607867 False 0.0573431 True
2021chy 183.69288604709573 13.331400884481926 183.6906872 13.3263958 183.6905670 13.3264970 19.5957852 False 19.4334077 False 0.5568952 True
2021cim 133.841941666667 27.8866888888889 133.8425551 27.8868304 -99.0000000 -99.0000000 2.0171557 False -99.0000000 False -99.0000000 False
2021cji 140.180847191274 50.5439766133581 140.1799864 50.5406477 140.1799604 50.5406381 12.1449315 False 12.1887755 False 0.0686935 True
2021cjj 187.2800756031823 7.2746476920842005 187.2799851 7.2734446 187.2802726 7.2714108 4.3432886 False 11.6739999 False 7.3931950 False
2021cjl 66.8357625 -10.698152777777779 66.8358657 -10.6975115 -99.0000000 -99.0000000 2.3372723 False -99.0000000 False -99.0000000 False
2021cjm 150.98356638044572 1.4726640908788156 150.9826733 1.4735368 150.9826718 1.4735224 4.4946326 False 4.4624275 False 0.0521497 True
2021cjn 67.98949583333332 -7.487802777777778 67.9893125 -7.4875482 67.9892083 -7.4876100 1.1261080 True 1.2389165 True 0.4333363 True
2021cjr 138.293220833333 34.6226722222222 138.2931862 34.6226875 -99.0000000 -99.0000000 0.1162480 True -99.0000000 False -99.0000000 False
2021cka 149.5664 2.406525 149.5663073 2.4063067 -99.0000000 -99.0000000 0.8536300 True -99.0000000 False -99.0000000 False
2021cly 59.6552125 -10.3258416666667 59.6572323 -10.3263740 59.6585350 -10.3236110 7.4059075 False 14.2463069 False 10.9647251 False
2021cmo 246.55941530710555 24.99695377734754 246.5617189 24.9990773 246.5617137 24.9990711 10.7204864 False 10.6926540 False 0.0280543 True
2021cob 187.605662527056 2.15189255285458 187.6071976 2.1521483 187.6071809 2.1521502 5.5984162 False 5.5406241 False 0.0602422 True
2021coc 190.91591656702676 -0.48472896727138326 190.9150392 -0.4852992 190.9150466 -0.4853080 3.7670692 False 3.7619072 False 0.0413187 True
2021cox 245.119224742298 24.139069591361 245.1202894 24.1401939 245.1202500 24.1401700 5.3491874 False 5.1997854 False 0.1552470 True
