# Observed by B. Martin
# Reduced by C. Lidman
# On 27/07/2023, 03:01:52
# Using DEbass pipeline: v01
# Using metadata: m01
#
# Wavelength Flux Error
3503.10	7.9554e+00	6.1071e+00
3503.88	2.7426e+00	6.2748e+00
3504.65	-4.9883e-02	6.1097e+00
3505.43	5.0907e+00	5.9567e+00
3506.20	2.9154e+00	6.2067e+00
3506.98	-1.3199e+00	6.5768e+00
3507.75	1.6940e+00	6.4675e+00
3508.53	2.2333e+00	6.1750e+00
3509.30	5.9603e+00	5.9580e+00
3510.08	7.0184e-01	6.3719e+00
3510.85	-2.3262e+00	6.4913e+00
3511.63	7.8261e+00	6.2958e+00
3512.40	1.0436e+00	6.1488e+00
3513.18	8.6012e+00	6.1172e+00
3513.95	5.9564e+00	6.1286e+00
3514.73	1.6600e+00	6.2651e+00
3515.50	3.9581e+00	6.0004e+00
3516.28	1.0632e+00	5.9500e+00
3517.05	1.6431e+00	5.7987e+00
3517.83	5.9273e+00	5.7328e+00
3518.60	5.1634e+00	5.8319e+00
3519.38	4.0367e+00	6.0707e+00
3520.15	1.8946e+00	6.2357e+00
3520.93	5.0018e+00	6.2277e+00
3521.70	1.1583e+01	5.9929e+00
3522.48	7.3124e+00	6.1072e+00
3523.25	7.5051e+00	5.8781e+00
3524.03	8.0370e+00	5.6103e+00
3524.80	3.7713e+00	5.5142e+00
3525.58	1.1527e+01	5.4994e+00
3526.35	6.3655e+00	5.6830e+00
3527.13	2.8101e+00	5.7326e+00
3527.90	2.0608e+00	5.5390e+00
3528.68	6.8714e+00	5.4159e+00
3529.45	3.8794e+00	5.3891e+00
3530.23	5.9469e+00	5.6664e+00
3531.00	9.7378e+00	5.9910e+00
3531.78	5.3596e+00	5.8017e+00
3532.55	1.0865e+00	5.3577e+00
3533.33	-2.6411e+00	5.2351e+00
3534.10	3.0077e+00	5.2466e+00
3534.88	2.3230e+00	5.4042e+00
3535.65	1.6173e+00	5.4848e+00
3536.43	4.0592e+00	5.3998e+00
3537.20	1.3388e+00	5.4937e+00
3537.98	2.5022e+00	5.4355e+00
3538.75	4.4438e+00	5.3541e+00
3539.53	7.7443e+00	5.3535e+00
3540.30	3.5878e+00	5.4933e+00
3541.08	3.5618e+00	5.3730e+00
3541.85	5.6829e+00	5.3557e+00
3542.63	1.4827e+00	5.4056e+00
3543.40	7.1902e-01	5.4443e+00
3544.18	1.3723e+00	5.4569e+00
3544.95	2.8332e+00	5.6786e+00
3545.73	6.7720e+00	5.4997e+00
3546.50	-1.9312e-01	5.4110e+00
3547.28	2.7767e+00	5.5462e+00
3548.05	6.9485e+00	5.6275e+00
3548.83	-3.4891e+00	5.5360e+00
3549.60	2.3202e+00	5.3112e+00
3550.38	8.8579e+00	5.1717e+00
3551.15	2.9281e+00	5.3090e+00
3551.93	1.3149e+00	5.3310e+00
3552.70	-1.8341e-01	5.1881e+00
3553.48	3.5582e+00	5.2146e+00
3554.25	6.3083e+00	5.2826e+00
3555.03	8.7923e+00	5.3220e+00
3555.80	2.9656e+00	5.3705e+00
3556.58	-7.8612e-01	5.2272e+00
3557.35	-1.8885e+00	5.2015e+00
3558.13	2.1117e+00	5.0476e+00
3558.90	3.2843e+00	5.0272e+00
3559.68	3.2720e+00	5.2328e+00
3560.45	7.5001e+00	5.1847e+00
3561.23	2.3168e+00	5.2962e+00
3562.00	-4.9396e+00	5.2542e+00
3562.78	2.2295e+00	5.2250e+00
3563.55	9.6745e+00	5.2265e+00
3564.33	-2.2697e+00	5.1699e+00
3565.10	7.0801e-01	5.1025e+00
3565.88	-1.2567e+00	5.0962e+00
3566.65	-1.0213e+00	5.0188e+00
3567.43	1.0945e+01	5.0536e+00
3568.20	5.5829e+00	5.0426e+00
3568.98	4.6927e+00	5.0475e+00
3569.76	9.2000e+00	5.0006e+00
3570.53	-1.1643e+00	4.9733e+00
3571.31	6.3191e+00	4.9287e+00
3572.08	7.5529e+00	4.9352e+00
3572.86	4.9476e+00	4.9361e+00
3573.63	-1.1909e-02	4.9772e+00
3574.41	-1.3363e+00	4.9723e+00
3575.18	1.3047e+00	4.9264e+00
3575.96	2.5543e+00	4.7044e+00
3576.73	9.3461e+00	4.7167e+00
3577.51	1.3100e+01	4.6890e+00
3578.28	2.2406e+00	4.5125e+00
3579.06	4.4842e+00	4.5443e+00
3579.83	7.1412e+00	4.6830e+00
3580.61	4.7642e+00	4.7071e+00
3581.38	4.3981e+00	4.7525e+00
3582.16	4.6399e+00	4.6981e+00
3582.93	5.5537e+00	4.6217e+00
3583.71	-3.1068e-01	4.5543e+00
3584.48	3.8413e+00	4.4288e+00
3585.26	4.3469e+00	4.3776e+00
3586.03	2.0678e+00	4.4981e+00
3586.81	1.6824e+00	4.4829e+00
3587.58	5.9130e+00	4.4574e+00
3588.36	7.8914e+00	4.5296e+00
3589.13	4.1118e+00	4.4957e+00
3589.91	2.5121e+00	4.5315e+00
3590.68	-6.6646e+00	4.6295e+00
3591.46	-1.8952e+00	4.6232e+00
3592.23	7.0838e+00	4.5302e+00
3593.01	4.5298e+00	4.4730e+00
3593.78	1.2925e+00	4.5281e+00
3594.56	-5.6712e-01	4.4866e+00
3595.33	-1.3639e+00	4.6019e+00
3596.11	1.6501e+00	4.5086e+00
3596.88	4.0740e-01	4.4779e+00
3597.66	1.7325e+00	4.5147e+00
3598.43	-2.2473e+00	4.4479e+00
3599.21	-2.9330e+00	4.4301e+00
3599.98	-1.8550e+00	4.4464e+00
3600.76	3.4701e+00	4.5805e+00
3601.53	2.7961e+00	4.8513e+00
3602.31	2.1808e+00	4.9250e+00
3603.08	1.1968e+01	4.3954e+00
3603.86	4.6319e+00	4.4050e+00
3604.63	6.9918e-01	4.3767e+00
3605.41	2.2381e+00	4.1771e+00
3606.18	4.1482e+00	4.2781e+00
3606.96	7.7413e-01	4.3622e+00
3607.73	1.0567e+00	4.3302e+00
3608.51	4.3680e+00	4.2670e+00
3609.28	5.0389e+00	4.2955e+00
3610.06	1.7408e+00	4.2027e+00
3610.83	1.7773e+00	4.1625e+00
3611.61	2.5989e+00	4.0795e+00
3612.38	5.6697e-01	4.1520e+00
3613.16	-5.2872e-01	4.2654e+00
3613.93	1.0186e+01	4.3219e+00
3614.71	7.5013e+00	4.3346e+00
3615.48	1.1774e+00	4.1903e+00
3616.26	3.2432e+00	4.1765e+00
3617.03	2.1874e+00	4.2111e+00
3617.81	1.5637e+00	4.1613e+00
3618.58	2.7874e-01	4.0374e+00
3619.36	4.7153e-02	4.2054e+00
3620.13	4.7224e+00	4.1557e+00
3620.91	-5.9840e-01	4.1649e+00
3621.68	7.4017e-01	4.1488e+00
3622.46	1.5019e+00	4.0066e+00
3623.23	5.3410e+00	3.9573e+00
3624.01	-2.3789e+00	4.0367e+00
3624.78	6.9387e-01	4.0152e+00
3625.56	-1.2634e+00	3.9066e+00
3626.33	4.8923e+00	3.9531e+00
3627.11	1.0961e+00	4.3648e+00
3627.88	4.9414e+00	4.3099e+00
3628.66	5.0355e+00	3.9676e+00
3629.43	3.5222e+00	3.9301e+00
3630.21	1.2988e+00	4.0043e+00
3630.98	6.9614e+00	3.9317e+00
3631.76	1.0635e+01	3.8760e+00
3632.53	3.5541e+00	3.8692e+00
3633.31	-6.5986e+00	3.9218e+00
3634.08	-1.9477e+00	4.0469e+00
3634.86	4.2846e+00	4.0102e+00
3635.63	3.1647e+00	3.9564e+00
3636.41	2.7908e+00	3.8991e+00
3637.19	9.6960e+00	3.9052e+00
3637.96	9.9979e+00	3.9078e+00
3638.74	-2.7770e-01	3.9250e+00
3639.51	-1.8386e-02	3.8722e+00
3640.29	1.7169e+00	3.8760e+00
3641.06	5.2261e+00	3.8416e+00
3641.84	2.0914e+00	3.7837e+00
3642.61	2.9553e+00	3.7837e+00
3643.39	3.8419e+00	3.8878e+00
3644.16	-2.2714e+00	3.8438e+00
3644.94	1.5035e+00	3.8738e+00
3645.71	6.3089e+00	3.8655e+00
3646.49	6.0895e-01	3.7125e+00
3647.26	-9.9670e-01	3.7453e+00
3648.04	3.8011e+00	3.7077e+00
3648.81	5.9075e+00	3.7000e+00
3649.59	2.9651e+00	3.6742e+00
3650.36	-2.5204e+00	3.6685e+00
3651.14	-1.9717e+00	3.6656e+00
3651.91	-1.4447e+00	3.7186e+00
3652.69	1.2298e+00	3.7421e+00
3653.46	5.4630e+00	3.7047e+00
3654.24	2.4174e-02	3.6454e+00
3655.01	3.2843e+00	3.5352e+00
3655.79	4.8561e-01	3.5841e+00
3656.56	-3.2511e+00	3.6663e+00
3657.34	6.3222e+00	3.6371e+00
3658.11	7.7388e+00	3.5852e+00
3658.89	3.7431e+00	3.5696e+00
3659.66	3.1080e+00	3.5828e+00
3660.44	-1.3100e+00	3.6952e+00
3661.21	2.2711e-01	3.6595e+00
3661.99	-5.6177e-01	3.5668e+00
3662.76	1.3128e-01	3.5054e+00
3663.54	3.7431e+00	3.4414e+00
3664.31	1.6306e+00	3.4305e+00
3665.09	2.2020e+00	3.4765e+00
3665.86	3.7123e+00	3.4656e+00
3666.64	-3.0783e+00	3.3962e+00
3667.41	-1.1219e+00	3.4760e+00
3668.19	3.8982e+00	3.4135e+00
3668.96	6.6202e+00	3.3668e+00
3669.74	4.4926e-01	3.3948e+00
3670.51	1.2891e+00	3.4123e+00
3671.29	1.7446e+00	3.4828e+00
3672.06	2.0182e+00	3.3946e+00
3672.84	2.9780e+00	3.3016e+00
3673.61	3.6802e+00	3.3157e+00
3674.39	4.1214e+00	3.3204e+00
3675.16	4.7601e+00	3.2908e+00
3675.94	3.4523e+00	3.2676e+00
3676.71	3.5530e+00	3.3302e+00
3677.49	5.6165e+00	3.3928e+00
3678.26	6.5031e+00	3.3452e+00
3679.04	2.8419e+00	3.2316e+00
3679.81	2.5858e+00	3.3232e+00
3680.59	1.0918e+00	3.3213e+00
3681.36	2.9603e-01	3.3498e+00
3682.14	2.4022e+00	3.3165e+00
3682.91	4.8666e+00	3.2220e+00
3683.69	4.0096e+00	3.1413e+00
3684.46	6.1596e-01	3.1892e+00
3685.24	-4.1878e-01	3.2507e+00
3686.01	4.8629e+00	3.2679e+00
3686.79	3.1604e+00	3.2645e+00
3687.56	2.4165e+00	3.2439e+00
3688.34	2.2762e+00	3.2128e+00
3689.11	5.0265e+00	3.1429e+00
3689.89	1.1228e+00	3.1106e+00
3690.66	-2.3157e-01	3.1161e+00
3691.44	3.2838e+00	3.0918e+00
3692.21	3.6627e+00	3.0830e+00
3692.99	-1.5905e+00	3.0899e+00
3693.76	4.9506e-01	3.1219e+00
3694.54	4.0410e+00	3.1980e+00
3695.31	-1.6722e+00	3.0865e+00
3696.09	2.5004e+00	3.0386e+00
3696.86	4.0009e+00	2.9967e+00
3697.64	-6.9770e-01	3.0214e+00
3698.41	6.2766e+00	3.0298e+00
3699.19	4.5843e+00	3.0151e+00
3699.96	5.6257e+00	3.0683e+00
3700.74	6.2319e+00	3.0067e+00
3701.51	-1.2383e+00	2.9742e+00
3702.29	7.5842e-01	2.9634e+00
3703.06	-1.5913e+00	2.9310e+00
3703.84	-1.0368e+00	2.9713e+00
3704.61	4.6606e+00	2.9620e+00
3705.39	2.7704e+00	2.9255e+00
3706.17	1.7617e+00	2.8719e+00
3706.94	2.0160e+00	2.8374e+00
3707.72	5.9690e+00	2.8076e+00
3708.49	4.4228e+00	2.8019e+00
3709.27	-2.4634e+00	2.8499e+00
3710.04	3.9685e+00	2.8272e+00
3710.82	6.6943e+00	2.7647e+00
3711.59	3.5976e+00	2.7466e+00
3712.37	1.8526e+00	2.7946e+00
3713.14	4.7645e+00	2.8243e+00
3713.92	4.5152e+00	2.8225e+00
3714.69	3.9659e+00	2.7730e+00
3715.47	5.7642e+00	2.6944e+00
3716.24	-1.7109e-01	2.7171e+00
3717.02	3.1042e+00	2.7393e+00
3717.79	4.4365e+00	2.6814e+00
3718.57	1.2644e+00	2.6556e+00
3719.34	3.7246e+00	2.6427e+00
3720.12	2.4479e+00	2.6556e+00
3720.89	2.6051e+00	2.6404e+00
3721.67	4.4718e+00	2.5772e+00
3722.44	2.8288e+00	2.5570e+00
3723.22	4.3465e+00	2.6289e+00
3723.99	8.8895e-01	2.6181e+00
3724.77	6.9946e-01	2.5750e+00
3725.54	1.3504e+00	2.5911e+00
3726.32	1.9695e+00	2.5786e+00
3727.09	-1.0236e-01	2.5478e+00
3727.87	1.2633e+00	2.5630e+00
3728.64	2.5461e+00	2.5660e+00
3729.42	-4.3543e-01	2.5646e+00
3730.19	4.9098e+00	2.5651e+00
3730.97	7.4078e+00	2.5578e+00
3731.74	6.5967e+00	2.5416e+00
3732.52	2.6392e+00	2.4905e+00
3733.29	1.6899e+00	2.4838e+00
3734.07	2.9949e+00	2.5457e+00
3734.84	3.2646e+00	2.5881e+00
3735.62	3.8230e+00	2.5510e+00
3736.39	2.4153e+00	2.5261e+00
3737.17	1.4520e+00	2.5018e+00
3737.94	2.8976e+00	2.4875e+00
3738.72	3.3818e+00	2.4781e+00
3739.49	3.3877e+00	2.4906e+00
3740.27	-4.6056e+00	2.4829e+00
3741.04	6.3627e-01	2.4681e+00
3741.82	3.4430e+00	2.4360e+00
3742.59	1.6009e+00	2.4412e+00
3743.37	-8.5584e-02	2.4214e+00
3744.14	-3.4439e-01	2.4339e+00
3744.92	2.7413e+00	2.4026e+00
3745.69	3.3100e+00	2.4033e+00
3746.47	4.1142e+00	2.4002e+00
3747.24	3.8623e+00	2.3674e+00
3748.02	2.0024e+00	2.3859e+00
3748.79	2.1234e-01	2.3667e+00
3749.57	3.4277e+00	2.3758e+00
3750.34	1.7098e+00	2.3965e+00
3751.12	4.3196e+00	2.3521e+00
3751.89	3.0110e+00	2.3332e+00
3752.67	1.2706e+00	2.3674e+00
3753.44	6.9432e-01	2.3596e+00
3754.22	2.2498e+00	2.3222e+00
3754.99	3.7696e-01	2.2697e+00
3755.77	2.1057e+00	2.2994e+00
3756.54	9.9630e-01	2.3020e+00
3757.32	-6.5900e-01	2.2594e+00
3758.09	5.6562e-01	2.2759e+00
3758.87	7.2366e-03	2.2352e+00
3759.64	2.7122e+00	2.2318e+00
3760.42	5.3324e+00	2.2390e+00
3761.19	4.9635e+00	2.2199e+00
3761.97	5.6399e+00	2.2082e+00
3762.74	1.7119e+00	2.2031e+00
3763.52	3.8993e+00	2.2670e+00
3764.29	9.9798e-01	2.1971e+00
3765.07	4.6779e+00	2.2117e+00
3765.84	2.0067e+00	2.2310e+00
3766.62	2.2539e+00	2.2037e+00
3767.39	1.4962e+00	2.1542e+00
3768.17	6.2787e-01	2.1916e+00
3768.94	3.3704e+00	2.6059e+00
3769.72	4.8153e+00	2.6362e+00
3770.49	1.3646e+00	2.6317e+00
3771.27	2.2228e+00	2.5262e+00
3772.04	7.9610e+00	2.2251e+00
3772.82	4.4102e+00	2.1418e+00
3773.59	7.6367e-01	2.1620e+00
3774.37	1.7211e+00	2.1535e+00
3775.15	2.6195e+00	2.1285e+00
3775.92	2.6391e+00	2.1427e+00
3776.70	1.8749e+00	2.1399e+00
3777.47	3.3988e+00	2.0982e+00
3778.25	3.7082e+00	2.1195e+00
3779.02	6.5217e+00	2.1231e+00
3779.80	2.4378e+00	2.1065e+00
3780.57	4.0218e+00	2.0980e+00
3781.35	1.7518e+00	2.0738e+00
3782.12	3.3383e+00	2.0552e+00
3782.90	1.6638e+00	2.0609e+00
3783.67	2.3816e+00	2.0631e+00
3784.45	2.7873e+00	2.0628e+00
3785.22	2.6497e+00	2.0548e+00
3786.00	1.3441e+00	2.0328e+00
3786.77	1.9507e+00	2.0038e+00
3787.55	1.5224e+00	2.0146e+00
3788.32	3.3929e+00	1.9958e+00
3789.10	4.7274e+00	1.9858e+00
3789.87	1.7217e-01	1.9692e+00
3790.65	3.3392e-01	1.9894e+00
3791.42	5.6527e-01	1.9734e+00
3792.20	3.6798e+00	1.9626e+00
3792.97	2.3436e+00	2.0115e+00
3793.75	3.1816e+00	2.0368e+00
3794.52	3.7860e+00	2.0385e+00
3795.30	4.1531e+00	1.9587e+00
3796.07	2.5134e+00	1.9488e+00
3796.85	2.7506e+00	1.8979e+00
3797.62	4.0589e+00	1.8967e+00
3798.40	2.8155e+00	1.8775e+00
3799.17	1.3240e+00	1.8932e+00
3799.95	2.9577e+00	1.9382e+00
3800.72	1.4328e+00	1.9347e+00
3801.50	1.6976e+00	1.9220e+00
3802.27	3.1481e+00	1.8681e+00
3803.05	2.6844e+00	1.8689e+00
3803.82	2.5918e+00	1.8905e+00
3804.60	1.2825e+00	1.8726e+00
3805.37	-3.1532e-01	1.8446e+00
3806.15	1.2947e+00	1.8164e+00
3806.92	4.4369e+00	1.8140e+00
3807.70	1.8708e+00	1.8443e+00
3808.47	3.6809e+00	1.8331e+00
3809.25	2.7838e-02	1.8229e+00
3810.02	1.6533e+00	1.8216e+00
3810.80	2.0360e+00	1.8023e+00
3811.57	1.8803e+00	1.8236e+00
3812.35	7.6380e-01	1.8268e+00
3813.12	2.0093e+00	1.8547e+00
3813.90	2.8252e+00	1.8934e+00
3814.67	2.1846e+00	1.8024e+00
3815.45	8.4304e-01	1.7911e+00
3816.22	2.4295e+00	1.7924e+00
3817.00	3.7588e+00	1.7823e+00
3817.77	2.2357e+00	1.8023e+00
3818.55	3.2840e+00	1.7775e+00
3819.32	1.1283e+00	1.7744e+00
3820.10	3.2877e-01	1.7653e+00
3820.87	2.1436e+00	1.7572e+00
3821.65	4.3143e+00	1.7495e+00
3822.42	3.2411e+00	1.7392e+00
3823.20	2.9902e+00	1.7102e+00
3823.97	2.4426e+00	1.6846e+00
