3800.619 1.49033e-16 -9.90000e+01
3801.394 4.06319e-16 -9.90000e+01
3802.169 4.95457e-16 -9.90000e+01
3802.943 1.62969e-16 -9.90000e+01
3803.718 3.76588e-16 -9.90000e+01
3804.493 8.06859e-17 -9.90000e+01
3805.268 -2.89852e-17 -9.90000e+01
3806.042 5.77525e-17 -9.90000e+01
3806.817 -6.65609e-17 -9.90000e+01
3807.592 -5.27096e-17 -9.90000e+01
3808.367 -1.46663e-16 -9.90000e+01
3809.142 -1.62283e-16 -9.90000e+01
3809.916 5.09320e-16 -9.90000e+01
3810.691 2.87930e-16 -9.90000e+01
3811.466 -4.25829e-16 -9.90000e+01
3812.241 1.94664e-16 -9.90000e+01
3813.016 -1.54224e-16 -9.90000e+01
3813.790 1.49956e-16 -9.90000e+01
3814.565 5.30997e-16 -9.90000e+01
3815.340 1.91955e-16 -9.90000e+01
3816.115 -1.69048e-16 -9.90000e+01
3816.890 1.67350e-17 -9.90000e+01
3817.664 -1.58013e-18 -9.90000e+01
3818.439 1.81262e-16 -9.90000e+01
3819.214 3.39228e-18 -9.90000e+01
3819.989 -1.60159e-16 -9.90000e+01
3820.763 -1.64226e-16 -9.90000e+01
3821.538 3.67964e-16 -9.90000e+01
3822.313 1.61782e-16 -9.90000e+01
3823.088 2.03855e-16 -9.90000e+01
3823.863 1.31335e-16 -9.90000e+01
3824.637 -6.04467e-17 -9.90000e+01
3825.412 -2.10893e-17 -9.90000e+01
3826.187 -1.75361e-16 -9.90000e+01
3826.962 1.51533e-17 -9.90000e+01
3827.737 1.42233e-16 -9.90000e+01
3828.511 1.80813e-16 -9.90000e+01
3829.286 -7.72689e-17 -9.90000e+01
3830.061 -1.82366e-16 -9.90000e+01
3830.836 -9.62116e-17 -9.90000e+01
3831.611 2.17169e-16 -9.90000e+01
3832.385 3.23396e-16 -9.90000e+01
3833.160 2.43013e-16 -9.90000e+01
3833.935 4.33688e-16 -9.90000e+01
3834.710 3.57050e-17 -9.90000e+01
3835.485 3.78285e-16 -9.90000e+01
3836.259 -1.62148e-16 -9.90000e+01
3837.034 -5.51272e-17 -9.90000e+01
3837.809 2.97178e-16 -9.90000e+01
3838.584 3.07792e-16 -9.90000e+01
3839.358 6.38544e-16 -9.90000e+01
3840.133 3.90807e-16 -9.90000e+01
3840.908 1.69622e-16 -9.90000e+01
3841.683 2.82705e-16 -9.90000e+01
3842.458 -1.00541e-16 -9.90000e+01
3843.232 -4.13124e-16 -9.90000e+01
3844.007 2.87359e-17 -9.90000e+01
3844.782 6.22873e-16 -9.90000e+01
3845.557 3.57146e-16 -9.90000e+01
3846.332 6.15938e-16 -9.90000e+01
3847.106 3.56985e-16 -9.90000e+01
3847.881 2.13130e-16 -9.90000e+01
3848.656 3.55858e-17 -9.90000e+01
3849.431 2.37466e-16 -9.90000e+01
3850.206 -5.45558e-18 -9.90000e+01
3850.980 6.51811e-17 -9.90000e+01
3851.755 1.45728e-16 -9.90000e+01
3852.530 1.24413e-16 -9.90000e+01
3853.305 4.77697e-17 -9.90000e+01
3854.080 -2.01920e-17 -9.90000e+01
3854.854 1.66564e-16 -9.90000e+01
3855.629 2.86814e-16 -9.90000e+01
3856.404 6.27536e-16 -9.90000e+01
3857.179 4.46022e-17 -9.90000e+01
3857.953 3.22963e-16 -9.90000e+01
3858.728 5.73297e-16 -9.90000e+01
3859.503 -1.40015e-16 -9.90000e+01
3860.278 3.26489e-16 -9.90000e+01
3861.053 1.80187e-16 -9.90000e+01
3861.827 -3.56253e-16 -9.90000e+01
3862.602 6.34791e-16 -9.90000e+01
3863.377 2.87234e-16 -9.90000e+01
3864.152 -2.60708e-17 -9.90000e+01
3864.927 -2.90705e-16 -9.90000e+01
3865.701 1.45157e-18 -9.90000e+01
3866.476 3.14928e-16 -9.90000e+01
3867.251 3.24699e-16 -9.90000e+01
3868.026 1.15991e-16 -9.90000e+01
3868.801 -7.59931e-17 -9.90000e+01
3869.575 1.13138e-16 -9.90000e+01
3870.350 2.64387e-16 -9.90000e+01
3871.125 -1.05291e-16 -9.90000e+01
3871.900 -5.20924e-17 -9.90000e+01
3872.674 1.24193e-17 -9.90000e+01
