ZTFID,HOST_RA,HOST_DEC
ZTF21aawihwx,215.19862,-19.79581993
ZTF21aagsjfx,191.55659145,17.17022539
ZTF21abqmrtm,343.90407385,19.17452449
ZTF18adaysnz,134.99523785,51.74571739
ZTF21aaqqwln,319.06686027,5.2434521
ZTF21achjwus,157.98232558,49.3657136
ZTF21aapkisz,213.01445891,-7.75607707
ZTF20acnznol,156.79603606,10.02465553
ZTF21abrpeix,60.62687884,12.59328652
